35,3/1/2022,60,0.13, ,0, ,438, ,2.7, ,76.3, ,22.7, ,47.4, ,61, ,7, ,24, ,12.5, ,1.9, ,44.8, ,41.5, 
35,3/2/2022,61,0.11,R,0, ,374, ,2.9, ,74.3, ,23.8, ,47.2, ,60, ,7, ,26, ,14.0, ,2.1, ,51.4, ,42.0, 
35,3/3/2022,62,0.15, ,0, ,406, ,2.8, ,72.4, ,24.4, ,50.3, ,62, ,8, ,22, ,13.1, ,3.5, ,84.9, ,42.7, 
35,3/4/2022,63,0.11, ,0, ,329, ,4.3, ,61.4, ,31.7, ,46.6, ,56, ,27, ,40, ,23.5, ,3.0, ,72.2, ,43.5, 
35,3/5/2022,64,0.14, ,0, ,410, ,2.5, ,49.2, ,30.3, ,40.4, ,52, ,13, ,29, ,10.5, ,8.1,Y,193.4,Y,43.4, 
35,3/6/2022,65,0.15, ,0, ,481, ,3.2, ,55.8, ,31.4, ,43.0, ,53, ,14, ,34, ,16.3, ,7.0, ,168.6, ,43.1, 
35,3/7/2022,66,0.15, ,0, ,459, ,2.2, ,55.5, ,25.8, ,41.3, ,45, ,9, ,25, ,8.2, ,6.4, ,154.5, ,43.2, 
35,3/8/2022,67,0.14, ,0, ,465, ,2.9, ,63.1, ,22.1, ,44.1, ,58, ,16, ,30, ,14.3, ,3.6, ,86.7, ,42.8, 
35,3/9/2022,68,0.14, ,0, ,406, ,3.9, ,66.3, ,23.4, ,47.5, ,73, ,18, ,35, ,21.1, ,4.3, ,102.7, ,43.2, 
35,3/10/2022,69,0.17, ,0, ,505,R,2.1, ,50.7, ,28.7, ,40.9, ,50, ,6, ,24, ,7.0, ,10.0,Y,239.0,Y,44.1, 
35,3/11/2022,70,0.13, ,0, ,504, ,1.8, ,64.8, ,17.7, ,41.6, ,51, ,8, ,20, ,3.5, ,2.8, ,66.0, ,43.0, 
35,3/12/2022,71,0.15, ,0, ,507, ,2.4, ,68.7, ,20.2, ,44.3, ,66, ,9, ,24, ,10.3, ,3.3, ,79.4, ,43.1, 
35,3/13/2022,72,0.19, ,0, ,493, ,2.4, ,72.0, ,33.2, ,54.5, ,36, ,7, ,16, ,9.7, ,5.3, ,127.4, ,44.2, 
35,3/14/2022,73,0.16, ,0, ,505, ,3.3, ,72.3, ,26.8, ,50.2, ,62, ,11, ,27, ,17.2, ,3.4, ,80.5, ,45.2, 
35,3/15/2022,74,0.10, ,0, ,280, ,5.5, ,71.4, ,29.0, ,49.6, ,74, ,21, ,46, ,29.5, ,2.9, ,68.7, ,45.7, 
35,3/16/2022,75,0.19, ,0, ,521, ,4.0, ,68.0, ,28.7, ,50.3, ,77, ,12, ,32, ,21.9, ,5.8, ,138.5, ,45.8, 
35,3/17/2022,76,0.14, ,0, ,449, ,3.3, ,68.2, ,24.3, ,47.9, ,71, ,10, ,29, ,17.4, ,3.3, ,78.8, ,46.0, 
35,3/18/2022,77,0.17, ,0, ,525, ,3.6, ,72.2, ,25.1, ,50.6, ,72, ,11, ,29, ,19.2, ,3.3, ,79.4, ,46.1, 
35,3/19/2022,78,0.14, ,0, ,357, ,3.9, ,68.3, ,29.0, ,49.7, ,59, ,16, ,32, ,21.2, ,5.7, ,136.0, ,46.6, 
35,3/20/2022,79,0.19, ,0, ,535, ,3.4, ,64.5, ,40.7, ,51.1, ,55, ,11, ,27, ,18.2, ,7.7, ,184.9, ,47.0, 
35,3/21/2022,80,0.21, ,0, ,516, ,4.0, ,73.4, ,29.7, ,55.8, ,48, ,17, ,26, ,21.5, ,7.0, ,168.0, ,47.4, 
35,3/22/2022,81,0.20, ,0, ,536, ,5.6, ,78.2, ,36.1, ,59.8, ,64, ,16, ,32, ,30.0, ,4.9, ,118.1, ,48.8, 
35,3/23/2022,82,0.19, ,0, ,544, ,5.8, ,79.4, ,31.0, ,57.7, ,76, ,17, ,35, ,30.5, ,3.5, ,84.5, ,49.7, 
35,3/24/2022,83,0.19, ,0, ,545, ,5.7, ,82.3, ,36.4, ,59.8, ,72, ,15, ,33, ,30.5, ,2.9, ,70.3, ,50.5, 
35,3/25/2022,84,0.19, ,0, ,477, ,5.6, ,82.5, ,34.6, ,62.2, ,72, ,14, ,29, ,29.6, ,3.9, ,92.4, ,51.2, 
35,3/26/2022,85,0.17, ,0, ,418, ,4.6, ,83.8, ,45.6,Y,64.0,Y,55, ,10, ,22,Y,24.9,Y,4.1, ,99.5, ,51.9, 
35,3/27/2022,86,0.24, ,0, ,527, ,3.2, ,78.9, ,43.4, ,63.2, ,46, ,8, ,16, ,16.8, ,7.6, ,182.4, ,52.6, 
35,3/28/2022,87,0.09, ,0.08, ,213, ,5.7, ,57.2, ,41.5, ,48.0, ,90, ,13, ,50, ,30.4, ,6.0, ,143.6, ,52.0, 
35,3/29/2022,88,0.15, ,0.04, ,447, ,6.9,Y,65.9, ,38.6, ,51.1, ,94, ,28, ,54,Y,35.1,Y,4.8, ,115.5, ,50.6, 
35,3/30/2022,89,0.16, ,0, ,485, ,5.4, ,72.1, ,33.8, ,53.9, ,80, ,16, ,38, ,28.8, ,2.6, ,61.5, ,50.3, 
35,3/31/2022,90,0.18, ,0, ,564, ,5.4, ,71.0, ,38.8, ,55.9, ,62, ,19, ,35, ,28.8, ,3.2, ,76.2, ,50.8, 
