233,3/1/2022,60,--,N,0, ,530,R,1.8, ,80.9, ,38.8, ,60.7, ,19, ,5, ,10, ,3.9, ,3.3, ,79.5, ,42.4, 
233,3/2/2022,61,--,N,0, ,524,R,2.0, ,81.5, ,40.3, ,62.2, ,22, ,5, ,10, ,6.1, ,3.5, ,84.3, ,43.0, 
233,3/3/2022,62,--,N,0, ,418, ,2.9, ,79.9, ,43.3, ,62.6, ,30, ,8, ,15, ,14.1, ,6.8, ,164.3, ,43.7, 
233,3/4/2022,63,--,N,0, ,469, ,6.5, ,65.1, ,49.6, ,55.3, ,64, ,23, ,43, ,33.4, ,10.3,Y,246.5,Y,44.7, 
233,3/5/2022,64,--,N,0, ,504,R,5.3, ,57.8, ,34.5, ,47.8, ,70, ,31, ,46, ,28.3, ,10.8,Y,258.7,Y,45.3, 
233,3/6/2022,65,--,N,0, ,536,R,3.9, ,62.5, ,27.1, ,46.1, ,76, ,18, ,37, ,21.4, ,3.3, ,78.5, ,45.0, 
233,3/7/2022,66,--,N,0, ,538,R,2.6, ,59.5, ,29.8, ,45.9, ,61, ,8, ,25, ,12.1, ,5.8, ,138.7, ,44.7, 
233,3/8/2022,67,--,N,0, ,549,R,2.0, ,62.9, ,28.2, ,47.4, ,30, ,11, ,18, ,6.3, ,3.6, ,85.3, ,44.2, 
233,3/9/2022,68,--,N,0, ,544,R,3.5, ,72.3, ,31.9, ,53.7, ,44, ,12, ,25, ,18.9, ,4.1, ,99.6, ,44.1, 
233,3/10/2022,69,--,N,0, ,452, ,3.3, ,61.5, ,33.3, ,50.2, ,63, ,6, ,26, ,17.1, ,7.6, ,182.3, ,44.5, 
233,3/11/2022,70,--,N,0, ,567,R,1.0, ,63.7, ,33.2, ,48.4, ,15, ,5, ,9, ,-8.5, ,3.6, ,87.4, ,44.2, 
233,3/12/2022,71,--,N,0, ,565,R,1.6, ,71.8, ,31.6, ,52.3, ,23, ,7, ,12, ,1.5, ,2.5, ,59.9, ,44.0, 
233,3/13/2022,72,--,N,0, ,490, ,2.8, ,80.7, ,35.6, ,59.1, ,34, ,6, ,16, ,13.5, ,4.8, ,114.9, ,44.2, 
233,3/14/2022,73,--,N,0, ,558,R,3.3, ,75.5, ,43.2, ,60.2, ,30, ,10, ,18, ,17.0, ,3.5, ,83.6, ,45.0, 
233,3/15/2022,74,--,N,0, ,559,R,4.0, ,82.9, ,41.0, ,63.1, ,37, ,7, ,20, ,21.7, ,3.5, ,84.5, ,45.5, 
233,3/16/2022,75,--,N,0, ,559,R,6.0, ,76.1, ,52.3, ,63.6, ,45, ,18, ,30, ,31.4, ,7.2, ,172.4, ,46.4, 
233,3/17/2022,76,--,N,0, ,575,R,3.1, ,75.7, ,48.8, ,62.6, ,36, ,7, ,16, ,16.1, ,3.4, ,81.1, ,46.9, 
233,3/18/2022,77,--,N,0, ,582,R,3.2, ,78.5, ,38.7, ,60.8, ,36, ,8, ,17, ,16.4, ,2.8, ,67.1, ,47.2, 
233,3/19/2022,78,--,N,0, ,411, ,4.5, ,80.7, ,45.1, ,62.6, ,47, ,10, ,23, ,24.7, ,6.3, ,152.3, ,47.4, 
233,3/20/2022,79,--,N,0.01, ,533, ,5.0, ,70.9, ,44.7, ,58.8, ,59, ,11, ,30, ,27.1, ,8.8, ,211.4, ,47.7, 
233,3/21/2022,80,--,N,0, ,560, ,3.6, ,74.7, ,48.0, ,62.7, ,33, ,11, ,19, ,19.4, ,6.1, ,147.2, ,47.8, 
233,3/22/2022,81,--,N,0, ,590,R,4.4, ,78.6, ,53.0, ,65.3, ,29, ,14, ,21, ,24.1, ,4.7, ,113.7, ,48.1, 
233,3/23/2022,82,--,N,0, ,611,R,2.9, ,78.5, ,47.2, ,63.9, ,36, ,6, ,14, ,14.1, ,3.6, ,86.7, ,48.5, 
233,3/24/2022,83,--,N,0, ,605,R,4.4, ,86.3, ,46.9, ,67.2, ,34, ,10, ,19, ,23.8, ,2.9, ,69.0, ,48.7, 
233,3/25/2022,84,--,N,0, ,594,R,4.7, ,91.3, ,51.5, ,73.1, ,42, ,6, ,17, ,25.4, ,3.9, ,92.7, ,49.3, 
233,3/26/2022,85,--,N,0, ,560, ,4.7, ,89.4, ,54.6, ,72.7, ,35, ,8, ,17, ,25.5, ,4.5, ,108.8, ,50.1, 
233,3/27/2022,86,--,N,0, ,608,R,3.1, ,84.0, ,57.2,Y,72.6, ,26, ,6, ,11, ,15.5, ,7.1, ,171.3, ,50.8, 
233,3/28/2022,87,--,N,0.01, ,602,R,5.5, ,72.1, ,50.2, ,63.0, ,62, ,12, ,28, ,29.6, ,9.6,Y,230.8,Y,51.3, 
233,3/29/2022,88,--,N,0.00, ,610,R,7.2, ,71.2, ,42.8, ,57.7, ,76, ,24, ,44, ,36.1, ,6.3, ,151.9, ,51.5, 
233,3/30/2022,89,--,N,0, ,616,R,6.3, ,80.4, ,42.7, ,63.8, ,73, ,13, ,31, ,32.7, ,4.0, ,97.1, ,51.3, 
233,3/31/2022,90,--,N,0, ,599, ,6.7, ,79.0, ,44.9, ,62.7, ,59, ,19, ,34, ,34.2, ,3.0, ,72.6, ,51.4, 
