199,3/1/2022,60,0.12,R,0.00, ,510,R,2.5, ,59.5, ,23.3, ,38.5, ,63, ,9, ,32, ,11.3, ,1.0,I,24.0,I,34.7, 
199,3/2/2022,61,0.12,R,0.00,H,506, ,3.2, ,64.5, ,21.4, ,39.8, ,68, ,8, ,38, ,16.2, ,1.0,I,24.0,I,36.2, 
199,3/3/2022,62,0.11,R,0, ,459, ,3.4, ,57.1, ,25.0, ,39.5, ,70, ,20, ,42, ,18.3, ,1.0,I,24.0,I,37.8, 
199,3/4/2022,63,0.04,R,0.09,H,237, ,5.3, ,38.8, ,26.6, ,31.3, ,100, ,68, ,90, ,28.7, ,1.0,I,24.0,I,37.1, 
199,3/5/2022,64,0.03,R,0.26, ,235, ,4.0, ,29.5,Y,9.8, ,24.6, ,99, ,77, ,88, ,21.6, ,1.0,I,24.0,I,35.4, 
199,3/6/2022,65,0.09,R,0.05,H,465, ,3.3, ,43.6, ,5.3,Y,24.8, ,91, ,33, ,72, ,17.0, ,1.0,I,24.0,I,34.7, 
199,3/7/2022,66,0.09,R,0, ,518, ,2.2, ,35.4, ,12.3, ,24.4, ,90, ,21, ,49, ,8.0, ,1.0,I,24.0,I,34.3, 
199,3/8/2022,67,0.10,R,0, ,531, ,2.4, ,46.3, ,19.4, ,30.4, ,71, ,22, ,42, ,9.9, ,1.0,I,24.0,I,34.0, 
199,3/9/2022,68,0.11,R,0, ,526, ,3.5, ,51.4, ,18.8, ,35.4, ,75, ,27, ,50, ,18.7, ,1.0,I,24.0,I,34.5, 
199,3/10/2022,69,0.06,R,0, ,345, ,3.2, ,39.7, ,22.2, ,31.9, ,79, ,23, ,53, ,16.9, ,1.0,I,24.0,I,35.1, 
199,3/11/2022,70,0.11,R,0, ,540, ,1.9, ,48.0, ,19.4, ,33.1, ,64, ,15, ,29, ,4.4, ,1.0,I,24.0,I,35.0, 
199,3/12/2022,71,0.12,R,0, ,540, ,3.0, ,56.8, ,22.5, ,36.6, ,70, ,19, ,41, ,15.1, ,1.0,Y,24.1,Y,36.2, 
199,3/13/2022,72,0.12,R,0, ,493, ,2.8, ,55.9, ,24.8, ,40.7, ,75, ,12, ,33, ,13.5, ,1.0,I,24.0,I,37.7, 
199,3/14/2022,73,0.14,R,0, ,542, ,4.1, ,62.8, ,25.7, ,42.3, ,76, ,19, ,44, ,22.1, ,1.0,I,24.0,I,39.4, 
199,3/15/2022,74,0.14,R,0, ,558, ,3.7, ,62.1, ,26.6, ,43.1, ,83, ,9, ,40, ,20.2, ,1.0,I,24.0,I,40.8, 
199,3/16/2022,75,0.13,R,0, ,552, ,5.0, ,55.7, ,29.5, ,41.0, ,92, ,33, ,58, ,27.3, ,1.0,I,24.0,I,41.7, 
199,3/17/2022,76,0.13,R,0, ,562, ,3.3, ,58.1, ,25.6, ,40.4, ,79, ,9, ,38, ,16.9, ,1.0,I,24.0,I,41.8, 
199,3/18/2022,77,0.14,R,0, ,560, ,3.8, ,60.8, ,25.3, ,40.7, ,82, ,20, ,44, ,20.6, ,1.0,I,24.0,I,42.2, 
199,3/19/2022,78,0.11,R,0, ,474, ,4.7, ,55.6, ,27.5, ,39.3, ,89, ,23, ,58, ,25.6, ,1.0,I,24.0,I,42.3, 
199,3/20/2022,79,0.12,R,0, ,514, ,4.0, ,47.8, ,29.1, ,37.7, ,94, ,21, ,52, ,22.0, ,1.0,Y,24.2,Y,42.5, 
199,3/21/2022,80,0.13,R,0, ,527, ,3.2, ,52.9, ,32.6, ,43.1, ,57, ,21, ,34, ,16.7, ,1.0,I,24.0,I,42.1, 
199,3/22/2022,81,0.14,R,0, ,558, ,4.4, ,59.2, ,30.5, ,43.6, ,74, ,23, ,46, ,24.1, ,1.0,I,24.0,I,43.2, 
199,3/23/2022,82,0.15,R,0, ,579, ,4.5, ,65.7, ,29.4, ,45.9, ,78, ,19, ,43, ,24.8, ,1.0,I,24.0,I,44.7, 
199,3/24/2022,83,0.16,R,0, ,577, ,5.3, ,68.3, ,29.5, ,47.6, ,87, ,21, ,47, ,28.3, ,1.0,I,24.0,I,46.2, 
199,3/25/2022,84,0.16,R,0, ,543, ,5.3, ,70.3, ,29.6, ,48.7, ,78, ,22, ,45, ,28.5, ,1.0,I,24.0,I,47.7, 
199,3/26/2022,85,0.16,R,0, ,572, ,4.4, ,69.4, ,30.2, ,47.4, ,65, ,17, ,39, ,23.9, ,1.0,I,24.0,I,48.2, 
199,3/27/2022,86,0.15,R,0, ,576, ,2.8, ,60.1, ,30.6, ,47.8, ,55, ,15, ,25, ,13.8, ,1.0,I,24.0,I,48.0, 
199,3/28/2022,87,0.04,R,0.09, ,240, ,5.0, ,43.8, ,29.6, ,37.0, ,97, ,30, ,67, ,27.1, ,1.0,I,24.0,I,46.0, 
199,3/29/2022,88,0.10,R,0.11,H,458, ,5.7, ,48.6, ,27.5, ,35.2, ,97, ,53, ,83, ,30.4, ,1.0,I,24.0,I,44.2, 
199,3/30/2022,89,0.15,R,0.02,H,602, ,5.5, ,60.6, ,26.6, ,42.4, ,96, ,22, ,60, ,29.5, ,1.0,I,24.0,I,45.0, 
199,3/31/2022,90,0.15,R,0, ,571, ,5.2, ,57.2, ,27.5, ,42.5, ,88, ,33, ,56, ,27.8, ,1.0,I,24.0,I,46.1, 
