159,3/1/2022,60,--,N,0, ,472, ,4.0, ,88.4,Y,49.4, ,67.3,Y,35, ,6, ,18,Y,21.8,Y,3.3, ,78.4, ,61.2, 
159,3/2/2022,61,--,N,0, ,459, ,5.2, ,85.1, ,48.4, ,65.7, ,53, ,11, ,24, ,28.2, ,3.1, ,73.9, ,62.3, 
159,3/3/2022,62,--,N,0, ,444, ,8.8, ,72.5, ,47.6, ,58.7, ,71, ,27, ,52, ,41.3, ,3.6, ,86.1, ,62.7, 
159,3/4/2022,63,--,N,0.02, ,163, ,11.1, ,62.4, ,49.2, ,55.6, ,95, ,45, ,74, ,47.3, ,3.1, ,73.3, ,62.7, 
159,3/5/2022,64,--,N,0.07, ,252, ,8.5, ,58.7, ,41.6, ,49.7, ,89, ,43, ,70, ,40.4, ,3.2, ,76.0, ,61.5, 
159,3/6/2022,65,--,N,0, ,481, ,6.8, ,63.7, ,37.4, ,49.7, ,87, ,29, ,56, ,34.6, ,3.2, ,77.0, ,59.9, 
159,3/7/2022,66,--,N,0, ,484, ,6.2, ,72.4, ,39.7, ,54.4, ,84, ,15, ,43, ,32.3, ,3.1, ,75.0, ,60.0, 
159,3/8/2022,67,--,N,0, ,490, ,4.3,Y,72.3, ,41.9, ,55.8, ,56, ,12, ,28,Y,23.3,Y,3.3, ,80.4, ,60.6, 
159,3/9/2022,68,--,N,0, ,477, ,7.4, ,69.7, ,41.7, ,56.3, ,79, ,21, ,48, ,36.9, ,3.7, ,89.0, ,61.0, 
159,3/10/2022,69,--,N,0, ,428, ,10.0, ,69.6, ,49.0, ,58.2, ,79, ,42, ,60, ,44.5, ,3.2, ,77.0, ,62.6, 
159,3/11/2022,70,--,N,0, ,508, ,4.1,Y,74.7, ,44.7, ,58.7, ,62, ,7, ,25,Y,22.6,Y,3.4, ,82.7, ,62.8, 
159,3/12/2022,71,--,N,0, ,512, ,3.8,Y,79.9, ,45.2, ,61.1, ,41, ,8, ,21,Y,20.4,Y,3.4, ,81.4, ,63.1, 
159,3/13/2022,72,--,N,0, ,475, ,8.0, ,72.4, ,44.3, ,57.9, ,81, ,32, ,49, ,38.8, ,3.4, ,82.0, ,63.5, 
159,3/14/2022,73,--,N,0, ,499, ,10.2, ,81.8, ,46.8, ,61.4, ,89, ,20, ,55, ,44.9, ,3.0, ,71.5, ,64.1, 
159,3/15/2022,74,--,N,0, ,465, ,9.0, ,79.4, ,48.0, ,62.9, ,71, ,25, ,46, ,41.7, ,3.1, ,75.3, ,65.0, 
159,3/16/2022,75,--,N,0, ,504, ,10.5, ,78.2, ,48.9, ,62.0, ,87, ,25, ,55, ,45.9, ,3.1, ,74.1, ,65.6, 
159,3/17/2022,76,--,N,0, ,484, ,6.6, ,83.1, ,49.4, ,65.3, ,67, ,12, ,31, ,33.8, ,3.3, ,79.0, ,66.1, 
159,3/18/2022,77,--,N,0, ,524, ,6.8, ,81.8, ,49.4, ,65.1, ,57, ,14, ,32, ,34.5, ,3.2, ,76.7, ,66.6, 
159,3/19/2022,78,--,N,0, ,450, ,10.3, ,71.8, ,53.0, ,60.1, ,75, ,38, ,58, ,45.3, ,3.7, ,87.7, ,67.2, 
159,3/20/2022,79,--,N,0, ,520, ,8.9, ,78.6, ,51.3, ,62.6, ,89, ,14, ,46, ,41.5, ,3.6, ,85.3, ,67.5, 
159,3/21/2022,80,--,N,0, ,514, ,8.1, ,80.7, ,48.3, ,62.9, ,72, ,18, ,41, ,39.0, ,3.2, ,76.2, ,67.8, 
159,3/22/2022,81,--,N,0, ,530, ,7.5, ,87.8, ,52.9, ,69.4, ,59, ,14, ,30, ,37.1, ,3.4, ,81.0, ,68.5,Y
159,3/23/2022,82,--,N,0, ,536, ,7.0, ,89.3,Y,55.6, ,71.5,Y,52, ,13, ,27,Y,35.4,Y,3.7, ,89.9, ,69.8,Y
159,3/24/2022,83,--,N,0, ,538, ,8.0, ,89.4,Y,55.8, ,70.8,Y,56, ,15, ,31,Y,38.8,Y,3.2, ,76.3, ,70.6,Y
159,3/25/2022,84,--,N,0, ,524, ,9.9, ,89.1,Y,53.3, ,68.7, ,71, ,18, ,41, ,44.2, ,3.0, ,71.5, ,71.2,R
159,3/26/2022,85,--,N,0, ,542, ,11.7, ,83.1, ,48.8, ,63.0, ,90, ,22, ,59, ,48.7, ,3.4, ,82.0, ,71.1,R
159,3/27/2022,86,--,N,0, ,513, ,11.2, ,74.6, ,53.6, ,60.5, ,86, ,34, ,62, ,47.5, ,3.9, ,93.4, ,71.2,R
159,3/28/2022,87,--,N,2.09, ,159, ,12.0, ,61.0, ,52.3, ,55.5, ,100, ,61, ,80, ,49.4, ,3.5, ,83.4, ,68.2, 
159,3/29/2022,88,--,N,0.02, ,255, ,11.8, ,65.5, ,50.1, ,56.1, ,100, ,47, ,77, ,48.8, ,2.5, ,59.3, ,66.4, 
159,3/30/2022,89,--,N,0, ,521, ,12.0, ,72.6, ,47.8, ,58.9, ,97, ,46, ,71, ,49.4, ,3.4, ,82.5, ,65.9, 
159,3/31/2022,90,--,N,0, ,167, ,13.4, ,63.3, ,55.0, ,58.0, ,96, ,62, ,82, ,52.4, ,2.8, ,66.4, ,66.5, 
