152,3/1/2022,60,0.20, ,0, ,492,R,5.4, ,88.4,Y,45.7, ,65.4,Y,52, ,9, ,25,Y,28.9,Y,4.4, ,105.2, ,53.3, 
152,3/2/2022,61,0.16, ,0, ,491,R,7.9, ,76.7, ,42.9, ,59.6, ,80, ,26, ,46, ,38.5, ,3.6, ,85.5, ,53.4, 
152,3/3/2022,62,0.12, ,0, ,431, ,11.0, ,68.4, ,40.9, ,54.7, ,92, ,47, ,75, ,47.1, ,3.4, ,81.8, ,52.8, 
152,3/4/2022,63,0.11, ,0, ,392, ,11.3, ,63.7, ,45.8, ,55.1, ,97, ,61, ,76, ,47.7, ,4.5, ,108.2, ,53.8, 
152,3/5/2022,64,0.14, ,0, ,491, ,7.9, ,58.9, ,41.1, ,51.8, ,82, ,43, ,60, ,38.3, ,5.7,Y,137.4,Y,51.7, 
152,3/6/2022,65,0.13, ,0, ,502,R,7.7, ,60.2, ,36.8, ,49.0, ,95, ,38, ,65, ,37.9, ,3.8, ,91.4, ,49.7,Y
152,3/7/2022,66,0.18, ,0, ,513,R,6.1, ,70.1, ,39.3, ,53.7, ,85, ,15, ,43, ,31.8, ,5.9,Y,141.4,Y,49.7,Y
152,3/8/2022,67,0.18, ,0, ,518,R,5.3, ,72.6, ,44.9, ,57.0, ,79, ,14, ,33, ,28.4, ,5.4, ,129.6, ,50.2,Y
152,3/9/2022,68,0.14, ,0, ,506, ,9.3, ,66.4, ,36.8, ,52.3, ,97, ,39, ,69, ,42.5, ,3.5, ,83.8, ,50.7,Y
152,3/10/2022,69,0.14, ,0, ,501, ,9.6, ,66.2, ,40.9, ,54.4, ,100, ,15, ,67, ,43.5, ,3.4, ,81.8, ,51.6, 
152,3/11/2022,70,0.22, ,0, ,536,R,3.5,Y,73.8, ,43.4, ,59.3, ,58, ,8, ,20,Y,18.8,Y,6.4,R,153.0,R,50.9,Y
152,3/12/2022,71,0.17, ,0, ,531,R,6.6, ,78.4, ,41.1, ,57.4, ,88, ,10, ,41, ,33.8, ,3.6, ,86.3, ,52.2, 
152,3/13/2022,72,0.14, ,0, ,509, ,10.5, ,69.1, ,39.5, ,53.5, ,99, ,39, ,75, ,45.9, ,3.4, ,81.0, ,52.4, 
152,3/14/2022,73,0.14, ,0, ,524, ,11.3, ,68.0, ,41.2, ,55.0, ,99, ,53, ,76, ,47.7, ,3.1, ,73.5, ,53.0, 
152,3/15/2022,74,0.13, ,0, ,462, ,11.4, ,70.3, ,42.9, ,56.7, ,99, ,48, ,72, ,47.9, ,3.0, ,71.6, ,53.6, 
152,3/16/2022,75,0.16, ,0, ,529, ,11.6, ,74.3, ,43.8, ,57.9, ,99, ,38, ,71, ,48.4, ,3.3, ,79.2, ,54.6, 
152,3/17/2022,76,0.17, ,0, ,501, ,9.5, ,81.2, ,45.5, ,61.7, ,93, ,18, ,51, ,43.2, ,3.5, ,84.0, ,55.1, 
152,3/18/2022,77,0.17, ,0, ,548,R,9.4, ,74.6, ,42.0, ,58.6, ,94, ,31, ,56, ,43.0, ,3.5, ,84.2, ,55.2, 
152,3/19/2022,78,0.13, ,0.09, ,479, ,12.4, ,63.6, ,45.1, ,54.8, ,99, ,64, ,85, ,50.2, ,3.9, ,94.3, ,55.6, 
152,3/20/2022,79,0.16, ,0, ,549, ,11.9, ,68.8, ,48.5, ,57.1, ,99, ,41, ,75, ,49.2, ,3.9, ,93.3, ,56.2, 
152,3/21/2022,80,0.17, ,0.10,H,530, ,9.0, ,76.1, ,42.0, ,59.8, ,99, ,24, ,51, ,41.9, ,3.5, ,83.1, ,54.8, 
152,3/22/2022,81,0.23,R,0, ,552, ,8.4, ,87.4,Y,46.5, ,68.5,Y,87, ,18, ,35,Y,39.9,Y,5.0, ,120.4, ,56.5, 
152,3/23/2022,82,0.19, ,0.01,H,554, ,10.6, ,85.6,Y,49.2, ,64.5, ,81, ,31, ,51, ,46.0, ,3.4, ,82.6, ,57.5, 
152,3/24/2022,83,0.18, ,0, ,557, ,11.3, ,77.4, ,45.4, ,59.9, ,93, ,38, ,64, ,47.8, ,3.1, ,73.4, ,57.6, 
152,3/25/2022,84,0.16, ,0, ,555, ,13.1, ,71.7, ,46.3, ,58.1, ,100, ,56, ,79, ,51.7, ,3.5, ,85.0, ,58.5, 
152,3/26/2022,85,0.12, ,0.00,H,481, ,13.1, ,66.2, ,47.4, ,54.3, ,99, ,69, ,91, ,51.7, ,3.4, ,80.8, ,58.4, 
152,3/27/2022,86,0.16, ,0, ,546, ,12.4, ,68.3, ,51.4, ,57.8, ,99, ,53, ,76, ,50.3, ,3.7, ,89.4, ,58.4, 
152,3/28/2022,87,0.09, ,0.88, ,342, ,12.8, ,62.0, ,50.5, ,55.3, ,99, ,66, ,85, ,51.0, ,3.9, ,92.9, ,57.2, 
152,3/29/2022,88,0.15, ,0, ,574, ,12.4, ,65.7, ,47.2, ,55.3, ,99, ,59, ,83, ,50.3, ,3.7, ,87.7, ,56.9, 
152,3/30/2022,89,0.15, ,0, ,562, ,13.0, ,65.6, ,47.3, ,56.2, ,99, ,68, ,85, ,51.6, ,3.8, ,92.3, ,57.4, 
152,3/31/2022,90,0.12, ,0, ,425, ,13.3, ,65.0, ,51.1, ,57.1, ,98, ,69, ,83, ,52.1, ,3.5, ,84.3, ,59.0, 
