192,3/1/2022,60,0.15,R,0, ,511,R,3.1, ,64.1, ,24.4, ,42.5, ,72, ,11, ,34, ,16.1, ,3.9, ,93.0, ,33.2, 
192,3/2/2022,61,0.15, ,0.01,H,508,R,3.4, ,64.6, ,25.3, ,43.1, ,66, ,9, ,36, ,17.8, ,3.4, ,81.6, ,33.1, 
192,3/3/2022,62,0.14, ,0, ,463, ,4.5, ,57.0, ,30.2, ,43.4, ,89, ,21, ,47, ,24.5, ,6.6, ,159.2, ,33.2, 
192,3/4/2022,63,0.02, ,0.07, ,148, ,6.3, ,40.7, ,34.3, ,36.4, ,90, ,74, ,87, ,32.8, ,7.5, ,178.9, ,34.2, 
192,3/5/2022,64,0.01, ,0.93, ,98, ,4.9, ,35.7, ,15.9,Y,29.3, ,90, ,85, ,90, ,26.7, ,6.5, ,155.4, ,35.0, 
192,3/6/2022,65,0.10, ,0.00,H,506, ,3.9, ,44.0, ,12.0,Y,27.8, ,88, ,42, ,76, ,21.4, ,2.5, ,60.2, ,34.4, 
192,3/7/2022,66,0.13, ,0, ,516, ,2.7, ,43.2, ,19.4, ,33.1, ,88, ,20, ,42, ,12.3, ,5.9, ,141.8, ,33.9, 
192,3/8/2022,67,0.14, ,0, ,524, ,2.7, ,48.8, ,24.7, ,36.8, ,69, ,23, ,36, ,12.6, ,5.4, ,130.2, ,33.7, 
192,3/9/2022,68,0.13, ,0, ,520, ,4.3, ,52.7, ,22.9, ,38.5, ,82, ,26, ,54, ,23.4, ,4.3, ,104.3, ,34.2, 
192,3/10/2022,69,0.14, ,0, ,473, ,3.2, ,47.2, ,26.9, ,37.7, ,87, ,13, ,42, ,16.9, ,7.4, ,178.8, ,35.1, 
192,3/11/2022,70,0.15, ,0, ,541,R,1.6,Y,50.5, ,23.5, ,37.0, ,56, ,12, ,21,Y,1.3,Y,6.1, ,147.5, ,34.9, 
192,3/12/2022,71,0.14, ,0, ,541, ,3.0, ,59.9, ,22.9, ,39.0, ,64, ,16, ,37, ,15.1, ,2.9, ,70.3, ,35.1, 
192,3/13/2022,72,0.15, ,0, ,505, ,3.2, ,61.1, ,25.4, ,44.2, ,72, ,13, ,33, ,16.8, ,4.6, ,110.1, ,35.8, 
192,3/14/2022,73,0.15, ,0, ,542, ,4.6, ,65.5, ,26.7, ,44.7, ,76, ,22, ,45, ,24.8, ,3.1, ,73.8, ,36.9, 
192,3/15/2022,74,0.17, ,0, ,554, ,5.2, ,63.8, ,28.0, ,45.9, ,83, ,21, ,49, ,27.9, ,3.7, ,89.1, ,38.1, 
192,3/16/2022,75,0.15, ,0, ,552, ,5.7, ,57.1, ,29.7, ,42.6, ,89, ,36, ,61, ,30.1, ,5.0, ,120.6, ,38.9, 
192,3/17/2022,76,0.16, ,0, ,548, ,4.3, ,62.0, ,28.2, ,45.1, ,86, ,17, ,42, ,23.5, ,3.6, ,85.7, ,39.0, 
192,3/18/2022,77,0.16, ,0, ,567, ,4.6, ,64.3, ,24.7, ,43.8, ,76, ,24, ,47, ,24.9, ,3.2, ,77.1, ,39.4, 
192,3/19/2022,78,0.16, ,0, ,490, ,5.8, ,55.7, ,33.8, ,45.7, ,90, ,34, ,56, ,30.9, ,7.7, ,185.0, ,40.0, 
192,3/20/2022,79,0.13, ,0, ,470, ,5.1, ,52.7, ,31.9, ,41.0, ,84, ,35, ,58, ,27.5, ,5.5, ,132.0, ,40.5, 
192,3/21/2022,80,0.17, ,0, ,551, ,4.1, ,59.8, ,36.3, ,46.7, ,59, ,22, ,38, ,22.6, ,6.5, ,155.5, ,40.1, 
192,3/22/2022,81,0.19, ,0, ,576, ,4.6, ,64.3, ,39.9,Y,52.8, ,54, ,21, ,34, ,25.2, ,6.6, ,158.0, ,40.7, 
192,3/23/2022,82,0.18, ,0, ,592,R,5.1, ,67.8, ,33.7, ,49.9, ,77, ,16, ,42, ,27.7, ,3.1, ,74.9, ,41.4, 
192,3/24/2022,83,0.19, ,0, ,591, ,6.4, ,70.4, ,33.2, ,51.7, ,84, ,24, ,49, ,33.0, ,3.1, ,73.8, ,42.3, 
192,3/25/2022,84,0.19, ,0, ,571, ,5.9, ,71.3, ,35.5, ,52.4, ,77, ,21, ,44, ,30.9, ,3.5, ,85.0, ,43.1, 
192,3/26/2022,85,0.22, ,0, ,615,R,4.8, ,67.7, ,40.7,Y,56.2,Y,53, ,19, ,31,Y,26.0,Y,7.8, ,188.2, ,43.6, 
192,3/27/2022,86,0.21, ,0.01,H,620,R,4.4, ,60.7, ,43.2,Y,51.2, ,75, ,16, ,35, ,24.3, ,10.5,Y,251.2,Y,44.0, 
192,3/28/2022,87,0.01, ,1.68, ,66, ,6.5, ,46.9, ,32.4, ,38.1, ,90, ,40, ,83, ,33.4, ,8.8, ,211.6, ,43.2, 
192,3/29/2022,88,0.13, ,0, ,563, ,6.6, ,53.2, ,30.6, ,40.0, ,90, ,53, ,78, ,33.7, ,3.6, ,86.9, ,42.1, 
192,3/30/2022,89,0.17, ,0.00,H,620,R,6.4, ,61.5, ,28.1, ,45.4, ,90, ,29, ,62, ,33.3, ,4.0, ,97.0, ,43.0, 
192,3/31/2022,90,0.16, ,0, ,605, ,7.0, ,60.4, ,34.1, ,46.6, ,90, ,37, ,64, ,35.2, ,3.6, ,85.4, ,44.1, 
