144,3/1/2022,60,0.11, ,0.00, ,394, ,10.8, ,70.0, ,36.2, ,52.2, ,97, ,50, ,81, ,46.5, ,3.4, ,82.8, ,55.1, 
144,3/2/2022,61,0.11, ,0, ,386, ,11.3, ,68.4, ,44.1, ,53.1, ,98, ,39, ,82, ,47.7, ,3.6, ,86.2, ,56.8, 
144,3/3/2022,62,0.02, ,0.09, ,126, ,12.1, ,57.4, ,47.0, ,51.8, ,98, ,80, ,92, ,49.6, ,2.6, ,61.4, ,57.1, 
144,3/4/2022,63,0.12, ,0.02, ,427, ,9.7, ,61.2, ,38.7, ,50.3, ,96, ,51, ,78, ,43.6, ,6.8,Y,163.6,Y,57.1, 
144,3/5/2022,64,0.08, ,0.04, ,323, ,7.1, ,57.3, ,32.0, ,43.6, ,94, ,46, ,74, ,35.8, ,3.8, ,90.1, ,55.6, 
144,3/6/2022,65,0.11, ,0.00, ,451, ,7.9, ,61.9, ,32.6, ,45.2, ,94, ,54, ,77, ,38.5, ,3.7, ,87.7, ,54.8, 
144,3/7/2022,66,0.15, ,0.02, ,463, ,5.7, ,70.6, ,28.1, ,49.1, ,94, ,16, ,48, ,30.2, ,4.0, ,95.9, ,55.0, 
144,3/8/2022,67,0.14, ,0.00, ,457, ,7.4, ,76.7, ,31.4, ,51.4, ,86, ,27, ,57, ,36.7, ,3.1, ,73.6, ,55.3, 
144,3/9/2022,68,0.13, ,0, ,457, ,8.3, ,64.9, ,36.4, ,50.0, ,87, ,46, ,68, ,39.8, ,5.0, ,119.2, ,55.9, 
144,3/10/2022,69,0.14, ,0.02, ,491,R,6.6, ,70.8, ,32.8, ,50.5, ,88, ,15, ,53, ,34.1, ,4.1, ,98.4, ,56.0, 
144,3/11/2022,70,0.14, ,0, ,487,R,6.1, ,71.5, ,28.7, ,47.8, ,87, ,23, ,54, ,31.8, ,3.2, ,77.7, ,55.9, 
144,3/12/2022,71,0.11, ,0.05, ,441, ,8.1, ,59.7, ,26.9, ,44.0, ,94, ,59, ,83, ,39.2, ,3.5, ,84.8, ,55.7, 
144,3/13/2022,72,0.12, ,0.02, ,433, ,10.2, ,61.8, ,42.1, ,52.3, ,97, ,48, ,76, ,45.0, ,3.7, ,89.5, ,57.0, 
144,3/14/2022,73,0.13, ,0.03, ,447, ,9.3, ,69.9, ,33.5, ,51.7, ,95, ,37, ,71, ,42.5, ,2.9, ,70.6, ,57.3, 
144,3/15/2022,74,0.07, ,0.17, ,298, ,13.2, ,64.1, ,43.6, ,54.5, ,97, ,77, ,91, ,52.0, ,3.4, ,81.9, ,59.0, 
144,3/16/2022,75,0.13, ,0, ,486, ,9.6, ,66.4, ,38.3, ,50.6, ,95, ,49, ,76, ,43.5, ,3.6, ,85.3, ,58.7, 
144,3/17/2022,76,0.13, ,0.03, ,475, ,9.8, ,63.4, ,38.8, ,49.8, ,96, ,59, ,81, ,44.1, ,3.5, ,83.3, ,59.0, 
144,3/18/2022,77,0.13, ,0, ,460, ,9.5, ,71.4, ,33.6, ,49.2, ,97, ,49, ,80, ,43.3, ,2.6, ,61.8, ,58.9, 
144,3/19/2022,78,0.06, ,0.03, ,228, ,10.4, ,58.4, ,43.0, ,50.9, ,92, ,71, ,81, ,45.5, ,4.2, ,100.0, ,59.1, 
144,3/20/2022,79,0.15, ,0, ,495, ,8.0, ,65.1, ,38.7, ,50.1, ,84, ,44, ,65, ,38.8, ,5.6, ,135.5, ,57.9, 
144,3/21/2022,80,0.15, ,0, ,487, ,9.8, ,70.6, ,41.6, ,56.2, ,80, ,45, ,63, ,44.0, ,5.2, ,125.6, ,58.2, 
144,3/22/2022,81,0.17, ,0.02, ,496, ,12.0, ,86.4,Y,45.1, ,61.2,Y,95, ,35, ,65,Y,49.5,Y,3.3, ,80.0, ,60.0, 
144,3/23/2022,82,0.14, ,0.02,H,522, ,11.7, ,69.3, ,39.6, ,53.6, ,97, ,59, ,83, ,48.6, ,3.1, ,74.1, ,61.8, 
144,3/24/2022,83,0.13, ,0, ,500, ,10.3, ,67.4, ,33.7, ,48.8, ,97, ,65, ,88, ,45.4, ,3.6, ,87.1, ,61.5, 
144,3/25/2022,84,0.13, ,0.01, ,476, ,10.5, ,66.1, ,37.2, ,50.1, ,97, ,59, ,85, ,45.8, ,3.5, ,83.2, ,61.7, 
144,3/26/2022,85,0.14, ,0.07, ,495, ,10.4, ,67.0, ,33.6, ,49.6, ,97, ,65, ,86, ,45.5, ,3.2, ,77.8, ,61.1, 
144,3/27/2022,86,0.06, ,0.30, ,223, ,11.6, ,63.3, ,46.2, ,53.5, ,95, ,61, ,83, ,48.6, ,4.0, ,96.7, ,60.8, 
144,3/28/2022,87,0.05, ,0.21, ,211, ,11.6, ,60.6, ,41.4, ,51.8, ,97, ,66, ,88, ,48.4, ,2.8, ,67.1, ,60.5, 
144,3/29/2022,88,0.11, ,0.00, ,440, ,11.5, ,61.3, ,42.0, ,51.8, ,98, ,72, ,87, ,48.2, ,3.6, ,86.0, ,60.2, 
144,3/30/2022,89,0.13, ,0, ,471, ,10.5, ,61.4, ,41.2, ,51.4, ,96, ,62, ,81, ,45.9, ,3.1, ,74.3, ,61.3, 
144,3/31/2022,90,0.15, ,0.06, ,520, ,9.9, ,68.2, ,37.1, ,50.9, ,96, ,54, ,78, ,44.3, ,3.0, ,71.7, ,61.3, 
