84,3/1/2022,60,0.13, ,0, ,404, ,8.2, ,74.1, ,51.6, ,61.9, ,56, ,29, ,43, ,39.3, ,4.5, ,108.6, ,54.6, 
84,3/2/2022,61,0.13, ,0, ,369, ,8.5, ,72.2, ,50.9, ,60.7, ,64, ,33, ,47, ,40.2, ,4.5, ,107.4, ,55.4, 
84,3/3/2022,62,0.09, ,0, ,293, ,9.1, ,63.4, ,46.7, ,55.2, ,90, ,47, ,61, ,42.0, ,4.5, ,108.3, ,55.4, 
84,3/4/2022,63,0.10, ,0.02, ,343, ,9.2, ,64.9, ,37.8, ,50.9, ,93, ,44, ,72, ,42.4, ,4.5, ,108.7, ,55.2, 
84,3/5/2022,64,0.05, ,0.06, ,251, ,7.1, ,53.1, ,37.3, ,43.6, ,92, ,54, ,74, ,35.9, ,3.0, ,72.9, ,54.1, 
84,3/6/2022,65,0.12, ,0, ,451, ,5.7, ,60.5, ,35.9, ,49.3, ,75, ,26, ,48, ,30.3, ,5.1, ,122.0, ,53.0, 
84,3/7/2022,66,0.17, ,0, ,444, ,4.0,Y,68.9, ,38.9, ,55.3, ,50, ,14, ,27,Y,21.5,Y,6.4, ,154.8, ,52.7, 
84,3/8/2022,67,0.16, ,0, ,453, ,5.2, ,71.7, ,44.4, ,57.0, ,43, ,17, ,33, ,28.1, ,5.1, ,122.1, ,53.2, 
84,3/9/2022,68,0.14, ,0, ,432, ,6.3, ,68.5, ,43.7, ,55.4, ,66, ,26, ,42, ,32.8, ,4.2, ,101.4, ,54.3, 
84,3/10/2022,69,0.18, ,0, ,487,R,3.0,Y,66.5, ,43.2, ,55.5, ,61, ,9, ,20,Y,15.3,Y,6.7, ,160.4, ,53.8, 
84,3/11/2022,70,0.16, ,0, ,475, ,4.7,Y,68.1, ,41.9, ,56.2, ,55, ,16, ,30,Y,25.6,Y,5.4, ,130.7, ,53.2, 
84,3/12/2022,71,0.18, ,0, ,436, ,5.5, ,70.1, ,50.8, ,59.4, ,49, ,18, ,32, ,29.3, ,6.6, ,158.2, ,54.5, 
84,3/13/2022,72,0.13, ,0, ,415, ,8.6, ,65.6, ,48.1, ,55.3, ,85, ,36, ,57, ,40.6, ,5.5, ,131.2, ,55.7, 
84,3/14/2022,73,0.14, ,0, ,427, ,7.6, ,69.1, ,44.4, ,57.3, ,65, ,32, ,47, ,37.4, ,4.3, ,104.4, ,55.9, 
84,3/15/2022,74,0.11, ,1.01, ,387, ,12.8, ,66.5, ,52.2, ,58.2, ,94, ,50, ,77, ,51.0, ,4.8, ,115.7, ,57.1, 
84,3/16/2022,75,0.14, ,0, ,490, ,10.5, ,69.4, ,46.0, ,57.8, ,93, ,35, ,64, ,45.9, ,4.3, ,102.0, ,58.2, 
84,3/17/2022,76,0.15, ,0, ,419, ,8.5, ,69.5, ,50.8, ,58.9, ,69, ,40, ,50, ,40.4, ,5.6, ,133.5, ,57.9, 
84,3/18/2022,77,0.15, ,0, ,469, ,9.1, ,71.2, ,44.5, ,58.7, ,73, ,36, ,54, ,42.0, ,4.1, ,98.0, ,58.1, 
84,3/19/2022,78,0.06, ,0.05, ,196, ,9.1, ,61.3, ,43.4, ,54.5, ,90, ,48, ,63, ,42.1, ,4.2, ,100.3, ,57.8, 
84,3/20/2022,79,0.15, ,0.00, ,508, ,6.9, ,66.7, ,36.1, ,52.0, ,95, ,24, ,52, ,35.1, ,4.3, ,103.6, ,56.5, 
84,3/21/2022,80,0.19, ,0, ,504, ,8.0, ,78.2, ,44.0, ,62.6, ,60, ,28, ,41, ,38.8, ,5.2, ,123.8, ,56.4, 
84,3/22/2022,81,0.18, ,0, ,516, ,11.7, ,82.7,Y,54.2, ,69.3,Y,67, ,35, ,48,Y,48.8,Y,4.3, ,104.2, ,58.9, 
84,3/23/2022,82,0.19, ,0, ,515, ,11.3, ,81.6, ,60.2,Y,69.7,Y,68, ,34, ,46,Y,47.8,Y,4.9, ,117.5, ,61.2, 
84,3/24/2022,83,0.17, ,0, ,488, ,12.3, ,81.0, ,54.4, ,68.5,Y,68, ,37, ,52,Y,50.0,Y,3.8, ,91.8, ,62.3, 
84,3/25/2022,84,0.17, ,0, ,535, ,11.1, ,78.5, ,55.0, ,65.3, ,67, ,29, ,52, ,47.4, ,4.1, ,97.6, ,62.8, 
84,3/26/2022,85,0.17, ,0, ,533, ,10.2, ,78.5, ,47.2, ,64.8, ,77, ,28, ,49, ,45.1, ,3.9, ,93.4, ,62.5, 
84,3/27/2022,86,0.15, ,0, ,421, ,9.2, ,70.0, ,51.6, ,60.8, ,72, ,28, ,50, ,42.3, ,3.9, ,94.3, ,62.0, 
84,3/28/2022,87,0.05, ,0.23,H,244, ,11.3, ,61.2, ,46.5, ,53.0, ,93, ,63, ,82, ,47.7, ,3.5, ,82.8, ,60.9, 
84,3/29/2022,88,0.15, ,0, ,538, ,11.4, ,69.1, ,44.2, ,56.4, ,90, ,53, ,74, ,48.1, ,3.8, ,90.4, ,60.3, 
84,3/30/2022,89,0.09, ,0, ,370, ,11.2, ,62.1, ,44.7, ,52.8, ,96, ,63, ,82, ,47.6, ,3.1, ,74.4, ,60.7, 
84,3/31/2022,90,0.13, ,0.00, ,474, ,9.8, ,70.3, ,43.1, ,54.7, ,97, ,33, ,67, ,43.9, ,3.0, ,72.2, ,60.0, 
