246,3/1/2022,60,0.15, ,0, ,421, ,4.1, ,69.1,Y,27.6, ,48.5, ,71, ,12, ,35, ,22.1, ,6.2, ,147.7, ,38.9, 
246,3/2/2022,61,0.17, ,0, ,413, ,3.8, ,67.4, ,31.0, ,48.4, ,59, ,15, ,33, ,20.6, ,8.2, ,196.1, ,40.0, 
246,3/3/2022,62,0.16, ,0, ,367, ,4.3, ,61.8, ,30.5, ,46.6, ,72, ,20, ,40, ,23.4, ,8.4, ,201.5, ,40.4, 
246,3/4/2022,63,0.09, ,0, ,292, ,4.8, ,51.8, ,24.7, ,38.3, ,74, ,44, ,61, ,25.9, ,9.2, ,221.0, ,40.4, 
246,3/5/2022,64,0.07, ,0, ,302, ,3.0, ,37.2, ,20.7, ,28.5, ,84, ,37, ,57, ,15.4, ,7.1, ,170.9, ,39.3, 
246,3/6/2022,65,0.10, ,0, ,459, ,3.1, ,42.6, ,11.5,Y,30.0, ,87, ,27, ,55, ,15.6, ,5.4, ,130.1, ,38.7, 
246,3/7/2022,66,0.09, ,0, ,406, ,2.7, ,43.5, ,16.2, ,29.7, ,78, ,24, ,48, ,12.5, ,4.7, ,113.0, ,38.3, 
246,3/8/2022,67,0.12, ,0, ,452, ,3.4, ,51.3, ,16.5, ,36.9, ,75, ,27, ,45, ,17.7, ,5.5, ,130.9, ,38.1, 
246,3/9/2022,68,0.09, ,0, ,308, ,4.1, ,55.1, ,24.1, ,39.4, ,85, ,30, ,50, ,22.4, ,7.4, ,177.4, ,38.8, 
246,3/10/2022,69,0.08, ,0.01, ,431, ,3.1, ,39.5, ,15.4, ,27.6,Y,96, ,30, ,61,Y,16.0,Y,6.0, ,143.5, ,38.9, 
246,3/11/2022,70,0.12, ,0, ,481, ,2.6, ,55.7, ,13.8, ,33.9, ,65, ,16, ,39, ,11.9, ,4.5, ,107.2, ,38.2, 
246,3/12/2022,71,0.21, ,0, ,481, ,2.9, ,59.3, ,23.6, ,43.9, ,72, ,11, ,30, ,14.6, ,12.7,R,304.1,R,38.8, 
246,3/13/2022,72,0.19, ,0, ,481, ,3.3, ,53.3, ,25.9, ,42.9, ,73, ,15, ,36, ,17.6, ,13.9,R,333.1,R,39.8, 
246,3/14/2022,73,0.17, ,0, ,478, ,3.7, ,64.9, ,23.0, ,44.6, ,78, ,19, ,37, ,20.0, ,7.7, ,184.7, ,40.1, 
246,3/15/2022,74,0.11, ,0.01, ,249, ,5.4, ,56.0, ,36.9, ,46.4, ,72, ,21, ,50, ,28.9, ,10.3, ,248.0, ,41.4, 
246,3/16/2022,75,0.14, ,0, ,500, ,3.9, ,56.2, ,23.3, ,40.3, ,83, ,17, ,45, ,20.9, ,6.0, ,143.1, ,41.4, 
246,3/17/2022,76,0.12, ,0, ,321, ,3.7, ,57.1, ,24.6, ,39.7, ,71, ,25, ,45, ,20.0, ,6.8, ,163.5, ,40.9, 
246,3/18/2022,77,0.16, ,0, ,495, ,4.1, ,63.5, ,22.3, ,44.8, ,79, ,18, ,41, ,22.4, ,7.2, ,172.1, ,41.0, 
246,3/19/2022,78,0.13, ,0.00, ,322, ,4.9, ,49.4, ,32.6, ,43.4, ,72, ,36, ,52, ,26.8, ,12.2,Y,292.1,Y,42.0, 
246,3/20/2022,79,0.14, ,0, ,515, ,3.5, ,50.8, ,24.4, ,37.9, ,80, ,17, ,45, ,18.4, ,6.4, ,153.3, ,41.7, 
246,3/21/2022,80,0.15, ,0, ,505, ,4.3, ,59.1, ,22.0, ,42.8, ,73, ,28, ,46, ,23.7, ,6.1, ,146.9, ,41.6, 
246,3/22/2022,81,0.16, ,0, ,520, ,6.2, ,63.9, ,28.1, ,45.6, ,90, ,36, ,59, ,32.3, ,5.7, ,136.7, ,42.8, 
246,3/23/2022,82,0.18, ,0, ,526, ,6.4, ,71.5, ,30.3, ,51.4, ,84, ,24, ,50, ,33.2, ,6.5, ,155.3, ,43.7, 
246,3/24/2022,83,0.18, ,0, ,532, ,6.0, ,73.6, ,31.3, ,53.2, ,80, ,16, ,43, ,31.5, ,6.0, ,144.1, ,44.9, 
246,3/25/2022,84,0.23, ,0, ,543, ,4.9, ,72.8, ,32.1, ,56.6, ,60, ,16, ,31, ,26.5, ,9.5, ,228.0, ,45.4, 
246,3/26/2022,85,0.21, ,0, ,496, ,5.4, ,71.5, ,33.8, ,55.8, ,64, ,15, ,35, ,28.9, ,7.8, ,187.3, ,46.0, 
246,3/27/2022,86,0.24, ,0, ,498, ,4.1, ,66.3, ,41.3, ,54.6, ,61, ,18, ,28, ,22.4, ,11.1,Y,266.9,Y,46.3, 
246,3/28/2022,87,0.09, ,0.00, ,228, ,4.9, ,51.0, ,32.5, ,42.2, ,96, ,32, ,53, ,26.5, ,7.9, ,190.2, ,45.5, 
246,3/29/2022,88,0.10, ,0.01, ,361, ,6.6, ,57.0, ,33.3, ,41.7, ,97, ,43, ,73, ,33.9, ,3.9, ,94.0, ,44.7, 
246,3/30/2022,89,0.15, ,0, ,404, ,5.7, ,61.8, ,31.1, ,46.4, ,84, ,32, ,53, ,30.1, ,6.9, ,165.4, ,45.2, 
246,3/31/2022,90,0.15, ,0, ,509, ,5.1, ,56.8, ,26.6, ,43.0, ,90, ,37, ,55, ,27.8, ,5.2, ,123.8, ,45.4, 
