129,3/1/2022,60,0.13, ,0, ,424, ,9.5, ,73.4, ,40.8, ,55.1, ,87, ,32, ,64, ,43.3, ,3.3, ,78.3, ,55.1, 
129,3/2/2022,61,0.12, ,0, ,421, ,9.9, ,67.5, ,43.3, ,53.8, ,89, ,43, ,70, ,44.3, ,3.1, ,74.9, ,56.0, 
129,3/3/2022,62,0.05,R,0.02, ,197, ,10.0, ,60.4, ,41.2, ,50.2, ,93, ,58, ,81, ,44.7, ,2.5, ,59.3, ,55.3, 
129,3/4/2022,63,0.07, ,0.11, ,265, ,9.9, ,59.6, ,43.6, ,51.2, ,96, ,49, ,77, ,44.2, ,5.1, ,123.2, ,55.1, 
129,3/5/2022,64,0.09, ,0.00, ,310, ,7.5, ,57.2, ,35.5, ,46.6, ,94, ,40, ,69, ,37.1, ,3.6, ,86.6, ,53.2, 
129,3/6/2022,65,0.11, ,0, ,456, ,8.4, ,57.7, ,32.1, ,45.4, ,95, ,62, ,81, ,40.1, ,4.0, ,94.8, ,51.8, 
129,3/7/2022,66,0.13, ,0, ,481,R,7.5, ,63.5, ,33.8, ,48.3, ,96, ,32, ,65, ,37.3, ,3.4, ,81.4, ,52.6, 
129,3/8/2022,67,0.14, ,0, ,480, ,7.3, ,68.5, ,33.9, ,50.1, ,85, ,26, ,59, ,36.6, ,3.3, ,80.0, ,52.8, 
129,3/9/2022,68,0.13, ,0, ,473, ,8.7, ,66.8, ,36.0, ,51.1, ,93, ,42, ,68, ,41.0, ,3.3, ,79.0, ,53.9, 
129,3/10/2022,69,0.14, ,0, ,499,R,7.2, ,68.3, ,35.5, ,51.5, ,96, ,16, ,55, ,36.0, ,3.5, ,83.5, ,54.5, 
129,3/11/2022,70,0.15, ,0, ,501,R,5.3,Y,70.0, ,32.7, ,50.6, ,77, ,16, ,42,Y,28.4,Y,3.2, ,75.9, ,54.0, 
129,3/12/2022,71,0.13, ,0, ,501,R,7.8, ,62.6, ,33.3, ,48.4, ,84, ,38, ,68, ,38.2, ,3.8, ,90.7, ,53.7, 
129,3/13/2022,72,0.11, ,0, ,427, ,11.1, ,62.2, ,43.8, ,52.8, ,93, ,62, ,82, ,47.4, ,3.5, ,84.8, ,55.8, 
129,3/14/2022,73,0.15, ,0, ,485, ,8.1, ,68.4, ,39.6, ,52.6, ,94, ,29, ,60, ,39.0, ,3.7, ,88.7, ,55.7, 
129,3/15/2022,74,0.09, ,0, ,332, ,12.3, ,64.0, ,47.2, ,55.1, ,95, ,71, ,83, ,50.1, ,2.9, ,70.7, ,56.7, 
129,3/16/2022,75,0.13, ,0, ,485, ,11.3, ,64.5, ,44.5, ,54.2, ,93, ,60, ,78, ,47.7, ,3.5, ,83.4, ,57.8, 
129,3/17/2022,76,0.12, ,0, ,456, ,10.3, ,62.4, ,42.0, ,51.3, ,95, ,62, ,80, ,45.4, ,3.5, ,83.7, ,57.3, 
129,3/18/2022,77,0.14, ,0, ,503, ,10.1, ,66.2, ,39.4, ,52.3, ,95, ,51, ,75, ,44.8, ,3.7, ,88.7, ,56.7, 
129,3/19/2022,78,0.04, ,0.36, ,184, ,11.4, ,58.9, ,46.9, ,51.5, ,92, ,71, ,88, ,48.0, ,3.0, ,72.7, ,56.9, 
129,3/20/2022,79,0.15, ,0.00, ,534, ,9.8, ,66.5, ,41.2, ,52.5, ,98, ,45, ,73, ,44.1, ,3.6, ,85.8, ,56.0, 
129,3/21/2022,80,0.15, ,0, ,518, ,9.9, ,67.8, ,39.7, ,53.3, ,95, ,47, ,71, ,44.3, ,3.1, ,75.2, ,55.9, 
129,3/22/2022,81,0.17, ,0, ,530, ,11.4, ,77.9,Y,44.0, ,58.2, ,92, ,38, ,69, ,48.1, ,3.3, ,80.2, ,56.8, 
129,3/23/2022,82,0.14, ,0, ,519, ,12.1, ,64.6, ,45.7, ,53.2, ,99, ,70, ,87, ,49.5, ,3.4, ,81.6, ,57.4, 
129,3/24/2022,83,0.13, ,0.01, ,510, ,11.5, ,61.5, ,43.5, ,50.8, ,99, ,74, ,91, ,48.2, ,3.6, ,85.7, ,57.3, 
129,3/25/2022,84,0.13, ,0, ,495, ,11.6, ,61.4, ,47.2, ,52.9, ,99, ,66, ,84, ,48.4, ,3.6, ,87.6, ,58.0, 
129,3/26/2022,85,0.13, ,0, ,532, ,11.6, ,60.5, ,42.5, ,51.6, ,99, ,73, ,89, ,48.4, ,3.6, ,87.3, ,57.5, 
129,3/27/2022,86,0.11, ,0.57, ,380, ,11.9, ,64.8, ,49.4, ,55.4, ,99, ,52, ,79, ,49.1, ,5.0, ,120.2, ,58.2, 
129,3/28/2022,87,0.09, ,0.71, ,329, ,12.1, ,61.6, ,47.0, ,54.4, ,98, ,61, ,84, ,49.6, ,3.8, ,90.8, ,58.1, 
129,3/29/2022,88,0.06, ,0, ,273, ,11.8, ,59.8, ,45.2, ,52.2, ,98, ,76, ,88, ,48.9, ,3.0, ,71.8, ,57.2, 
129,3/30/2022,89,0.11, ,0, ,407, ,11.0, ,59.1, ,45.0, ,52.8, ,94, ,65, ,81, ,47.1, ,3.7, ,89.9, ,57.5, 
129,3/31/2022,90,0.13, ,0, ,483, ,10.9, ,62.8, ,42.7, ,51.6, ,97, ,66, ,84, ,46.8, ,3.5, ,83.2, ,56.9, 
