106,3/1/2022,60,0.10, ,0.01, ,351, ,9.5, ,74.4, ,35.9, ,53.3, ,95, ,34, ,68, ,43.2, ,2.4, ,58.3, ,51.6, 
106,3/2/2022,61,0.11, ,0, ,356, ,8.8, ,72.1, ,38.7, ,52.4, ,95, ,31, ,66, ,41.2, ,2.8, ,66.3, ,52.6, 
106,3/3/2022,62,0.03, ,0.14, ,157, ,10.8, ,60.1, ,44.1, ,51.3, ,93, ,68, ,84, ,46.5, ,2.7, ,63.6, ,52.6, 
106,3/4/2022,63,0.13, ,0.03, ,407, ,8.0, ,58.4, ,39.1, ,49.0, ,88, ,38, ,67, ,38.7, ,7.0,Y,168.9,Y,52.6, 
106,3/5/2022,64,0.10, ,0, ,381, ,6.8, ,60.0, ,32.0, ,44.5, ,91, ,44, ,69, ,34.8, ,4.8, ,115.2, ,51.3, 
106,3/6/2022,65,0.11, ,0, ,421, ,6.6, ,70.2, ,27.0, ,45.2, ,95, ,28, ,65, ,34.0, ,2.9, ,69.7, ,50.7, 
106,3/7/2022,66,0.13, ,0, ,428, ,6.0, ,73.4, ,27.4, ,48.0, ,94, ,18, ,53, ,31.7, ,2.9, ,70.0, ,51.2, 
106,3/8/2022,67,0.14, ,0, ,429, ,6.3, ,75.6, ,29.2, ,50.8, ,91, ,24, ,50, ,32.6, ,3.6, ,86.7, ,51.7, 
106,3/9/2022,68,0.14, ,0, ,421, ,7.2, ,67.2, ,38.0, ,51.3, ,84, ,34, ,56, ,36.0, ,5.7, ,135.6, ,52.0, 
106,3/10/2022,69,0.13, ,0.02, ,450, ,6.0, ,71.2, ,30.2, ,49.1, ,93, ,19, ,51, ,31.6, ,3.0, ,70.8, ,52.1, 
106,3/11/2022,70,0.14, ,0, ,447, ,5.2, ,74.9, ,27.2, ,48.8, ,84, ,19, ,45, ,28.2, ,2.8, ,66.8, ,52.3, 
106,3/12/2022,71,0.12, ,0, ,361, ,6.4, ,66.0, ,25.2, ,46.7, ,91, ,22, ,59, ,33.3, ,4.2, ,101.2, ,51.8, 
106,3/13/2022,72,0.12, ,0.00, ,404, ,8.6, ,66.5, ,41.2, ,52.5, ,94, ,36, ,64, ,40.5, ,3.2, ,77.8, ,52.4, 
106,3/14/2022,73,0.13, ,0.03, ,398, ,8.5, ,69.0, ,34.6, ,53.2, ,94, ,31, ,61, ,40.3, ,3.9, ,94.7, ,53.2, 
106,3/15/2022,74,0.10, ,0.11, ,323, ,11.4, ,67.1, ,41.4, ,55.3, ,96, ,45, ,76, ,48.0, ,3.7, ,89.2, ,54.5, 
106,3/16/2022,75,0.14, ,0, ,462, ,8.1, ,72.2, ,32.5, ,50.7, ,96, ,30, ,64, ,39.0, ,3.6, ,87.3, ,54.2, 
106,3/17/2022,76,0.14, ,0, ,438, ,8.4, ,71.8, ,38.0, ,52.4, ,93, ,33, ,63, ,40.0, ,3.8, ,92.1, ,54.5, 
106,3/18/2022,77,0.14, ,0, ,437, ,8.5, ,74.0, ,32.5, ,52.1, ,94, ,38, ,64, ,40.3, ,3.2, ,78.0, ,54.6, 
106,3/19/2022,78,0.06, ,0.07, ,215, ,9.2, ,58.9, ,37.2, ,49.1, ,87, ,66, ,77, ,42.3, ,4.2, ,100.7, ,54.8, 
106,3/20/2022,79,0.15, ,0, ,465, ,6.9, ,68.0, ,32.3, ,48.7, ,89, ,33, ,59, ,34.9, ,5.2, ,124.4, ,53.4, 
106,3/21/2022,80,0.17, ,0, ,471, ,9.1, ,74.7, ,37.4, ,56.3, ,87, ,38, ,59, ,42.2, ,5.0, ,119.6, ,53.8, 
106,3/22/2022,81,0.17, ,0, ,486, ,11.0, ,91.0,Y,40.1, ,63.0,Y,95, ,26, ,56,Y,46.9,Y,2.8, ,68.2, ,55.5, 
106,3/23/2022,82,0.18, ,0.01, ,496, ,10.6, ,82.8, ,42.1, ,60.0, ,95, ,26, ,60, ,46.2, ,3.7, ,87.6, ,57.4, 
106,3/24/2022,83,0.15, ,0, ,449, ,10.4, ,82.6, ,37.9, ,57.5, ,95, ,29, ,64, ,45.6, ,2.7, ,65.4, ,57.5, 
106,3/25/2022,84,0.17, ,0, ,486, ,9.2, ,77.7, ,37.0, ,55.4, ,96, ,27, ,61, ,42.3, ,3.8, ,91.5, ,57.8, 
106,3/26/2022,85,0.15, ,0, ,470, ,10.2, ,79.3, ,35.4, ,55.6, ,95, ,37, ,68, ,45.1, ,2.9, ,70.2, ,57.7, 
106,3/27/2022,86,0.08, ,0.22, ,275, ,11.1, ,59.7, ,44.5, ,52.3, ,94, ,68, ,83, ,47.3, ,5.2, ,124.0, ,57.8, 
106,3/28/2022,87,0.06, ,0.08, ,238, ,11.4, ,64.8, ,41.9, ,52.3, ,96, ,64, ,85, ,47.9, ,3.1, ,73.2, ,57.0, 
106,3/29/2022,88,0.14, ,0.00, ,486, ,11.3, ,67.4, ,43.1, ,53.2, ,97, ,63, ,82, ,47.8, ,4.6, ,110.6, ,57.0, 
106,3/30/2022,89,0.13, ,0, ,430, ,9.8, ,66.3, ,41.3, ,52.9, ,91, ,51, ,71, ,43.9, ,5.4, ,129.8, ,57.3, 
106,3/31/2022,90,0.16, ,0, ,504, ,8.9, ,72.1, ,37.3, ,52.5, ,94, ,42, ,66, ,41.6, ,4.5, ,108.1, ,56.9, 
