261,3/1/2022,60,0.15, ,0, ,390, ,7.9, ,68.5, ,35.3, ,54.3,Y,85,H,35,H,55,Y,38.3,Y,8.2, ,196.7, ,42.2, 
261,3/2/2022,61,0.18, ,0, ,361, ,6.7, ,64.7, ,37.1, ,53.6,Y,85, ,29, ,48,Y,34.3,Y,12.1,Y,290.3,Y,43.1, 
261,3/3/2022,62,0.02, ,0.15, ,124, ,7.9, ,46.6, ,38.7, ,43.3, ,95, ,72, ,83, ,38.4, ,3.4, ,80.5, ,43.5, 
261,3/4/2022,63,0.03, ,0.15, ,223, ,5.6, ,42.5, ,23.8, ,32.6, ,99, ,65, ,89, ,29.7, ,3.4, ,82.7, ,42.5, 
261,3/5/2022,64,0.07, ,0.00, ,294, ,5.3, ,47.4, ,26.6, ,35.7, ,93, ,46, ,75, ,28.5, ,4.2, ,101.0, ,41.9, 
261,3/6/2022,65,0.09, ,0, ,455,R,4.9, ,53.0, ,21.9, ,36.1, ,94, ,34, ,68, ,26.7, ,3.1, ,73.4, ,41.4, 
261,3/7/2022,66,0.10, ,0, ,445, ,4.4, ,59.7, ,22.6, ,38.8, ,86, ,24, ,55, ,24.0, ,3.3, ,79.8, ,41.5, 
261,3/8/2022,67,0.09, ,0, ,331, ,4.6, ,56.0, ,28.1, ,41.9, ,85, ,26, ,51, ,24.9, ,3.9, ,92.6, ,42.0, 
261,3/9/2022,68,0.11, ,0, ,400, ,5.1, ,55.9, ,28.3, ,42.9, ,77, ,36, ,55, ,27.6, ,5.3, ,126.9, ,43.1, 
261,3/10/2022,69,0.10, ,0, ,483,R,3.6, ,52.9, ,17.6, ,33.4, ,89, ,24, ,55, ,19.2, ,3.0, ,72.6, ,42.3, 
261,3/11/2022,70,0.11, ,0, ,470,R,3.9, ,64.7, ,17.9, ,38.7, ,83, ,16, ,49, ,21.4, ,2.6, ,63.1, ,41.8, 
261,3/12/2022,71,0.20, ,0.04, ,437, ,4.6, ,63.3, ,28.1, ,49.6, ,77, ,18, ,38, ,24.8, ,12.7,Y,304.1,Y,42.7, 
261,3/13/2022,72,0.12, ,0, ,448, ,5.8, ,54.3, ,31.9, ,44.0, ,82, ,41, ,59, ,30.7, ,5.7, ,136.6, ,43.6, 
261,3/14/2022,73,0.16, ,0.01, ,404, ,6.3, ,66.0, ,31.5, ,48.7, ,93, ,24, ,54, ,32.6, ,9.5, ,227.2, ,44.3, 
261,3/15/2022,74,0.09, ,0.08, ,312, ,8.1, ,56.8, ,31.2, ,46.0, ,96, ,46, ,76, ,39.0, ,5.1, ,122.6, ,45.3, 
261,3/16/2022,75,0.11, ,0, ,498,R,5.4, ,59.5, ,22.6, ,40.0, ,96, ,25, ,64, ,28.9, ,3.3, ,79.4, ,44.8, 
261,3/17/2022,76,0.11, ,0, ,427, ,5.8, ,61.3, ,29.3, ,42.4, ,92, ,30, ,63, ,30.6, ,3.6, ,85.2, ,45.0, 
261,3/18/2022,77,0.15, ,0, ,443, ,6.3, ,65.4, ,23.1, ,45.6, ,91, ,35, ,61, ,32.8, ,6.7, ,160.9, ,45.1, 
261,3/19/2022,78,0.07, ,0.04, ,223, ,7.2, ,53.2, ,33.3, ,44.2, ,85, ,55, ,73, ,36.0, ,7.4, ,177.2, ,46.0, 
261,3/20/2022,79,0.10, ,0, ,452, ,4.7, ,52.2, ,22.4, ,38.3, ,91, ,26, ,60, ,25.8, ,3.2, ,77.7, ,45.2, 
261,3/21/2022,80,0.06, ,0, ,246, ,6.8, ,55.1, ,29.8, ,45.9, ,84, ,43, ,65, ,34.8, ,2.8, ,66.4, ,45.8, 
261,3/22/2022,81,0.14, ,0, ,514, ,9.6,Y,73.5, ,31.1, ,51.0, ,99, ,45, ,75,Y,43.4,Y,3.0, ,72.2, ,47.1, 
261,3/23/2022,82,0.16, ,0, ,522, ,8.9, ,74.6, ,34.2, ,53.3, ,99, ,32, ,64, ,41.6, ,3.4, ,82.4, ,48.4, 
261,3/24/2022,83,0.13, ,0, ,473, ,8.3, ,73.9, ,29.6, ,49.9, ,97, ,38, ,68, ,39.8, ,3.1, ,73.4, ,48.6, 
261,3/25/2022,84,0.18, ,0, ,534,R,8.0, ,75.5, ,37.4, ,55.0, ,92, ,26, ,54, ,38.7, ,4.8, ,115.8, ,49.5, 
261,3/26/2022,85,0.18, ,0, ,472, ,6.0, ,72.2, ,32.9, ,52.1, ,83, ,20, ,45, ,31.6, ,6.1, ,145.8, ,49.5, 
261,3/27/2022,86,0.18, ,0, ,390, ,7.2, ,66.5, ,39.6, ,53.0, ,80, ,30, ,53, ,36.1, ,8.7, ,209.2, ,49.6, 
261,3/28/2022,87,0.13, ,0, ,524, ,8.9, ,61.5, ,46.9,Y,53.4, ,86, ,46, ,63, ,41.4, ,5.7, ,136.5, ,50.4, 
261,3/29/2022,88,0.15, ,0, ,530, ,8.9, ,68.1, ,35.7, ,51.8, ,95, ,39, ,68, ,41.6, ,3.1, ,74.7, ,51.1, 
261,3/30/2022,89,0.13, ,0, ,444, ,6.7, ,56.7, ,30.6, ,44.5, ,95, ,42, ,67, ,34.3, ,4.9, ,116.8, ,51.0, 
261,3/31/2022,90,0.15, ,0, ,546, ,5.1, ,58.8, ,27.0, ,41.0, ,93, ,24, ,58, ,27.4, ,4.5, ,107.9, ,50.4, 
