113,3/1/2022,60,0.14, ,0, ,398, ,7.9, ,80.9, ,36.5, ,56.8, ,85, ,23, ,50, ,38.3, ,4.3, ,102.4, ,52.0, 
113,3/2/2022,61,0.17, ,0, ,444, ,7.2, ,79.4, ,41.4, ,57.3, ,76, ,20, ,45, ,36.1, ,5.1, ,123.2, ,52.7, 
113,3/3/2022,62,0.10, ,0, ,290, ,7.7, ,70.9, ,39.7, ,52.3, ,87, ,31, ,58, ,37.8, ,4.5, ,107.1, ,53.5, 
113,3/4/2022,63,0.08, ,0, ,274, ,8.8, ,59.1, ,37.5, ,48.1, ,91, ,60, ,77, ,41.3, ,6.6, ,158.3, ,54.0, 
113,3/5/2022,64,0.08, ,0, ,312, ,6.9, ,55.1, ,32.9, ,42.6, ,90, ,46, ,74, ,34.9, ,5.1, ,123.1, ,54.0, 
113,3/6/2022,65,0.13, ,0, ,467, ,7.0, ,62.9, ,28.1, ,44.3, ,95, ,34, ,71, ,35.5, ,6.0, ,144.3, ,53.5, 
113,3/7/2022,66,0.14, ,0, ,475, ,6.0, ,67.2, ,29.7, ,47.6, ,97, ,23, ,54, ,31.7, ,4.7, ,112.0, ,53.3, 
113,3/8/2022,67,0.16, ,0, ,478, ,5.5, ,73.0, ,30.1, ,50.8, ,84, ,19, ,43, ,29.3, ,5.1, ,123.1, ,53.5, 
113,3/9/2022,68,0.17, ,0, ,476, ,6.9, ,71.7, ,33.1, ,50.7, ,85, ,28, ,55, ,35.1, ,7.6, ,183.5, ,54.0, 
113,3/10/2022,69,0.19, ,0, ,498, ,7.0, ,70.0, ,37.0, ,53.2, ,93, ,24, ,51, ,35.3, ,8.1, ,193.3, ,54.4, 
113,3/11/2022,70,0.16, ,0, ,494, ,4.9,Y,74.9, ,30.7, ,50.9, ,81, ,13, ,38,Y,26.5,Y,4.2, ,101.3, ,54.7, 
113,3/12/2022,71,0.17, ,0, ,498, ,6.4, ,76.1, ,32.9, ,51.4, ,89, ,19, ,49, ,33.0, ,6.0, ,144.0, ,55.1, 
113,3/13/2022,72,0.16, ,0, ,465, ,8.4, ,69.9, ,35.1, ,51.1, ,94, ,29, ,66, ,40.0, ,6.6, ,157.9, ,55.5, 
113,3/14/2022,73,0.17, ,0, ,503, ,6.4, ,78.7, ,32.6, ,53.8, ,93, ,12, ,45, ,33.0, ,4.9, ,117.6, ,55.7, 
113,3/15/2022,74,0.12, ,0, ,346, ,11.2, ,72.1, ,41.3, ,55.5, ,94, ,50, ,75, ,47.6, ,6.2, ,149.9, ,56.2, 
113,3/16/2022,75,0.18, ,0, ,498, ,10.0, ,76.0, ,39.9, ,56.0, ,98, ,29, ,65, ,44.7, ,8.5, ,204.6, ,56.6, 
113,3/17/2022,76,0.14, ,0, ,391, ,8.0, ,75.4, ,36.9, ,51.3, ,95, ,18, ,62, ,38.7, ,4.4, ,105.7, ,56.9, 
113,3/18/2022,77,0.16, ,0, ,509, ,8.3, ,80.9, ,35.3, ,54.6, ,92, ,23, ,57, ,39.6, ,3.8, ,90.5, ,57.1, 
113,3/19/2022,78,0.06, ,0, ,245, ,10.8, ,64.4, ,45.5, ,50.4, ,98, ,55, ,87, ,46.6, ,6.5, ,156.8, ,57.5, 
113,3/20/2022,79,0.19, ,0, ,511, ,8.7, ,67.3, ,38.6, ,53.4, ,98, ,33, ,63, ,40.9, ,10.3,Y,246.2,Y,57.3, 
113,3/21/2022,80,0.21, ,0, ,521, ,8.1, ,76.8, ,37.3, ,55.3, ,89, ,25, ,54, ,39.2, ,7.3, ,175.9, ,56.9, 
113,3/22/2022,81,0.19, ,0, ,481, ,11.1, ,86.1, ,51.2,Y,69.9,R,88, ,25, ,--,R,--,I,5.5, ,133.0, ,56.9, 
113,3/23/2022,82,0.19, ,0, ,532, ,11.3, ,83.5, ,45.4, ,60.8, ,92, ,34, ,62, ,47.8, ,4.9, ,118.5, ,57.8, 
113,3/24/2022,83,0.19, ,0, ,538, ,10.6, ,80.4, ,41.6, ,57.6, ,96, ,32, ,65, ,46.0, ,4.8, ,115.1, ,58.8, 
113,3/25/2022,84,0.17, ,0.00, ,490, ,10.5, ,78.5, ,43.6, ,55.6, ,99, ,31, ,70, ,45.9, ,4.8, ,114.0, ,59.4, 
113,3/26/2022,85,0.19, ,0, ,543, ,10.0, ,80.4, ,40.2, ,56.8, ,94, ,28, ,64, ,44.6, ,4.7, ,113.8, ,59.8, 
113,3/27/2022,86,0.15, ,0.09, ,446, ,10, ,64.2, ,40.8, ,53.0, ,95, ,55, ,73, ,44.6, ,7.5, ,178.8, ,60.1, 
113,3/28/2022,87,0.08, ,0.69, ,277, ,10.8, ,58.2, ,45.7, ,52.7, ,95, ,64, ,80, ,46.6, ,7.2, ,173.1, ,59.8, 
113,3/29/2022,88,0.14, ,0, ,490, ,10.8, ,64.0, ,42.2, ,51.7, ,94, ,66, ,83, ,46.7, ,7.3, ,174.0, ,59.0, 
113,3/30/2022,89,0.14, ,0, ,468, ,10.5, ,63.5, ,46.2, ,52.1, ,93, ,58, ,79, ,45.8, ,8.6, ,207.0, ,58.9, 
113,3/31/2022,90,0.14, ,0, ,457, ,10.3, ,70.3, ,42.6, ,52.1, ,92, ,51, ,77, ,45.2, ,5.7, ,136.5, ,59.1, 
