160,3/1/2022,60,0.20,R,0, ,497,R,8.7, ,82.0,Y,48.8, ,66.2,Y,82, ,24, ,40,Y,41.0,Y,6.2, ,148.7, ,51.5, 
160,3/2/2022,61,0.16,R,0, ,519,R,9.3, ,78.9,Y,43.5, ,61.5, ,94, ,27, ,50, ,42.7, ,4.1, ,97.7, ,52.6, 
160,3/3/2022,62,0.11, ,0, ,383, ,9.4, ,68.4, ,41.7, ,52.0, ,94, ,38, ,71, ,42.9, ,3.6, ,87.2, ,52.7, 
160,3/4/2022,63,0.03, ,0, ,124, ,9.3, ,54.6, ,36.2, ,49.2, ,87, ,61, ,78, ,42.7, ,5.6, ,133.8, ,52.3, 
160,3/5/2022,64,0.14, ,0, ,520,R,7.7, ,55.8, ,34.0, ,45.4, ,95, ,54, ,74, ,37.6, ,7.3, ,174.8, ,51.3, 
160,3/6/2022,65,0.14, ,0, ,532,R,8.2, ,60.2, ,31.4, ,45.5, ,98, ,45, ,79, ,39.3, ,4.7, ,113.2, ,50.4, 
160,3/7/2022,66,0.15, ,0, ,528,R,7.3, ,67.0, ,35.3, ,49.4, ,98, ,33, ,61, ,36.4, ,4.4, ,105.1, ,50.2, 
160,3/8/2022,67,0.16, ,0, ,543,R,7.7, ,66.2, ,36.6, ,50.6, ,97, ,36, ,61, ,37.9, ,4.0, ,95.9, ,50.2, 
160,3/9/2022,68,0.15, ,0, ,538,R,9.2, ,66.7, ,34.7, ,49.0, ,97, ,45, ,78, ,42.4, ,4.1, ,98.9, ,50.5, 
160,3/10/2022,69,0.16, ,0, ,556,R,8.5, ,66.7, ,36.6, ,51.7, ,99, ,26, ,65, ,40.2, ,4.6, ,111.0, ,50.8, 
160,3/11/2022,70,0.18, ,0, ,560,R,5.5,Y,70.6, ,37.8, ,53.7, ,71, ,24, ,39,Y,29.2,Y,4.2, ,101.4, ,51.2, 
160,3/12/2022,71,0.15, ,0, ,566,R,8.4, ,65.1, ,35.5, ,49.3, ,96, ,43, ,70, ,39.9, ,3.9, ,94.6, ,51.2, 
160,3/13/2022,72,0.14, ,0, ,531,R,11.1, ,63.9, ,39.2, ,51.6, ,98, ,55, ,85, ,47.2, ,4.8, ,114.7, ,51.8, 
160,3/14/2022,73,0.17, ,0, ,570,R,9.9, ,70.8, ,38.4, ,53.4, ,100, ,39, ,71, ,44.3, ,4.1, ,99.2, ,52.6, 
160,3/15/2022,74,0.12, ,0, ,418, ,12.4, ,74.8, ,41.4, ,53.5, ,100, ,53, ,89, ,50.3, ,4.1, ,99.1, ,52.9, 
160,3/16/2022,75,0.17, ,0, ,577,R,10.4, ,70.5, ,42.1, ,54.5, ,99, ,38, ,72, ,45.5, ,5.4, ,129.9, ,53.6, 
160,3/17/2022,76,0.14, ,0, ,485, ,10.8, ,67.7, ,40.6, ,51.5, ,99, ,55, ,83, ,46.6, ,4.4, ,105.1, ,53.7, 
160,3/18/2022,77,0.17, ,0, ,572,R,10.3, ,70.8, ,39.3, ,53.2, ,99, ,40, ,75, ,45.4, ,4.2, ,101.0, ,53.6, 
160,3/19/2022,78,0.05, ,0, ,213, ,12.0, ,60.8, ,45.1, ,52.9, ,98, ,72, ,88, ,49.3, ,3.5, ,84.4, ,54.2, 
160,3/20/2022,79,0.16, ,0, ,572,R,10.0, ,64.0, ,40.0, ,50.1, ,99, ,53, ,81, ,44.4, ,5.1, ,121.9, ,53.9, 
160,3/21/2022,80,0.17, ,0, ,576,R,8.9, ,71.7, ,39.9, ,53.8, ,92, ,30, ,63, ,41.5, ,4.2, ,101.8, ,53.7, 
160,3/22/2022,81,0.20, ,0, ,590,R,10.1, ,86.4,Y,45.6, ,62.5, ,90, ,26, ,52, ,44.9, ,3.7, ,87.8, ,54.4, 
160,3/23/2022,82,0.17, ,0, ,590,R,12.0, ,70.6, ,43.9, ,54.1, ,99, ,58, ,84, ,49.3, ,3.6, ,87.1, ,55.4, 
160,3/24/2022,83,0.16, ,0, ,579,R,11.8, ,68.9, ,39.2, ,52.7, ,100, ,60, ,87, ,49.0, ,3.8, ,90.9, ,56.1, 
160,3/25/2022,84,0.14, ,0, ,520, ,12.0, ,65.8, ,46.8, ,52.4, ,99, ,67, ,89, ,49.3, ,3.5, ,83.8, ,56.6, 
160,3/26/2022,85,0.16, ,0, ,585,R,12.1, ,66.8, ,46.7, ,53.1, ,100, ,64, ,88, ,49.6, ,4.3, ,103.2, ,56.9, 
160,3/27/2022,86,0.11, ,0, ,319, ,11.1, ,62.4, ,49.6, ,54.7, ,97, ,63, ,76, ,47.3, ,8.2,Y,197.6,Y,57.3, 
160,3/28/2022,87,0.07, ,0, ,267, ,11.8, ,60.0, ,43.9, ,53.3, ,96, ,70, ,85, ,49.0, ,5.9, ,141.0, ,56.6, 
160,3/29/2022,88,0.14, ,0, ,543, ,11.4, ,61.9, ,39.9, ,51.5, ,99, ,73, ,88, ,48.0, ,4.8, ,115.4, ,55.9, 
160,3/30/2022,89,0.15, ,0, ,560, ,11.7, ,63.3, ,43.1, ,52.3, ,99, ,72, ,87, ,48.7, ,4.4, ,106.1, ,56.0, 
160,3/31/2022,90,0.15, ,0, ,576, ,11.0, ,62.2, ,39.8, ,50.5, ,100, ,71, ,88, ,47.1, ,4.5, ,108.9, ,55.9, 
