243,3/1/2022,60,0.10, ,0, ,344, ,9.8, ,72.4, ,37.6, ,55.7, ,99, ,38, ,65, ,44.1, ,3.6, ,86.7, ,50.4, 
243,3/2/2022,61,0.11, ,0, ,349, ,10.2, ,72.5, ,39.7, ,55.8, ,100, ,32, ,67, ,45.0, ,4.3, ,102.8, ,51.3, 
243,3/3/2022,62,0.07, ,0, ,241, ,11.2, ,62.8, ,41.2, ,52.7, ,100, ,62, ,83, ,47.6, ,5.9, ,140.5, ,51.8, 
243,3/4/2022,63,0.11, ,0.07, ,309, ,11.0, ,63.3, ,43.7, ,52.7, ,99, ,51, ,81, ,47.1, ,11.1, ,267.6, ,52.3, 
243,3/5/2022,64,0.06, ,0, ,248, ,7.5, ,55.7, ,32.5, ,43.7, ,99, ,49, ,77, ,37.0, ,3.9, ,93.7, ,51.8, 
243,3/6/2022,65,0.11, ,0, ,388, ,7.2, ,63.0, ,29.5,Y,46.1, ,100, ,33, ,68, ,36.1, ,4.5, ,108.6, ,50.4, 
243,3/7/2022,66,0.18, ,0, ,381, ,5.8, ,68.2, ,35.5, ,52.0, ,90, ,23, ,44, ,30.9, ,9.2, ,221.3, ,50.1, 
243,3/8/2022,67,0.12, ,0, ,394, ,7.0, ,70.3, ,32.2, ,51.9, ,86, ,30, ,53, ,35.3, ,3.3, ,78.8, ,50.1, 
243,3/9/2022,68,0.13, ,0, ,392, ,8.0, ,69.8, ,34.7, ,52.9, ,99, ,27, ,58, ,38.8, ,5.3, ,127.4, ,50.4, 
243,3/10/2022,69,0.22, ,0, ,412, ,5.1, ,65.9, ,43.9, ,53.5, ,93, ,17, ,36, ,27.4, ,13.1,Y,314.2,Y,50.8, 
243,3/11/2022,70,0.13, ,0, ,410, ,4.8, ,70.3, ,29.3,Y,52.7, ,70, ,18, ,35, ,26.2, ,3.5, ,85.0, ,50.4, 
243,3/12/2022,71,0.14, ,0, ,389, ,7.4, ,71.6, ,31.8,Y,53.1, ,86, ,27, ,53, ,36.6, ,6.9, ,164.4, ,50.4, 
243,3/13/2022,72,0.12, ,0, ,365, ,9.9, ,65.2, ,43.8, ,55.1, ,96, ,36, ,67, ,44.3, ,6.3, ,150.5, ,51.3, 
243,3/14/2022,73,0.12, ,0, ,394, ,8.7, ,70.8, ,34.3, ,54.8, ,100, ,31, ,59, ,40.9, ,3.5, ,83.5, ,51.7, 
243,3/15/2022,74,0.09, ,0.22, ,319, ,14.4, ,68.9, ,48.3, ,58.7, ,99, ,64, ,85, ,54.4, ,5.7, ,136.1, ,52.6, 
243,3/16/2022,75,0.15, ,0, ,413, ,10.2, ,72.1, ,46.1, ,56.8, ,99, ,25, ,65, ,45.1, ,7.0, ,167.8, ,53.5, 
243,3/17/2022,76,0.13, ,0, ,368, ,10.1, ,70.5, ,42.5, ,55.1, ,97, ,34, ,68, ,44.7, ,5.4, ,130.4, ,53.5, 
243,3/18/2022,77,0.12, ,0, ,405, ,10.1, ,72.3, ,38.4, ,55.2, ,99, ,32, ,68, ,44.9, ,3.9, ,92.5, ,53.4, 
243,3/19/2022,78,0.06, ,0.01, ,191, ,11.0, ,61.4, ,48.8, ,54.1, ,93, ,65, ,77, ,46.9, ,8.6, ,207.6, ,53.7, 
243,3/20/2022,79,0.21, ,0, ,435, ,7.1, ,70.8, ,44.9, ,55.8, ,97, ,15, ,46, ,35.6, ,11.1, ,266.6, ,53.6, 
243,3/21/2022,80,0.21, ,0, ,426, ,9.4, ,80.3, ,40.9, ,62.8, ,87, ,29, ,48, ,43.0, ,9.5, ,227.7, ,53.4, 
243,3/22/2022,81,0.16, ,0, ,432, ,12.3, ,80.4, ,48.9, ,66.3, ,84, ,37, ,56, ,50.0, ,4.9, ,116.5, ,54.5, 
243,3/23/2022,82,0.15, ,0, ,433, ,12.9, ,78.2, ,45.4, ,62.7, ,98, ,42, ,66, ,51.3, ,3.8, ,90.6, ,55.5, 
243,3/24/2022,83,0.15, ,0.01, ,437, ,12.1, ,79.6, ,41.2, ,59.5, ,100, ,34, ,70, ,49.6, ,4.9, ,118.3, ,55.7, 
243,3/25/2022,84,0.15, ,0, ,457, ,11.0, ,75.0, ,43.2, ,57.6, ,99, ,30, ,68, ,47.0, ,5.5, ,133.1, ,55.9, 
243,3/26/2022,85,0.16, ,0, ,442, ,11.2, ,75.3, ,38.1, ,58.2, ,99, ,41, ,68, ,47.6, ,7.2, ,172.3, ,56.0, 
243,3/27/2022,86,0.11, ,0.43, ,325, ,12.2, ,67.2, ,48.0, ,57.0, ,99, ,55, ,77, ,49.9, ,7.7, ,184.7, ,56.5, 
243,3/28/2022,87,0.05, ,0.15, ,205, ,12.7, ,62.1, ,46.3, ,53.9, ,99, ,70, ,89, ,50.8, ,5.8, ,139.9, ,56.8, 
243,3/29/2022,88,0.13, ,0.01, ,427, ,12.3, ,68.3, ,38.8, ,54.4, ,100, ,61, ,85, ,50.1, ,5.9, ,141.9, ,56.5, 
243,3/30/2022,89,0.07, ,0, ,278, ,11.9, ,63.1, ,48.5, ,54.2, ,98, ,66, ,83, ,49.2, ,6.2, ,149.2, ,56.9, 
243,3/31/2022,90,0.15, ,0, ,428, ,10.9, ,71.3, ,45.7, ,57.4, ,99, ,34, ,68, ,46.9, ,7.2, ,173.8, ,57.1, 
