241,3/1/2022,60,0.17, ,0, ,521,R,6.3, ,80.2, ,43.2, ,59.9, ,56, ,19, ,36, ,32.7, ,4.7, ,113.6, ,55.4, 
241,3/2/2022,61,0.16, ,0, ,523,R,7.1, ,76.6, ,43.2, ,58.7, ,76, ,20, ,42, ,35.8, ,4.6, ,109.3, ,56.1, 
241,3/3/2022,62,0.12, ,0, ,460, ,11.0, ,63.2, ,42.2, ,53.9, ,87, ,68, ,77, ,46.9, ,4.8, ,115.3, ,56.5, 
241,3/4/2022,63,0.12, ,0.04, ,449, ,12.1, ,62.9, ,47.0, ,55.3, ,97, ,59, ,81, ,49.5, ,5.2, ,124.9, ,57.8, 
241,3/5/2022,64,0.13, ,0.00, ,392, ,9.0, ,57.5, ,46.0, ,52.3, ,88, ,53, ,67, ,41.7, ,8.5,R,202.8,R,57.3, 
241,3/6/2022,65,0.12, ,0, ,451, ,8.5, ,59.0, ,37.8, ,48.4, ,95, ,53, ,73, ,40.2, ,4.5, ,107.4, ,55.9, 
241,3/7/2022,66,0.15, ,0, ,531,R,6.9, ,68.8, ,36.7, ,51.6, ,93, ,10, ,53, ,35.0, ,4.4, ,105.8, ,55.3, 
241,3/8/2022,67,0.16, ,0.01,H,538,R,5.4, ,65.3, ,36.8, ,52.3, ,64, ,24, ,40, ,28.8, ,4.9, ,117.1, ,54.8, 
241,3/9/2022,68,0.14, ,0, ,530,R,9.5, ,64.4, ,38.0, ,52.5, ,87, ,48, ,70, ,43.2, ,4.3, ,103.4, ,55.0, 
241,3/10/2022,69,0.12, ,0, ,449, ,10.9, ,62.2, ,43.8, ,55.6, ,87, ,29, ,72, ,46.9, ,5.1, ,121.5, ,57.0, 
241,3/11/2022,70,0.19, ,0, ,561,R,4.5,Y,72.3, ,41.7, ,56.9, ,77, ,9, ,28,Y,24.5,Y,5.5,Y,132.4,Y,55.9, 
241,3/12/2022,71,0.18, ,0, ,561,R,5.4, ,72.7, ,41.0, ,55.9, ,62, ,17, ,35, ,28.8, ,4.8, ,115.3, ,55.6, 
241,3/13/2022,72,0.14, ,0, ,537,R,10.6, ,63.8, ,40.6, ,53.0, ,96, ,57, ,77, ,46.1, ,5.0, ,120.3, ,56.1, 
241,3/14/2022,73,0.15, ,0.00, ,549,R,11.8, ,66.9, ,41.3, ,54.4, ,96, ,63, ,81, ,48.9, ,4.2, ,100.2, ,57.0, 
241,3/15/2022,74,0.15, ,0, ,537, ,13.1, ,68.2, ,43.2, ,56.3, ,100, ,64, ,84, ,51.7, ,3.9, ,93.9, ,58.3, 
241,3/16/2022,75,0.14, ,0.00, ,527, ,13.0, ,68.0, ,44.6, ,56.2, ,99, ,64, ,85, ,51.6, ,4.4, ,104.8, ,59.3, 
241,3/17/2022,76,0.18, ,0, ,568,R,11.3, ,75.5, ,45.7, ,59.8, ,97, ,44, ,65, ,47.8, ,4.3, ,103.4, ,59.8, 
241,3/18/2022,77,0.17, ,0, ,578,R,10.4, ,72.3, ,43.2, ,57.6, ,91, ,36, ,64, ,45.5, ,4.8, ,114.5, ,59.8, 
241,3/19/2022,78,0.12, ,0.00,H,459, ,13.0, ,64.5, ,47.7, ,56.5, ,96, ,70, ,84, ,51.5, ,4.3, ,103.3, ,60.1, 
241,3/20/2022,79,0.15, ,0.06,H,540, ,12.6, ,66.1, ,48.6, ,56.7, ,97, ,54, ,80, ,50.7, ,5.0, ,119.2, ,60.7, 
241,3/21/2022,80,0.15, ,0, ,544, ,12.4, ,65.0, ,44.1, ,55.6, ,95, ,68, ,82, ,50.2, ,4.4, ,106.7, ,60.1, 
241,3/22/2022,81,0.19, ,0, ,591,R,10.6, ,78.3, ,47.3, ,61.8, ,89, ,26, ,56, ,46.1, ,4.5, ,106.9, ,60.7, 
241,3/23/2022,82,0.20,H,0, ,596,R,8.1, ,84.3,Y,50.0, ,67.7,Y,68,H,18,H,35,Y,39.1,Y,5.1, ,121.8, ,61.4, 
241,3/24/2022,83,0.19, ,0, ,601,R,11.4, ,75.8, ,50.1, ,62.5, ,99, ,38, ,59, ,48.1, ,4.3, ,102.9, ,61.8, 
241,3/25/2022,84,0.16, ,0.00, ,588,R,14.3, ,69.9, ,46.3, ,56.9, ,100, ,70, ,91, ,54.2, ,4.2, ,100.3, ,62.4, 
241,3/26/2022,85,0.15, ,0.00,H,575, ,14.2, ,68.8, ,50.5, ,56.6, ,100, ,70, ,91, ,54.0, ,4.0, ,96.0, ,63.1, 
241,3/27/2022,86,0.15, ,0.00,H,570, ,12.7, ,63.9, ,52.6, ,57.8, ,93, ,70, ,78, ,51.0, ,4.4, ,104.9, ,63.3, 
241,3/28/2022,87,0.07, ,0.90, ,280, ,13.2, ,61.6, ,52.0, ,56.9, ,96, ,69, ,83, ,51.9, ,5.0, ,119.3, ,62.4, 
241,3/29/2022,88,0.13, ,0.01, ,501, ,12.3, ,63.0, ,44.8, ,54.3, ,100, ,67, ,85, ,50.0, ,4.6, ,111.0, ,61.3, 
241,3/30/2022,89,0.16, ,0, ,608,R,13.2, ,63.4, ,46.9, ,57.0, ,96, ,69, ,83, ,52.0, ,4.8, ,115.9, ,61.4, 
241,3/31/2022,90,0.04, ,0, ,189, ,13.4, ,60.8, ,55.2, ,57.2, ,92, ,76, ,84, ,52.4, ,3.1, ,75.0, ,61.9, 
