140,3/1/2022,60,0.12, ,0, ,384, ,11.3, ,74.2, ,40.0, ,58.6, ,100, ,39, ,67, ,47.8, ,4.2, ,99.7, ,52.7, 
140,3/2/2022,61,0.13, ,0, ,402, ,12.0, ,75.0, ,41.6, ,58.7, ,100, ,37, ,71, ,49.4, ,5.3, ,126.1, ,53.6, 
140,3/3/2022,62,0.08, ,0, ,271, ,12.8, ,66.0, ,45.9, ,56.0, ,100, ,59, ,84, ,51.1, ,5.6, ,133.4, ,53.9, 
140,3/4/2022,63,0.13, ,0.02, ,419, ,11.7, ,65.3, ,45.6, ,54.8, ,100, ,50, ,80, ,48.8, ,11.7, ,279.9, ,54.2, 
140,3/5/2022,64,0.08, ,0, ,329, ,8.1, ,62.3, ,38.2, ,47.9, ,98, ,40, ,71, ,39.1, ,5.1, ,122.2, ,52.4, 
140,3/6/2022,65,0.12, ,0, ,467,R,8.8, ,67.1, ,40.1, ,52.2, ,99, ,32, ,66, ,41.1, ,5.0, ,119.8, ,51.7, 
140,3/7/2022,66,0.18, ,0, ,463, ,5.8, ,70.9, ,43.9, ,56.4, ,79, ,18, ,37, ,30.8, ,7.8, ,186.8, ,52.2, 
140,3/8/2022,67,0.14, ,0, ,473, ,7.5, ,74.8, ,36.0, ,56.2, ,87, ,27, ,49, ,37.1, ,3.5, ,83.3, ,52.3, 
140,3/9/2022,68,0.15, ,0, ,470, ,9.2, ,71.5, ,43.9, ,58.0, ,87, ,30, ,56, ,42.4, ,6.4, ,154.5, ,52.9, 
140,3/10/2022,69,0.22, ,0, ,502,R,5.1, ,70.2, ,46.5, ,58.7, ,82, ,13, ,30, ,27.3, ,10.5, ,251.2, ,53.3, 
140,3/11/2022,70,0.15, ,0, ,498,R,5.6, ,76.9, ,34.0, ,56.3, ,79, ,17, ,36, ,29.7, ,3.2, ,76.5, ,52.9, 
140,3/12/2022,71,0.15, ,0, ,483, ,8.2, ,75.5, ,36.2, ,55.3, ,100, ,24, ,55, ,39.3, ,5.9, ,140.9, ,52.4, 
140,3/13/2022,72,0.15, ,0, ,463, ,11.3, ,67.7, ,50.5, ,58.3, ,93, ,38, ,68, ,47.7, ,7.4, ,178.5, ,54.2, 
140,3/14/2022,73,0.14, ,0, ,486, ,10.0, ,75.4, ,41.3, ,59.4, ,99, ,31, ,58, ,44.6, ,4.5, ,108.5, ,54.5, 
140,3/15/2022,74,0.11, ,0.07, ,387, ,16.3,Y,72.1, ,55.2,Y,61.9, ,100, ,62, ,86,Y,57.7,Y,6.7, ,159.6, ,56.3, 
140,3/16/2022,75,0.16, ,0, ,497, ,11.9, ,75.4, ,51.1, ,61.5, ,96, ,39, ,64, ,49.2, ,8.2, ,196.1, ,57.0, 
140,3/17/2022,76,0.16, ,0.01,H,437, ,10.9, ,74.0, ,54.0, ,63.0, ,84, ,37, ,56, ,46.8, ,9.5, ,227.2, ,57.6, 
140,3/18/2022,77,0.15, ,0, ,495, ,11.5, ,77.8, ,42.3, ,59.8, ,100, ,37, ,66, ,48.3, ,5.1, ,122.3, ,56.6, 
140,3/19/2022,78,0.06, ,0.03, ,189, ,11.9, ,61.4, ,51.0, ,56.5, ,94, ,65, ,76, ,49.1, ,9.1, ,218.9, ,56.3, 
140,3/20/2022,79,0.21, ,0, ,526,R,7.6, ,74.0, ,46.4, ,58.7, ,83, ,14, ,45, ,37.4, ,9.6, ,231.0, ,55.7, 
140,3/21/2022,80,0.20, ,0, ,515, ,10.7, ,82.3,Y,49.9, ,64.4,H,72,H,33,H,52, ,46.2, ,9.4, ,226.7, ,56.4, 
140,3/22/2022,81,0.19,R,0, ,522, ,13.5, ,87.7,Y,48.3, ,69.5,Y,88,H,35,H,55,Y,52.6,Y,4.8, ,116.3, ,58.3, 
140,3/23/2022,82,0.18, ,0, ,525, ,13.8, ,79.9, ,48.3, ,65.0, ,100, ,44, ,65, ,53.1, ,6.0, ,145.1, ,59.0, 
140,3/24/2022,83,0.18, ,0, ,526, ,13.1, ,81.6, ,45.4, ,63.9, ,95, ,32, ,65, ,51.7, ,5.9, ,140.8, ,59.0, 
140,3/25/2022,84,0.18, ,0, ,554,R,12.0, ,76.1, ,48.7, ,60.6, ,100, ,33, ,67, ,49.4, ,9.4, ,226.5, ,58.5, 
140,3/26/2022,85,0.19, ,0, ,542, ,12.6, ,75.8, ,53.2, ,63.2, ,85, ,42, ,64, ,50.7, ,9.2, ,219.9, ,58.7, 
140,3/27/2022,86,0.13, ,0.37, ,418, ,13.8, ,71.2, ,52.9, ,60.1, ,100, ,58, ,78, ,53.1, ,6.6, ,158.2, ,58.7, 
140,3/28/2022,87,0.08, ,0.07, ,314, ,14.2, ,71.0, ,50.8, ,57.1, ,100, ,51, ,89, ,53.9, ,6.4, ,154.8, ,58.3, 
140,3/29/2022,88,0.17, ,0, ,542, ,14.1, ,70.8, ,50.1, ,58.9, ,100, ,58, ,83, ,53.6, ,8.7, ,208.0, ,58.5, 
140,3/30/2022,89,0.13, ,0, ,439, ,12.6, ,66.4, ,47.5, ,56.6, ,100, ,61, ,80, ,50.6, ,6.6, ,158.7, ,58.3, 
140,3/31/2022,90,0.17, ,0, ,529, ,12.2, ,73.8, ,49.6, ,60.3, ,100, ,42, ,68, ,49.8, ,7.0, ,166.8, ,58.4, 
