205,3/1/2022,60,0.15, ,0, ,429, ,7.4, ,77.6, ,41.8, ,60.2, ,65, ,24, ,41, ,36.6, ,4.7, ,112.0, ,57.7, 
205,3/2/2022,61,0.17, ,0, ,479,R,7.9, ,78.9, ,51.2, ,63.9, ,52, ,26, ,39, ,38.5, ,5.1, ,122.1, ,58.9, 
205,3/3/2022,62,0.14, ,0, ,348, ,7.9, ,70.9, ,48.1, ,60.4, ,63, ,31, ,44, ,38.5, ,5.1, ,122.7, ,60.0, 
205,3/4/2022,63,0.09, ,0.13, ,300, ,9.9, ,63.2, ,44.2, ,53.8, ,91, ,46, ,70, ,44.3, ,7.8, ,188.0, ,59.9, 
205,3/5/2022,64,0.10, ,0, ,331, ,5.9, ,56.5, ,34.4, ,45.0, ,83, ,39, ,58, ,31.2, ,5.9, ,142.3, ,57.6, 
205,3/6/2022,65,0.15, ,0, ,518,R,5.7, ,62.3, ,33.8, ,47.4, ,78, ,27, ,51, ,30.2, ,6.1, ,146.7, ,56.2, 
205,3/7/2022,66,0.15, ,0, ,516,R,5.2, ,64.1, ,37.7, ,50.0, ,60, ,22, ,42, ,27.8, ,5.1, ,123.5, ,56.7, 
205,3/8/2022,67,0.16, ,0, ,519,R,4.8, ,69.4, ,39.4, ,54.1, ,46, ,21, ,34, ,26.3, ,5.2, ,124.3, ,57.1, 
205,3/9/2022,68,0.18, ,0, ,517,R,5.7, ,72.3, ,40.9, ,57.6, ,50, ,22, ,35, ,30.1, ,5.6, ,134.4, ,58.0, 
205,3/10/2022,69,0.20, ,0, ,594,R,3.7,Y,68.9, ,36.5, ,58.0, ,70, ,15, ,22,Y,19.6,Y,9.6,Y,230.2,Y,58.9, 
205,3/11/2022,70,0.17, ,0, ,546,R,3.3,Y,72.5, ,35.9, ,55.6, ,30, ,15, ,22,Y,17.3,Y,5.2, ,123.6, ,58.4, 
205,3/12/2022,71,0.18, ,0, ,544,R,4.4, ,77.3, ,44.4, ,60.7, ,34, ,16, ,25, ,24.3, ,5.1, ,122.0, ,59.4, 
205,3/13/2022,72,0.18, ,0, ,518,R,7.1, ,71.8, ,43.2, ,57.7, ,57, ,31, ,44, ,35.8, ,5.8, ,139.2, ,60.4, 
205,3/14/2022,73,0.16, ,0, ,543,R,6.9, ,73.9, ,41.2, ,58.4, ,67, ,26, ,41, ,35.1, ,4.1, ,97.5, ,61.0, 
205,3/15/2022,74,0.13, ,0, ,347, ,8.9, ,70.7, ,49.8, ,60.8, ,69, ,31, ,49, ,41.6, ,5.2, ,125.9, ,61.7, 
205,3/16/2022,75,0.20, ,0, ,557,R,7.9, ,76.5, ,39.1, ,59.8, ,85, ,23, ,45, ,38.5, ,6.1, ,145.5, ,61.6, 
205,3/17/2022,76,0.18, ,0, ,448, ,5.7, ,74.6, ,47.2, ,61.1, ,50, ,21, ,31, ,30.4, ,4.8, ,114.1, ,62.2, 
205,3/18/2022,77,0.18, ,0, ,559,R,6.6, ,76.5, ,47.5, ,62.0, ,43, ,25, ,35, ,33.8, ,4.5, ,108.7, ,62.7,Y
205,3/19/2022,78,0.09, ,0.25, ,248, ,9.0, ,66.0, ,50.1, ,57.5, ,84, ,43, ,55, ,41.7, ,5.2, ,125.7, ,63.2,Y
205,3/20/2022,79,0.21, ,0, ,579,R,7.3, ,67.9, ,45.8, ,57.6, ,84, ,23, ,45, ,36.4, ,7.3, ,174.0, ,62.0, 
205,3/21/2022,80,0.21, ,0, ,567,R,6.9, ,74.9, ,39.9, ,58.4, ,69, ,22, ,41, ,34.9, ,6.7, ,161.0, ,61.3, 
205,3/22/2022,81,0.19, ,0, ,573,R,9.5, ,79.4, ,47.5, ,64.6, ,64, ,32, ,46, ,43.2, ,5.1, ,122.6, ,61.9, 
205,3/23/2022,82,0.21, ,0, ,573,R,10.1, ,87.2,Y,55.2, ,71.3,Y,56, ,25, ,39,Y,44.9,Y,5.1, ,122.4, ,63.8,Y
205,3/24/2022,83,0.21, ,0, ,576,R,10.8, ,88.2,Y,57.8,Y,73.1,Y,58, ,25, ,39,Y,46.5,Y,4.8, ,114.6, ,65.6,Y
205,3/25/2022,84,0.21, ,0, ,544, ,10.9, ,86.6, ,53.0, ,72.6,Y,64, ,26, ,40,Y,46.7,Y,4.4, ,106.6, ,67.0,R
205,3/26/2022,85,0.22, ,0, ,582,R,8.4, ,87.5, ,53.5, ,71.1,Y,60, ,11, ,32,Y,40.1,Y,4.9, ,117.7, ,67.8,R
205,3/27/2022,86,0.27, ,0, ,582,R,7.2, ,75.5, ,48.7, ,62.3, ,59, ,20, ,37, ,36.0, ,11.4,Y,272.6,Y,67.4,R
205,3/28/2022,87,0.07, ,0.56, ,265, ,10.7, ,58.4, ,50.1, ,53.6, ,94, ,56, ,77, ,46.4, ,5.5, ,132.3, ,65.2,Y
205,3/29/2022,88,0.13, ,0, ,448, ,11.3, ,67.0, ,44.4, ,55.9, ,92, ,55, ,74, ,47.7, ,3.6, ,86.5, ,63.6, 
205,3/30/2022,89,0.16, ,0, ,526, ,11.5, ,71.9, ,49.1, ,59.8, ,85, ,49, ,65, ,48.3, ,5.3, ,126.9, ,64.1, 
205,3/31/2022,90,0.17, ,0, ,557, ,10.3, ,70.8, ,45.7, ,58.1, ,86, ,39, ,63, ,45.4, ,5.5, ,131.2, ,64.5, 
