5,3/1/2022,60,0.15,E,0, ,528,R,7.0, ,77.8, ,46.3, ,64.1,Y,85, ,18, ,34,Y,35.3,Y,3.4,H,81.9,H,56.5, 
5,3/2/2022,61,0.14, ,0, ,480,R,7.9, ,78.8, ,40.1, ,58.4, ,84, ,21, ,47, ,38.5, ,2.6, ,62.2, ,56.6, 
5,3/3/2022,62,0.14, ,0, ,393, ,7.9, ,75.7, ,41.1, ,58.7, ,86, ,22, ,47, ,38.3, ,5.0, ,120.7, ,57.6, 
5,3/4/2022,63,0.05, ,0.32, ,211, ,11.5, ,61.5, ,45.4, ,53.5, ,100, ,52, ,82, ,48.2, ,5.6, ,133.4, ,58.4, 
5,3/5/2022,64,0.09, ,0.00, ,344, ,7.5, ,55.6, ,36.7, ,45.7, ,100, ,47, ,72, ,37.0, ,5.3, ,127.9, ,56.3, 
5,3/6/2022,65,0.12, ,0, ,487, ,7.4, ,60.5, ,33.6, ,46.0, ,100, ,37, ,70, ,36.9, ,3.2, ,75.7, ,54.4, 
5,3/7/2022,66,0.14, ,0, ,514,R,7.7, ,64.6, ,33.8, ,48.9, ,100, ,35, ,65, ,37.7, ,3.6, ,86.7, ,54.4, 
5,3/8/2022,67,0.14, ,0, ,516,R,7.6, ,70.4, ,37.1, ,52.4, ,96, ,23, ,57, ,37.6, ,3.6, ,85.6, ,55.0, 
5,3/9/2022,68,0.15, ,0, ,512,R,7.7, ,72.5, ,38.9, ,54.8, ,90, ,24, ,53, ,37.8, ,3.7, ,87.7, ,56.0, 
5,3/10/2022,69,0.15, ,0, ,523,R,7.5, ,68.1, ,38.3, ,52.8, ,92, ,26, ,55, ,37.0, ,4.0, ,95.5, ,56.6, 
5,3/11/2022,70,0.16, ,0, ,540,R,5.9, ,74.4, ,39.4, ,55.9, ,87, ,9, ,39, ,31.1, ,3.4, ,82.3, ,57.0, 
5,3/12/2022,71,0.16, ,0, ,542,R,6.4, ,77.5, ,35.2, ,56.3, ,88, ,12, ,41, ,33.0, ,3.1, ,73.7, ,57.6, 
5,3/13/2022,72,0.17, ,0, ,527,R,7.7, ,73.8, ,38.6, ,55.5, ,78, ,21, ,51, ,37.8, ,5.4, ,128.6, ,58.1, 
5,3/14/2022,73,0.15, ,0, ,532,R,8.4, ,74.1, ,39.2, ,56.7, ,90, ,27, ,53, ,39.9, ,3.2, ,77.8, ,58.8, 
5,3/15/2022,74,0.15, ,0, ,457, ,9.6, ,75.1, ,41.0, ,58.6, ,90, ,25, ,57, ,43.3, ,3.8, ,90.1, ,59.3, 
5,3/16/2022,75,0.16, ,0, ,516, ,11.1, ,72.9, ,47.1, ,58.8, ,98, ,40, ,65, ,47.2, ,4.8, ,115.7, ,60.5, 
5,3/17/2022,76,0.16, ,0, ,492, ,9.9, ,75.9, ,44.4, ,59.2, ,93, ,28, ,58, ,44.4, ,4.0, ,94.8, ,60.9, 
5,3/18/2022,77,0.17, ,0, ,552,R,8.6, ,77.5, ,41.5, ,58.7, ,95, ,21, ,51, ,40.6, ,3.4, ,82.0, ,61.2, 
5,3/19/2022,78,0.10, ,0.06, ,271, ,10.6, ,70.3, ,50.2, ,57.1, ,99, ,39, ,66, ,46.0, ,6.1, ,146.9, ,61.6, 
5,3/20/2022,79,0.14, ,0.00, ,481, ,10.7, ,65.6, ,45.9, ,54.5, ,98, ,42, ,74, ,46.4, ,5.6, ,133.4, ,61.2, 
5,3/21/2022,80,0.16, ,0, ,551,R,9.0, ,73.7, ,40.0, ,56.6, ,99, ,27, ,58, ,41.8, ,3.4, ,80.4, ,60.5, 
5,3/22/2022,81,0.17, ,0, ,560,R,10.6, ,80.5, ,43.4, ,62.3, ,89, ,30, ,55, ,46.1, ,3.3, ,78.3, ,61.9, 
5,3/23/2022,82,0.20, ,0, ,567,R,12.2, ,88.7,Y,48.1, ,68.1,Y,93, ,24, ,52,Y,49.7,Y,3.7, ,89.4, ,63.9, 
5,3/24/2022,83,0.20, ,0, ,567,R,13.1, ,88.7,Y,51.8, ,69.7,Y,85, ,26, ,53,Y,51.8,Y,3.6, ,87.2, ,65.9, 
5,3/25/2022,84,0.18, ,0, ,489, ,14.4, ,85.4, ,54.0, ,69.2,Y,92, ,32, ,59,Y,54.2,Y,3.4, ,80.5, ,67.1, 
5,3/26/2022,85,0.20, ,0, ,568, ,12.2, ,86.9, ,52.4, ,69.5,Y,92, ,24, ,50,Y,49.8,Y,3.5, ,82.9, ,67.8,Y
5,3/27/2022,86,0.21, ,0, ,578,R,9.8, ,86.3, ,51.7, ,67.7, ,78, ,13, ,43, ,44.1, ,5.2, ,125.2, ,68.7,Y
5,3/28/2022,87,0.08, ,0.63, ,275, ,12.4, ,64.2, ,53.2, ,56.7, ,98, ,58, ,79, ,50.3, ,6.2, ,149.7, ,67.0, 
5,3/29/2022,88,0.10, ,0, ,381, ,13.4, ,65.9, ,50.5, ,57.8, ,99, ,59, ,82, ,52.3, ,3.3, ,79.8, ,64.6, 
5,3/30/2022,89,0.16, ,0, ,549, ,13.8, ,73.2, ,51.5, ,62.1, ,97, ,49, ,72, ,53.1, ,3.2, ,76.0, ,65.0, 
5,3/31/2022,90,0.14, ,0, ,499, ,12.7, ,68.0, ,50.9, ,58.5, ,94, ,56, ,76, ,50.9, ,3.8, ,90.6, ,65.7, 
