147,3/1/2022,60,0.17, ,0, ,547,R,5.5, ,81.1, ,47.9, ,62.3, ,47, ,15, ,29, ,29.4, ,5.1, ,123.3, ,57.3, 
147,3/2/2022,61,0.16, ,0, ,509,R,6.6, ,83.0, ,45.9, ,62.3, ,59, ,14, ,35, ,34.0, ,3.9, ,92.5, ,58.0, 
147,3/3/2022,62,0.14, ,0, ,516,R,9.6, ,66.1, ,43.1, ,55.3, ,78, ,47, ,64, ,43.3, ,4.5, ,108.2, ,58.4, 
147,3/4/2022,63,0.08, ,0, ,305, ,11.0, ,62.2, ,50.9, ,54.8, ,83, ,64, ,75, ,47.1, ,5.1, ,121.6, ,58.1, 
147,3/5/2022,64,0.09, ,0, ,324, ,8.6, ,57.7, ,46.8, ,51.5, ,84, ,54, ,66, ,40.7, ,5.5, ,131.4, ,58.0, 
147,3/6/2022,65,0.12, ,0, ,467, ,8.3, ,60.1, ,43.0, ,50.4, ,83, ,49, ,66, ,39.6, ,4.4, ,106.3, ,57.4, 
147,3/7/2022,66,0.15, ,0, ,550,R,8.4, ,68.9, ,40.6, ,52.6, ,83, ,38, ,62, ,39.9, ,4.2, ,101.6, ,57.7, 
147,3/8/2022,67,0.16, ,0, ,567,R,5.3,Y,68.4, ,39.6, ,53.0, ,71, ,19, ,39,Y,28.7,Y,4.4, ,106.4, ,57.8, 
147,3/9/2022,68,0.16, ,0, ,561,R,7.6, ,67.2, ,40.3, ,53.5, ,79, ,26, ,54, ,37.4, ,5.0, ,119.8, ,57.7, 
147,3/10/2022,69,0.12, ,0, ,431, ,9.9, ,64.7, ,47.2, ,54.7, ,81, ,54, ,68, ,44.2, ,4.7, ,112.9, ,58.5, 
147,3/11/2022,70,0.17, ,0, ,584,R,5.9, ,71.0, ,42.4, ,55.6, ,82, ,17, ,39, ,31.3, ,4.9, ,117.9, ,58.4, 
147,3/12/2022,71,0.18, ,0, ,587,R,5.3,Y,74.8, ,42.8, ,56.9, ,64, ,13, ,34,Y,28.5,Y,4.9, ,116.7, ,58.2, 
147,3/13/2022,72,0.16, ,0, ,571,R,8.7, ,67.2, ,41.4, ,53.4, ,82, ,39, ,62, ,40.8, ,4.6, ,110.2, ,58.3, 
147,3/14/2022,73,0.16, ,0, ,571,R,10.3, ,73.2, ,43.4, ,56.5, ,83, ,40, ,66, ,45.2, ,4.9, ,116.5, ,58.9, 
147,3/15/2022,74,0.17, ,0, ,581,R,11.1, ,75.1, ,46.7, ,59.1, ,86, ,37, ,65, ,47.4, ,3.5, ,84.7, ,59.7, 
147,3/16/2022,75,0.14, ,0, ,526, ,12.1, ,68.8, ,49.2, ,57.2, ,89, ,57, ,76, ,49.7, ,3.8, ,90.8, ,60.8, 
147,3/17/2022,76,0.20, ,0, ,593,R,8.2, ,81.2, ,46.9, ,62.5, ,86, ,17, ,42, ,39.3, ,4.5, ,107.8, ,61.0, 
147,3/18/2022,77,0.19, ,0, ,599,R,8.3, ,77.4, ,46.2, ,61.1, ,81, ,24, ,45, ,39.8, ,4.2, ,99.9, ,60.8, 
147,3/19/2022,78,0.16, ,0, ,563,R,11.0, ,69.0, ,48.8, ,57.4, ,83, ,47, ,68, ,46.9, ,4.5, ,108.7, ,61.0, 
147,3/20/2022,79,0.11, ,0, ,394, ,11.4, ,64.5, ,48.8, ,55.9, ,87, ,52, ,74, ,47.9, ,4.0, ,96.5, ,61.3, 
147,3/21/2022,80,0.16, ,0, ,562, ,10.8, ,68.8, ,44.8, ,56.7, ,85, ,44, ,69, ,46.6, ,4.3, ,104.3, ,61.2, 
147,3/22/2022,81,0.20, ,0, ,610,R,9.6, ,83.3, ,49.0, ,65.9, ,78, ,23, ,44, ,43.5, ,4.4, ,106.0, ,62.0, 
147,3/23/2022,82,0.23,R,0, ,629,R,7.0, ,88.1,Y,53.8, ,69.6,Y,57,H,13,H,28,Y,35.4,Y,5.3, ,127.0, ,62.3, 
147,3/24/2022,83,0.21, ,0, ,623,R,9.4, ,84.0,Y,52.5, ,66.5,Y,82, ,22, ,42,Y,43.0,Y,4.4, ,105.0, ,63.0, 
147,3/25/2022,84,0.19, ,0, ,612,R,11.6, ,81.9, ,49.5, ,62.4, ,82, ,38, ,60, ,48.5, ,3.1, ,74.4, ,63.5, 
147,3/26/2022,85,0.17, ,0, ,595,R,12.5, ,72.2, ,48.9, ,58.7, ,88, ,53, ,74, ,50.5, ,2.9, ,69.1, ,64.1, 
147,3/27/2022,86,0.17, ,0, ,590, ,11.5, ,67.9, ,53.4, ,58.3, ,84, ,56, ,69, ,48.2, ,3.6, ,86.1, ,64.4, 
147,3/28/2022,87,0.10, ,0, ,308, ,11.5, ,69.7, ,52.5, ,57.8, ,86, ,46, ,71, ,48.3, ,6.7,Y,161.0,Y,63.3, 
147,3/29/2022,88,0.14, ,0, ,480, ,11.4, ,63.9, ,50.3, ,56.0, ,86, ,61, ,74, ,48.0, ,3.9, ,94.5, ,61.6, 
147,3/30/2022,89,0.17, ,0, ,588, ,11.5, ,66.5, ,50.4, ,57.8, ,83, ,56, ,71, ,48.3, ,4.2, ,100.0, ,62.8, 
147,3/31/2022,90,0.05, ,0, ,182, ,11.3, ,60.4, ,53.1, ,56.2, ,81, ,63, ,73, ,47.8, ,4.7, ,112.0, ,63.0, 
