75,3/1/2022,60,0.17, ,0, ,528,R,5.7, ,83.8,Y,45.4, ,64.5, ,58, ,14, ,28, ,30.5, ,3.3, ,79.6, ,54.3, 
75,3/2/2022,61,0.17, ,0, ,533,R,5.8, ,81.1, ,47.4, ,63.4, ,51, ,14, ,29, ,30.7, ,3.0, ,71.2, ,55.5, 
75,3/3/2022,62,0.14, ,0, ,475, ,9.7, ,66.7, ,42.8, ,56.1, ,78, ,45, ,63, ,43.7, ,5.6, ,134.5, ,55.5, 
75,3/4/2022,63,0.10, ,0.02, ,367, ,11.1, ,64.2, ,46.5, ,56.1, ,89, ,53, ,72, ,47.4, ,4.1, ,98.1, ,55.9, 
75,3/5/2022,64,0.11, ,0.01, ,346, ,8.6, ,57.9, ,43.8, ,52.1, ,87, ,47, ,65, ,40.6, ,5.6,Y,134.9,Y,56.0, 
75,3/6/2022,65,0.14, ,0, ,538,R,7.5, ,62.8, ,38.7, ,50.6, ,85, ,39, ,60, ,37.1, ,3.2, ,76.5, ,55.1, 
75,3/7/2022,66,0.18, ,0, ,549,R,4.4,Y,72.1, ,40.4, ,57.3, ,78, ,8, ,27,Y,23.8,Y,4.3, ,104.3, ,54.7, 
75,3/8/2022,67,0.18, ,0, ,549,R,3.7,Y,73.5, ,43.2, ,58.3, ,46, ,14, ,22,Y,20.0,Y,4.2, ,100.1, ,54.3, 
75,3/9/2022,68,0.15, ,0, ,540,R,8.4, ,68.3, ,42.5, ,55.8, ,79, ,33, ,55, ,39.9, ,4.7, ,111.8, ,54.3, 
75,3/10/2022,69,0.15, ,0, ,495, ,9.7, ,66.4, ,48.8, ,58.1, ,81, ,6, ,59, ,43.7, ,4.3, ,102.2, ,55.5, 
75,3/11/2022,70,0.20, ,0.01, ,571,R,2.3,Y,75.9, ,47.3, ,63.1, ,31, ,5, ,12,Y,9.0,Y,5.3, ,127.1, ,55.7, 
75,3/12/2022,71,0.18, ,0, ,565,R,4.5,Y,76.3, ,43.2, ,59.5, ,53, ,11, ,26,Y,24.7,Y,3.3, ,79.5, ,55.4, 
75,3/13/2022,72,0.15, ,0, ,543,R,9.5, ,69.4, ,43.4, ,56.9, ,82, ,42, ,60, ,43.3, ,3.8, ,90.3, ,55.7, 
75,3/14/2022,73,0.16, ,0.00, ,556,R,11.2, ,73.7, ,44.7, ,58.6, ,86, ,45, ,67, ,47.6, ,3.2, ,76.6, ,56.4, 
75,3/15/2022,74,0.16, ,0, ,544,R,11.4, ,76.2, ,46.1, ,60.3, ,91, ,40, ,64, ,48.1, ,3.0, ,72.7, ,57.2, 
75,3/16/2022,75,0.16, ,0, ,547,R,12.1, ,74.3, ,48.3, ,60.5, ,95, ,43, ,67, ,49.6, ,4.1, ,99.3, ,58.1, 
75,3/17/2022,76,0.19, ,0, ,562,R,9.5, ,82.5, ,48.3, ,63.1, ,92, ,22, ,48, ,43.1, ,3.3, ,78.7, ,58.8, 
75,3/18/2022,77,0.18, ,0, ,577,R,8.5, ,77.1, ,46.9, ,61.8, ,64, ,24, ,45, ,40.5, ,2.9, ,70.3, ,59.0, 
75,3/19/2022,78,0.15, ,0.32, ,495, ,12.2, ,68.6, ,51.0, ,58.5, ,95, ,52, ,73, ,49.8, ,4.4, ,106.2, ,59.4, 
75,3/20/2022,79,0.16, ,0.11, ,565,R,11.8, ,71.2, ,53.4, ,59.8, ,96, ,34, ,67, ,48.9, ,4.6, ,109.5, ,60.0, 
75,3/21/2022,80,0.16, ,0, ,554, ,11.6, ,71.7, ,48.6, ,60.0, ,90, ,46, ,66, ,48.6, ,3.3, ,79.9, ,60.3, 
75,3/22/2022,81,0.19, ,0, ,591,R,10.3, ,81.7, ,49.8, ,65.1, ,84, ,23, ,49, ,45.4, ,3.3, ,79.1, ,60.5, 
75,3/23/2022,82,0.21, ,0, ,595,R,8.1, ,84.6,Y,53.3, ,69.1,Y,58, ,17, ,34,Y,39.2,Y,3.5, ,83.7, ,61.0, 
75,3/24/2022,83,0.20, ,0, ,601,R,9.5, ,83.3, ,52.4, ,66.8,Y,88, ,22, ,42,Y,43.1,Y,3.1, ,73.7, ,61.5, 
75,3/25/2022,84,0.18, ,0.02, ,594,R,13.7, ,80.4, ,50.9, ,62.9, ,99, ,39, ,70, ,52.9, ,3.1, ,74.9, ,62.2, 
75,3/26/2022,85,0.17, ,0, ,594,R,14.0, ,77.9, ,53.8, ,60.9, ,100, ,47, ,77, ,53.5, ,3.8, ,91.2, ,63.0, 
75,3/27/2022,86,0.17, ,0, ,587,R,11.6, ,70.0, ,53.3, ,59.4, ,84, ,49, ,67, ,48.5, ,5.5, ,132.1, ,63.3, 
75,3/28/2022,87,0.07, ,0.69, ,246, ,12.0, ,63.9, ,53.2, ,57.2, ,92, ,61, ,75, ,49.4, ,6.7,Y,160.3,Y,62.5, 
75,3/29/2022,88,0.10, ,0.01, ,388, ,11.9, ,64.8, ,48.9, ,56.3, ,97, ,56, ,77, ,49.2, ,3.0, ,72.6, ,61.6, 
75,3/30/2022,89,0.17, ,0, ,602,R,12.7, ,68.5, ,48.1, ,58.0, ,95, ,57, ,77, ,50.9, ,3.3, ,79.7, ,61.6, 
75,3/31/2022,90,0.03, ,0, ,148, ,12.9, ,61.5, ,54.8, ,58.0, ,90, ,72, ,78, ,51.3, ,3.5, ,83.5, ,62.2, 
