39,3/1/2022,60,0.12, ,0, ,428, ,8.5, ,77.1, ,38.4, ,55.5, ,90, ,29, ,56, ,40.2, ,2.4, ,57.6, ,53.2, 
39,3/2/2022,61,0.14, ,0, ,458, ,9.0, ,79.6,Y,41.3, ,58.1, ,91, ,25, ,55, ,41.9, ,2.6, ,62.1, ,54.6, 
39,3/3/2022,62,0.12, ,0, ,373, ,9.6, ,72.3, ,41.7, ,57.5, ,91, ,37, ,59, ,43.5, ,3.6, ,85.6, ,60.2, 
39,3/4/2022,63,0.02, ,0.19, ,85, ,11.2, ,55.9, ,44.7, ,51.8, ,94, ,60, ,85, ,47.5, ,5.3, ,127.5, ,60.4, 
39,3/5/2022,64,0.07, ,0.05, ,294, ,7.4, ,53.1, ,35.4, ,43.6, ,92, ,54, ,77, ,36.9, ,3.7, ,89.3, ,55.9, 
39,3/6/2022,65,0.11, ,0.00, ,474, ,7.4, ,59.0, ,34.0, ,46.9, ,95, ,41, ,68, ,36.9, ,2.6, ,61.6, ,54.1, 
39,3/7/2022,66,0.12, ,0, ,489,R,7.7, ,62.8, ,36.5, ,49.6, ,95, ,34, ,63, ,37.7, ,2.7, ,66.0, ,55.1, 
39,3/8/2022,67,0.13, ,0, ,497,R,7.3, ,69.5, ,35.2, ,51.6, ,94, ,26, ,56, ,36.5, ,2.5, ,61.0, ,54.9, 
39,3/9/2022,68,0.14, ,0, ,481, ,7.6, ,71.3, ,37.2, ,54.1, ,93, ,25, ,54, ,37.6, ,2.9, ,69.0, ,55.4, 
39,3/10/2022,69,0.13, ,0, ,499,R,7.7, ,69.4, ,40.7, ,52.9, ,84, ,23, ,56, ,37.7, ,4.1, ,98.9, ,55.7, 
39,3/11/2022,70,0.14, ,0, ,501,R,7.2, ,75.0, ,37.9, ,53.2, ,92, ,20, ,52, ,36.1, ,2.8, ,66.2, ,55.7, 
39,3/12/2022,71,0.15, ,0, ,512,R,6.9, ,77.3, ,36.7, ,55.9, ,91, ,16, ,45, ,34.9, ,2.7, ,65.4, ,56.0, 
39,3/13/2022,72,0.16, ,0, ,479, ,7.6, ,71.6, ,39.7, ,55.1, ,75, ,29, ,51, ,37.4, ,4.8, ,114.3, ,56.6, 
39,3/14/2022,73,0.14, ,0, ,510, ,8.2, ,74.6, ,37.2, ,54.7, ,91, ,25, ,56, ,39.3, ,2.6, ,62.5, ,56.6, 
39,3/15/2022,74,0.12, ,0, ,346, ,10.2, ,72.3, ,42.2, ,56.8, ,91, ,31, ,64, ,44.9, ,3.8, ,90.5, ,57.0, 
39,3/16/2022,75,0.16, ,0, ,494, ,10.5, ,73.7, ,47.4, ,59.0, ,92, ,37, ,62, ,45.9, ,5.4, ,129.9, ,57.7, 
39,3/17/2022,76,0.12, ,0, ,384, ,9.2, ,72.5, ,42.2, ,56.8, ,92, ,34, ,58, ,42.4, ,3.0, ,72.5, ,57.8, 
39,3/18/2022,77,0.16, ,0, ,521, ,8.9, ,77.1, ,39.5, ,57.5, ,93, ,26, ,55, ,41.5, ,3.0, ,72.6, ,57.9, 
39,3/19/2022,78,0.08, ,0.04, ,239, ,10.3, ,65.5, ,48.3, ,54.8, ,90, ,44, ,70, ,45.3, ,5.7, ,137.6, ,58.1, 
39,3/20/2022,79,0.09, ,0.00, ,361, ,10.0, ,63.6, ,44.4, ,52.4, ,94, ,49, ,74, ,44.4, ,3.9, ,93.6, ,57.8, 
39,3/21/2022,80,0.15, ,0, ,524, ,9.4, ,72.4, ,39.0, ,55.1, ,95, ,36, ,63, ,42.9, ,2.5, ,61.1, ,57.7, 
39,3/22/2022,81,0.16, ,0, ,542, ,10.2, ,80.5, ,43.2, ,61.3, ,92, ,28, ,55, ,45.1, ,2.4, ,58.1, ,59.1, 
39,3/23/2022,82,0.18, ,0, ,542, ,11.1, ,87.4,Y,47.9, ,67.6, ,87, ,22, ,48, ,47.4, ,2.7, ,64.4, ,60.7, 
39,3/24/2022,83,0.18, ,0, ,541, ,12.3, ,88.5,Y,50.2, ,68.0, ,88, ,25, ,53, ,50.1, ,3.2, ,76.9, ,62.3, 
39,3/25/2022,84,0.18, ,0, ,514, ,13.2, ,87.8,Y,50.7, ,68.4, ,90, ,27, ,56, ,51.9, ,3.2, ,76.1, ,63.2, 
39,3/26/2022,85,0.17, ,0, ,524, ,13.6, ,85.8, ,50.6, ,66.4, ,90, ,33, ,61, ,52.8, ,2.9, ,69.6, ,63.7, 
39,3/27/2022,86,0.18, ,0, ,515, ,10.5, ,80.7, ,51.7, ,64.4, ,91, ,24, ,51, ,45.8, ,4.6, ,109.5, ,64.0, 
39,3/28/2022,87,0.10, ,1.09, ,324, ,11.2, ,64.6, ,48.8, ,54.5, ,95, ,53, ,77, ,47.4, ,5.3, ,126.0, ,61.9, 
39,3/29/2022,88,0.11, ,0.00, ,429, ,12.1, ,65.9, ,46.1, ,55.0, ,98, ,58, ,82, ,49.6, ,3.6, ,85.7, ,60.1, 
39,3/30/2022,89,0.14, ,0, ,442, ,13.1, ,70.4, ,53.3, ,61.4, ,88, ,52, ,71, ,51.7, ,3.7, ,88.7, ,62.5, 
39,3/31/2022,90,0.11, ,0, ,435, ,11.7, ,67.3, ,44.8, ,55.8, ,93, ,55, ,77, ,48.8, ,3.1, ,75.4, ,62.2, 
