87,3/1/2022,60,0.18, ,0, ,520,R,4.7, ,86.9, ,43.6, ,65.4, ,44, ,9, ,22, ,25.4, ,3.5, ,84.6, ,55.0, 
87,3/2/2022,61,0.16, ,0, ,449, ,6.5, ,87.2, ,43.7, ,64.7, ,60, ,10, ,31, ,33.5, ,3.0, ,71.6, ,55.9, 
87,3/3/2022,62,0.20, ,0, ,482, ,7.1, ,85.1, ,47.0, ,65.7, ,62, ,20, ,33, ,35.8, ,5.7, ,137.4, ,57.0, 
87,3/4/2022,63,0.16, ,0, ,338, ,9.1, ,71.0, ,54.6, ,62.3, ,59, ,33, ,47, ,42.0, ,10.7, ,255.7, ,57.7, 
87,3/5/2022,64,0.22, ,0, ,353, ,6.8, ,67.0, ,45.4, ,55.5, ,64, ,30, ,45, ,34.6, ,12.9,Y,310.1,Y,57.8, 
87,3/6/2022,65,0.16,E,0, ,699,R,5.8, ,69.6, ,47.5, ,60.8, ,67, ,20, ,32, ,30.7, ,4.1,H,97.2,H,56.7, 
87,3/7/2022,66,0.21, ,0, ,533,R,5.5, ,74.1, ,41.1, ,56.0, ,74, ,14, ,36, ,29.4, ,7.0, ,167.3, ,55.7, 
87,3/8/2022,67,0.17, ,0, ,542,R,4.2, ,70.8, ,37.7, ,55.3, ,52, ,13, ,28, ,23.0, ,3.9, ,94.0, ,54.7, 
87,3/9/2022,68,0.17, ,0, ,536,R,5.5, ,79.3, ,37.9, ,58.5, ,64, ,14, ,33, ,29.5, ,3.7, ,89.6, ,55.2, 
87,3/10/2022,69,0.24, ,0, ,500, ,6.0, ,77.1, ,42.2, ,59.6, ,75, ,14, ,35, ,31.7, ,9.1, ,218.2, ,56.0, 
87,3/11/2022,70,0.21, ,0, ,564,R,3.0,Y,73.4, ,36.7, ,56.7, ,43, ,7, ,19,Y,15.0,Y,6.0, ,143.6, ,54.6, 
87,3/12/2022,71,0.17, ,0, ,564,R,4.3,Y,79.0, ,36.7, ,58.1, ,56, ,10, ,26,Y,23.4,Y,2.8, ,67.4, ,54.8, 
87,3/13/2022,72,0.21, ,0, ,548,R,5.8, ,87.1, ,38.9, ,63.6, ,62, ,9, ,29, ,30.6, ,4.9, ,117.3, ,55.7, 
87,3/14/2022,73,0.19, ,0, ,554,R,7.4, ,85.3, ,44.5, ,65.4, ,64, ,15, ,35, ,36.7, ,3.3, ,78.1, ,57.3, 
87,3/15/2022,74,0.20, ,0, ,563,R,7.4, ,87.2, ,45.9, ,68.7, ,65, ,13, ,31, ,36.6, ,3.5, ,84.1, ,61.0, 
87,3/16/2022,75,0.24, ,0, ,555,R,9.3, ,85.3, ,56.0, ,71.2, ,51, ,21, ,36, ,42.6, ,6.5, ,157.0, ,63.3, 
87,3/17/2022,76,0.22, ,0, ,571,R,7.4, ,83.6, ,51.0, ,68.1, ,66, ,12, ,32, ,36.9, ,5.0, ,121.0, ,62.4, 
87,3/18/2022,77,0.19, ,0, ,569,R,6.4, ,86.1, ,49.0, ,67.9, ,53, ,11, ,27, ,33.0, ,3.0, ,71.8, ,60.7, 
87,3/19/2022,78,0.25, ,0, ,516, ,8.0, ,87.9, ,49.2, ,68.1, ,57, ,17, ,34, ,38.7, ,9.1, ,218.3, ,60.3, 
87,3/20/2022,79,0.26, ,0, ,560, ,8.8, ,78.8, ,54.9, ,67.0, ,67, ,24, ,39, ,41.2, ,10.5, ,251.2, ,60.3, 
87,3/21/2022,80,0.24, ,0, ,555, ,6.1, ,82.3, ,47.0, ,66.8, ,59, ,13, ,27, ,31.8, ,5.9, ,141.7, ,60.0, 
87,3/22/2022,81,0.28, ,0, ,575,R,6.8, ,86.6, ,49.9, ,70.3, ,50, ,14, ,27, ,34.6, ,7.5, ,180.7, ,60.0, 
87,3/23/2022,82,0.21, ,0, ,596,R,6.5, ,84.7, ,51.8, ,68.6, ,54, ,10, ,27, ,33.4, ,3.4, ,82.7, ,60.4, 
87,3/24/2022,83,0.20, ,0, ,596,R,7.2, ,90.6, ,47.2, ,68.8, ,64, ,11, ,30, ,36.1, ,2.9, ,68.7, ,60.2, 
87,3/25/2022,84,0.21, ,0, ,584,R,8.9, ,94.9, ,51.3, ,72.4, ,63, ,11, ,33, ,41.6, ,2.9, ,70.2, ,60.8, 
87,3/26/2022,85,0.24, ,0, ,563, ,9.5, ,94.5, ,56.2, ,73.0, ,65, ,14, ,34, ,43.3, ,4.9, ,118.7, ,61.9, 
87,3/27/2022,86,0.25, ,0, ,596,R,8.2, ,90.8, ,54.3, ,72.7, ,53, ,14, ,30, ,39.5, ,5.1, ,121.8, ,62.3, 
87,3/28/2022,87,0.21, ,0, ,456, ,10.2, ,81.5, ,58.2, ,68.9, ,61, ,24, ,42, ,45.0, ,7.2, ,172.9, ,62.8, 
87,3/29/2022,88,0.24, ,0, ,586, ,10.2, ,76.3, ,52.7, ,64.7, ,71, ,31, ,49, ,44.9, ,9.0, ,216.5, ,62.1, 
87,3/30/2022,89,0.21, ,0, ,602,R,9.9, ,85.9, ,49.9, ,68.4, ,71, ,19, ,42, ,44.2, ,3.7, ,89.2, ,61.9, 
87,3/31/2022,90,0.20, ,0, ,591, ,11.1, ,81.1, ,50.6, ,66.1, ,80, ,30, ,50, ,47.2, ,4.1, ,97.9, ,62.4, 
