151,3/1/2022,60,0.15, ,0, ,496,R,8.5, ,86.0, ,39.3, ,63.5, ,67, ,25, ,43, ,40.4, ,1.4, ,32.5, ,53.6, 
151,3/2/2022,61,0.15,R,0, ,463, ,8.5, ,89.5,Y,41.0, ,64.8, ,65, ,13, ,40, ,40.2, ,1.2, ,30.0, ,54.3, 
151,3/3/2022,62,0.16,R,0, ,469, ,8.2, ,93.6,Y,44.6, ,67.6, ,72, ,15, ,35, ,39.3, ,2.9, ,69.0, ,56.6, 
151,3/4/2022,63,0.15, ,0, ,378, ,9.0, ,71.9, ,54.5,Y,62.6, ,62, ,34, ,47, ,41.9, ,5.5, ,132.1, ,58.3, 
151,3/5/2022,64,0.18, ,0, ,496, ,7.6, ,71.6, ,48.6, ,59.2, ,73, ,23, ,44, ,37.5, ,6.6, ,157.9, ,58.9, 
151,3/6/2022,65,0.13, ,0, ,502, ,6.6, ,68.1, ,35.4, ,53.5, ,86, ,23, ,47, ,33.8, ,2.1, ,49.3, ,57.2, 
151,3/7/2022,66,0.17, ,0, ,509,R,4.9, ,71.2, ,35.7, ,54.7, ,77, ,15, ,34, ,26.8, ,3.6, ,86.9, ,56.1, 
151,3/8/2022,67,0.15, ,0, ,518,R,4.6, ,68.8, ,37.0, ,54.0, ,62, ,14, ,32, ,24.9, ,2.3, ,55.9, ,55.9, 
151,3/9/2022,68,0.16,R,0, ,514, ,6.2, ,81.3, ,35.8, ,58.7, ,75, ,18, ,37, ,32.3, ,2.7, ,66.0, ,55.5, 
151,3/10/2022,69,0.18, ,0, ,470, ,5.8, ,78.5, ,42.9, ,59.9, ,70, ,15, ,33, ,30.8, ,4.6, ,111.0, ,57.5, 
151,3/11/2022,70,0.17, ,0, ,536,R,3.9, ,74.5, ,44.4, ,58.8, ,54, ,11, ,23, ,21.3, ,4.0, ,97.0, ,57.7, 
151,3/12/2022,71,0.16, ,0, ,530,R,5.9, ,85.3, ,36.3, ,59.7, ,64, ,16, ,34, ,31.2, ,1.7, ,41.0, ,56.7, 
151,3/13/2022,72,0.18, ,0, ,501, ,7.7, ,90.1, ,36.5, ,65.5, ,74, ,18, ,36, ,37.9, ,2.4, ,57.8, ,57.3, 
151,3/14/2022,73,0.17, ,0, ,525, ,9.5, ,88.1, ,44.1, ,66.3, ,68, ,26, ,43, ,43.2, ,1.9, ,46.5, ,59.7, 
151,3/15/2022,74,0.17, ,0, ,531, ,10.5, ,88.3, ,44.7, ,68.2, ,77, ,22, ,45, ,45.9, ,1.2, ,28.6, ,59.3, 
151,3/16/2022,75,0.19, ,0, ,519, ,9.8, ,83.4, ,53.8, ,70.1, ,65, ,27, ,39, ,43.9, ,3.1, ,74.4, ,60.8, 
151,3/17/2022,76,0.18, ,0, ,541, ,8.7, ,83.0, ,52.9, ,68.1, ,68, ,20, ,37, ,40.8, ,2.7, ,65.0, ,61.4, 
151,3/18/2022,77,0.17, ,0, ,542, ,9.2, ,87.2, ,42.8, ,65.6, ,69, ,23, ,43, ,42.3, ,1.5, ,35.7, ,60.4, 
151,3/19/2022,78,0.19, ,0, ,478, ,9.7, ,88.3, ,45.5, ,67.3, ,72, ,24, ,43, ,43.8, ,3.0, ,71.8, ,60.1, 
151,3/20/2022,79,0.18, ,0, ,457, ,9.6, ,78.8, ,56.2, ,68.2, ,75, ,19, ,41, ,43.5, ,4.3, ,103.1, ,61.8, 
151,3/21/2022,80,0.21, ,0, ,548, ,5.4, ,80.7, ,50.0, ,66.7, ,53, ,17, ,24, ,29.2, ,4.3, ,102.5, ,61.1, 
151,3/22/2022,81,0.22, ,0, ,557, ,7.3, ,82.6, ,49.3, ,69.0, ,52, ,21, ,30, ,36.3, ,4.4, ,106.3, ,60.9, 
151,3/23/2022,82,0.18, ,0, ,568, ,8.4, ,82.8, ,49.3, ,66.7, ,60, ,24, ,38, ,40.0, ,2.4, ,58.4, ,61.7, 
151,3/24/2022,83,0.18, ,0, ,569, ,9.7, ,90.1, ,41.2, ,66.9, ,71, ,21, ,43, ,43.6, ,1.1, ,27.3, ,60.6, 
151,3/25/2022,84,0.18, ,0, ,528, ,11.7, ,93.9, ,49.0, ,72.1, ,66, ,18, ,44, ,48.7, ,1.1, ,25.3, ,61.3, 
151,3/26/2022,85,0.18, ,0, ,501, ,12.3, ,95.6,Y,53.2, ,71.7, ,70, ,26, ,46, ,49.9, ,1.9, ,45.4, ,62.4, 
151,3/27/2022,86,0.21, ,0, ,560, ,12.0, ,89.7, ,52.7, ,72.0, ,72, ,27, ,45, ,49.3, ,2.5, ,60.0, ,62.6, 
151,3/28/2022,87,0.12, ,0.07, ,313, ,13.3, ,81.7, ,58.5,Y,67.7, ,86, ,33, ,57, ,52.1, ,3.5, ,83.5, ,64.0, 
151,3/29/2022,88,0.18, ,0.00, ,554, ,12.9, ,88.1, ,52.4, ,65.9, ,85, ,41, ,60, ,51.4, ,3.1, ,73.9, ,63.8, 
151,3/30/2022,89,0.19, ,0, ,565, ,13.3, ,82.9, ,50.6, ,68.6, ,85, ,36, ,56, ,52.2, ,2.2, ,52.2, ,66.4, 
151,3/31/2022,90,0.19, ,0, ,550, ,12.8, ,85.2, ,53.9, ,67.8, ,81, ,36, ,55, ,51.0, ,2.2, ,52.1, ,67.2, 
