125,3/1/2022,60,0.15, ,0, ,303, ,7.7, ,76.2, ,43.8, ,60.4, ,91, ,22, ,43, ,37.8, ,3.1, ,75.1, ,54.0, 
125,3/2/2022,61,0.16, ,0, ,503,R,7.4, ,78.6, ,37.7, ,58.6, ,84, ,20, ,44, ,36.9, ,3.0, ,71.0, ,54.2, 
125,3/3/2022,62,0.14, ,0, ,407, ,8.6, ,74.1, ,40.2, ,58.8, ,81, ,32, ,51, ,40.5, ,3.5, ,84.5, ,55.2, 
125,3/4/2022,63,0.05, ,0.69, ,179, ,11.1, ,61.1, ,48.6, ,53.7, ,99, ,50, ,79, ,47.3, ,3.5, ,84.5, ,55.6, 
125,3/5/2022,64,0.07, ,0.06, ,258, ,7.9, ,54.1, ,38.3, ,46.7, ,92, ,49, ,73, ,38.4, ,4.2, ,101.2, ,54.8, 
125,3/6/2022,65,0.12, ,0, ,451, ,7.8, ,58.8, ,33.2, ,46.7, ,99, ,47, ,72, ,38.1, ,3.3, ,80.2, ,53.8, 
125,3/7/2022,66,0.14, ,0, ,522,R,7.5, ,65.8, ,31.4,Y,48.8, ,99, ,30, ,64, ,37.1, ,2.9, ,70.7, ,53.7, 
125,3/8/2022,67,0.15, ,0, ,527,R,7.7, ,69.7, ,35.7, ,51.7, ,96, ,24, ,59, ,37.8, ,3.4, ,80.5, ,54.3, 
125,3/9/2022,68,0.16, ,0, ,522,R,7.5, ,69.8, ,35.1, ,53.4, ,92, ,27, ,53, ,37.0, ,3.5, ,83.6, ,54.9, 
125,3/10/2022,69,0.15, ,0, ,510,R,8.2, ,65.8, ,39.5, ,53.7, ,89, ,36, ,58, ,39.3, ,5.1, ,122.0, ,55.4, 
125,3/11/2022,70,0.16, ,0, ,553,R,5.6, ,75.1, ,35.7, ,54.5, ,89, ,13, ,38, ,29.7, ,3.3, ,79.8, ,55.5, 
125,3/12/2022,71,0.17, ,0, ,556,R,5.4, ,77.6, ,34.5, ,56.1, ,80, ,13, ,35, ,29.0, ,3.2, ,76.6, ,55.7, 
125,3/13/2022,72,0.17, ,0, ,512, ,7.6, ,69.8, ,36.8, ,55.6, ,72, ,32, ,50, ,37.3, ,5.4, ,128.5, ,56.1, 
125,3/14/2022,73,0.16, ,0, ,550,R,8.1, ,72.3, ,36.8, ,55.8, ,91, ,27, ,54, ,39.2, ,3.2, ,76.1, ,56.4, 
125,3/15/2022,74,0.16, ,0, ,476, ,8.3, ,74.1, ,38.7, ,58.8, ,87, ,26, ,49, ,39.8, ,3.6, ,86.5, ,56.9, 
125,3/16/2022,75,0.11, ,0, ,338, ,11.4, ,69.4, ,47.9, ,59.9, ,90, ,42, ,65, ,48.0, ,4.5, ,108.2, ,57.8, 
125,3/17/2022,76,0.16, ,0, ,484, ,10.0, ,75.4, ,42.0, ,59.3, ,97, ,34, ,58, ,44.5, ,3.4, ,81.7, ,58.1, 
125,3/18/2022,77,0.18, ,0, ,555,R,8.8, ,76.4, ,40.0, ,59.0, ,90, ,27, ,52, ,41.3, ,3.3, ,78.4, ,58.5, 
125,3/19/2022,78,0.15, ,0.09, ,401, ,10.3, ,73.2, ,47.0, ,57.3, ,99, ,33, ,64, ,45.4, ,5.2, ,125.8, ,58.8, 
125,3/20/2022,79,0.07, ,0.16, ,275, ,10.9, ,64.1, ,46.0, ,53.8, ,99, ,45, ,77, ,46.8, ,5.3, ,126.1, ,58.1, 
125,3/21/2022,80,0.17, ,0, ,559,R,8.9, ,71.5, ,38.1, ,55.5, ,96, ,28, ,59, ,41.4, ,3.6, ,85.3, ,59.9, 
125,3/22/2022,81,0.18, ,0, ,575,R,10.3, ,80.2, ,40.6, ,61.0, ,92, ,30, ,56, ,45.4, ,3.1, ,73.4, ,62.7, 
125,3/23/2022,82,0.21, ,0, ,582,R,11.0, ,89.0,Y,47.9, ,69.0, ,90, ,19, ,45, ,47.1, ,3.3, ,78.5, ,63.9, 
125,3/24/2022,83,0.21, ,0, ,581,R,11.5, ,88.6,Y,49.9, ,70.7, ,81, ,25, ,45, ,48.3, ,3.5, ,83.2, ,64.1, 
125,3/25/2022,84,0.20, ,0, ,522, ,12.7, ,85.5, ,53.0, ,69.9, ,84, ,30, ,51, ,50.9, ,3.4, ,82.4, ,64.7, 
125,3/26/2022,85,0.19, ,0, ,529, ,11.2, ,84.8, ,50.5, ,67.8, ,87, ,27, ,48, ,47.6, ,3.4, ,81.2, ,64.9, 
125,3/27/2022,86,0.31, ,0, ,559, ,5.3,Y,88.0,Y,46.1, ,68.8, ,60, ,6, ,22,Y,28.5,Y,8.7,R,209.0,R,64.3, 
125,3/28/2022,87,0.12, ,0.38, ,278, ,10.7, ,67.6, ,51.4, ,57.5, ,99, ,36, ,66, ,46.2, ,8.1,R,194.6,R,63.0, 
125,3/29/2022,88,0.09, ,0.04, ,316, ,12.1, ,63.3, ,51.2, ,56.5, ,99, ,58, ,77, ,49.5, ,4.0, ,95.2, ,61.8, 
125,3/30/2022,89,0.17, ,0, ,545, ,12.4, ,71.9, ,50.2, ,61.2, ,96, ,46, ,67, ,50.2, ,3.3, ,80.1, ,62.1, 
125,3/31/2022,90,0.10, ,0, ,322, ,12.1, ,63.4, ,49.2, ,57.6, ,92, ,56, ,75, ,49.7, ,4.8, ,115.3, ,62.8, 
