158,3/1/2022,60,0.10, ,0, ,360, ,9.4, ,71.8, ,37.1, ,52.3, ,98, ,33, ,70, ,42.8, ,2.3, ,55.5, ,50.6, 
158,3/2/2022,61,0.10, ,0, ,355, ,9.7, ,69.5, ,39.6, ,50.8, ,100, ,40, ,76, ,43.7, ,2.5, ,60.9, ,51.8, 
158,3/3/2022,62,0.02, ,0.09, ,117, ,11.4, ,56.5, ,41.3, ,49.8, ,98, ,85, ,94, ,48.1, ,1.6, ,39.5, ,51.8, 
158,3/4/2022,63,0.10, ,0.02, ,364, ,8.8, ,60.5, ,40.1, ,50.5, ,99, ,32, ,71, ,41.3, ,3.8, ,90.6, ,52.3, 
158,3/5/2022,64,0.06, ,0, ,262, ,6.7, ,57.5, ,29.1, ,42.7, ,97, ,44, ,72, ,34.4, ,2.4, ,57.4, ,49.9, 
158,3/6/2022,65,0.10, ,0, ,399, ,7.1, ,60.9, ,29.3, ,43.4, ,98, ,47, ,74, ,35.8, ,2.7, ,65.7, ,49.5, 
158,3/7/2022,66,0.14, ,0, ,407, ,4.9, ,70.3, ,29.1, ,50.4, ,92, ,15, ,39, ,26.4, ,4.0,Y,95.0,Y,49.3, 
158,3/8/2022,67,0.14, ,0, ,407, ,6.8, ,76.7, ,35.0, ,53.6, ,82, ,18, ,48, ,34.7, ,3.1, ,73.8, ,50.3, 
158,3/9/2022,68,0.13, ,0, ,405, ,7.5, ,70.1, ,36.7, ,53.0, ,80, ,32, ,55, ,37.3, ,3.3, ,79.5, ,51.2, 
158,3/10/2022,69,0.13, ,0, ,438, ,4.8, ,69.8, ,34.3, ,50.9, ,91, ,12, ,38, ,25.9, ,3.0, ,73.1, ,51.0, 
158,3/11/2022,70,0.13, ,0, ,432, ,4.9, ,69.8, ,30.4, ,48.0, ,75, ,19, ,43, ,26.6, ,3.1, ,73.6, ,50.3, 
158,3/12/2022,71,0.10, ,0, ,391, ,7.5, ,61.7, ,27.0, ,44.0, ,96, ,53, ,77, ,37.1, ,2.6, ,61.6, ,49.9, 
158,3/13/2022,72,0.10, ,0, ,382, ,9.9, ,61.1, ,43.0, ,51.7, ,98, ,48, ,76, ,44.4, ,2.9, ,69.5, ,52.5, 
158,3/14/2022,73,0.12, ,0, ,390, ,9.0, ,69.4, ,34.4, ,51.2, ,98, ,32, ,70, ,41.7, ,2.6, ,63.0, ,52.4, 
158,3/15/2022,74,0.07, ,0, ,290, ,13.3, ,65.0, ,41.3, ,54.4, ,100, ,75, ,92, ,52.2, ,2.3, ,54.7, ,55.1, 
158,3/16/2022,75,0.12, ,0, ,431, ,9.6, ,66.8, ,36.5, ,50.2, ,100, ,51, ,78, ,43.5, ,2.7, ,65.1, ,54.1, 
158,3/17/2022,76,0.12, ,0, ,437, ,9.7, ,65.0, ,40.4, ,50.0, ,98, ,51, ,79, ,43.7, ,2.5, ,61.0, ,54.1, 
158,3/18/2022,77,0.12, ,0, ,414, ,9.6, ,69.6, ,35.2, ,49.7, ,98, ,51, ,79, ,43.5, ,2.5, ,60.1, ,53.9, 
158,3/19/2022,78,0.07, ,0, ,265, ,9.9, ,58.0, ,38.6, ,49.9, ,97, ,66, ,81, ,44.2, ,3.0, ,71.9, ,54.2, 
158,3/20/2022,79,0.13, ,0, ,453, ,7.8, ,67.8, ,33.6, ,48.8, ,95, ,32, ,66, ,38.0, ,2.5, ,59.8, ,53.0, 
158,3/21/2022,80,0.14, ,0, ,449, ,9.3, ,76.4, ,39.4, ,56.7, ,89, ,39, ,59, ,42.8, ,2.7, ,65.5, ,53.9, 
158,3/22/2022,81,0.16, ,0, ,461, ,11.6, ,85.9,Y,45.9, ,63.0,Y,91, ,29, ,59,Y,48.5,Y,2.8, ,66.1, ,56.2, 
158,3/23/2022,82,0.14, ,0, ,476, ,11.7, ,74.4, ,42.1, ,54.5, ,99, ,55, ,81, ,48.7, ,2.3, ,55.7, ,56.7, 
158,3/24/2022,83,0.13, ,0, ,472, ,11.0, ,70.6, ,39.1, ,51.6, ,98, ,59, ,84, ,47.0, ,2.5, ,60.7, ,56.3, 
158,3/25/2022,84,0.13, ,0, ,482, ,10.5, ,71.2, ,42.8, ,51.8, ,99, ,51, ,80, ,45.9, ,2.3, ,54.9, ,56.8, 
158,3/26/2022,85,0.14, ,0, ,470, ,10.7, ,71.0, ,36.6, ,52.2, ,99, ,54, ,81, ,46.4, ,2.5, ,60.5, ,56.3, 
158,3/27/2022,86,0.05, ,0, ,220, ,11.6, ,60.5, ,44.5, ,52.3, ,97, ,67, ,86, ,48.4, ,2.4, ,56.9, ,56.5, 
158,3/28/2022,87,0.03, ,0.27, ,168, ,11.9, ,57.0, ,43.0, ,51.0, ,99, ,80, ,94, ,49.2, ,2.0, ,47.4, ,56.3, 
158,3/29/2022,88,0.12, ,0.00, ,455, ,11.9, ,65.4, ,42.6, ,52.3, ,100, ,71, ,89, ,49.1, ,2.4, ,56.7, ,56.4, 
158,3/30/2022,89,0.11, ,0, ,412, ,10.6, ,62.9, ,40.9, ,51.0, ,99, ,60, ,83, ,46.1, ,2.3, ,55.7, ,57.0, 
158,3/31/2022,90,0.14,R,0.02, ,499, ,10.2, ,65.8, ,39.0, ,51.3, ,98, ,58, ,79, ,45.0, ,2.8, ,66.8, ,56.9, 
