259,3/1/2022,60,0.08, ,0, ,313, ,13.1, ,69.6, ,45.5, ,54.2, ,99, ,67, ,92, ,51.8, ,4.2, ,101.0, ,55.2, 
259,3/2/2022,61,0.03, ,0.03, ,150, ,13.4, ,60.7, ,49.1, ,53.2, ,99, ,83, ,97, ,52.3, ,5.4, ,130.2, ,55.2, 
259,3/3/2022,62,0.04, ,0.01, ,166, ,10.7, ,51.2, ,46.3, ,48.7, ,99, ,83, ,91, ,46.4, ,12.3,Y,296.1,Y,53.5, 
259,3/4/2022,63,0.07, ,0.04, ,244, ,8.6, ,50.6, ,41.3, ,45.8, ,98, ,66, ,82, ,40.6, ,9.9, ,236.9, ,51.4, 
259,3/5/2022,64,0.09, ,0, ,355, ,9.3, ,52.7, ,39.6, ,46.7, ,97, ,76, ,85, ,42.6, ,8.9, ,213.4, ,50.9, 
259,3/6/2022,65,0.09, ,0, ,406, ,9.1, ,52.9, ,33.4, ,44.4, ,100, ,72, ,92, ,42.2, ,5.0, ,120.0, ,50.5, 
259,3/7/2022,66,0.11, ,0, ,436, ,8.7, ,60.6, ,32.8, ,45.7, ,100, ,47, ,84, ,41.0, ,5.2, ,124.0, ,51.0, 
259,3/8/2022,67,0.10, ,0,R,537,R,8.8, ,55.5, ,32.5, ,46.6, ,99, ,70, ,81, ,41.1, ,6.2, ,149.5, ,52.0, 
259,3/9/2022,68,0.07, ,0.01, ,304, ,9.2, ,54.2, ,30.2,Y,43.8, ,100, ,72, ,95, ,42.4, ,6.1, ,146.9, ,50.2, 
259,3/10/2022,69,0.10, ,0, ,436, ,9.2, ,55.5, ,34.1, ,45.6, ,99, ,66, ,88, ,42.3, ,4.5, ,108.7, ,52.0, 
259,3/11/2022,70,0.10, ,0, ,448, ,9.4, ,59.0, ,31.9,Y,45.1, ,99, ,58, ,92, ,43.0, ,4.1, ,98.1, ,51.4, 
259,3/12/2022,71,0.07, ,0.30, ,236, ,9.2, ,61.3, ,32.8,Y,48.0, ,100, ,36, ,81, ,42.5, ,6.7, ,161.4, ,52.1, 
259,3/13/2022,72,0.07, ,0, ,291, ,9.7, ,56.8, ,39.9, ,47.9, ,99, ,60, ,85, ,43.7, ,5.0, ,120.6, ,51.9, 
259,3/14/2022,73,0.09, ,0.43, ,270, ,10.4, ,67.8, ,36.9, ,52.5, ,100, ,34, ,77, ,45.5, ,6.0, ,142.9, ,52.7, 
259,3/15/2022,74,0.06, ,0.07, ,269, ,12.8, ,58.4, ,40.1, ,51.7, ,99, ,91, ,98, ,51.0, ,4.3, ,103.9, ,54.6, 
259,3/16/2022,75,0.10, ,0.01, ,423, ,10.0, ,54.5, ,37.3, ,46.3, ,99, ,78, ,93, ,44.5, ,4.3, ,102.2, ,54.1, 
259,3/17/2022,76,0.11, ,0, ,439, ,9.8, ,56.9, ,37.4, ,47.0, ,99, ,69, ,89, ,44.0, ,4.1, ,98.6, ,54.4, 
259,3/18/2022,77,0.09, ,0, ,385, ,10.0, ,59.6, ,35.9, ,46.4, ,99, ,72, ,94, ,44.7, ,4.1, ,98.9, ,53.7, 
259,3/19/2022,78,0.06, ,0.53, ,253, ,9.8, ,53.2, ,42.0, ,47.5, ,99, ,74, ,88, ,44.1, ,9.0, ,216.4, ,53.4, 
259,3/20/2022,79,0.12, ,0, ,470, ,8.2, ,53.2, ,34.4, ,44.8,Y,99, ,63, ,81,Y,39.3,Y,5.8, ,139.3, ,51.9, 
259,3/21/2022,80,0.10, ,0, ,375, ,9.9, ,61.3, ,34.0, ,47.4, ,99, ,59, ,89, ,44.3, ,4.7, ,112.0, ,52.4, 
259,3/22/2022,81,0.09, ,0.00, ,390, ,12.5, ,59.3, ,47.2, ,50.8, ,99, ,94, ,99, ,50.6, ,4.2, ,101.4, ,55.3, 
259,3/23/2022,82,0.10, ,0, ,385, ,11.9, ,61.2, ,38.9, ,50.8, ,100, ,77, ,94, ,49.1, ,4.4, ,105.0, ,56.8, 
259,3/24/2022,83,0.08, ,0, ,360, ,11.6, ,57.8, ,44.9, ,48.9, ,99, ,88, ,98, ,48.4, ,4.2, ,101.8, ,56.3, 
259,3/25/2022,84,0.12, ,0.00, ,497, ,11.0, ,62.1, ,40.4, ,49.4, ,99, ,73, ,92, ,47.0, ,4.1, ,97.8, ,57.3, 
259,3/26/2022,85,0.12, ,0, ,455, ,11.5, ,62.8, ,41.4, ,50.5, ,99, ,72, ,92, ,48.2, ,4.9, ,118.8, ,56.8, 
259,3/27/2022,86,0.09, ,0, ,352, ,11.8, ,60.7, ,40.4, ,50.7, ,99, ,80, ,94, ,49.0, ,4.2, ,102.0, ,56.7, 
259,3/28/2022,87,0.09, ,0.06, ,360, ,13.1, ,61.5, ,47.2, ,53.1, ,99, ,81, ,95, ,51.8, ,5.1, ,122.9, ,57.6, 
259,3/29/2022,88,0.04, ,0.01, ,191, ,12.1, ,52.6, ,47.4, ,49.8, ,99, ,95, ,99, ,49.5, ,6.7, ,160.1, ,56.9, 
259,3/30/2022,89,0.08, ,0, ,313, ,10.2, ,54.3, ,46.7, ,49.5, ,96, ,77, ,85, ,45.1, ,7.6, ,183.6, ,55.9, 
259,3/31/2022,90,0.13, ,0, ,494, ,9.9, ,54.2, ,42.4, ,48.7, ,96, ,73, ,85, ,44.3, ,8.4, ,200.9, ,55.1, 
