257,3/1/2022,60,0.16, ,0, ,502,R,2.1, ,79.9,Y,29.2, ,54.8, ,40, ,5, ,15, ,7.5, ,3.2, ,76.0, ,--,S
257,3/2/2022,61,0.15, ,0, ,509,R,2.2, ,81.3,Y,32.3, ,57.5, ,39, ,5, ,14, ,8.4, ,2.7, ,65.2, ,--,S
257,3/3/2022,62,0.20, ,0, ,484,R,2.8, ,77.4, ,33.5, ,57.6, ,46, ,3, ,18, ,13.9, ,7.6, ,182.6, ,--,S
257,3/4/2022,63,0.19, ,0, ,469, ,6.3, ,67.9, ,48.8, ,56.2, ,58, ,25, ,41, ,32.9, ,10.1, ,243.0, ,--,S
257,3/5/2022,64,0.20, ,0, ,533,R,3.3, ,54.2, ,39.3, ,47.1, ,45, ,17, ,30, ,17.0, ,13.8,Y,330.7,Y,--,S
257,3/6/2022,65,0.14, ,0, ,523,R,3.6, ,62.0, ,33.9, ,48.0, ,48, ,16, ,31, ,19.1, ,4.0, ,95.7, ,--,S
257,3/7/2022,66,0.18, ,0, ,534,R,2.3, ,62.6, ,30.0, ,47.5, ,61, ,6, ,21, ,9.2, ,6.7, ,160.8, ,--,S
257,3/8/2022,67,0.15, ,0, ,536,R,2.2, ,65.6, ,27.1,Y,49.2, ,37, ,11, ,18, ,7.7, ,3.6, ,85.6, ,--,S
257,3/9/2022,68,0.17, ,0, ,530,R,3.7, ,71.2, ,29.8, ,53.6, ,50, ,14, ,26, ,19.6, ,5.2, ,124.9, ,--,S
257,3/10/2022,69,0.22, ,0, ,525,R,2.5, ,62.8, ,39.7, ,53.7, ,47, ,3, ,18, ,11.0, ,10.4, ,250.4, ,--,S
257,3/11/2022,70,0.15, ,0, ,558,R,1.1,Y,65.0, ,32.7, ,49.4, ,22, ,4, ,9,Y,-6.9,Y,3.9, ,93.9, ,--,S
257,3/12/2022,71,0.16, ,0, ,558,R,1.6,Y,72.9, ,27.0,Y,52.8, ,33, ,4, ,11,Y,0.6,Y,4.2, ,100.3, ,--,S
257,3/13/2022,72,0.28, ,0, ,484, ,3.3, ,74.9, ,47.4, ,63.8, ,35, ,9, ,17, ,17.5, ,11.7, ,281.5, ,--,S
257,3/14/2022,73,0.18, ,0, ,551,R,3.6, ,76.9, ,37.5, ,59.4, ,53, ,9, ,21, ,19.4, ,3.9, ,94.3, ,--,S
257,3/15/2022,74,0.16, ,0, ,444, ,5.0, ,78.3, ,37.4, ,60.3, ,49, ,16, ,28, ,27.1, ,3.7, ,89.6, ,--,S
257,3/16/2022,75,0.18, ,0, ,558,R,5.3, ,76.1, ,44.7, ,62.1, ,56, ,12, ,28, ,28.3, ,4.2, ,100.1, ,--,S
257,3/17/2022,76,0.21, ,0, ,527, ,3.3, ,76.2, ,42.4, ,61.3, ,32, ,9, ,18, ,17.4, ,5.7, ,137.5, ,--,S
257,3/18/2022,77,0.18, ,0, ,575,R,3.5, ,77.8, ,37.7, ,59.5, ,56, ,8, ,20, ,18.4, ,3.4, ,81.3, ,--,S
257,3/19/2022,78,0.24, ,0, ,493, ,4.9, ,75.6, ,45.2, ,58.3, ,48, ,11, ,29, ,26.6, ,9.3, ,223.8, ,--,S
257,3/20/2022,79,0.24, ,0, ,582,R,3.5, ,73.7, ,39.2, ,58.6, ,62, ,6, ,21, ,18.9, ,8.2, ,195.7, ,--,S
257,3/21/2022,80,0.19, ,0, ,560,R,3.3, ,76.8, ,43.2, ,60.6, ,36, ,11, ,18, ,17.1, ,4.3, ,102.5, ,--,S
257,3/22/2022,81,0.21, ,0, ,580,R,4.9, ,82.5, ,49.9, ,66.0, ,38, ,12, ,23, ,26.8, ,4.8, ,114.7, ,--,S
257,3/23/2022,82,0.20, ,0, ,592,R,4.8, ,82.2, ,44.3, ,64.9, ,50, ,13, ,23, ,26.3, ,3.3, ,78.9, ,--,S
257,3/24/2022,83,0.20, ,0, ,598,R,5.2, ,88.4, ,45.0, ,68.6, ,49, ,9, ,22, ,27.8, ,3.6, ,86.0, ,--,S
257,3/25/2022,84,0.22, ,0, ,565, ,5.9, ,90.2, ,47.3, ,71.2, ,57, ,9, ,23, ,31.1, ,3.9, ,94.1, ,--,S
257,3/26/2022,85,0.25, ,0, ,609,R,3.9, ,88.6, ,48.2, ,71.0, ,45, ,4, ,15, ,21.2, ,6.5, ,156.3, ,--,S
257,3/27/2022,86,0.28, ,0, ,609,R,2.0,Y,80.7, ,56.3, ,68.8, ,22, ,4, ,8,Y,6.3,Y,8.7, ,209.9, ,--,S
257,3/28/2022,87,0.15, ,0, ,424, ,7.2, ,60.8, ,49.8, ,54.2, ,60, ,26, ,50, ,36.0, ,9.7, ,233.5, ,--,S
257,3/29/2022,88,0.20, ,0, ,615,R,6.5, ,75.4, ,42.4, ,58.1, ,69, ,20, ,40, ,33.7, ,5.3, ,126.4, ,--,S
257,3/30/2022,89,0.21, ,0, ,563, ,6.2, ,78.2, ,46.6, ,63.4, ,55, ,14, ,31, ,32.2, ,5.5, ,132.2, ,--,S
257,3/31/2022,90,0.20, ,0, ,601,R,6.3, ,79.2, ,44.6, ,63.0, ,63, ,16, ,32, ,32.6, ,4.0, ,95.3, ,--,S
