148,3/1/2022,60,0.13, ,0, ,418, ,8.9, ,75.3, ,33.3, ,53.3, ,99, ,32, ,64, ,41.5, ,2.6, ,62.2, ,50.7, 
148,3/2/2022,61,0.13, ,0, ,414, ,9.4, ,76.4, ,37.5, ,56.1, ,99, ,31, ,61, ,42.9, ,2.7, ,66.0, ,51.7, 
148,3/3/2022,62,0.11, ,0, ,334, ,9.1, ,71.2, ,40.0, ,55.5, ,96, ,31, ,60, ,42.0, ,4.4, ,105.8, ,52.5, 
148,3/4/2022,63,0.08, ,0.01, ,246, ,10.2, ,64.7, ,39.0, ,53.8, ,89, ,38, ,72, ,45.0, ,6.3, ,151.7, ,53.4, 
148,3/5/2022,64,0.08, ,0.00, ,334, ,6.9, ,56.0, ,32.5, ,44.8, ,92, ,41, ,68, ,35.0, ,4.1, ,98.5, ,52.3, 
148,3/6/2022,65,0.12, ,0.00, ,467, ,6.5, ,61.4, ,29.2, ,43.8, ,97, ,35, ,67, ,33.7, ,2.8, ,66.3, ,50.9, 
148,3/7/2022,66,0.12, ,0.00, ,462, ,6.6, ,64.1, ,27.2, ,44.8, ,98, ,28, ,65, ,33.9, ,2.7, ,63.7, ,50.6, 
148,3/8/2022,67,0.13, ,0.00, ,478, ,7.1, ,68.6, ,31.3, ,49.0, ,97, ,28, ,60, ,35.6, ,3.0, ,71.6, ,50.5,H
148,3/9/2022,68,0.14, ,0, ,482, ,7.0, ,72.4, ,32.2, ,51.8, ,98, ,23, ,53, ,35.4, ,3.4, ,81.7, ,50.8,H
148,3/10/2022,69,0.18, ,0, ,512,R,5.9, ,68.5, ,33.0, ,52.8, ,87, ,17, ,43, ,31.1, ,8.0,Y,191.3,Y,52.1, 
148,3/11/2022,70,0.14, ,0, ,510,R,5.4, ,71.6, ,27.7, ,48.0, ,90, ,16, ,48, ,29.1, ,3.2, ,75.6, ,51.4, 
148,3/12/2022,71,0.15, ,0, ,503,R,6.4, ,78.5, ,31.1, ,53.7, ,94, ,14, ,45, ,33.0, ,2.9, ,69.2, ,52.0, 
148,3/13/2022,72,0.16, ,0, ,472, ,8.5, ,69.4, ,46.0, ,57.1, ,82, ,28, ,54, ,40.4, ,6.0, ,144.4, ,53.5, 
148,3/14/2022,73,0.14, ,0, ,507,R,7.5, ,74.5, ,33.6, ,53.5, ,98, ,18, ,54, ,37.2, ,2.4, ,57.3, ,53.7, 
148,3/15/2022,74,0.08, ,0.02, ,279, ,11.6, ,70.0, ,41.1, ,56.2, ,91, ,57, ,75, ,48.4, ,4.2, ,101.7, ,54.0, 
148,3/16/2022,75,0.17, ,0, ,515, ,10.2, ,72.3, ,44.7, ,58.1, ,90, ,34, ,62, ,45.1, ,7.1, ,169.8, ,54.7, 
148,3/17/2022,76,0.12, ,0, ,417, ,8.3, ,74.8, ,41.2, ,56.6, ,92, ,18, ,53, ,39.8, ,3.3, ,79.8, ,54.9, 
148,3/18/2022,77,0.15, ,0, ,516, ,9.2, ,76.8, ,36.9, ,56.0, ,98, ,30, ,60, ,42.4, ,2.5, ,60.1, ,55.1, 
148,3/19/2022,78,0.04, ,0.35, ,138, ,10.7, ,61.3, ,45.7, ,52.0, ,97, ,55, ,81, ,46.4, ,4.1, ,99.1, ,55.0, 
148,3/20/2022,79,0.16, ,0, ,531, ,8.2, ,69.5, ,42.4, ,54.4, ,95, ,21, ,56, ,39.3, ,6.7, ,159.8, ,52.6, 
148,3/21/2022,80,0.15, ,0, ,531, ,8.7, ,74.2, ,36.1, ,54.6, ,99, ,28, ,60, ,41.0, ,3.0, ,71.2, ,53.8, 
148,3/22/2022,81,0.16, ,0, ,537, ,11.3, ,80.5, ,40.4, ,60.0, ,99, ,31, ,64, ,47.7, ,2.5, ,61.0, ,55.1, 
148,3/23/2022,82,0.18, ,0, ,535, ,12.4, ,85.4,Y,44.6, ,64.3,Y,99, ,27, ,60,Y,50.2,Y,2.7, ,63.9, ,57.0, 
148,3/24/2022,83,0.18, ,0.00, ,544, ,12.9, ,86.9,Y,46.1, ,65.6,Y,100, ,29, ,60,Y,51.4,Y,2.8, ,66.5, ,58.5, 
148,3/25/2022,84,0.19, ,0, ,540, ,11.7, ,84.4, ,45.4, ,64.9,Y,99, ,31, ,56,Y,48.6,Y,3.8, ,90.3, ,59.3, 
148,3/26/2022,85,0.18, ,0, ,526, ,11.3, ,83.6, ,46.0, ,65.1,Y,97, ,30, ,53,Y,47.8,Y,4.1, ,98.4, ,59.9, 
148,3/27/2022,86,0.18, ,0, ,465, ,8.9, ,79.4, ,48.3, ,62.8, ,74, ,25, ,46, ,41.5, ,4.9, ,118.6, ,60.3, 
148,3/28/2022,87,0.08, ,0.53, ,250, ,11.4, ,63.7, ,45.1, ,54.0, ,99, ,59, ,80, ,48.0, ,6.3, ,151.8, ,59.2, 
148,3/29/2022,88,0.10, ,0.01, ,358, ,12.0, ,68.3, ,41.8, ,54.4, ,100, ,55, ,83, ,49.4, ,3.4, ,82.7, ,57.5, 
148,3/30/2022,89,0.12, ,0.00, ,424, ,11.7, ,69.1, ,43.5, ,55.1, ,100, ,56, ,79, ,48.7, ,3.5, ,84.9, ,59.5, 
148,3/31/2022,90,0.12, ,0, ,411, ,11.0, ,70.0, ,42.2, ,54.0, ,98, ,47, ,78, ,47.2, ,3.7, ,89.7, ,59.5, 
