210,3/1/2022,60,0.13, ,0, ,410, ,8.9, ,78.2,Y,44.4, ,57.0, ,77, ,28, ,56, ,41.6, ,3.5, ,85.0, ,57.3, 
210,3/2/2022,61,0.13, ,0, ,423, ,8.9, ,70.5, ,44.5, ,55.5, ,68, ,43, ,59, ,41.5, ,3.5, ,84.7, ,57.8, 
210,3/3/2022,62,0.04, ,0.07, ,174, ,10.5, ,58.6, ,41.8, ,49.9, ,97, ,67, ,86, ,45.8, ,3.0, ,72.4, ,57.7, 
210,3/4/2022,63,0.04, ,0.01, ,134, ,10.1, ,53.9, ,46.6, ,50.1, ,98, ,62, ,82, ,44.7, ,5.7,Y,136.0,Y,56.9, 
210,3/5/2022,64,0.07, ,0.06, ,259, ,8.5, ,54.1, ,41.3, ,48.3, ,91, ,62, ,74, ,40.4, ,5.8,R,140.3,R,55.8, 
210,3/6/2022,65,0.11, ,0, ,434, ,9.0, ,57.6, ,39.0, ,47.6, ,94, ,70, ,80, ,41.9, ,4.0, ,95.9, ,55.5, 
210,3/7/2022,66,0.13, ,0, ,476, ,7.1, ,67.8, ,35.2, ,49.9, ,92, ,28, ,58, ,35.9, ,3.2, ,76.0, ,56.2, 
210,3/8/2022,67,0.15, ,0, ,479, ,7.3, ,69.8, ,39.3, ,51.8, ,79, ,31, ,56, ,36.6, ,3.9, ,92.9, ,56.7, 
210,3/9/2022,68,0.13, ,0, ,469, ,8.8, ,61.5, ,36.3, ,49.5, ,87, ,53, ,73, ,41.3, ,4.8, ,115.8, ,57.0, 
210,3/10/2022,69,0.14, ,0, ,496,R,8.3, ,66.1, ,41.8, ,53.9, ,93, ,30, ,59, ,39.8, ,3.8, ,90.1, ,57.8, 
210,3/11/2022,70,0.15, ,0, ,492, ,7.3, ,68.4, ,36.5, ,50.8, ,86, ,22, ,57, ,36.3, ,4.1, ,99.0, ,58.1, 
210,3/12/2022,71,0.12, ,0, ,490, ,8.6, ,59.3, ,35.3, ,47.3, ,90, ,52, ,77, ,40.5, ,4.0, ,97.0, ,58.0, 
210,3/13/2022,72,0.12, ,0.01, ,439, ,10.8, ,66.5, ,41.5, ,52.6, ,95, ,53, ,80, ,46.6, ,3.6, ,85.8, ,58.4, 
210,3/14/2022,73,0.15, ,0, ,490, ,7.9, ,69.8, ,38.9, ,53.2, ,92, ,28, ,57, ,38.5, ,3.8, ,91.5, ,58.6, 
210,3/15/2022,74,0.09, ,0.03, ,314, ,13.0, ,69.7, ,47.8, ,56.6, ,97, ,59, ,83, ,51.5, ,3.4, ,80.6, ,59.2, 
210,3/16/2022,75,0.14, ,0, ,500, ,10.9, ,64.9, ,43.2, ,52.5, ,99, ,55, ,81, ,46.8, ,3.4, ,82.3, ,59.6, 
210,3/17/2022,76,0.12, ,0, ,431, ,9.9, ,62.7, ,41.1, ,50.5, ,92, ,63, ,79, ,44.2, ,3.7, ,88.3, ,59.8, 
210,3/18/2022,77,0.14, ,0, ,493, ,10.3, ,67.6, ,39.5, ,51.6, ,91, ,55, ,79, ,45.4, ,4.1, ,97.8, ,59.6, 
210,3/19/2022,78,0.04, ,0.19, ,181, ,11.5, ,59.2, ,46.0, ,51.1, ,94, ,81, ,90, ,48.2, ,3.4, ,82.2, ,59.8, 
210,3/20/2022,79,0.14, ,0, ,505, ,9.8, ,59.3, ,41.5, ,50.5, ,96, ,57, ,78, ,43.9, ,3.9, ,92.9, ,59.1, 
210,3/21/2022,80,0.14, ,0, ,508, ,9.3, ,65.4, ,38.3, ,51.0, ,93, ,55, ,73, ,42.7, ,3.6, ,86.0, ,59.0, 
210,3/22/2022,81,0.17,R,0, ,527, ,11.3, ,80.3,Y,48.2, ,60.0,Y,92, ,31, ,64,Y,47.8,Y,4.1, ,98.6, ,59.8, 
210,3/23/2022,82,0.11, ,0, ,444, ,11.8, ,60.3, ,45.2, ,51.5, ,98, ,77, ,91, ,48.8, ,3.5, ,85.1, ,60.9, 
210,3/24/2022,83,0.12, ,0, ,478, ,11.2, ,61.5, ,42.0, ,50.1, ,99, ,73, ,91, ,47.6, ,4.2, ,99.8, ,61.1, 
210,3/25/2022,84,0.12, ,0.02, ,470, ,11.4, ,59.5, ,45.2, ,51.5, ,99, ,71, ,88, ,48.1, ,3.6, ,85.4, ,61.4, 
210,3/26/2022,85,0.14, ,0, ,522, ,11.0, ,63.0, ,42.9, ,50.7, ,97, ,67, ,87, ,46.9, ,4.0, ,96.3, ,61.7, 
210,3/27/2022,86,0.11, ,0.95, ,369, ,11.4, ,70.4, ,45.6, ,54.9, ,97, ,39, ,78, ,48.1, ,3.4, ,80.5, ,61.9, 
210,3/28/2022,87,0.09, ,0.06, ,342, ,12.2, ,60.4, ,46.7, ,54.1, ,98, ,68, ,85, ,49.8, ,4.1, ,98.4, ,61.5, 
210,3/29/2022,88,0.03, ,0.05, ,154, ,12.1, ,54.8, ,48.7, ,51.9, ,97, ,87, ,92, ,49.6, ,3.6, ,86.4, ,60.7, 
210,3/30/2022,89,0.06, ,0.00, ,246, ,11.0, ,57.0, ,49.7, ,51.9, ,95, ,70, ,83, ,47.1, ,4.0, ,95.9, ,60.0, 
210,3/31/2022,90,0.12, ,0, ,437, ,11.0, ,60.9, ,43.6, ,52.0, ,94, ,73, ,83, ,47.1, ,3.8, ,90.7, ,60.2, 
