252,3/1/2022,60,0.16, ,0, ,407, ,8.5, ,80.1,Y,38.6, ,56.5, ,87, ,28, ,55, ,40.3, ,5.5, ,132.2, ,52.4, 
252,3/2/2022,61,0.19, ,0, ,436, ,7.9, ,78.3, ,45.0, ,57.7, ,79, ,22, ,49, ,38.5, ,7.4, ,177.4, ,53.0, 
252,3/3/2022,62,0.09, ,0, ,262, ,8.5, ,67.1, ,40.1, ,51.9, ,91, ,38, ,64, ,40.2, ,6.1, ,145.7, ,53.1, 
252,3/4/2022,63,0.11, ,0.00, ,315, ,9.7, ,57.7, ,43.5, ,50.5, ,95, ,59, ,77, ,43.7, ,11.6,R,279.1,R,53.1, 
252,3/5/2022,64,0.12, ,0.37, ,401, ,8.7, ,56.4, ,41.8, ,47.5, ,92, ,57, ,78, ,40.9, ,9.6,Y,229.3,Y,52.7, 
252,3/6/2022,65,0.13, ,0, ,467, ,8.2, ,62.3, ,32.9, ,46.5, ,95, ,46, ,76, ,39.3, ,7.3, ,174.9, ,52.3, 
252,3/7/2022,66,0.15, ,0, ,474, ,6.9, ,68.1, ,33.2, ,48.5, ,97, ,22, ,59, ,35.0, ,5.1, ,123.1, ,52.2, 
252,3/8/2022,67,0.17, ,0, ,476, ,6.3, ,73.5, ,35.2, ,52.1, ,80, ,20, ,47, ,32.7, ,6.5, ,156.4, ,52.3, 
252,3/9/2022,68,0.18, ,0, ,473, ,7.9, ,71.0, ,35.2, ,51.0, ,90, ,29, ,62, ,38.3, ,10.5,Y,252.6,Y,52.4, 
252,3/10/2022,69,0.18, ,0, ,494, ,7.8, ,69.8, ,38.9, ,54.0, ,95, ,27, ,55, ,38.2, ,9.0, ,215.7, ,52.6, 
252,3/11/2022,70,0.18, ,0, ,496, ,5.3,Y,75.8, ,34.7, ,52.4, ,77, ,13, ,39,Y,28.4,Y,6.6, ,159.2, ,52.6, 
252,3/12/2022,71,0.18, ,0, ,494, ,6.6, ,72.5, ,37.8, ,51.8, ,92, ,20, ,50, ,34.0, ,9.2, ,221.4, ,52.8, 
252,3/13/2022,72,0.16, ,0, ,459, ,9.5, ,70.2, ,39.2, ,52.8, ,91, ,32, ,70, ,43.1, ,7.5, ,179.4, ,53.2, 
252,3/14/2022,73,0.19, ,0, ,497, ,7.2, ,77.0, ,38.1, ,54.8, ,91, ,13, ,49, ,35.9, ,7.4, ,178.0, ,53.5, 
252,3/15/2022,74,0.11, ,0, ,321, ,12.2, ,71.7, ,47.2, ,56.8, ,93, ,57, ,78, ,49.8, ,7.0, ,168.7, ,54.0, 
252,3/16/2022,75,0.18, ,0.00, ,505, ,10.7, ,72.9, ,43.2, ,54.7, ,100, ,43, ,74, ,46.4, ,8.8, ,210.5, ,54.6, 
252,3/17/2022,76,0.13, ,0, ,408, ,9.4, ,71.9, ,40.2, ,51.8, ,94, ,37, ,72, ,42.9, ,6.3, ,152.2, ,54.6, 
252,3/18/2022,77,0.17, ,0, ,500, ,9.3, ,77.0, ,39.2, ,54.3, ,92, ,28, ,65, ,42.7, ,6.8, ,163.8, ,54.6, 
252,3/19/2022,78,0.05, ,0.09, ,190, ,11.3, ,61.0, ,46.5, ,51.3, ,94, ,66, ,88, ,47.8, ,8.9, ,214.6, ,54.9, 
252,3/20/2022,79,0.19, ,0, ,525, ,9.5, ,65.8, ,43.8, ,53.7, ,91, ,36, ,67, ,43.1, ,12.7,R,306.0,R,54.6, 
252,3/21/2022,80,0.20, ,0, ,520, ,8.9, ,73.6, ,38.9, ,55.2, ,94, ,30, ,60, ,41.4, ,7.3, ,174.7, ,54.4, 
252,3/22/2022,81,0.21, ,0,R,653,R,11.7, ,86.3,Y,51.5, ,70.0,R,88, ,28, ,--,R,--,I,8.6, ,205.8, ,55.0, 
252,3/23/2022,82,0.18, ,0, ,532, ,11.8, ,76.9, ,44.8, ,57.0, ,94, ,46, ,74, ,48.8, ,7.0, ,167.9, ,55.8, 
252,3/24/2022,83,0.19, ,0, ,543, ,11.3, ,75.1, ,43.9, ,55.4, ,98, ,45, ,76, ,47.8, ,8.1, ,193.5, ,56.1, 
252,3/25/2022,84,0.17, ,0, ,482, ,11.4, ,74.9, ,45.5, ,54.7, ,100, ,47, ,78, ,48.1, ,7.6, ,183.1, ,56.5, 
252,3/26/2022,85,0.20, ,0, ,546, ,10.8, ,74.1, ,40.8, ,55.9, ,97, ,44, ,71, ,46.7, ,7.8, ,187.2, ,56.6, 
252,3/27/2022,86,0.19, ,0.14, ,462, ,10.9, ,67.4, ,44.9, ,56.2, ,96, ,48, ,71, ,46.7, ,11.9,R,285.4,R,56.6, 
252,3/28/2022,87,0.08, ,0.19, ,254, ,11.6, ,62.1, ,49.7, ,54.4, ,87, ,65, ,81, ,48.5, ,9.3, ,223.6, ,56.4, 
252,3/29/2022,88,0.12, ,0, ,379, ,11.7, ,62.7, ,45.1, ,53.0, ,97, ,69, ,85, ,48.7, ,9.9, ,238.5, ,56.2, 
252,3/30/2022,89,0.13, ,0.00, ,408, ,10.8, ,62.1, ,48.3, ,52.6, ,95, ,58, ,80, ,46.6, ,11.3,Y,271.6,Y,56.3, 
252,3/31/2022,90,0.16, ,0, ,503, ,10.8, ,69.7, ,43.5, ,53.0, ,95, ,55, ,79, ,46.6, ,8.4, ,201.9, ,56.3, 
