249,3/1/2022,60,0.12, ,0, ,410, ,10.1, ,78.7,Y,36.9, ,54.5, ,100, ,30, ,70, ,44.8, ,2.7, ,65.0, ,50.6, 
249,3/2/2022,61,0.13, ,0, ,431, ,10.0, ,78.7,Y,37.7, ,56.6, ,100, ,28, ,64, ,44.6, ,2.9, ,69.7, ,51.7, 
249,3/3/2022,62,0.10, ,0, ,349, ,11.0, ,69.6, ,38.8, ,54.2, ,100, ,44, ,77, ,47.1, ,4.8, ,114.8, ,52.4, 
249,3/4/2022,63,0.12, ,0, ,414, ,11.2, ,66.2, ,46.1, ,54.7, ,99, ,51, ,77, ,47.6, ,8.4, ,202.4, ,54.1, 
249,3/5/2022,64,0.08, ,0, ,311, ,7.7, ,58.1, ,33.2, ,45.2, ,100, ,44, ,75, ,37.8, ,4.3, ,103.0, ,52.8, 
249,3/6/2022,65,0.13, ,0, ,488,R,7.6, ,65.0, ,30.9, ,46.9, ,100, ,29, ,70, ,37.6, ,3.7, ,89.4, ,50.6, 
249,3/7/2022,66,0.15, ,0, ,468, ,6.4, ,69.4, ,33.9, ,51.4, ,100, ,18, ,50, ,33.2, ,5.4, ,129.9, ,50.4, 
249,3/8/2022,67,0.13, ,0, ,488,R,7.8, ,72.4, ,30.4, ,50.4, ,99, ,25, ,63, ,38.2, ,2.9, ,70.3, ,50.5, 
249,3/9/2022,68,0.15, ,0, ,490,R,8.1, ,72.7, ,33.4, ,53.9, ,100, ,27, ,57, ,39.1, ,4.5, ,108.7, ,50.9, 
249,3/10/2022,69,0.19, ,0, ,513,R,5.6, ,68.6, ,45.2, ,55.5, ,89, ,15, ,37, ,29.9, ,8.9,Y,213.5,Y,51.9, 
249,3/11/2022,70,0.15, ,0, ,516,R,5.5, ,73.6, ,31.2, ,52.0, ,92, ,16, ,42, ,29.5, ,3.0, ,72.1, ,51.1, 
249,3/12/2022,71,0.15, ,0, ,500,R,7.3, ,78.4, ,32.8, ,54.4, ,99, ,21, ,50, ,36.3, ,4.2, ,99.7, ,51.0, 
249,3/13/2022,72,0.13, ,0, ,441, ,10.5, ,69.0, ,45.7, ,56.1, ,99, ,42, ,68, ,45.7, ,4.7, ,113.0, ,53.5, 
249,3/14/2022,73,0.13, ,0, ,500, ,8.7, ,77.6, ,33.9, ,54.9, ,100, ,25, ,60, ,41.0, ,2.4, ,57.6, ,52.8, 
249,3/15/2022,74,0.09, ,0.06, ,316, ,14.8, ,74.1, ,51.0, ,59.7, ,99, ,56, ,84, ,55.0, ,3.9, ,93.2, ,55.0, 
249,3/16/2022,75,0.16, ,0, ,521,R,10.9, ,72.5, ,45.8, ,57.8, ,99, ,38, ,67, ,46.9, ,6.1, ,147.4, ,55.1, 
249,3/17/2022,76,0.13, ,0, ,434, ,9.3, ,76.0, ,44.4, ,56.9, ,99, ,23, ,59, ,42.6, ,3.6, ,87.4, ,54.8, 
249,3/18/2022,77,0.14, ,0, ,513, ,10.6, ,77.5, ,36.5, ,56.8, ,99, ,34, ,67, ,46.1, ,3.0, ,72.6, ,54.5, 
249,3/19/2022,78,0.07, ,0, ,216, ,11.3, ,63.8, ,49.2, ,55.2, ,99, ,58, ,76, ,47.8, ,6.0, ,143.2, ,55.4, 
249,3/20/2022,79,0.20, ,0, ,548,R,7.5, ,71.7, ,45.4, ,56.6, ,96, ,16, ,48, ,37.1, ,9.2,Y,221.8,Y,54.8, 
249,3/21/2022,80,0.19, ,0, ,536,R,9.5, ,78.7, ,44.7, ,62.3, ,86, ,29, ,49, ,43.2, ,6.4, ,152.5, ,54.9, 
249,3/22/2022,81,0.17, ,0, ,543,R,13.3, ,83.0, ,50.5, ,65.6,Y,99, ,32, ,62,Y,52.2,Y,3.8, ,90.9, ,57.3, 
249,3/23/2022,82,0.17, ,0, ,537, ,14.2, ,86.0,Y,49.2, ,65.5,Y,100, ,34, ,66,Y,53.9,Y,3.1, ,74.3, ,70.6,Y
249,3/24/2022,83,0.17, ,0, ,510, ,12.2, ,84.0,Y,45.0, ,63.5, ,100, ,34, ,61, ,49.8, ,3.5, ,85.0, ,--,S
249,3/25/2022,84,0.17, ,0, ,529, ,11.1, ,82.8, ,46.5, ,62.2, ,99, ,26, ,58, ,47.2, ,4.2, ,101.3, ,71.4,R
249,3/26/2022,85,0.18, ,0, ,513, ,11.4, ,82.9, ,41.7, ,62.4, ,100, ,36, ,59, ,47.9, ,4.9, ,116.6, ,68.3,Y
249,3/27/2022,86,0.15, ,0.28, ,453, ,12.8, ,77.8, ,47.6, ,60.3, ,99, ,41, ,72, ,51.1, ,4.3, ,104.3, ,67.5,Y
249,3/28/2022,87,0.05, ,0.28, ,242, ,14.0, ,61.8, ,50.5, ,54.6, ,99, ,74, ,96, ,53.5, ,5.8, ,139.3, ,66.0, 
249,3/29/2022,88,0.16, ,0, ,561, ,13.4, ,71.0, ,45.1, ,57.0, ,100, ,58, ,84, ,52.3, ,4.8, ,115.8, ,64.4, 
249,3/30/2022,89,0.13, ,0, ,471, ,11.3, ,64.2, ,39.9, ,52.7, ,100, ,58, ,83, ,47.7, ,4.9, ,117.2, ,63.1, 
249,3/31/2022,90,0.16, ,0, ,536, ,11.9, ,73.1, ,44.6, ,58.3, ,99, ,41, ,71, ,49.1, ,5.1, ,122.5, ,62.8, 
