41,3/1/2022,60,0.17, ,0, ,522,R,7.4, ,86.1, ,36.1, ,59.4, ,81, ,10, ,43, ,36.8, ,3.3, ,79.3, ,44.7,R
41,3/2/2022,61,0.15, ,0, ,466, ,8.9, ,85.5, ,38.7, ,61.7, ,81, ,17, ,47, ,41.5, ,3.2, ,77.4, ,45.9,Y
41,3/3/2022,62,0.19, ,0, ,484, ,8.0, ,83.2, ,41.4, ,63.4, ,80, ,21, ,40, ,38.6, ,5.1, ,122.2, ,47.0,Y
41,3/4/2022,63,0.15, ,0, ,374, ,9.1, ,70.6, ,54.1, ,62.2, ,57, ,39, ,48, ,42.1, ,8.2, ,196.0, ,47.8,Y
41,3/5/2022,64,0.20, ,0, ,501, ,7.3, ,68.5, ,48.3, ,57.8, ,72, ,27, ,45, ,36.6, ,9.7,Y,231.8,Y,47.6,Y
41,3/6/2022,65,0.15, ,0, ,539,R,6.9, ,69.2, ,38.8, ,53.1, ,79, ,21, ,50, ,35.0, ,3.9, ,92.8, ,46.8,Y
41,3/7/2022,66,0.21, ,0, ,549,R,5.1, ,72.2, ,35.1, ,52.9, ,86, ,12, ,37, ,27.7, ,6.2, ,148.1, ,46.4,Y
41,3/8/2022,67,0.17, ,0, ,556,R,5.3, ,71.4, ,32.8, ,51.4, ,79, ,12, ,41, ,28.5, ,3.5, ,84.9, ,45.5,R
41,3/9/2022,68,0.18, ,0, ,550,R,6.5, ,77.3, ,34.2, ,56.9, ,82, ,17, ,41, ,33.5, ,4.7, ,112.5, ,45.7,R
41,3/10/2022,69,0.23, ,0, ,521, ,5.8, ,76.5, ,41.7, ,58.3, ,76, ,11, ,35, ,30.7, ,8.0, ,193.1, ,47.0,Y
41,3/11/2022,70,0.19, ,0, ,579,R,3.5,Y,73.4, ,36.3, ,54.8, ,70, ,6, ,24,Y,18.9,Y,5.1, ,123.6, ,46.3,Y
41,3/12/2022,71,0.17, ,0, ,575,R,5.9, ,77.5, ,33.3, ,54.5, ,77, ,12, ,41, ,31.2, ,3.0, ,73.1, ,46.0,Y
41,3/13/2022,72,0.18, ,0, ,547,R,6.9, ,84.3, ,37.0, ,61.6, ,82, ,15, ,37, ,35.2, ,3.6, ,85.7, ,46.9,Y
41,3/14/2022,73,0.18, ,0, ,565,R,9.1, ,84.8, ,42.2, ,62.6, ,81, ,18, ,47, ,42.0, ,3.2, ,76.3, ,48.6,Y
41,3/15/2022,74,0.19, ,0, ,574,R,9.2, ,87.2, ,42.4, ,64.9, ,83, ,15, ,44, ,42.3, ,2.7, ,65.5, ,49.7,Y
41,3/16/2022,75,0.21, ,0, ,561,R,9.9, ,85.8, ,47.2, ,67.0, ,79, ,20, ,44, ,44.3, ,5.1, ,121.6, ,51.1,Y
41,3/17/2022,76,0.22, ,0, ,597,R,8.1, ,84.2, ,49.8, ,67.0, ,80, ,10, ,36, ,39.0, ,5.0, ,120.0, ,51.8,Y
41,3/18/2022,77,0.19, ,0, ,590,R,7.9, ,86.1, ,43.1, ,63.8, ,77, ,11, ,39, ,38.5, ,2.9, ,70.4, ,51.9,Y
41,3/19/2022,78,0.23, ,0, ,574,R,8.4, ,87.4, ,45.6, ,66.1, ,78, ,15, ,38, ,40.1, ,5.8, ,138.1, ,52.2,Y
41,3/20/2022,79,0.25, ,0, ,574,R,8.9, ,79.0, ,50.3, ,66.2, ,73, ,23, ,41, ,41.6, ,9.6,Y,231.3,Y,53.1,Y
41,3/21/2022,80,0.24, ,0, ,580,R,6.5, ,82.2, ,49.3, ,67.4, ,77, ,14, ,28, ,33.5, ,6.4, ,154.2, ,52.9,Y
41,3/22/2022,81,0.27, ,0, ,585,R,7.3, ,85.5, ,50.1, ,70.6, ,74, ,16, ,29, ,36.4, ,7.5, ,180.4, ,53.3,Y
41,3/23/2022,82,0.22, ,0, ,610,R,7.1, ,84.6, ,50.1, ,69.1, ,73, ,9, ,29, ,35.8, ,4.4, ,106.0, ,54.1,Y
41,3/24/2022,83,0.20, ,0, ,605,R,9.3, ,88.1, ,44.8, ,65.0, ,80, ,14, ,44, ,42.8, ,3.2, ,76.7, ,54.1,Y
41,3/25/2022,84,0.19, ,0, ,595,R,10.8, ,94.1, ,48.8, ,68.8, ,80, ,16, ,45, ,46.6, ,2.6, ,63.2, ,54.4,Y
41,3/26/2022,85,0.22, ,0, ,564, ,11.1, ,92.5, ,53.5, ,70.0, ,80, ,21, ,45, ,47.4, ,5.0, ,121.2, ,54.0,Y
41,3/27/2022,86,0.23, ,0, ,609,R,9.8, ,89.5, ,52.9, ,69.8, ,69, ,16, ,40, ,44.1, ,4.3, ,103.5, ,53.2,Y
41,3/28/2022,87,0.20, ,0.03, ,488, ,10.6, ,80.1, ,59.4,Y,67.8, ,68, ,25, ,46, ,46.1, ,5.6, ,134.7, ,53.9,Y
41,3/29/2022,88,0.21, ,0, ,628,R,10.3, ,76.4, ,49.9, ,63.3, ,79, ,31, ,52, ,45.3, ,5.9, ,140.7, ,52.9,Y
41,3/30/2022,89,0.21, ,0, ,628,R,11.5, ,83.1, ,46.4, ,65.1, ,90, ,25, ,55, ,48.3, ,4.2, ,100.6, ,53.0,Y
41,3/31/2022,90,0.19, ,0, ,605,R,11.8, ,80.1, ,48.8, ,64.5, ,85, ,31, ,57, ,49.0, ,3.6, ,86.6, ,54.0,Y
