170,3/1/2022,60,0.11, ,0, ,390, ,9.3, ,72.0, ,39.1, ,54.6, ,94, ,30, ,64, ,42.7, ,2.4, ,56.9, ,49.3, 
170,3/2/2022,61,0.11, ,0, ,405, ,10.2, ,70.0, ,40.6, ,53.7, ,98, ,38, ,72, ,45.0, ,2.6, ,63.1, ,50.1, 
170,3/3/2022,62,0.02, ,0.02, ,128, ,11.0, ,56.7, ,42.4, ,50.3, ,96, ,75, ,89, ,47.1, ,2.1, ,50.1, ,50.3, 
170,3/4/2022,63,0.08, ,0.03, ,316, ,10.0, ,62.5, ,45.8, ,52.1, ,97, ,48, ,75, ,44.4, ,5.0, ,119.4, ,50.5, 
170,3/5/2022,64,0.07, ,0, ,348, ,7.0, ,56.6, ,34.8, ,45.5, ,94, ,41, ,67, ,35.4, ,2.6, ,61.5, ,49.8, 
170,3/6/2022,65,0.11, ,0, ,482,R,7.2, ,64.1, ,32.5, ,46.6, ,97, ,29, ,66, ,35.9, ,2.1, ,50.0, ,48.9, 
170,3/7/2022,66,0.13, ,0, ,495,R,5.7, ,68.4, ,31.5, ,49.2, ,93, ,18, ,48, ,30.2, ,2.7, ,64.4, ,48.9, 
170,3/8/2022,67,0.13, ,0, ,486,R,6.9, ,74.1, ,34.0, ,52.3, ,81, ,25, ,52, ,35.0, ,2.1, ,51.4, ,49.2, 
170,3/9/2022,68,0.13, ,0.01,H,483,R,7.8, ,68.5, ,37.1, ,53.1, ,87, ,30, ,56, ,38.0, ,3.2, ,76.8, ,49.9, 
170,3/10/2022,69,0.14, ,0, ,520,R,5.4, ,69.1, ,35.8, ,50.8, ,95, ,15, ,42, ,28.7, ,2.8, ,67.2, ,50.2, 
170,3/11/2022,70,0.14, ,0, ,515,R,5.2, ,72.3, ,31.1, ,50.9, ,72, ,17, ,41, ,28.2, ,2.1, ,51.3, ,49.8, 
170,3/12/2022,71,0.14, ,0, ,495,R,7.2, ,71.5, ,31.7, ,50.4, ,81, ,16, ,58, ,36.2, ,3.4, ,81.4, ,49.9, 
170,3/13/2022,72,0.11, ,0, ,387, ,10.0, ,64.2, ,41.9, ,55.5, ,88, ,40, ,66, ,44.5, ,3.7, ,88.4, ,51.5, 
170,3/14/2022,73,0.14, ,0, ,483, ,8.6, ,70.2, ,34.9, ,54.6, ,93, ,21, ,59, ,40.5, ,2.6, ,63.2, ,51.5, 
170,3/15/2022,74,0.11, ,0.05, ,407, ,13.5, ,67.7, ,48.7, ,59.6, ,97, ,63, ,78, ,52.6, ,3.6, ,85.6, ,53.6, 
170,3/16/2022,75,0.14, ,0, ,520,R,9.8, ,70.6, ,41.9, ,54.9, ,96, ,39, ,66, ,43.9, ,2.4, ,57.0, ,53.9, 
170,3/17/2022,76,0.13, ,0, ,471, ,9.8, ,69.2, ,41.5, ,55.6, ,93, ,37, ,65, ,43.9, ,3.6, ,85.5, ,53.9, 
170,3/18/2022,77,0.14, ,0, ,499, ,9.7, ,71.5, ,39.1, ,54.7, ,96, ,42, ,67, ,43.8, ,2.5, ,59.0, ,53.9, 
170,3/19/2022,78,0.05, ,0.00, ,183, ,10.6, ,59.6, ,44.0, ,53.7, ,85, ,63, ,75, ,46.1, ,3.4, ,82.2, ,54.1, 
170,3/20/2022,79,0.15, ,0, ,540,R,7.8, ,68.3, ,36.2, ,51.8, ,96, ,29, ,59, ,38.0, ,3.0, ,71.2, ,52.9, 
170,3/21/2022,80,0.16, ,0, ,532,R,9.1, ,74.8, ,41.7, ,56.8, ,86, ,31, ,58, ,42.0, ,2.9, ,68.5, ,53.0, 
170,3/22/2022,81,0.17,R,0, ,544,R,11.8, ,84.9,Y,47.8, ,65.9,Y,88, ,31, ,54,Y,49.0,Y,2.3, ,54.4, ,54.4, 
170,3/23/2022,82,0.16, ,0, ,544,R,12.5, ,76.3, ,46.1, ,60.4, ,96, ,43, ,70, ,50.4, ,3.2, ,77.2, ,56.0, 
170,3/24/2022,83,0.16, ,0, ,545,R,11.2, ,75.6, ,41.3, ,56.3, ,96, ,36, ,72, ,47.4, ,3.0, ,71.9, ,55.7, 
170,3/25/2022,84,0.16, ,0, ,576,R,10.9, ,71.5, ,45.5, ,56.4, ,92, ,46, ,70, ,46.7, ,3.6, ,86.0, ,55.6, 
170,3/26/2022,85,0.17, ,0, ,569,R,11.2, ,73.8, ,41.6, ,57.1, ,94, ,45, ,70, ,47.4, ,3.6, ,86.5, ,55.6, 
170,3/27/2022,86,0.11, ,0.06, ,370, ,11.8, ,66.1, ,50.1, ,57.2, ,92, ,54, ,74, ,48.8, ,3.6, ,87.2, ,56.2, 
170,3/28/2022,87,0.11, ,0.20, ,409, ,11.8, ,64.8, ,45.8, ,54.8, ,97, ,56, ,80, ,48.9, ,3.0, ,71.3, ,56.6, 
170,3/29/2022,88,0.14, ,0.00, ,510, ,11.8, ,67.2, ,44.0, ,54.4, ,99, ,61, ,82, ,48.9, ,4.1, ,99.6, ,56.3, 
170,3/30/2022,89,0.11, ,0, ,400, ,10.7, ,65.1, ,46.7, ,54.1, ,91, ,56, ,75, ,46.4, ,4.8, ,115.4, ,56.5, 
170,3/31/2022,90,0.15, ,0, ,547, ,10.2, ,70.7, ,41.5, ,54.2, ,97, ,42, ,71, ,45.0, ,2.6, ,61.9, ,56.0, 
