173,3/1/2022,60,0.16, ,0, ,526,R,6.7, ,70.4, ,53.4, ,62.2, ,53, ,24, ,35, ,34.3, ,3.5, ,83.5, ,56.1, 
173,3/2/2022,61,0.14, ,0, ,508,R,10.4, ,71.7, ,53.9, ,60.9, ,84, ,32, ,57, ,45.5, ,2.9, ,68.5, ,56.9, 
173,3/3/2022,62,0.11, ,0.00, ,450, ,12.4, ,61.4, ,47.6, ,54.8, ,94, ,69, ,85, ,50.3, ,6.2, ,149.5, ,57.9, 
173,3/4/2022,63,0.10, ,0.61, ,418, ,12.4, ,60.4, ,50.3, ,55.2, ,91, ,75, ,83, ,50.2, ,6.3, ,150.5, ,58.1, 
173,3/5/2022,64,0.13, ,0.04, ,450, ,9.1, ,56.7, ,50.9, ,53.1, ,76, ,61, ,66, ,42.0, ,9.9,R,236.9,R,57.5, 
173,3/6/2022,65,0.12, ,0, ,485, ,9.4, ,58.3, ,45.4, ,52.3, ,83, ,63, ,70, ,42.9, ,4.3, ,104.0, ,56.7, 
173,3/7/2022,66,0.13, ,0, ,532,R,10.3, ,59.6, ,45.1, ,52.9, ,85, ,59, ,75, ,45.4, ,5.8, ,140.0, ,56.5, 
173,3/8/2022,67,0.15, ,0, ,546,R,8.4, ,64.2, ,49.3, ,56.2, ,77, ,28, ,54, ,39.9, ,4.2, ,100.4, ,56.7, 
173,3/9/2022,68,0.14, ,0, ,519, ,10.2, ,61.0, ,46.7, ,54.6, ,79, ,47, ,70, ,44.9, ,4.9, ,117.3, ,57.0, 
173,3/10/2022,69,0.13, ,0, ,476, ,12.0, ,61.7, ,50.1, ,56.1, ,89, ,67, ,78, ,49.4, ,5.2, ,125.7, ,58.3, 
173,3/11/2022,70,0.14, ,0.00, ,563,R,9.5, ,61.1, ,46.0, ,55.0, ,89, ,41, ,65, ,43.3, ,4.2, ,101.2, ,57.5, 
173,3/12/2022,71,0.15, ,0, ,567,R,9.2, ,64.0, ,50.1, ,57.2, ,78, ,28, ,58, ,42.4, ,3.3, ,78.3, ,57.2, 
173,3/13/2022,72,0.13, ,0, ,512, ,12.0, ,60.3, ,50.0, ,55.4, ,87, ,72, ,80, ,49.4, ,4.3, ,102.8, ,57.7, 
173,3/14/2022,73,0.14, ,0, ,553,R,12.8, ,61.5, ,49.6, ,55.9, ,90, ,77, ,84, ,51.1, ,4.0, ,95.5, ,58.4, 
173,3/15/2022,74,0.11, ,0.01, ,467, ,13.7, ,60.3, ,50.7, ,55.5, ,94, ,86, ,92, ,53.0, ,2.9, ,70.8, ,59.6, 
173,3/16/2022,75,0.12, ,0, ,478, ,13.9, ,62.3, ,53.4, ,57.3, ,93, ,77, ,86, ,53.3, ,4.0, ,94.9, ,60.3, 
173,3/17/2022,76,0.15, ,0.01, ,571,R,13.2, ,65.8, ,51.5, ,59.6, ,93, ,47, ,76, ,51.9, ,3.5, ,83.8, ,60.2, 
173,3/18/2022,77,0.15, ,0.01, ,578,R,14.3, ,65.6, ,51.1, ,58.9, ,94, ,53, ,84, ,54.1, ,3.1, ,73.9, ,60.6, 
173,3/19/2022,78,0.12, ,0.09, ,455, ,13.3, ,61.5, ,54.1, ,57.2, ,90, ,76, ,83, ,52.1, ,4.7, ,112.0, ,60.8, 
173,3/20/2022,79,0.13, ,0.20, ,495, ,13.0, ,61.5, ,53.1, ,56.6, ,93, ,69, ,83, ,51.5, ,5.6, ,134.5, ,60.7, 
173,3/21/2022,80,0.14, ,0, ,541, ,13.1, ,61.4, ,49.3, ,56.9, ,89, ,73, ,83, ,51.8, ,4.1, ,98.0, ,60.6, 
173,3/22/2022,81,0.16, ,0, ,590,R,12.2, ,69.5, ,53.9, ,62.3, ,79, ,44, ,64, ,49.9, ,3.5, ,83.4, ,61.1, 
173,3/23/2022,82,0.20,R,0, ,606,R,10.0, ,79.8,R,59.4, ,67.3, ,65, ,30, ,44, ,44.6, ,4.4, ,105.1, ,61.5, 
173,3/24/2022,83,0.15, ,0, ,569, ,13.2, ,65.0, ,57.1, ,60.5, ,93, ,39, ,73, ,51.9, ,3.2, ,76.5, ,61.8, 
173,3/25/2022,84,0.09, ,0.00, ,382, ,14.2, ,58.4, ,53.7, ,56.0, ,94, ,89, ,93, ,53.9, ,3.4, ,82.0, ,62.4, 
173,3/26/2022,85,0.10, ,0, ,424, ,13.4, ,60.2, ,53.1, ,55.5, ,94, ,82, ,89, ,52.4, ,3.9, ,92.8, ,62.4, 
173,3/27/2022,86,0.15, ,0, ,575, ,12.3, ,61.3, ,54.2, ,56.9, ,87, ,72, ,78, ,50.1, ,5.0, ,121.1, ,62.3, 
173,3/28/2022,87,0.10, ,0.71, ,347, ,12.8, ,66.2, ,51.7, ,57.4, ,92, ,58, ,80, ,51.1, ,7.2,Y,173.5,Y,61.0, 
173,3/29/2022,88,0.14, ,0.15,H,540, ,12.7, ,61.0, ,51.1, ,55.8, ,93, ,74, ,84, ,51.0, ,4.1, ,99.5, ,61.1, 
173,3/30/2022,89,0.15, ,0, ,570, ,12.9, ,61.3, ,53.2, ,57.3, ,86, ,72, ,80, ,51.2, ,4.1, ,97.2, ,61.7, 
173,3/31/2022,90,0.07, ,0, ,269, ,13.0, ,60.8, ,54.3, ,56.5, ,88, ,79, ,84, ,51.6, ,5.5, ,131.8, ,62.0, 
