232,3/1/2022,60,--,N,0, ,459, ,8.2, ,89.3,Y,48.2, ,66.5,Y,80, ,16, ,37,Y,39.4,Y,4.0, ,96.0, ,58.8, 
232,3/2/2022,61,--,N,0, ,479,R,8.8, ,80.2, ,41.6, ,57.9, ,84, ,18, ,54, ,41.3, ,2.7, ,65.0, ,58.0, 
232,3/3/2022,62,--,N,0, ,333, ,9.7, ,76.3, ,43.8, ,55.9, ,87, ,28, ,64, ,43.8, ,2.7, ,65.6, ,57.5, 
232,3/4/2022,63,--,N,0, ,252, ,9.9, ,63.6, ,44.9, ,52.0, ,84, ,64, ,75, ,44.4, ,5.3, ,128.2, ,56.8, 
232,3/5/2022,64,--,N,0.02, ,422, ,8.1, ,58.2, ,38.3, ,48.3, ,89, ,52, ,70, ,39.0, ,5.2, ,124.1, ,55.9, 
232,3/6/2022,65,--,N,0, ,478, ,8.4, ,64.1, ,32.9, ,48.5, ,92, ,42, ,72, ,40.0, ,3.9, ,92.9, ,55.3, 
232,3/7/2022,66,--,N,0, ,481, ,7.8, ,69.9, ,33.8, ,50.6, ,97, ,30, ,62, ,38.1, ,3.1, ,75.0, ,55.7, 
232,3/8/2022,67,--,N,0, ,487, ,8.0, ,72.5, ,37.6, ,52.3, ,88, ,27, ,60, ,38.7, ,3.3, ,79.4, ,56.0, 
232,3/9/2022,68,--,N,0, ,486, ,9.2, ,70.0, ,38.4, ,51.9, ,89, ,39, ,70, ,42.3, ,3.7, ,89.1, ,56.2, 
232,3/10/2022,69,--,N,0, ,493, ,9.4, ,69.8, ,38.1, ,52.3, ,93, ,43, ,70, ,42.9, ,3.2, ,77.3, ,56.7, 
232,3/11/2022,70,--,N,0, ,503, ,6.4, ,75.8, ,39.6, ,55.3, ,70, ,19, ,43, ,33.0, ,3.2, ,76.9, ,56.7, 
232,3/12/2022,71,--,N,0, ,509, ,7.4, ,71.8, ,38.2, ,52.6, ,92, ,19, ,55, ,36.8, ,3.1, ,75.3, ,56.7, 
232,3/13/2022,72,--,N,0, ,495, ,10.8, ,69.0, ,38.5, ,51.6, ,96, ,54, ,83, ,46.7, ,3.9, ,93.2, ,57.0, 
232,3/14/2022,73,--,N,0.00, ,510, ,10.8, ,70.7, ,41.4, ,55.3, ,100, ,44, ,72, ,46.5, ,3.7, ,88.5, ,58.0, 
232,3/15/2022,74,--,N,0.00, ,444, ,12.9, ,77.8, ,42.8, ,55.6, ,100, ,47, ,85, ,51.3, ,3.8, ,92.3, ,58.6, 
232,3/16/2022,75,--,N,0.00, ,513, ,12.2, ,69.7, ,44.9, ,55.7, ,100, ,51, ,80, ,49.7, ,4.9, ,116.7, ,59.9, 
232,3/17/2022,76,--,N,0, ,428, ,11.6, ,69.3, ,39.8, ,53.7, ,100, ,53, ,82, ,48.4, ,3.4, ,82.2, ,58.8, 
232,3/18/2022,77,--,N,0.00, ,519, ,10.9, ,72.6, ,39.0, ,54.5, ,98, ,46, ,76, ,46.9, ,3.4, ,81.4, ,58.6, 
232,3/19/2022,78,--,N,0.04, ,273, ,12.6, ,63.5, ,49.0, ,55.0, ,99, ,64, ,85, ,50.7, ,3.1, ,75.2, ,59.1, 
232,3/20/2022,79,--,N,0.00, ,522, ,11.0, ,66.9, ,45.6, ,53.9, ,100, ,53, ,78, ,47.2, ,5.1, ,122.6, ,59.1, 
232,3/21/2022,80,--,N,0, ,526, ,10.6, ,70.7, ,44.0, ,55.1, ,96, ,40, ,71, ,46.1, ,4.3, ,102.1, ,59.2, 
232,3/22/2022,81,--,N,0, ,547, ,10.3, ,88.4,Y,47.2, ,63.6,Y,89, ,16, ,51,Y,45.3,Y,3.0, ,71.1, ,60.5, 
232,3/23/2022,82,--,N,0, ,547, ,12.3, ,74.1, ,43.9, ,56.6, ,98, ,50, ,79, ,50.1, ,2.6, ,62.2, ,61.3, 
232,3/24/2022,83,--,N,0, ,522, ,13.0, ,73.0, ,48.3, ,56.2, ,100, ,52, ,84, ,51.5, ,3.0, ,72.2, ,62.5, 
232,3/25/2022,84,--,N,0, ,457, ,12.7, ,68.8, ,49.1, ,54.4, ,100, ,61, ,88, ,50.9, ,2.8, ,67.4, ,62.6, 
232,3/26/2022,85,--,N,0, ,535, ,12.5, ,72.2, ,45.9, ,54.8, ,100, ,56, ,85, ,50.4, ,3.6, ,87.4, ,62.7, 
232,3/27/2022,86,--,N,0, ,491, ,11.4, ,68.0, ,49.7, ,57.3, ,98, ,51, ,71, ,48.0, ,6.0, ,144.1, ,62.8, 
232,3/28/2022,87,--,N,1.03,H,198, ,12.6, ,61.6, ,48.7, ,54.8, ,97, ,69, ,86, ,50.6, ,5.2, ,124.5, ,60.3, 
232,3/29/2022,88,--,N,0.01, ,559, ,12.6, ,64.3, ,43.8, ,53.8, ,100, ,72, ,89, ,50.7, ,4.5, ,108.0, ,59.6, 
232,3/30/2022,89,--,N,0, ,482, ,12.6, ,64.5, ,46.3, ,53.8, ,99, ,73, ,89, ,50.7, ,4.9, ,117.0, ,60.7, 
232,3/31/2022,90,--,N,0, ,515, ,12.0, ,64.5, ,46.8, ,53.2, ,99, ,67, ,87, ,49.4, ,4.0, ,97.2, ,59.9, 
