187,3/1/2022,60,0.12, ,0, ,413, ,10.6, ,72.5, ,36.3, ,54.8, ,96, ,37, ,72, ,46.1, ,4.1, ,99.2, ,50.0, 
187,3/2/2022,61,0.11, ,0, ,377, ,10.8, ,71.5, ,41.5, ,53.8, ,96, ,35, ,77, ,46.7, ,4.0, ,95.8, ,50.9, 
187,3/3/2022,62,0.02, ,0.06, ,122, ,11.5, ,57.7, ,43.3, ,51.1, ,95, ,77, ,90, ,48.2, ,2.7, ,63.9, ,51.6, 
187,3/4/2022,63,0.12, ,0.02, ,380, ,9.7, ,60.5, ,40.6, ,51.1, ,92, ,53, ,76, ,43.7, ,9.9,Y,236.9,Y,52.0, 
187,3/5/2022,64,0.11, ,0, ,411, ,7.4, ,57.3, ,37.1, ,47.2, ,86, ,49, ,67, ,36.8, ,6.5, ,155.2, ,51.9, 
187,3/6/2022,65,0.12, ,0, ,464, ,8.0, ,62.2, ,32.8, ,48.7, ,91, ,44, ,68, ,38.7, ,4.5, ,108.0, ,51.6, 
187,3/7/2022,66,0.15, ,0, ,482,R,5.9, ,70.4, ,29.4, ,51.6, ,93, ,18, ,45, ,31.1, ,4.2, ,100.2, ,51.2, 
187,3/8/2022,67,0.15, ,0, ,471, ,7.6, ,74.9, ,31.1, ,52.4, ,89, ,30, ,57, ,37.5, ,3.9, ,93.5, ,51.0, 
187,3/9/2022,68,0.15, ,0, ,468, ,8.1, ,67.7, ,35.1, ,52.3, ,90, ,35, ,61, ,39.2, ,7.9, ,190.0, ,51.2, 
187,3/10/2022,69,0.16, ,0, ,501,R,6.2, ,71.1, ,35.2, ,54.3, ,72, ,14, ,43, ,32.4, ,6.1, ,145.9, ,51.5, 
187,3/11/2022,70,0.15, ,0, ,495,R,6.2, ,71.8, ,30.2, ,50.7, ,82, ,23, ,49, ,32.4, ,3.9, ,93.1, ,51.5, 
187,3/12/2022,71,0.12, ,0, ,453, ,7.9, ,65.9, ,28.6, ,47.0, ,89, ,46, ,72, ,38.5, ,4.2, ,101.1, ,51.2, 
187,3/13/2022,72,0.14, ,0, ,439, ,9.3, ,64.7, ,43.9, ,54.6, ,87, ,38, ,64, ,42.7, ,6.0, ,144.3, ,51.5, 
187,3/14/2022,73,0.14, ,0, ,464, ,9.0, ,68.6, ,32.5, ,52.3, ,94, ,31, ,67, ,41.7, ,3.6, ,85.7, ,52.1, 
187,3/15/2022,74,0.10, ,0.10, ,357, ,13.5, ,66.6, ,49.0, ,57.4, ,95, ,69, ,84, ,52.5, ,5.8, ,139.3, ,52.7, 
187,3/16/2022,75,0.15, ,0, ,506, ,9.7, ,69.8, ,34.5, ,53.1, ,94, ,47, ,71, ,43.8, ,4.7, ,111.7, ,53.5, 
187,3/17/2022,76,0.14, ,0, ,463, ,9.5, ,66.5, ,39.6, ,51.2, ,94, ,45, ,74, ,43.2, ,4.6, ,110.5, ,53.7, 
187,3/18/2022,77,0.14, ,0, ,489, ,9.8, ,68.4, ,34.4, ,51.4, ,95, ,52, ,76, ,43.9, ,4.3, ,102.2, ,53.6, 
187,3/19/2022,78,0.07, ,0.02, ,231, ,10.3, ,60.5, ,44.9, ,52.3, ,87, ,67, ,77, ,45.4, ,5.9, ,140.4, ,53.7, 
187,3/20/2022,79,0.17, ,0, ,525, ,7.9, ,67.0, ,42.4, ,53.5, ,70, ,38, ,56, ,38.4, ,8.2, ,195.9, ,53.7, 
187,3/21/2022,80,0.18, ,0, ,513, ,9.5, ,72.3, ,40.4, ,59.4, ,78, ,38, ,55, ,43.1, ,6.0, ,144.1, ,53.8, 
187,3/22/2022,81,0.19,R,0.01, ,525, ,12.1, ,85.7,Y,46.9, ,65.0,Y,91, ,36, ,57,Y,49.6,Y,4.6, ,111.1, ,54.4, 
187,3/23/2022,82,0.16, ,0, ,535, ,11.5, ,73.7, ,40.1, ,55.3, ,96, ,48, ,77, ,48.2, ,4.6, ,109.4, ,55.5, 
187,3/24/2022,83,0.15, ,0, ,537, ,10.6, ,69.7, ,33.8, ,51.3, ,96, ,59, ,83, ,46.2, ,4.1, ,98.7, ,55.7, 
187,3/25/2022,84,0.14, ,0, ,503, ,10.3, ,70.7, ,37.3, ,51.3, ,96, ,47, ,80, ,45.3, ,4.0, ,97.1, ,55.5, 
187,3/26/2022,85,0.16, ,0, ,539, ,10.7, ,72.3, ,33.0, ,52.9, ,96, ,52, ,78, ,46.3, ,5.2, ,124.5, ,55.3, 
187,3/27/2022,86,0.10, ,0.43, ,307, ,11.3, ,62.6, ,41.8, ,52.7, ,95, ,64, ,83, ,47.8, ,6.1, ,146.9, ,55.4, 
187,3/28/2022,87,0.08, ,0.26, ,301, ,11.7, ,61.0, ,44.9, ,53.0, ,94, ,68, ,85, ,48.7, ,4.2, ,100.3, ,55.6, 
187,3/29/2022,88,0.13, ,0, ,464, ,11.3, ,61.6, ,41.9, ,52.1, ,96, ,72, ,85, ,47.8, ,5.9, ,140.6, ,55.7, 
187,3/30/2022,89,0.14, ,0, ,452, ,10.7, ,64.5, ,41.5, ,52.9, ,93, ,59, ,78, ,46.2, ,6.5, ,155.8, ,55.7, 
187,3/31/2022,90,0.16, ,0, ,544, ,10.3, ,69.0, ,36.6, ,52.4, ,95, ,54, ,77, ,45.4, ,4.0, ,95.4, ,55.6, 
