199,1/1/2022,1,0.04,R,0.01, ,310, ,1.9, ,41.9, ,8.7, ,23.4, ,91, ,10, ,45, ,5.1, ,1.0,I,24.0,I,34.2, 
199,1/2/2022,2,0.05,R,0, ,311, ,2.6, ,52.6, ,8.3, ,25.9, ,79, ,19, ,56, ,12.2, ,1.0,I,24.0,I,34.2, 
199,1/3/2022,3,0.05,R,0, ,314, ,2.4, ,51.5, ,12.2, ,30.0, ,80, ,17, ,43, ,10.1, ,1.0,I,24.0,I,34.1, 
199,1/4/2022,4,0.06,R,0.00, ,301, ,2.2, ,54.6, ,25.4, ,41.8, ,44, ,14, ,25, ,8.4, ,1.0,I,24.0,I,34.1, 
199,1/5/2022,5,0.06,R,0.01,H,310, ,4.4, ,63.1, ,22.1, ,37.3, ,85, ,22, ,58, ,23.8, ,1.0,I,24.0,I,34.0, 
199,1/6/2022,6,0.06,R,0.00, ,307, ,4.6, ,62.4, ,23.4, ,36.9, ,89, ,23, ,62, ,25.1, ,1.0,I,24.0,I,34.0, 
199,1/7/2022,7,0.06,R,0, ,324, ,3.5, ,52.0, ,23.6, ,38.3, ,83, ,23, ,45, ,18.9, ,1.0,I,24.0,I,33.9, 
199,1/8/2022,8,0.05,R,0, ,315, ,3.0, ,45.5, ,19.1, ,31.6, ,75, ,29, ,50, ,15.3, ,1.0,I,24.0,I,33.9, 
199,1/9/2022,9,0.05,R,0, ,325, ,2.7, ,45.1, ,15.9, ,27.1, ,76, ,28, ,55, ,13.0, ,1.0,I,24.0,I,33.8, 
199,1/10/2022,10,0.04,R,0, ,235, ,2.7, ,47.3, ,12.0, ,27.4, ,72, ,23, ,53, ,12.6, ,1.0,I,24.0,I,33.7, 
199,1/11/2022,11,0.05,R,0, ,333, ,2.4, ,55.2, ,14.9, ,32.1, ,77, ,7, ,39, ,10.1, ,1.0,I,24.0,I,33.6, 
199,1/12/2022,12,0.04,R,0, ,215, ,3.5, ,58.1, ,22.2, ,35.7, ,75, ,14, ,49, ,18.5, ,1.0,I,24.0,I,33.5, 
199,1/13/2022,13,0.03,R,0, ,178, ,4.6, ,57.3, ,29.2, ,39.4, ,93, ,14, ,56, ,24.9, ,1.0,I,24.0,I,33.6, 
199,1/14/2022,14,0.06,R,0, ,319, ,4.2, ,48.0, ,31.6, ,38.7, ,95, ,22, ,52, ,22.8, ,1.0,I,24.0,I,34.5, 
199,1/15/2022,15,0.02,R,0, ,114, ,3.5, ,51.2, ,25.1, ,35.4, ,66, ,25, ,49, ,18.4, ,1.0,I,24.0,I,34.4, 
199,1/16/2022,16,0.05,R,0, ,286, ,4.9, ,55.3, ,25.2, ,36.8, ,93, ,37, ,66, ,26.6, ,1.0,I,24.0,I,35.2, 
199,1/17/2022,17,0.03,R,0, ,194, ,6.7,Y,46.8, ,28.3, ,36.8, ,99, ,67, ,91,Y,34.3,Y,1.0,I,24.0,I,36.5,Y
199,1/18/2022,18,0.06,R,0.04,H,324, ,5.7, ,49.5, ,24.7, ,35.8, ,100, ,41, ,80, ,30.3, ,1.0,I,24.0,I,38.5,R
199,1/19/2022,19,0.06,R,0, ,340, ,4.0, ,47.8, ,22.8, ,33.3, ,90, ,32, ,62, ,21.6, ,1.0,I,24.0,I,37.6,Y
199,1/20/2022,20,0.06,R,0, ,353, ,3.1, ,52.0, ,24.0, ,35.6, ,71, ,14, ,43, ,15.6, ,1.0,I,24.0,I,37.0,Y
199,1/21/2022,21,0.05,R,0, ,291, ,3.4, ,47.0, ,23.0, ,33.2, ,76, ,33, ,53, ,18.2, ,1.0,I,24.0,I,36.4, 
199,1/22/2022,22,0.04,R,0, ,291, ,2.9, ,35.2, ,23.9, ,30.1, ,65, ,43, ,51, ,14.4, ,1.0,I,24.0,I,35.6, 
199,1/23/2022,23,0.06,R,0.02,H,356, ,3.4, ,45.6, ,23.6, ,33.0, ,72, ,37, ,53, ,17.9, ,1.0,I,24.0,I,35.6, 
199,1/24/2022,24,0.07,R,0.02,H,360, ,3.4, ,58.6, ,21.4, ,35.2, ,74, ,20, ,49, ,17.8, ,1.0,I,24.0,I,36.2, 
199,1/25/2022,25,0.06,R,0, ,368, ,2.7, ,46.1, ,22.4, ,31.6, ,74, ,16, ,46, ,13.1, ,1.0,I,24.0,I,36.2, 
199,1/26/2022,26,0.06,R,0, ,369, ,2.2, ,48.4, ,13.8, ,28.7, ,64, ,14, ,41, ,8.1, ,1.0, ,24.2, ,35.3, 
199,1/27/2022,27,0.06,R,0, ,380, ,1.6, ,46.7, ,15.2, ,31.6, ,61, ,8, ,26, ,1.1, ,1.0, ,24.1, ,34.7, 
199,1/28/2022,28,0.05,R,0, ,284, ,1.9, ,44.6, ,17.3, ,28.2, ,61, ,14, ,36, ,4.5, ,1.0, ,24.1, ,34.2, 
199,1/29/2022,29,0.02,R,0, ,107, ,2.9, ,42.2, ,18.7, ,29.9, ,74, ,24, ,51, ,14.0, ,1.0, ,24.2, ,33.7, 
199,1/30/2022,30,0.07,R,0, ,390,R,2.3, ,53.3, ,18.6, ,32.0, ,68, ,7, ,37, ,8.7, ,1.0, ,24.2, ,33.5, 
199,1/31/2022,31,0.05,R,0, ,244, ,2.8, ,55.6, ,17.9, ,35.5, ,64, ,13, ,40, ,13.4, ,1.1, ,25.6, ,33.6, 
