244,1/1/2022,1,0.04,R,0, ,236, ,5.9, ,56.7, ,34.4, ,40.8, ,91, ,37, ,68, ,31.1, ,1.0, ,24.1, ,44.5, 
244,1/2/2022,2,0.03,R,0, ,207, ,7.1, ,52.7, ,29.7, ,39.5, ,100, ,61, ,86, ,35.8, ,1.0,I,24.0,I,43.4, 
244,1/3/2022,3,0.01,R,0.00, ,51, ,9.1, ,52.1, ,40.7, ,47.4, ,96, ,73, ,81, ,42.0, ,1.8, ,43.6, ,44.2, 
244,1/4/2022,4,0.01,R,0.02, ,64, ,12.4, ,55.5, ,48.9, ,51.8, ,100, ,86, ,94, ,50.2, ,1.1, ,26.1, ,46.3, 
244,1/5/2022,5,0.01,R,0, ,90, ,11.7, ,55.3, ,43.3, ,49.0, ,100, ,88, ,99, ,48.8, ,1.0, ,24.1, ,47.6, 
244,1/6/2022,6,0.00,R,0.01, ,48, ,10.8, ,49.5, ,41.8, ,46.6, ,100, ,100, ,100, ,46.7, ,1.0, ,24.1, ,47.7, 
244,1/7/2022,7,0.04,R,0.03, ,186, ,12.1, ,58.2, ,43.4, ,51.1, ,100, ,79, ,95, ,49.6, ,1.0,I,24.0,I,48.5, 
244,1/8/2022,8,0.05,R,0, ,230, ,10.1, ,59.0, ,43.8, ,50.4, ,100, ,57, ,81, ,44.8, ,1.0,I,24.0,I,48.6, 
244,1/9/2022,9,0.05,R,0, ,241, ,9.1, ,63.0, ,35.5, ,45.6, ,100, ,55, ,87, ,42.0, ,1.0,I,24.0,I,47.6, 
244,1/10/2022,10,0.05,R,0, ,236, ,9.0, ,67.7, ,38.0, ,49.5, ,100, ,43, ,74, ,41.7, ,1.0, ,24.1, ,47.1, 
244,1/11/2022,11,0.04,R,0, ,212, ,9.2, ,61.8, ,38.1, ,46.9, ,100, ,51, ,84, ,42.3, ,1.0, ,24.1, ,46.8, 
244,1/12/2022,12,0.05,R,0.00, ,230, ,9.5, ,63.3, ,35.0, ,45.9, ,100, ,62, ,90, ,43.2, ,1.0,I,24.0,I,46.3, 
244,1/13/2022,13,0.04,R,0.00, ,216, ,10.1, ,66.2, ,38.7, ,48.4, ,100, ,59, ,87, ,44.8, ,1.0,I,24.0,I,46.4, 
244,1/14/2022,14,0.06,R,0.00, ,260, ,8.9, ,68.0, ,36.3, ,51.4, ,100, ,38, ,69, ,41.5, ,1.0,I,24.0,I,46.3, 
244,1/15/2022,15,0.05,R,0, ,224, ,9.2, ,60.6, ,37.0, ,46.7, ,100, ,54, ,85, ,42.4, ,1.0, ,24.5, ,46.5, 
244,1/16/2022,16,0.04,R,0.00, ,213, ,8.8, ,61.7, ,34.9, ,44.6, ,100, ,54, ,88, ,41.3, ,1.0, ,24.3, ,46.1, 
244,1/17/2022,17,0.05, ,0.00, ,231, ,8.5, ,66.9, ,34.5, ,45.7, ,100, ,43, ,81, ,40.2, ,1.0, ,24.1, ,45.6, 
244,1/18/2022,18,0.04,R,0.00, ,209, ,8.8, ,61.4, ,33.1, ,45.2, ,100, ,55, ,86, ,41.3, ,1.0,I,24.0,I,45.2, 
244,1/19/2022,19,0.05,R,0,R,6, ,9.5, ,63.6, ,38.6, ,47.3, ,100, ,46, ,85, ,43.1, ,1.0,I,23.9,I,45.9, 
244,1/20/2022,20,0.05,R,0.00, ,256, ,9.7, ,65.7, ,36.2, ,47.7, ,100, ,56, ,86, ,43.8, ,1.0,I,24.0,I,45.6, 
244,1/21/2022,21,0.06,R,0, ,249, ,7.5, ,64.9, ,35.6, ,53.2, ,100, ,33, ,55, ,37.2, ,1.0,I,24.0,I,46.2, 
244,1/22/2022,22,0.07,R,0, ,279, ,7.0, ,68.6, ,37.1, ,54.6, ,98, ,31, ,48, ,35.4, ,1.0,I,24.0,I,47.1, 
244,1/23/2022,23,0.06,R,0.00, ,277, ,8.5, ,68.7, ,30.3, ,47.0, ,100, ,39, ,77, ,40.3, ,1.0, ,24.1, ,46.8, 
244,1/24/2022,24,0.06,R,0, ,272, ,8.7, ,65.1, ,32.3, ,45.4, ,100, ,52, ,84, ,40.9, ,1.0, ,24.1, ,46.5, 
244,1/25/2022,25,0.06,R,0.00, ,299, ,7.2, ,66.8, ,31.2, ,48.9, ,100, ,28, ,61, ,36.1, ,1.0, ,24.1, ,46.2, 
244,1/26/2022,26,0.06,R,0, ,285, ,7.5, ,72.2,Y,31.6, ,46.5, ,100, ,28, ,69, ,37.0, ,1.1, ,25.8, ,46.1, 
244,1/27/2022,27,0.06,R,0, ,299, ,7.1, ,64.7, ,31.3, ,45.2, ,94, ,33, ,69, ,35.6, ,1.2, ,29.8, ,45.6, 
244,1/28/2022,28,0.06,R,0, ,281, ,7.4, ,63.0, ,28.9, ,44.5, ,100, ,34, ,74, ,36.7, ,1.2, ,27.7, ,45.2, 
244,1/29/2022,29,0.06,R,0, ,303, ,7.2, ,64.9, ,31.9, ,46.1, ,100, ,34, ,68, ,35.9, ,1.0, ,24.5, ,45.0, 
244,1/30/2022,30,0.06,R,0, ,296, ,7.9, ,65.0, ,28.8, ,45.1, ,100, ,45, ,77, ,38.5, ,1.0, ,24.1, ,44.9, 
244,1/31/2022,31,0.07,R,0, ,307, ,7.1, ,65.2, ,36.8, ,50.4, ,100, ,27, ,57, ,35.9, ,1.0, ,24.6, ,45.6, 
