212,1/1/2022,1,0.07, ,0, ,265, ,5.6, ,53.0, ,28.9, ,41.4, ,100, ,40, ,64, ,30.0, ,4.8, ,116.1, ,45.0, 
212,1/2/2022,2,0.05, ,0.00, ,258, ,6.6, ,52.4, ,28.1, ,37.7, ,100, ,60, ,87, ,34.0, ,3.2, ,76.6, ,43.7, 
212,1/3/2022,3,0.02, ,0.08, ,92, ,9.3, ,52.7, ,32.2, ,44.8, ,100, ,78, ,92, ,42.6, ,6.5, ,155.1, ,44.3, 
212,1/4/2022,4,0.03, ,0, ,134, ,11.9, ,58.4, ,44.8, ,50.6, ,100, ,83, ,95, ,49.2, ,5.5, ,132.7, ,47.4, 
212,1/5/2022,5,0.05, ,0.00, ,242, ,12.4, ,60.8, ,46.6,Y,52.0, ,100, ,77, ,93, ,50.2, ,6.5, ,155.1, ,49.5, 
212,1/6/2022,6,0.01, ,0.01, ,65, ,11.5, ,51.3, ,44.9, ,48.3, ,100, ,100, ,100, ,48.3, ,2.5, ,59.6, ,50.2, 
212,1/7/2022,7,0.01, ,0.00, ,82, ,11.6, ,56.8, ,42.1, ,49.6, ,100, ,82, ,96, ,48.5, ,5.1, ,123.1, ,50.3, 
212,1/8/2022,8,0.03, ,0.00, ,153, ,10.1, ,61.1, ,37.6, ,47.4, ,100, ,60, ,90, ,44.7, ,3.8, ,90.1, ,49.7, 
212,1/9/2022,9,0.03, ,0.00, ,165, ,9.1, ,58.2, ,35.9, ,43.3, ,100, ,67, ,95, ,42.1, ,4.1, ,97.9, ,48.2, 
212,1/10/2022,10,0.07, ,0.00, ,268, ,8.8, ,64.2, ,35.5, ,47.4, ,100, ,44, ,79, ,41.2, ,3.8, ,91.0, ,47.9, 
212,1/11/2022,11,0.05, ,0, ,221, ,9.0, ,59.0, ,32.8, ,45.4, ,100, ,62, ,87, ,41.7, ,2.1, ,49.4, ,47.6, 
212,1/12/2022,12,0.05, ,0.00, ,248, ,9.5, ,62.5, ,34.9, ,46.0, ,100, ,60, ,90, ,43.2, ,2.6, ,61.6, ,47.8, 
212,1/13/2022,13,0.04, ,0, ,216, ,10.1, ,60.6, ,35.2, ,47.2, ,100, ,66, ,92, ,44.8, ,2.3, ,55.0, ,48.1, 
212,1/14/2022,14,0.07, ,0.00, ,256, ,8.9, ,69.2, ,34.6, ,47.0, ,100, ,39, ,81, ,41.6, ,4.4, ,106.0, ,48.0, 
212,1/15/2022,15,0.02, ,0.01, ,141, ,8.8, ,50.9, ,33.5, ,41.1, ,100, ,91, ,100, ,41.2, ,2.4, ,57.3, ,47.5, 
212,1/16/2022,16,0.06, ,0.00, ,249, ,9.8, ,63.7, ,36.4, ,47.4, ,100, ,55, ,88, ,44.1, ,3.5, ,83.1, ,47.8, 
212,1/17/2022,17,0.04, ,0, ,201, ,8.9, ,62.2, ,34.1, ,45.9, ,100, ,55, ,84, ,41.4, ,2.1, ,50.9, ,47.8, 
212,1/18/2022,18,0.05, ,0.00, ,256, ,9.3, ,61.1, ,32.6, ,45.6, ,100, ,59, ,89, ,42.6, ,2.7, ,65.7, ,47.6, 
212,1/19/2022,19,0.07, ,0.00, ,278, ,9.2, ,67.5, ,34.1, ,47.3, ,100, ,45, ,83, ,42.3, ,2.8, ,68.0, ,47.8, 
212,1/20/2022,20,0.06, ,0.00, ,266, ,9.1, ,68.4, ,32.3, ,45.6, ,100, ,51, ,87, ,42.0, ,2.3, ,54.7, ,47.6, 
212,1/21/2022,21,0.11, ,0.00, ,238, ,7.1, ,67.0, ,34.3, ,52.9, ,100, ,31, ,52, ,35.6, ,7.8, ,186.2, ,47.6, 
212,1/22/2022,22,0.11, ,0, ,294, ,7.1, ,65.9, ,37.7, ,53.3, ,100, ,35, ,51, ,35.8, ,7.8, ,188.2, ,48.2, 
212,1/23/2022,23,0.06, ,0.00, ,284, ,8.5, ,64.5, ,30.9, ,44.1, ,100, ,52, ,87, ,40.5, ,2.4, ,57.1, ,47.9, 
212,1/24/2022,24,0.05, ,0.00, ,252, ,8.3, ,65.7, ,29.7, ,42.9, ,100, ,51, ,88, ,39.7, ,2.4, ,58.5, ,47.0, 
212,1/25/2022,25,0.08, ,0.00, ,305, ,7.3, ,71.0, ,30.7, ,46.3, ,100, ,22, ,68, ,36.5, ,3.5, ,83.5, ,46.5, 
212,1/26/2022,26,0.07, ,0.01, ,301, ,8.2, ,64.1, ,31.7, ,45.2, ,100, ,48, ,80, ,39.4, ,3.8, ,91.1, ,46.5, 
212,1/27/2022,27,0.08, ,0, ,324,R,7.1, ,64.5, ,29.1, ,44.7, ,100, ,38, ,71, ,35.8, ,3.2, ,75.9, ,46.1, 
212,1/28/2022,28,0.07, ,0, ,275, ,8.0, ,66.5, ,30.8, ,44.9, ,100, ,46, ,79, ,38.6, ,2.7, ,64.9, ,45.8, 
212,1/29/2022,29,0.07, ,0, ,316, ,7.3, ,67.4, ,29.2, ,44.6, ,100, ,34, ,73, ,36.5, ,2.8, ,66.7, ,45.8, 
212,1/30/2022,30,0.06, ,0.00, ,288, ,8.1, ,61.4, ,28.4, ,42.5, ,100, ,53, ,87, ,39.0, ,2.4, ,56.5, ,45.6, 
212,1/31/2022,31,0.07, ,0, ,282, ,8.6, ,65.2, ,32.5, ,46.3, ,100, ,42, ,80, ,40.6, ,3.7, ,87.7, ,46.2, 
