216,1/1/2022,1,0.07, ,0.02, ,304, ,5.8, ,60.0, ,41.1, ,50.2, ,64, ,35, ,47, ,30.5, ,3.2, ,77.7, ,52.1, 
216,1/2/2022,2,0.07, ,0.01,H,309, ,5.0, ,63.5, ,35.2, ,47.6, ,66, ,21, ,44, ,26.9, ,2.4, ,56.5, ,51.3, 
216,1/3/2022,3,0.07, ,0.01,H,314, ,5.5, ,66.5, ,36.5, ,48.9, ,67, ,16, ,46, ,29.2, ,3.0, ,72.3, ,50.8, 
216,1/4/2022,4,0.07, ,0.01, ,295, ,6.9, ,63.8, ,38.3, ,49.4, ,78, ,36, ,57, ,35.0, ,3.1, ,74.9, ,50.7, 
216,1/5/2022,5,0.09, ,0.01, ,301, ,7.6, ,73.9, ,43.7, ,55.8, ,74, ,28, ,50, ,37.4, ,3.3, ,78.1, ,51.4, 
216,1/6/2022,6,0.09, ,0.03,H,305, ,7.6, ,76.8, ,48.8, ,60.4, ,59, ,22, ,43, ,37.6, ,3.6, ,86.7, ,52.9, 
216,1/7/2022,7,0.07, ,0.04,H,297, ,9.5, ,61.3, ,44.7, ,52.6, ,87, ,56, ,70, ,43.3, ,3.9, ,93.8, ,54.1, 
216,1/8/2022,8,0.07, ,0.02, ,293, ,9.4, ,61.6, ,42.9, ,51.9, ,86, ,54, ,71, ,43.0, ,3.1, ,74.9, ,54.6, 
216,1/9/2022,9,0.10, ,0.02,H,322, ,5.9, ,73.8, ,40.8, ,57.3, ,81, ,18, ,37, ,31.0, ,4.0, ,95.7, ,54.4, 
216,1/10/2022,10,0.14, ,0.01, ,232, ,4.1, ,72.0, ,56.1,Y,63.1, ,25, ,18, ,21, ,22.2, ,6.0,R,143.0,R,55.3, 
216,1/11/2022,11,0.11, ,0.00, ,331,R,3.9, ,77.9, ,47.1, ,62.4, ,33, ,10, ,20, ,21.2, ,3.6, ,87.3, ,55.8, 
216,1/12/2022,12,0.09, ,0, ,234, ,5.3, ,76.0, ,49.2, ,60.2, ,43, ,15, ,30, ,28.3, ,3.0, ,70.9, ,56.2, 
216,1/13/2022,13,0.06, ,0, ,94, ,6.7, ,70.6, ,54.5, ,60.5, ,49, ,27, ,37, ,34.3, ,2.4, ,57.0, ,56.5, 
216,1/14/2022,14,0.12, ,0, ,302, ,5.4, ,78.6, ,49.7, ,64.1, ,46, ,14, ,27, ,29.1, ,4.1, ,98.9, ,57.1, 
216,1/15/2022,15,0.08, ,0, ,138, ,6.4, ,69.5, ,55.7, ,63.7, ,71, ,18, ,32, ,33.2, ,3.9, ,93.8, ,58.6, 
216,1/16/2022,16,0.09, ,0, ,258, ,7.0, ,75.7, ,51.2, ,62.6, ,54, ,18, ,36, ,35.3, ,2.4, ,56.5, ,58.9, 
216,1/17/2022,17,0.02, ,0, ,105, ,12.2, ,60.0, ,52.0, ,56.0, ,97, ,59, ,79, ,49.7, ,2.2, ,52.7, ,59.4, 
216,1/18/2022,18,0.05, ,0.00, ,219, ,13.2, ,64.3, ,47.8, ,56.2, ,98, ,64, ,85, ,51.8, ,2.6, ,62.4, ,59.0, 
216,1/19/2022,19,0.06, ,0, ,262, ,10.9, ,64.4, ,44.3, ,52.4, ,96, ,60, ,81, ,46.7, ,2.7, ,65.7, ,58.2, 
216,1/20/2022,20,0.10, ,0, ,347,R,6.7, ,76.2, ,45.9, ,59.3, ,78, ,22, ,39, ,34.4, ,3.6, ,86.2, ,57.7, 
216,1/21/2022,21,0.16, ,0.00, ,342, ,4.9, ,72.9, ,47.1, ,59.7, ,49, ,14, ,28, ,26.7, ,8.4,R,201.9,R,57.8, 
216,1/22/2022,22,0.16, ,0, ,356,R,3.6, ,67.1, ,53.0, ,61.2, ,25, ,16, ,19, ,19.2, ,7.7,Y,185.9,Y,58.2, 
216,1/23/2022,23,0.12, ,0, ,357,R,4.4, ,75.5, ,47.3, ,61.6, ,35, ,17, ,24, ,24.3, ,3.9, ,93.7, ,58.1, 
216,1/24/2022,24,0.11, ,0, ,356,R,5.9, ,71.4, ,46.6, ,57.5, ,70, ,21, ,37, ,31.2, ,4.2, ,101.9, ,58.1, 
216,1/25/2022,25,0.09, ,0, ,356, ,7.3, ,69.2, ,43.4, ,53.9, ,82, ,27, ,51, ,36.5, ,3.8, ,92.0, ,57.8, 
216,1/26/2022,26,0.10, ,0, ,357, ,5.1, ,70.5, ,41.2, ,54.3, ,82, ,15, ,35, ,27.4, ,3.1, ,73.7, ,57.1, 
216,1/27/2022,27,0.10, ,0, ,378,R,3.7, ,70.6, ,41.4, ,54.4, ,41, ,13, ,25, ,19.6, ,3.7, ,88.9, ,56.4, 
216,1/28/2022,28,0.15, ,0, ,293, ,2.6, ,71.5, ,44.9, ,59.4, ,33, ,11, ,15, ,12.0, ,6.1, ,146.5, ,56.2, 
216,1/29/2022,29,0.06, ,0, ,124, ,3.6, ,65.4, ,47.4, ,55.8, ,34, ,17, ,24, ,19.1, ,2.4, ,57.4, ,56.0, 
216,1/30/2022,30,0.12, ,0, ,387,R,5.0, ,71.5, ,42.8, ,55.1, ,59, ,15, ,34, ,27.1, ,4.1, ,98.0, ,55.2, 
216,1/31/2022,31,0.07, ,0, ,219, ,6.2, ,65.0, ,42.7, ,52.3, ,68, ,35, ,46, ,32.4, ,3.2, ,77.4, ,55.2, 
