191,1/1/2022,1,0.06, ,0.00, ,256, ,5.6, ,51.5, ,28.4, ,38.0, ,99, ,37, ,72, ,29.8, ,2.6, ,63.6, ,46.5, 
191,1/2/2022,2,0.05, ,0, ,258, ,6.1, ,59.6, ,26.0, ,38.8, ,98, ,38, ,77, ,32.1, ,1.8, ,44.0, ,44.8, 
191,1/3/2022,3,0.05,R,0.02,H,171, ,9.2, ,55.8, ,36.5, ,47.9, ,98, ,65, ,81, ,42.4, ,5.5, ,131.9, ,45.4, 
191,1/4/2022,4,0.03, ,0.00, ,129, ,12.3, ,61.8, ,47.7, ,53.4, ,99, ,68, ,88, ,49.9, ,2.6, ,61.2, ,48.0, 
191,1/5/2022,5,0.05, ,0.02, ,237, ,12.6, ,65.1, ,46.7, ,54.6, ,100, ,69, ,87, ,50.7, ,2.8, ,67.6, ,49.9, 
191,1/6/2022,6,0.01, ,0.01, ,78, ,12.8, ,57.4, ,51.4,Y,53.5, ,96, ,86, ,91, ,51.1, ,2.4, ,57.5, ,51.8, 
191,1/7/2022,7,0.03, ,0.01, ,121, ,11.4, ,58.3, ,46.6, ,52.1, ,99, ,72, ,86, ,48.0, ,3.1, ,73.4, ,52.1, 
191,1/8/2022,8,0.02, ,0.00, ,90, ,9.7, ,53.2, ,38.3, ,45.3, ,100, ,78, ,94, ,43.7, ,2.4, ,56.5, ,51.1, 
191,1/9/2022,9,0.05, ,0.00, ,235, ,8.7, ,53.2, ,33.4, ,42.9, ,100, ,76, ,93, ,41.0, ,2.7, ,65.0, ,49.0, 
191,1/10/2022,10,0.06,R,0, ,257, ,9.3, ,63.2, ,37.8, ,47.4, ,100, ,52, ,83, ,42.5, ,2.0, ,48.7, ,48.6, 
191,1/11/2022,11,0.06, ,0, ,256, ,8.2, ,65.8, ,34.5, ,48.0, ,100, ,36, ,71, ,39.3, ,2.0, ,47.0, ,48.3, 
191,1/12/2022,12,0.06, ,0, ,258, ,9.5, ,64.5, ,36.8, ,48.8, ,100, ,50, ,81, ,43.2, ,2.2, ,53.5, ,48.5, 
191,1/13/2022,13,0.05,R,0, ,199, ,10.2, ,64.7, ,38.8, ,48.9, ,100, ,57, ,87, ,45.1, ,1.8, ,44.3, ,48.9, 
191,1/14/2022,14,0.07, ,0, ,247, ,8.3, ,64.6, ,35.8, ,49.7, ,100, ,40, ,68, ,39.8, ,3.0, ,71.2, ,48.6, 
191,1/15/2022,15,0.07, ,0, ,275, ,8.4, ,67.2, ,36.1, ,49.5, ,100, ,33, ,70, ,40.1, ,1.9, ,45.1, ,48.5, 
191,1/16/2022,16,0.05, ,0, ,210, ,9.9, ,64.6, ,43.9, ,52.4, ,97, ,44, ,74, ,44.3, ,2.3, ,54.9, ,50.1, 
191,1/17/2022,17,0.05, ,0, ,224, ,9.1, ,69.7, ,39.3, ,49.8, ,100, ,37, ,75, ,42.2, ,1.4, ,34.7, ,50.1, 
191,1/18/2022,18,0.06, ,0, ,273, ,9.9, ,63.0, ,36.0, ,48.4, ,100, ,60, ,85, ,44.3, ,2.3, ,54.4, ,49.9, 
191,1/19/2022,19,0.06, ,0, ,243, ,9.3, ,67.5, ,40.3, ,48.3, ,100, ,38, ,81, ,42.7, ,1.5, ,36.6, ,50.2, 
191,1/20/2022,20,0.07, ,0, ,289, ,9.4, ,67.5, ,35.7, ,48.9, ,100, ,48, ,80, ,43.0, ,2.0, ,47.3, ,49.8, 
191,1/21/2022,21,0.11, ,0, ,265, ,6.0, ,67.0, ,35.8, ,54.2, ,100, ,21, ,42, ,31.7, ,4.4, ,104.9, ,49.3, 
191,1/22/2022,22,0.10, ,0, ,307, ,5.9, ,65.0, ,38.3, ,53.4, ,84, ,27, ,42, ,31.0, ,3.7, ,88.9, ,49.0, 
191,1/23/2022,23,0.07, ,0, ,303, ,7.6, ,64.8, ,31.7, ,45.8, ,98, ,41, ,72, ,37.4, ,1.8, ,42.3, ,48.2, 
191,1/24/2022,24,0.07, ,0, ,303, ,7.9, ,68.9, ,31.3, ,46.7, ,100, ,37, ,72, ,38.4, ,1.8, ,42.3, ,47.8, 
191,1/25/2022,25,0.08, ,0, ,313, ,7.6, ,66.9, ,33.1, ,46.9, ,100, ,24, ,69, ,37.4, ,2.3, ,55.0, ,47.8, 
191,1/26/2022,26,0.07, ,0, ,308, ,8.2, ,61.2, ,30.7, ,44.6, ,100, ,57, ,82, ,39.4, ,2.1, ,51.2, ,47.3, 
191,1/27/2022,27,0.08,R,0, ,320, ,7.1, ,66.2, ,30.9, ,45.4, ,100, ,32, ,68, ,35.7, ,2.0, ,48.0, ,47.0, 
191,1/28/2022,28,0.07, ,0, ,289, ,7.9, ,63.4, ,31.4, ,45.3, ,100, ,47, ,77, ,38.4, ,2.3, ,54.2, ,46.7, 
191,1/29/2022,29,0.08, ,0.02,H,309, ,7.6, ,65.6, ,33.4, ,45.8, ,100, ,36, ,72, ,37.5, ,1.7, ,40.7, ,46.8, 
191,1/30/2022,30,0.07, ,0, ,327, ,7.8, ,65.5, ,30.0, ,46.1, ,99, ,41, ,74, ,38.2, ,1.8, ,43.2, ,46.8, 
191,1/31/2022,31,0.05, ,0, ,220, ,8.9, ,60.4, ,37.0, ,46.4, ,100, ,55, ,83, ,41.6, ,1.8, ,43.2, ,47.4, 
