153,1/1/2022,1,0.08, ,0, ,315, ,8.9, ,65.8, ,43.2, ,52.3, ,89, ,24, ,66, ,41.4, ,3.0, ,70.9, ,53.6, 
153,1/2/2022,2,0.07,R,0, ,334,R,5.6, ,69.0, ,30.6, ,47.8, ,83, ,24, ,49, ,29.8, ,1.7, ,41.9, ,50.8, 
153,1/3/2022,3,0.07,R,0, ,333,R,6.8, ,67.0, ,28.5, ,44.7, ,90, ,33, ,67, ,34.6, ,1.1, ,25.2, ,48.9, 
153,1/4/2022,4,0.06,R,0, ,319, ,8.1, ,66.8, ,32.0, ,46.5, ,94, ,45, ,75, ,39.2, ,1.1, ,25.9, ,48.3, 
153,1/5/2022,5,0.07,R,0, ,321, ,8.8, ,73.9, ,33.9, ,49.5, ,96, ,31, ,73, ,41.2, ,1.1, ,25.5, ,49.0, 
153,1/6/2022,6,0.07,R,0, ,321, ,10.0, ,76.0, ,34.8, ,52.2, ,96, ,39, ,75, ,44.5, ,1.1, ,26.4, ,49.7, 
153,1/7/2022,7,0.07,R,0, ,312, ,11.6, ,64.4, ,37.2, ,51.5, ,98, ,72, ,89, ,48.4, ,2.2, ,52.4, ,50.4, 
153,1/8/2022,8,0.06,R,0, ,262, ,11.6, ,65.5, ,43.8, ,54.1, ,93, ,58, ,81, ,48.5, ,1.2, ,29.9, ,53.1, 
153,1/9/2022,9,0.11,R,0, ,331, ,7.7, ,75.0, ,35.7, ,54.8, ,98, ,23, ,52, ,37.8, ,3.2, ,77.4, ,51.7, 
153,1/10/2022,10,0.12, ,0, ,222, ,5.9, ,75.1, ,38.2, ,62.0, ,87, ,20, ,31, ,31.1, ,4.4, ,105.8, ,51.1, 
153,1/11/2022,11,0.13, ,0, ,340,R,5.4, ,78.9, ,45.1, ,68.1,Y,57, ,16, ,23,Y,28.7,Y,3.2, ,77.2, ,52.7, 
153,1/12/2022,12,0.05,R,0, ,234, ,8.3, ,79.8, ,40.3, ,53.3, ,88, ,29, ,60, ,39.6, ,1.0,I,24.0,I,51.7, 
153,1/13/2022,13,0.04,R,0, ,159, ,9.5, ,74.3, ,43.1, ,57.1, ,82, ,27, ,59, ,43.1, ,1.0,I,24.0,I,52.1, 
153,1/14/2022,14,0.08,R,0, ,304, ,9.9, ,77.9, ,50.5, ,61.5, ,76, ,21, ,53, ,44.3, ,1.2, ,27.9, ,54.7, 
153,1/15/2022,15,0.05,R,0.00, ,95, ,7.7, ,71.8, ,51.8, ,64.3,Y,78, ,19, ,38,Y,37.9,Y,1.6, ,37.8, ,54.6, 
153,1/16/2022,16,0.07,R,0, ,226, ,10.3, ,73.7, ,52.8,Y,62.6, ,96, ,28, ,53, ,45.3, ,1.0, ,24.1, ,55.4, 
153,1/17/2022,17,0.03,R,0.06, ,150, ,14.6, ,66.1, ,50.2, ,57.8, ,99, ,77, ,90, ,54.8, ,1.0, ,24.3, ,56.6, 
153,1/18/2022,18,0.04,R,0.04, ,188, ,15.0,Y,65.1, ,54.4,Y,58.2, ,99, ,77, ,91,Y,55.5,Y,1.2, ,28.1, ,57.8, 
153,1/19/2022,19,0.06,R,0, ,275, ,13.0, ,68.0, ,44.1, ,56.6, ,94, ,61, ,83, ,51.5, ,1.0, ,24.1, ,58.4, 
153,1/20/2022,20,0.09,R,0.00,H,366,R,9.9, ,75.7, ,38.6, ,55.2, ,99, ,32, ,67, ,44.4, ,1.1, ,25.8, ,56.2, 
153,1/21/2022,21,0.08,R,0, ,359,R,10.8, ,72.0, ,40.4, ,55.8, ,94, ,42, ,71, ,46.7, ,1.1, ,25.4, ,54.9, 
153,1/22/2022,22,0.09,R,0, ,357, ,7.2, ,73.2, ,41.8, ,57.6, ,83, ,26, ,44, ,36.0, ,1.1, ,26.8, ,54.4, 
153,1/23/2022,23,0.09,R,0, ,369,R,7.7, ,74.6, ,41.2, ,57.2, ,80, ,32, ,48, ,37.7, ,1.2, ,28.1, ,53.9, 
153,1/24/2022,24,0.09,R,0, ,376,R,8.8, ,76.5, ,41.4, ,56.3, ,72, ,36, ,57, ,41.3, ,1.0, ,24.3, ,53.4, 
153,1/25/2022,25,0.08,R,0, ,354, ,10.1, ,73.1, ,36.0, ,51.0, ,95, ,45, ,79, ,44.7, ,1.0,I,24.0,I,52.6, 
153,1/26/2022,26,0.10,R,0.00,H,385,R,8.9, ,77.1, ,41.4, ,56.2, ,98, ,20, ,58, ,41.5, ,1.8, ,43.6, ,53.3, 
153,1/27/2022,27,0.10,R,0, ,399,R,7.4, ,74.0, ,37.3, ,55.0, ,86, ,26, ,50, ,36.7, ,1.0, ,24.1, ,53.0, 
153,1/28/2022,28,0.17, ,0, ,303, ,3.7, ,71.7, ,33.8, ,60.7, ,92, ,11, ,20, ,19.8, ,6.4, ,152.7, ,51.6, 
153,1/29/2022,29,0.05,R,0, ,173, ,6.7, ,71.2, ,38.0, ,54.4, ,69, ,20, ,46, ,34.2, ,1.0, ,25.2, ,51.1, 
153,1/30/2022,30,0.09,R,0, ,400,R,9.1, ,74.7, ,35.8, ,54.8, ,89, ,29, ,62, ,42.1, ,1.1, ,26.3, ,51.2, 
153,1/31/2022,31,0.05,R,0, ,241, ,10.6, ,72.1, ,35.5, ,52.3, ,94, ,50, ,80, ,46.1, ,1.0,I,24.0,I,51.4, 
