228,1/1/2022,1,0.05, ,0, ,263, ,5.0, ,44.8, ,30.3, ,36.4, ,93, ,47, ,68, ,27.0, ,3.5, ,83.5, ,41.7, 
228,1/2/2022,2,0.05, ,0, ,260, ,5.8, ,52.7, ,31.2, ,40.8, ,81, ,44, ,67, ,30.6, ,2.9, ,70.7, ,41.2, 
228,1/3/2022,3,0.05, ,0.06, ,131, ,5.7, ,48.8, ,33.3, ,42.6, ,97, ,41, ,61, ,30.1, ,5.3, ,127.7, ,41.4, 
228,1/4/2022,4,0.01, ,0.11, ,69, ,10.7, ,51.1, ,43.7, ,46.8, ,99, ,90, ,98, ,46.2, ,3.3, ,79.1, ,43.8, 
228,1/5/2022,5,0.05, ,0, ,242, ,9.9, ,59.5, ,43.7, ,50.0, ,92, ,66, ,81, ,44.3, ,2.7, ,66.0, ,46.2, 
228,1/6/2022,6,0.04, ,0.00, ,208, ,9.6, ,53.4, ,40.8, ,45.4, ,99, ,80, ,92, ,43.3, ,2.7, ,65.4, ,46.6, 
228,1/7/2022,7,0.00, ,0.30, ,34, ,10.2, ,47.9, ,40.7, ,45.1, ,99, ,99, ,99, ,44.9, ,3.5, ,83.3, ,46.9, 
228,1/8/2022,8,0.05, ,0.00, ,269, ,8.1, ,54.8, ,36.7, ,44.2, ,99, ,61, ,82, ,39.1, ,3.1, ,74.5, ,46.1, 
228,1/9/2022,9,0.07, ,0, ,275, ,5.8, ,59.9, ,36.6, ,47.9, ,74, ,37, ,51, ,30.6, ,3.6, ,86.2, ,45.2, 
228,1/10/2022,10,0.08, ,0, ,258, ,5.3, ,65.0, ,43.4, ,52.1, ,62, ,22, ,40, ,28.3, ,3.4, ,81.4, ,45.5, 
228,1/11/2022,11,0.06, ,0, ,233, ,7.0, ,58.6, ,43.3, ,49.4, ,81, ,40, ,58, ,35.4, ,2.6, ,63.5, ,45.8, 
228,1/12/2022,12,0.07, ,0, ,277, ,7.8, ,66.9, ,46.0, ,54.2, ,77, ,37, ,54, ,38.0, ,2.8, ,67.9, ,46.5, 
228,1/13/2022,13,0.07, ,0, ,240, ,6.5, ,64.1, ,44.5, ,53.0, ,71, ,30, ,47, ,33.5, ,3.0, ,71.2, ,47.4, 
228,1/14/2022,14,0.07, ,0, ,271, ,6.5, ,62.5, ,42.5, ,50.3, ,84, ,31, ,52, ,33.4, ,3.3, ,80.1, ,46.8, 
228,1/15/2022,15,0.06, ,0, ,174, ,5.2, ,59.9, ,45.7, ,51.2, ,55, ,31, ,40, ,27.8, ,2.4, ,58.6, ,46.3, 
228,1/16/2022,16,0.07, ,0, ,223, ,6.4, ,60.4, ,44.3, ,51.0, ,67, ,37, ,50, ,33.0, ,2.8, ,66.6, ,46.5, 
228,1/17/2022,17,0.06, ,0, ,222, ,7.0, ,61.2, ,43.4, ,49.7, ,79, ,40, ,57, ,35.2, ,2.5, ,60.9, ,46.6, 
228,1/18/2022,18,0.06, ,0, ,259, ,7.4, ,57.5, ,41.0, ,48.1, ,81, ,47, ,64, ,36.7, ,2.9, ,68.7, ,46.6, 
228,1/19/2022,19,0.06, ,0, ,283, ,8.0, ,58.6, ,39.3, ,48.2, ,83, ,56, ,70, ,38.7, ,3.0, ,71.7, ,46.5, 
228,1/20/2022,20,0.07, ,0, ,283, ,8.6, ,62.4, ,40.9, ,50.5, ,84, ,49, ,69, ,40.7, ,2.9, ,70.0, ,46.7, 
228,1/21/2022,21,0.09, ,0, ,286, ,4.8, ,65.5, ,40.4, ,52.4, ,71, ,19, ,36, ,26.2, ,4.5, ,108.5, ,46.6, 
228,1/22/2022,22,0.12, ,0, ,270, ,5.9, ,65.6, ,42.6, ,53.0, ,88, ,16, ,43, ,31.2, ,6.8, ,163.2, ,46.2, 
228,1/23/2022,23,0.08, ,0, ,306, ,5.3, ,61.5, ,41.6, ,50.8, ,61, ,30, ,42, ,28.6, ,3.3, ,79.4, ,46.2, 
228,1/24/2022,24,0.07, ,0, ,300, ,6.6, ,58.3, ,41.9, ,49.1, ,75, ,41, ,56, ,34.0, ,2.9, ,70.3, ,46.2, 
228,1/25/2022,25,0.07, ,0, ,316,R,7.5, ,59.6, ,38.3, ,47.5, ,90, ,46, ,67, ,37.0, ,2.9, ,68.9, ,46.2, 
228,1/26/2022,26,0.08, ,0, ,316,R,5.0, ,61.4, ,39.6, ,49.9, ,56, ,27, ,41, ,27.1, ,3.0, ,71.2, ,46.1, 
228,1/27/2022,27,0.08, ,0, ,321,R,5.1, ,60.3, ,41.5, ,49.8, ,60, ,29, ,42, ,27.8, ,2.9, ,69.4, ,45.8, 
228,1/28/2022,28,0.08, ,0, ,302, ,5.8, ,60.4, ,42.0, ,50.5, ,65, ,34, ,46, ,30.6, ,3.0, ,71.1, ,46.0, 
228,1/29/2022,29,0.08, ,0, ,319, ,6.2, ,59.0, ,41.4, ,48.8, ,68, ,35, ,52, ,32.2, ,2.9, ,70.0, ,46.2, 
228,1/30/2022,30,0.08, ,0, ,326, ,6.6, ,57.0, ,38.9, ,47.4, ,72, ,44, ,59, ,33.8, ,3.3, ,78.0, ,46.0, 
228,1/31/2022,31,0.08, ,0, ,303, ,6.8, ,58.6, ,40.6, ,48.7, ,78, ,42, ,58, ,34.5, ,3.1, ,74.6, ,46.3, 
