41,1/1/2022,1,0.11, ,0, ,350,R,4.8, ,62.9, ,39.2, ,51.6, ,62, ,14, ,37, ,26.2, ,7.1, ,169.3, ,44.7, 
41,1/2/2022,2,0.08, ,0, ,350,R,4.2, ,60.8, ,27.9, ,43.7, ,81, ,17, ,43, ,22.8, ,3.5, ,84.0, ,42.3, 
41,1/3/2022,3,0.07, ,0, ,351,R,4.8, ,63.5, ,26.5, ,42.3, ,87, ,21, ,53, ,26.3, ,2.6, ,62.4, ,40.5,Y
41,1/4/2022,4,0.08, ,0, ,310, ,5.6, ,64.8, ,30.3, ,45.5, ,83, ,22, ,53, ,29.6, ,3.0, ,70.8, ,40.0,Y
41,1/5/2022,5,0.08, ,0, ,315, ,6.7, ,69.2, ,31.1, ,48.3, ,88, ,25, ,58, ,34.2, ,2.8, ,66.6, ,40.2,Y
41,1/6/2022,6,0.07, ,0, ,301, ,7.7, ,73.8, ,34.3, ,51.0, ,93, ,28, ,60, ,37.8, ,2.5, ,60.0, ,40.8,Y
41,1/7/2022,7,0.08, ,0, ,309, ,8.3, ,72.5, ,37.0, ,52.0, ,94, ,29, ,63, ,39.8, ,2.9, ,70.5, ,41.5,Y
41,1/8/2022,8,0.06, ,0, ,265, ,9.7, ,69.1, ,40.5, ,52.6, ,92, ,44, ,72, ,43.8, ,2.7, ,64.6, ,42.1,Y
41,1/9/2022,9,0.08, ,0, ,320, ,7.9, ,75.0, ,36.7, ,52.5, ,96, ,25, ,59, ,38.6, ,2.9, ,69.4, ,42.1,Y
41,1/10/2022,10,0.06, ,0, ,233, ,8.0, ,73.0, ,37.5, ,52.3, ,89, ,31, ,60, ,38.8, ,3.0, ,72.1, ,42.0,Y
41,1/11/2022,11,0.07, ,0, ,261, ,7.9, ,72.7, ,38.7, ,51.8, ,84, ,25, ,60, ,38.4, ,2.8, ,66.3, ,41.8,Y
41,1/12/2022,12,0.06, ,0, ,236, ,7.8, ,70.0, ,37.2, ,50.5, ,88, ,33, ,62, ,38.1, ,2.7, ,63.7, ,41.4,Y
41,1/13/2022,13,0.08, ,0, ,295, ,8.1, ,73.5, ,33.7, ,52.8, ,87, ,27, ,59, ,39.0, ,2.6, ,62.9, ,41.2,Y
41,1/14/2022,14,0.10, ,0, ,319, ,8.5, ,77.3, ,46.9, ,59.7, ,81, ,25, ,49, ,40.4, ,3.5, ,84.2, ,43.3, 
41,1/15/2022,15,0.07, ,0, ,219, ,8.4, ,74.4, ,43.1, ,56.3, ,84, ,22, ,54, ,39.9, ,2.6, ,63.5, ,43.8, 
41,1/16/2022,16,0.08, ,0, ,306, ,8.3, ,73.7, ,39.1, ,54.7, ,90, ,21, ,57, ,39.6, ,2.5, ,60.2, ,43.4, 
41,1/17/2022,17,0.09, ,0, ,351,R,8.4, ,75.3, ,43.3, ,57.5, ,81, ,21, ,52, ,39.9, ,2.9, ,69.9, ,43.9, 
41,1/18/2022,18,0.09, ,0, ,350, ,10.5, ,73.9, ,46.3, ,59.2, ,87, ,39, ,61, ,45.8, ,3.4, ,81.7, ,45.2, 
41,1/19/2022,19,0.09, ,0, ,363,R,10.1, ,75.2, ,41.1, ,55.5, ,98, ,31, ,67, ,44.9, ,2.7, ,65.9, ,45.2, 
41,1/20/2022,20,0.13, ,0, ,378,R,6.9, ,76.3, ,40.2, ,56.9, ,84, ,15, ,44, ,35.2, ,4.8, ,115.5, ,44.7, 
41,1/21/2022,21,0.11, ,0, ,374,R,6.8, ,72.0, ,35.2, ,55.1, ,85, ,24, ,46, ,34.6, ,4.5, ,108.3, ,43.9, 
41,1/22/2022,22,0.13, ,0, ,259, ,6.3, ,70.7, ,48.0, ,59.5, ,64, ,23, ,37, ,32.9, ,7.1, ,169.5, ,45.0, 
41,1/23/2022,23,0.11, ,0, ,377,R,7.0, ,76.0, ,42.5, ,57.3, ,77, ,18, ,44, ,35.4, ,3.6, ,87.0, ,45.0, 
41,1/24/2022,24,0.10, ,0, ,381,R,7.9, ,77.0, ,34.5, ,53.1, ,87, ,23, ,57, ,38.4, ,3.0, ,70.8, ,44.3, 
41,1/25/2022,25,0.09, ,0, ,340, ,8.0, ,73.5, ,36.0, ,54.1, ,85, ,33, ,56, ,38.8, ,3.2, ,75.6, ,44.1, 
41,1/26/2022,26,0.10, ,0, ,399,R,5.7, ,70.4, ,37.3, ,53.6, ,77, ,17, ,41, ,30.5, ,3.4, ,82.2, ,43.7, 
41,1/27/2022,27,0.10, ,0, ,400,R,6.1, ,71.7, ,31.1, ,49.1, ,91, ,15, ,51, ,31.9, ,3.3, ,78.5, ,42.8, 
41,1/28/2022,28,0.11, ,0, ,300, ,5.2, ,71.9, ,34.5, ,50.8, ,80, ,10, ,41, ,28.1, ,4.2, ,101.6, ,42.1,Y
41,1/29/2022,29,0.07, ,0, ,258, ,7.1, ,68.8, ,31.8, ,48.9, ,89, ,32, ,60, ,35.7, ,3.0, ,71.6, ,41.7,Y
41,1/30/2022,30,0.11, ,0, ,402,R,6.7, ,76.4, ,32.4, ,51.2, ,86, ,15, ,52, ,34.3, ,3.1, ,73.3, ,41.9,Y
41,1/31/2022,31,0.09, ,0, ,320, ,7.2, ,71.4, ,33.2, ,51.3, ,80, ,27, ,56, ,36.1, ,2.7, ,65.2, ,42.0,Y
