179,1/1/2022,1,0.06, ,0, ,327,R,7.8, ,57.9, ,35.6, ,46.2, ,98, ,46, ,73, ,38.0, ,2.8, ,67.3, ,43.1, 
179,1/2/2022,2,0.07,R,0, ,335,R,5.3, ,61.1, ,30.1, ,43.0, ,88, ,23, ,57, ,28.7, ,2.8, ,67.5, ,41.5, 
179,1/3/2022,3,0.07,R,0, ,336,R,6.3, ,63.9, ,29.8, ,43.7, ,89, ,27, ,65, ,32.7, ,1.7, ,41.8, ,40.8,Y
179,1/4/2022,4,0.07,R,0, ,322, ,6.9, ,67.7, ,31.0, ,45.3, ,93, ,29, ,67, ,34.9, ,1.6, ,37.7, ,41.4, 
179,1/5/2022,5,0.08, ,0, ,324, ,7.6, ,72.8, ,33.9, ,49.7, ,91, ,30, ,63, ,37.6, ,2.7, ,64.6, ,42.4, 
179,1/6/2022,6,0.08,R,0, ,326, ,8.6, ,78.5, ,37.2, ,53.7, ,88, ,27, ,61, ,40.5, ,2.0, ,49.1, ,43.8, 
179,1/7/2022,7,0.08, ,0, ,328, ,9.8, ,64.3, ,37.1, ,50.4, ,98, ,48, ,79, ,44.0, ,4.1, ,99.0, ,44.4, 
179,1/8/2022,8,0.05, ,0, ,263, ,10.0, ,61.2, ,40.9, ,50.7, ,95, ,54, ,80, ,44.7, ,2.3, ,55.2, ,45.9, 
179,1/9/2022,9,0.09, ,0, ,340,R,7.0, ,71.6, ,34.2, ,50.7, ,95, ,21, ,55, ,35.4, ,3.2, ,77.7, ,44.8, 
179,1/10/2022,10,0.06, ,0, ,205, ,6.6, ,67.8, ,35.8, ,48.8, ,80, ,30, ,56, ,34.1, ,3.2, ,76.8, ,43.4, 
179,1/11/2022,11,0.09, ,0, ,350,R,6.1, ,75.4, ,36.0, ,53.4, ,79, ,17, ,44, ,32.1, ,3.5, ,82.9, ,44.1, 
179,1/12/2022,12,0.07, ,0, ,241, ,6.4, ,72.1, ,34.7, ,50.9, ,79, ,22, ,50, ,33.0, ,3.2, ,76.1, ,43.7, 
179,1/13/2022,13,0.06, ,0, ,183, ,7.5, ,69.9, ,41.1, ,54.9, ,78, ,19, ,51, ,37.0, ,2.8, ,66.5, ,44.4, 
179,1/14/2022,14,0.09, ,0, ,309, ,7.3, ,75.1, ,43.1, ,58.0, ,76, ,17, ,45, ,36.6, ,3.6, ,87.5, ,46.8, 
179,1/15/2022,15,0.04, ,0, ,108, ,8.3, ,65.4, ,42.6, ,53.8, ,75, ,37, ,59, ,39.7, ,2.9, ,68.5, ,45.9, 
179,1/16/2022,16,0.08, ,0, ,241, ,8.3, ,71.0, ,42.5, ,57.3, ,77, ,29, ,52, ,39.7, ,3.3, ,80.2, ,46.9, 
179,1/17/2022,17,0.04, ,0.02, ,156, ,12.2, ,62.2, ,46.2, ,54.3, ,94, ,71, ,85, ,49.8, ,4.0, ,96.3, ,47.7, 
179,1/18/2022,18,0.04, ,0.02,H,187,H,12.6,H,61.6, ,51.2,Y,54.9,H,96,H,65,H,86, ,50.8, ,3.9,H,93.2,H,48.5,H
179,1/19/2022,19,0.07, ,0, ,292, ,11.4, ,66.7, ,44.8, ,54.8, ,94, ,52, ,78, ,47.9, ,2.9, ,69.2, ,49.4, 
179,1/20/2022,20,0.09, ,0, ,362,R,7.5, ,72.7, ,36.4, ,52.7, ,94, ,21, ,55, ,37.3, ,3.6, ,86.6, ,48.3, 
179,1/21/2022,21,0.11, ,0, ,356, ,6.1, ,69.8, ,33.2, ,51.2, ,87, ,19, ,48, ,32.0, ,4.9, ,117.4, ,47.4, 
179,1/22/2022,22,0.14, ,0, ,361,R,5.0, ,67.9, ,39.9, ,56.1, ,62, ,22, ,33, ,27.2, ,8.0,R,192.5,R,47.4, 
179,1/23/2022,23,0.13, ,0, ,366,R,5.5, ,69.9, ,40.9, ,55.7, ,69, ,23, ,36, ,29.5, ,6.0, ,144.7, ,48.1, 
179,1/24/2022,24,0.11, ,0, ,370,R,6.1, ,74.0, ,33.0, ,50.3, ,84, ,20, ,49, ,32.0, ,4.4, ,104.6, ,47.5, 
179,1/25/2022,25,0.09, ,0, ,352, ,6.9, ,70.4, ,32.3, ,48.7, ,93, ,21, ,59, ,35.2, ,3.2, ,75.8, ,47.1, 
179,1/26/2022,26,0.10, ,0, ,360, ,5.2, ,67.9, ,29.5, ,47.3, ,93, ,15, ,47, ,27.9, ,3.6, ,86.0, ,46.6, 
179,1/27/2022,27,0.10, ,0, ,390,R,4.2, ,70.6, ,28.3, ,48.1, ,75, ,10, ,37, ,23.2, ,3.1, ,74.8, ,46.0, 
179,1/28/2022,28,0.08, ,0, ,294, ,4.0, ,67.7, ,30.8, ,48.0, ,65, ,12, ,35, ,21.5, ,3.7, ,87.8, ,45.5, 
179,1/29/2022,29,0.05, ,0, ,144, ,5.0, ,63.5, ,31.2, ,46.7, ,71, ,23, ,46, ,27.2, ,3.0, ,71.9, ,44.2, 
179,1/30/2022,30,0.10, ,0, ,392,R,5.7, ,70.9, ,29.7, ,48.3, ,82, ,12, ,50, ,30.3, ,4.0, ,95.6, ,45.0, 
179,1/31/2022,31,0.06, ,0, ,239, ,6.6, ,63.7, ,29.2, ,46.1, ,90, ,28, ,62, ,34.1, ,3.1, ,74.2, ,44.9, 
