198,1/1/2022,1,0.10, ,0, ,306, ,5.7, ,62.0, ,35.2, ,49.5, ,100, ,21, ,47, ,30.1, ,5.6, ,135.3, ,51.4, 
198,1/2/2022,2,0.10, ,0, ,308, ,4.8, ,64.6, ,40.9, ,51.4, ,83, ,20, ,37, ,26.0, ,5.8, ,139.2, ,50.1, 
198,1/3/2022,3,0.09, ,0, ,309, ,6.3, ,64.1, ,39.6, ,48.8, ,100, ,23, ,54, ,32.8, ,5.9, ,142.5, ,50.2, 
198,1/4/2022,4,0.07, ,0, ,298, ,7.9, ,64.5, ,38.2, ,48.1, ,96, ,43, ,69, ,38.6, ,3.2, ,77.2, ,50.8, 
198,1/5/2022,5,0.07, ,0, ,291, ,10.0, ,69.6, ,39.2, ,53.3, ,94, ,41, ,72, ,44.5, ,2.8, ,66.8, ,52.2, 
198,1/6/2022,6,0.08, ,0, ,301, ,10.0, ,72.0, ,44.1, ,57.0, ,100, ,41, ,63, ,44.6, ,3.1, ,74.7, ,54.6, 
198,1/7/2022,7,0.04, ,0, ,216, ,11.5, ,59.8, ,36.9, ,49.3, ,100, ,79, ,96, ,48.2, ,1.9, ,45.6, ,54.1, 
198,1/8/2022,8,0.07, ,0, ,289, ,11.9, ,63.9, ,42.1, ,53.6, ,100, ,53, ,85, ,49.1, ,2.4, ,56.6, ,56.2, 
198,1/9/2022,9,0.16, ,0.00, ,315, ,5.3, ,71.9, ,37.1, ,60.0, ,100, ,13, ,30, ,28.4, ,7.7, ,185.2, ,55.0, 
198,1/10/2022,10,0.21, ,0, ,299, ,3.9, ,72.2, ,59.2,Y,65.9, ,24, ,15, ,18, ,20.9, ,9.8,Y,235.4,Y,56.7, 
198,1/11/2022,11,0.15, ,0.00,H,329,R,4.7, ,77.0, ,46.4, ,63.3, ,75, ,10, ,24, ,25.6, ,7.4, ,177.1, ,56.8, 
198,1/12/2022,12,0.09,R,0.01, ,222, ,7.0, ,79.4, ,43.1, ,58.0, ,99, ,13, ,43, ,35.5, ,3.6, ,86.2, ,54.6, 
198,1/13/2022,13,0.07, ,0, ,136, ,8.1, ,68.8, ,51.9, ,61.3, ,78, ,25, ,44, ,39.2, ,3.0, ,73.1, ,55.2, 
198,1/14/2022,14,0.17, ,0, ,307, ,6.0, ,77.3, ,45.4, ,64.3, ,72, ,14, ,29, ,31.5, ,7.5, ,180.9, ,55.7, 
198,1/15/2022,15,0.14, ,0, ,97, ,5.8, ,71.3, ,58.2,Y,67.1, ,77, ,16, ,25, ,30.6, ,8.4, ,202.2, ,57.4, 
198,1/16/2022,16,0.11, ,0, ,214, ,7.0, ,77.4, ,53.5, ,64.0, ,74, ,16, ,34, ,35.3, ,4.9, ,118.2, ,58.3, 
198,1/17/2022,17,0.02, ,0.24, ,121, ,13.6, ,61.1, ,51.8, ,56.0, ,100, ,63, ,89, ,52.8, ,2.9, ,69.1, ,58.6, 
198,1/18/2022,18,0.04, ,0, ,204, ,14.5, ,64.8, ,46.9, ,56.5, ,100, ,73, ,93, ,54.5, ,1.7, ,40.3, ,59.4, 
198,1/19/2022,19,0.04, ,0.01, ,203, ,12.8, ,62.7, ,43.9, ,51.0, ,100, ,86, ,100, ,51.2, ,2.5, ,59.9, ,57.6, 
198,1/20/2022,20,0.08, ,0.02,H,333, ,11.2, ,79.1, ,43.3, ,56.9, ,100, ,23, ,71, ,47.5, ,2.9, ,70.2, ,56.9, 
198,1/21/2022,21,0.11, ,0, ,332, ,6.6, ,75.1, ,42.3, ,56.6, ,72, ,14, ,42, ,34.0, ,4.6, ,110.4, ,56.8, 
198,1/22/2022,22,0.14, ,0, ,345, ,4.2, ,72.3, ,39.0, ,59.3, ,69, ,12, ,24, ,22.9, ,6.4, ,152.4, ,55.2, 
198,1/23/2022,23,0.09, ,0, ,344, ,5.7, ,76.4, ,39.9, ,56.4, ,67, ,15, ,36, ,30.1, ,2.6, ,62.1, ,55.9, 
198,1/24/2022,24,0.09, ,0.00,H,349, ,8.5, ,71.7, ,40.2, ,51.9, ,100, ,35, ,65, ,40.4, ,3.1, ,73.7, ,55.8, 
198,1/25/2022,25,0.08, ,0, ,344, ,8.7, ,64.7, ,38.9, ,49.9, ,98, ,38, ,71, ,41.0, ,3.5, ,85.1, ,55.0, 
198,1/26/2022,26,0.15, ,0, ,371,R,5.5, ,72.7, ,40.4, ,58.9, ,94, ,12, ,32, ,29.3, ,7.4, ,178.3, ,54.3, 
198,1/27/2022,27,0.14,R,0, ,372,R,6.0, ,74.4, ,39.5, ,56.2, ,100, ,9, ,39, ,31.6, ,7.3, ,176.3, ,52.9, 
198,1/28/2022,28,0.23, ,0, ,351, ,1.8,Y,71.4, ,62.3,R,66.1, ,11, ,6, ,8,Y,3.7,Y,12.4,R,296.9,R,52.7, 
198,1/29/2022,29,0.12, ,0, ,146, ,2.8,Y,69.8, ,43.5, ,59.8, ,41, ,7, ,16,Y,13.3,Y,6.2, ,147.6, ,54.2, 
198,1/30/2022,30,0.11, ,0, ,376,R,5.7, ,74.2, ,38.8, ,52.2, ,76, ,15, ,43, ,30.3, ,4.0, ,95.3, ,53.6, 
198,1/31/2022,31,0.05, ,0, ,235, ,9.5, ,64.2, ,37.6, ,49.8, ,100, ,44, ,78, ,43.2, ,2.8, ,67.2, ,53.5, 
