163,1/1/2022,1,0.06, ,0, ,262, ,6.3, ,53.6, ,28.7, ,39.8, ,96, ,44, ,76, ,32.8, ,2.4, ,58.3, ,59.5,R
163,1/2/2022,2,0.06, ,0, ,266, ,6.5, ,60.6, ,25.9, ,39.2, ,97, ,42, ,80, ,33.7, ,1.7, ,40.7, ,58.1,R
163,1/3/2022,3,0.05, ,0, ,231, ,7.7, ,56.0, ,29.2, ,40.4, ,99, ,66, ,90, ,37.6, ,1.9, ,46.7, ,58.9,R
163,1/4/2022,4,0.05, ,0, ,213, ,8.4, ,60.4, ,30.9, ,42.6, ,99, ,63, ,90, ,39.9, ,2.1, ,51.4, ,57.4,Y
163,1/5/2022,5,0.05, ,0, ,226, ,10.4, ,61.1, ,42.4, ,50.7, ,100, ,63, ,83, ,45.6, ,3.7, ,88.5, ,59.9,R
163,1/6/2022,6,0.06, ,0, ,256, ,10.3, ,63.1, ,39.2, ,50.3, ,99, ,60, ,83, ,45.2, ,2.4, ,56.9, ,--,S
163,1/7/2022,7,0.02, ,0, ,123, ,10.4, ,58.4, ,37.1, ,48.3, ,100, ,70, ,90, ,45.5, ,2.1, ,49.4, ,--,S
163,1/8/2022,8,0.04, ,0, ,173, ,9.9, ,57.3, ,41.7, ,49.1, ,94, ,67, ,83, ,44.3, ,3.5, ,83.3, ,--,S
163,1/9/2022,9,0.05, ,0, ,222, ,8.8, ,65.8, ,33.9, ,44.6, ,100, ,55, ,88, ,41.3, ,1.7, ,39.8, ,--,S
163,1/10/2022,10,0.06, ,0, ,221, ,7.6, ,67.1, ,34.3, ,46.7, ,99, ,28, ,70, ,37.4, ,2.3, ,54.7, ,--,S
163,1/11/2022,11,0.08, ,0, ,289, ,7.0, ,68.5, ,33.7, ,49.4, ,95, ,27, ,58, ,35.3, ,2.9, ,69.3, ,--,S
163,1/12/2022,12,0.06, ,0, ,241, ,7.6, ,65.4, ,29.8, ,46.1, ,92, ,39, ,72, ,37.6, ,1.7, ,41.7, ,--,S
163,1/13/2022,13,0.03, ,0, ,134, ,9.2, ,62.5, ,40.0, ,49.2, ,93, ,52, ,77, ,42.3, ,1.9, ,44.7, ,--,S
163,1/14/2022,14,0.06, ,0, ,253, ,9.0, ,63.3, ,31.1, ,47.4, ,98, ,51, ,81, ,41.8, ,2.7, ,64.2, ,--,S
163,1/15/2022,15,0.03, ,0.01, ,121, ,9.7, ,60.7, ,38.0, ,48.4, ,98, ,54, ,84, ,43.9, ,1.8, ,43.4, ,--,S
163,1/16/2022,16,0.04, ,0, ,164, ,10.6, ,66.4, ,47.0, ,54.5, ,96, ,45, ,73, ,46.1, ,1.7, ,41.1, ,--,S
163,1/17/2022,17,0.04, ,0, ,167, ,10.1, ,64.1, ,40.2, ,50.7, ,97, ,49, ,80, ,44.7, ,1.9, ,45.5, ,--,S
163,1/18/2022,18,0.07, ,0.01, ,273, ,10.9, ,63.9, ,40.5, ,51.3, ,99, ,58, ,85, ,46.8, ,2.3, ,54.7, ,--,S
163,1/19/2022,19,0.05, ,0, ,227, ,9.5, ,63.3, ,36.4, ,47.7, ,100, ,55, ,84, ,43.2, ,2.2, ,52.4, ,--,S
163,1/20/2022,20,0.06, ,0, ,247, ,9.6, ,67.1, ,34.7, ,47.0, ,100, ,57, ,87, ,43.5, ,1.8, ,43.2, ,--,S
163,1/21/2022,21,0.07, ,0, ,260, ,8.7, ,62.7, ,33.2, ,45.9, ,100, ,57, ,82, ,40.8, ,2.4, ,57.8, ,--,S
163,1/22/2022,22,0.08, ,0, ,317, ,7.0, ,64.1, ,29.5, ,44.2, ,98, ,35, ,71, ,35.4, ,2.2, ,52.0, ,--,S
163,1/23/2022,23,0.08, ,0, ,319, ,6.4, ,68.1, ,27.7, ,43.1, ,97, ,26, ,68, ,33.2, ,2.0, ,48.3, ,--,S
163,1/24/2022,24,0.08, ,0, ,319, ,6.7, ,66.1, ,26.0, ,43.7, ,96, ,32, ,69, ,34.3, ,2.2, ,52.8, ,--,S
163,1/25/2022,25,0.08, ,0, ,313, ,7.0, ,64.8, ,27.2, ,44.2, ,97, ,41, ,71, ,35.5, ,2.4, ,56.9, ,--,S
163,1/26/2022,26,0.08, ,0, ,320, ,6.6, ,66.3, ,27.1, ,43.6, ,97, ,25, ,68, ,34.0, ,1.9, ,45.4, ,--,S
163,1/27/2022,27,0.08, ,0, ,319, ,6.6, ,68.0, ,26.4, ,43.7, ,97, ,31, ,68, ,34.0, ,2.3, ,56.2, ,--,S
163,1/28/2022,28,0.08, ,0, ,322, ,5.9, ,70.2, ,25.8, ,44.4, ,96, ,22, ,59, ,31.1, ,2.1, ,50.1, ,--,S
163,1/29/2022,29,0.06, ,0, ,204, ,6.3, ,64.5, ,31.6, ,43.9, ,87, ,32, ,65, ,32.9, ,2.2, ,53.2, ,--,S
163,1/30/2022,30,0.09, ,0, ,343, ,5.9, ,66.5, ,24.8, ,42.8, ,95, ,28, ,64, ,31.3, ,2.4, ,57.5, ,59.7,R
163,1/31/2022,31,0.05, ,0, ,191, ,6.9, ,59.7, ,27.3, ,43.4, ,96, ,46, ,72, ,35.0, ,2.1, ,49.9, ,59.3,R
