158,1/1/2022,1,0.03, ,0.00, ,167, ,6.1, ,53.5, ,28.2, ,36.8, ,98, ,46, ,82, ,31.8, ,2.3, ,55.4, ,44.4, 
158,1/2/2022,2,0.03, ,0, ,167, ,6.9, ,51.9, ,25.1, ,38.2, ,98, ,63, ,88, ,35.1, ,1.9, ,45.7, ,43.4, 
158,1/3/2022,3,0.01, ,0.36, ,84, ,11.1, ,54.6, ,41.3, ,48.9, ,98, ,83, ,94, ,47.3, ,2.8, ,68.0, ,45.9, 
158,1/4/2022,4,0.02, ,0.05, ,99, ,12.7, ,57.8, ,49.2,Y,52.4, ,100, ,82, ,94, ,50.9, ,1.8, ,42.3, ,49.1, 
158,1/5/2022,5,0.02, ,0.01, ,111, ,13.1,Y,57.7, ,49.9,Y,53.2, ,100, ,85, ,95,Y,51.7,Y,1.5, ,35.7, ,50.6, 
158,1/6/2022,6,0.00, ,0.00, ,53, ,12.9, ,54.4, ,47.9, ,52.5, ,99, ,91, ,96, ,51.3, ,1.5, ,34.8, ,51.8, 
158,1/7/2022,7,0.02,R,0.10, ,110, ,11.5, ,56.9, ,37.1, ,49.2, ,100, ,84, ,96, ,48.2, ,1.9, ,44.8, ,51.8, 
158,1/8/2022,8,0.04, ,0.00, ,177, ,8.7, ,57.0, ,32.5, ,42.0, ,100, ,75, ,95, ,40.8, ,2.3, ,54.9, ,49.4, 
158,1/9/2022,9,0.04, ,0.00, ,186, ,8.3, ,61.8, ,30.5, ,42.9, ,100, ,56, ,89, ,39.8, ,1.9, ,44.9, ,47.8, 
158,1/10/2022,10,0.04, ,0, ,177, ,9.9, ,62.3, ,37.5, ,47.4, ,100, ,65, ,89, ,44.2, ,2.4, ,57.2, ,48.1, 
158,1/11/2022,11,0.03, ,0, ,155, ,9.3, ,61.5, ,35.8, ,46.1, ,100, ,60, ,88, ,42.6, ,2.1, ,50.7, ,48.0, 
158,1/12/2022,12,0.04, ,0, ,178, ,9.8, ,65.8, ,35.3, ,47.3, ,100, ,59, ,88, ,44.0, ,2.4, ,57.1, ,47.8, 
158,1/13/2022,13,0.04, ,0, ,164, ,10.2, ,61.8, ,38.5, ,47.9, ,99, ,68, ,90, ,45.1, ,2.3, ,55.8, ,48.5, 
158,1/14/2022,14,0.04, ,0.00, ,183, ,9.4, ,66.5, ,34.2, ,46.7, ,100, ,54, ,86, ,42.9, ,2.3, ,54.0, ,48.0, 
158,1/15/2022,15,0.03, ,0, ,136, ,9.0, ,59.3, ,33.8, ,44.0, ,100, ,65, ,91, ,41.7, ,1.9, ,46.6, ,47.7, 
158,1/16/2022,16,0.04, ,0, ,168, ,9.8, ,61.4, ,39.1, ,47.8, ,97, ,63, ,87, ,44.0, ,2.1, ,50.6, ,48.4, 
158,1/17/2022,17,0.03, ,0, ,133, ,9.1, ,59.8, ,37.2, ,44.9, ,100, ,67, ,89, ,42.0, ,2.0, ,47.8, ,48.3, 
158,1/18/2022,18,0.02, ,0.00, ,132, ,9.3, ,54.6, ,34.8, ,43.6, ,100, ,75, ,96, ,42.5, ,1.9, ,44.5, ,48.1, 
158,1/19/2022,19,0.04, ,0, ,201, ,9.5, ,63.6, ,35.3, ,46.0, ,100, ,57, ,89, ,43.1, ,2.1, ,50.1, ,48.2, 
158,1/20/2022,20,0.05, ,0.00, ,201, ,9.8, ,65.6, ,36.0, ,47.2, ,100, ,60, ,88, ,44.0, ,2.4, ,56.7, ,48.3, 
158,1/21/2022,21,0.08, ,0, ,193, ,6.2, ,70.0, ,35.5, ,54.8, ,99, ,23, ,42, ,32.4, ,3.4, ,80.5, ,48.2, 
158,1/22/2022,22,0.12,R,0, ,234, ,5.5, ,71.5, ,44.8, ,60.7,Y,66, ,22, ,31,Y,29.6,Y,4.6,R,109.3,R,48.8, 
158,1/23/2022,23,0.06, ,0, ,235, ,8.3, ,65.5, ,33.8, ,46.4, ,94, ,52, ,78, ,39.8, ,2.2, ,53.3, ,48.2, 
158,1/24/2022,24,0.06, ,0, ,244, ,8.2, ,64.3, ,32.6, ,44.8, ,98, ,47, ,81, ,39.3, ,2.3, ,54.2, ,47.7, 
158,1/25/2022,25,0.06, ,0, ,252, ,8.3, ,62.1, ,30.3, ,43.2, ,99, ,59, ,88, ,39.8, ,2.2, ,52.9, ,47.3, 
158,1/26/2022,26,0.05, ,0.00, ,242, ,8.6, ,63.0, ,32.7, ,44.1, ,100, ,56, ,88, ,40.7, ,2.3, ,54.1, ,47.9, 
158,1/27/2022,27,0.06, ,0, ,262, ,7.6, ,66.8, ,30.3, ,44.1, ,97, ,46, ,78, ,37.5, ,2.3, ,56.0, ,47.4, 
158,1/28/2022,28,0.05, ,0, ,223, ,7.4, ,65.3, ,30.4, ,42.9, ,98, ,48, ,79, ,36.9, ,2.3, ,55.9, ,47.0, 
158,1/29/2022,29,0.07, ,0, ,267, ,6.9, ,65.5, ,29.4, ,43.5, ,95, ,37, ,72, ,35.1, ,2.5, ,60.6, ,46.6, 
158,1/30/2022,30,0.06, ,0, ,271, ,7.8, ,62.5, ,28.8, ,42.4, ,99, ,50, ,84, ,38.0, ,2.3, ,56.2, ,46.3, 
158,1/31/2022,31,0.07, ,0, ,270, ,8.5, ,64.9, ,34.8, ,46.4, ,98, ,39, ,80, ,40.5, ,2.5, ,60.8, ,47.2, 
