43,1/1/2022,1,0.02, ,0, ,191, ,2.4, ,26.9, ,0.6,Y,11.0,Y,99, ,87, ,97,Y,10.4,Y,1.8, ,43.7, ,37.4, 
43,1/2/2022,2,0.02, ,0.00, ,175, ,2.6, ,27.9, ,3.5,Y,12.3,Y,99, ,89, ,97,Y,11.7,Y,2.0, ,48.5, ,37.2, 
43,1/3/2022,3,0.05, ,0.12, ,160, ,6.0, ,43.9, ,6.4, ,33.6, ,100, ,74, ,92, ,31.5, ,16.6,R,399.1,R,36.8, 
43,1/4/2022,4,0.02, ,0.03, ,74, ,7.6, ,42.4, ,37.9, ,40.3, ,95, ,80, ,89, ,37.3, ,10.3,Y,247.5,Y,36.1, 
43,1/5/2022,5,0.02, ,0, ,104, ,8.6, ,47.6, ,37.8, ,41.6, ,100, ,87, ,96, ,40.7, ,5.1, ,121.9, ,37.1, 
43,1/6/2022,6,0.02, ,0.00, ,149, ,8.6, ,49.4, ,36.7, ,41.2, ,100, ,88, ,98, ,40.6, ,3.8, ,92.0, ,39.1, 
43,1/7/2022,7,0.03, ,0.04, ,162, ,7.7, ,47.6, ,29.5, ,39.1, ,100, ,80, ,95, ,37.7, ,7.0, ,167.8, ,40.1, 
43,1/8/2022,8,0.04, ,0.00, ,239, ,5.7, ,49.7, ,25.7, ,33.5, ,100, ,52, ,88, ,30.4, ,3.2, ,76.6, ,39.7, 
43,1/9/2022,9,0.04, ,0, ,251, ,5.3, ,51.4, ,23.5, ,34.2, ,100, ,44, ,79, ,28.4, ,3.7, ,89.2, ,39.0, 
43,1/10/2022,10,0.04, ,0, ,225, ,5.9, ,51.9, ,28.4, ,35.9, ,98, ,52, ,83, ,31.1, ,3.2, ,76.9, ,38.8, 
43,1/11/2022,11,0.03, ,0, ,176, ,6.0, ,48.1, ,28.2, ,34.5, ,100, ,58, ,89, ,31.7, ,2.4, ,58.0, ,38.9, 
43,1/12/2022,12,0.04, ,0.00, ,354,R,6.3, ,49.8, ,27.0, ,37.1, ,100, ,59, ,84, ,32.6, ,2.9, ,69.7, ,38.3, 
43,1/13/2022,13,0.05, ,0.00, ,258, ,6.3, ,52.8, ,24.1, ,35.9, ,100, ,58, ,87, ,32.6, ,3.7, ,88.3, ,38.2, 
43,1/14/2022,14,0.06, ,0.00, ,265,R,6.0, ,53.8, ,23.9, ,38.1, ,100, ,49, ,76, ,31.4, ,5.5, ,131.1, ,38.3, 
43,1/15/2022,15,0.04, ,0, ,266,R,5.7, ,55.9, ,23.1, ,35.3, ,100, ,44, ,81, ,30.1, ,2.9, ,70.1, ,38.4, 
43,1/16/2022,16,0.04, ,0.00, ,248, ,5.3, ,50.3, ,20.1, ,32.2, ,100, ,47, ,86, ,28.6, ,2.3, ,54.5, ,38.1, 
43,1/17/2022,17,0.04, ,0.00,H,265, ,5.3, ,49.0, ,21.4, ,33.0, ,100, ,52, ,84, ,28.7, ,2.5, ,60.0, ,37.8, 
43,1/18/2022,18,0.04, ,0, ,209, ,5.8, ,49.7, ,23.4, ,34.1, ,100, ,61, ,87, ,30.7, ,3.1, ,73.2, ,37.7, 
43,1/19/2022,19,0.05, ,0.00, ,261, ,6.1, ,55.8, ,22.2, ,36.2, ,100, ,53, ,85, ,32.1, ,2.6, ,63.2, ,37.8, 
43,1/20/2022,20,0.05, ,0.00,H,261, ,6.5, ,54.8, ,24.1, ,37.8, ,100, ,50, ,84, ,33.5, ,3.6, ,85.6, ,38.1, 
43,1/21/2022,21,0.06, ,0, ,272, ,5.0, ,50.8, ,24.6, ,38.7, ,100, ,41, ,63, ,27.1, ,6.2, ,147.6, ,38.3, 
43,1/22/2022,22,0.06, ,0, ,282,R,4.3, ,57.3, ,26.8, ,41.9, ,79, ,26, ,47, ,23.4, ,4.6, ,109.4, ,38.3, 
43,1/23/2022,23,0.06, ,0, ,282, ,5.0, ,61.3, ,22.7, ,38.9, ,94, ,29, ,62, ,27.0, ,3.4, ,81.3, ,38.4, 
43,1/24/2022,24,0.05, ,0, ,287,R,5.2, ,55.2, ,19.1, ,34.3, ,100, ,39, ,77, ,27.9, ,2.7, ,64.6, ,38.3, 
43,1/25/2022,25,0.07, ,0.00, ,301,R,4.2, ,52.6, ,19.3, ,34.8, ,100, ,31, ,61, ,22.7, ,5.4, ,130.4, ,37.9, 
43,1/26/2022,26,0.05, ,0, ,298,R,4.1, ,52.4, ,16.5, ,32.7, ,98, ,28, ,65, ,22.3, ,3.0, ,71.8, ,37.4, 
43,1/27/2022,27,0.08, ,0, ,303,R,3.9, ,57.5, ,16.1, ,35.7, ,95, ,20, ,55, ,21.1, ,5.1, ,122.5, ,37.0, 
43,1/28/2022,28,0.05,H,0,H,353,R,4.1,H,59.9, ,26.5, ,42.8,H,89,H,22,H,44, ,22.6, ,3.3,H,78.1,H,37.1,H
43,1/29/2022,29,0.05, ,0, ,309,R,4.2, ,53.5, ,15.8, ,32.2, ,100, ,27, ,68, ,23.0, ,2.7, ,65.1, ,37.0, 
43,1/30/2022,30,0.06, ,0, ,301, ,4.5, ,54.9, ,17.3, ,35.8, ,99, ,32, ,63, ,24.3, ,3.7, ,87.9, ,36.8, 
43,1/31/2022,31,0.07, ,0, ,300, ,4.1, ,49.5, ,20.6, ,34.8, ,99, ,24, ,60, ,22.2, ,5.2, ,124.8, ,37.1, 
