140,1/1/2022,1,0.06, ,0, ,262, ,6.1, ,56.0, ,33.9, ,43.5, ,100, ,38, ,64, ,32.0, ,5.2, ,125.5, ,48.1, 
140,1/2/2022,2,0.04, ,0, ,255, ,7.5, ,49.6, ,31.4, ,39.4, ,100, ,65, ,91, ,37.0, ,3.4, ,80.9, ,46.9, 
140,1/3/2022,3,0.03, ,0.00, ,139, ,9.9, ,54.1, ,32.8, ,45.5, ,100, ,80, ,95, ,44.3, ,6.4, ,152.4, ,47.1, 
140,1/4/2022,4,0.03, ,0.00, ,138, ,12.6, ,58.9, ,46.1, ,51.4, ,100, ,89, ,98, ,50.7, ,4.3, ,104.3, ,49.9, 
140,1/5/2022,5,0.05, ,0, ,244, ,13.4,Y,62.3, ,47.0, ,53.5, ,100, ,78, ,96,Y,52.4,Y,5.6, ,134.6, ,52.0, 
140,1/6/2022,6,0.00, ,0.00, ,60, ,12.3, ,53.8, ,46.2, ,50.1, ,100, ,100, ,100, ,50.1, ,2.4, ,56.4, ,52.8, 
140,1/7/2022,7,0.02, ,0, ,112, ,12.4, ,59.4, ,42.2, ,50.7, ,100, ,86, ,98, ,50.3, ,4.5, ,106.9, ,52.9, 
140,1/8/2022,8,0.02, ,0, ,116, ,10.9, ,60.9, ,38.2, ,48.0, ,100, ,64, ,95, ,46.8, ,3.1, ,74.0, ,52.0, 
140,1/9/2022,9,0.03, ,0.00, ,182, ,9.8, ,60.0, ,38.3, ,45.0, ,100, ,72, ,97, ,44.1, ,3.3, ,78.3, ,50.6, 
140,1/10/2022,10,0.06, ,0.00, ,263, ,9.6, ,66.5, ,37.1, ,48.8, ,100, ,45, ,81, ,43.4, ,2.8, ,67.4, ,50.7, 
140,1/11/2022,11,0.05, ,0, ,239, ,9.9, ,62.0, ,34.8, ,47.6, ,100, ,62, ,88, ,44.3, ,2.0, ,48.5, ,50.4, 
140,1/12/2022,12,0.05, ,0.01, ,240, ,10.4, ,59.7, ,38.2, ,47.5, ,100, ,64, ,93, ,45.5, ,2.9, ,69.4, ,50.8, 
140,1/13/2022,13,0.04, ,0, ,186, ,11.4, ,62.5, ,37.4, ,49.1, ,100, ,74, ,96, ,48.0, ,2.7, ,65.8, ,51.1, 
140,1/14/2022,14,0.06, ,0, ,256, ,9.9, ,64.7, ,35.1, ,48.1, ,100, ,61, ,86, ,44.3, ,3.3, ,79.8, ,50.8, 
140,1/15/2022,15,0.02, ,0.01, ,130, ,9.6, ,51.3, ,36.3, ,43.4, ,100, ,100, ,100, ,43.6, ,2.4, ,57.4, ,50.2, 
140,1/16/2022,16,0.05, ,0, ,228, ,10.7, ,64.5, ,41.8, ,49.3, ,100, ,56, ,89, ,46.3, ,3.3, ,79.7, ,50.8, 
140,1/17/2022,17,0.04, ,0, ,204, ,9.9, ,64.7, ,36.9, ,48.0, ,100, ,49, ,86, ,44.2, ,2.3, ,56.2, ,50.6, 
140,1/18/2022,18,0.06, ,0, ,263, ,10.7, ,61.9, ,35.7, ,48.8, ,100, ,57, ,91, ,46.4, ,3.3, ,80.4, ,50.9, 
140,1/19/2022,19,0.06, ,0.00, ,253, ,9.8, ,66.9, ,34.9, ,47.8, ,100, ,45, ,87, ,44.0, ,2.5, ,61.0, ,51.0, 
140,1/20/2022,20,0.06, ,0, ,274, ,10.1, ,67.0, ,34.1, ,48.4, ,100, ,51, ,87, ,44.8, ,2.3, ,54.7, ,50.8, 
140,1/21/2022,21,0.13, ,0.00, ,263, ,7.7, ,66.8, ,36.8, ,53.8, ,100, ,31, ,54, ,37.7, ,9.3, ,222.4, ,50.5, 
140,1/22/2022,22,0.11, ,0, ,283, ,7.5, ,67.0, ,41.8, ,54.1, ,100, ,34, ,52, ,37.1, ,7.1, ,170.5, ,51.6, 
140,1/23/2022,23,0.05, ,0, ,244, ,9.3, ,65.7, ,33.1, ,44.9, ,100, ,54, ,92, ,42.7, ,2.3, ,54.5, ,50.9, 
140,1/24/2022,24,0.06, ,0.01, ,294, ,9.2, ,60.9, ,31.6, ,44.6, ,100, ,64, ,92, ,42.3, ,2.8, ,66.1, ,49.9, 
140,1/25/2022,25,0.08, ,0, ,313, ,9.1, ,70.1, ,34.6, ,49.6, ,100, ,26, ,75, ,42.1, ,3.4, ,82.3, ,49.9, 
140,1/26/2022,26,0.07, ,0, ,297, ,9.2, ,66.8, ,36.6, ,48.5, ,100, ,47, ,80, ,42.5, ,3.3, ,79.1, ,50.3, 
140,1/27/2022,27,0.07, ,0, ,317, ,8.3, ,68.5, ,31.1, ,47.0, ,100, ,39, ,76, ,39.7, ,2.4, ,56.4, ,49.7, 
140,1/28/2022,28,0.07, ,0.00, ,277, ,9.0, ,66.6, ,32.2, ,47.0, ,100, ,45, ,82, ,41.7, ,2.9, ,70.3, ,49.5, 
140,1/29/2022,29,0.07, ,0, ,283, ,8.5, ,65.1, ,34.2, ,47.0, ,100, ,43, ,78, ,40.4, ,2.6, ,63.6, ,49.3, 
140,1/30/2022,30,0.07, ,0, ,314, ,9.1, ,62.4, ,28.9, ,45.8, ,100, ,54, ,86, ,42.0, ,2.3, ,54.5, ,48.9, 
140,1/31/2022,31,0.07, ,0, ,283, ,9.8, ,64.9, ,28.3, ,49.6, ,100, ,49, ,81, ,43.9, ,3.6, ,86.8, ,49.6, 
