173,1/1/2022,1,0.07, ,0, ,298, ,9.9, ,59.6, ,44.7, ,52.9, ,83, ,43, ,72, ,44.2, ,4.2, ,99.9, ,56.3, 
173,1/2/2022,2,0.07, ,0, ,319, ,8.8, ,58.2, ,43.6, ,51.5, ,78, ,54, ,68, ,41.3, ,3.4, ,80.6, ,54.9, 
173,1/3/2022,3,0.07, ,0, ,323, ,8.5, ,56.6, ,41.7, ,50.1, ,81, ,54, ,69, ,40.5, ,3.3, ,78.0, ,54.2, 
173,1/4/2022,4,0.06, ,0, ,312, ,10.4, ,56.3, ,43.1, ,50.9, ,88, ,77, ,82, ,45.6, ,3.8, ,90.6, ,54.0, 
173,1/5/2022,5,0.06, ,0, ,314, ,11.5, ,58.9, ,45.3, ,52.9, ,91, ,70, ,84, ,48.2, ,2.8, ,67.3, ,54.4, 
173,1/6/2022,6,0.07, ,0, ,315, ,11.5, ,60.7, ,48.7, ,55.3, ,89, ,54, ,77, ,48.1, ,2.3, ,54.7, ,55.0, 
173,1/7/2022,7,0.04, ,0.00, ,204, ,11.9, ,58.0, ,48.2, ,53.2, ,94, ,79, ,86, ,49.2, ,3.7, ,87.7, ,55.3, 
173,1/8/2022,8,0.05, ,0, ,230, ,11.6, ,59.4, ,49.6, ,54.1, ,89, ,71, ,81, ,48.4, ,3.6, ,85.4, ,56.2, 
173,1/9/2022,9,0.07, ,0, ,324, ,10.8, ,63.0, ,47.0, ,54.8, ,88, ,41, ,74, ,46.6, ,3.0, ,71.5, ,55.6, 
173,1/10/2022,10,0.09, ,0, ,200, ,7.3, ,68.3, ,49.0, ,60.9, ,71, ,28, ,40, ,36.5, ,4.3, ,102.1, ,55.4, 
173,1/11/2022,11,0.11, ,0, ,333, ,6.8, ,72.1, ,54.0, ,63.1, ,46, ,25, ,34, ,34.6, ,3.4, ,81.3, ,55.8, 
173,1/12/2022,12,0.10, ,0, ,244, ,5.8, ,72.4, ,54.4, ,61.7, ,43, ,23, ,31, ,30.7, ,2.8, ,67.3, ,55.7, 
173,1/13/2022,13,0.06, ,0, ,154, ,7.9, ,69.2, ,55.6, ,60.4, ,68, ,32, ,44, ,38.6, ,2.2, ,53.0, ,56.2, 
173,1/14/2022,14,0.07, ,0, ,296, ,12.0, ,64.7, ,53.8, ,58.3, ,89, ,52, ,72, ,49.4, ,2.5, ,60.6, ,57.4, 
173,1/15/2022,15,0.03, ,0.06, ,73, ,11.8, ,66.7, ,54.0, ,60.3, ,93, ,36, ,66, ,49.0, ,2.8, ,68.0, ,57.5, 
173,1/16/2022,16,0.06, ,0, ,212, ,11.3, ,66.2, ,56.7, ,60.8, ,86, ,37, ,62, ,47.7, ,2.7, ,63.7, ,58.1, 
173,1/17/2022,17,0.05, ,0.28, ,233, ,14.1, ,63.4, ,52.9, ,57.6, ,92, ,71, ,87, ,53.8, ,2.8, ,67.5, ,59.0, 
173,1/18/2022,18,0.04, ,0, ,215, ,14.0, ,59.0, ,53.4, ,56.2, ,93, ,87, ,91, ,53.6, ,3.2, ,77.7, ,59.4, 
173,1/19/2022,19,0.05, ,0, ,251, ,13.6, ,60.2, ,52.7, ,56.4, ,92, ,81, ,88, ,52.8, ,3.6, ,87.3, ,59.5, 
173,1/20/2022,20,0.07, ,0.01,H,350, ,12.2, ,61.3, ,48.0, ,55.3, ,93, ,62, ,82, ,49.9, ,2.8, ,68.1, ,58.7, 
173,1/21/2022,21,0.08, ,0, ,346, ,11.5, ,61.1, ,51.0, ,55.5, ,92, ,51, ,76, ,48.3, ,3.0, ,73.2, ,58.2, 
173,1/22/2022,22,0.10, ,0, ,351, ,8.2, ,65.1, ,50.4, ,57.5, ,91, ,37, ,50, ,39.3, ,3.9, ,94.3, ,57.6, 
173,1/23/2022,23,0.10, ,0, ,357, ,7.9, ,68.8, ,48.6, ,58.6, ,67, ,36, ,47, ,38.3, ,2.9, ,69.0, ,57.0, 
173,1/24/2022,24,0.09, ,0, ,363, ,10.3, ,70.4, ,49.5, ,57.5, ,91, ,41, ,63, ,45.2, ,2.0, ,49.2, ,56.6, 
173,1/25/2022,25,0.08, ,0.00, ,336, ,11.7, ,65.3, ,43.3, ,53.4, ,93, ,65, ,84, ,48.7, ,2.3, ,55.7, ,56.6, 
173,1/26/2022,26,0.08, ,0.01, ,357, ,11.9, ,61.9, ,45.7, ,53.1, ,94, ,68, ,87, ,49.2, ,1.6, ,38.4, ,56.4, 
173,1/27/2022,27,0.09, ,0, ,379,R,9.2, ,67.1, ,46.7, ,54.7, ,87, ,36, ,63, ,42.4, ,1.8, ,43.5, ,55.9, 
173,1/28/2022,28,0.08, ,0, ,295, ,7.9, ,76.0,Y,45.0, ,58.5, ,86, ,20, ,47, ,38.6, ,1.8, ,43.2, ,55.8, 
173,1/29/2022,29,0.05, ,0, ,156, ,6.3, ,65.6, ,47.9, ,56.8, ,80, ,19, ,40, ,32.7, ,1.3, ,30.1, ,56.0, 
173,1/30/2022,30,0.09, ,0, ,383, ,10.1, ,69.0, ,45.1, ,55.9, ,90, ,40, ,66, ,44.7, ,2.2, ,53.6, ,55.6, 
173,1/31/2022,31,0.05, ,0, ,227, ,11.6, ,64.7, ,43.5, ,52.7, ,90, ,71, ,85, ,48.4, ,1.8, ,42.4, ,55.9, 
