214,1/1/2022,1,0.06, ,0, ,266, ,6.5, ,57.7, ,33.1, ,43.4, ,91, ,33, ,68, ,33.5, ,3.5, ,82.9, ,49.2, 
214,1/2/2022,2,0.07, ,0, ,262, ,7.5, ,61.3, ,35.7, ,45.2, ,90, ,48, ,73, ,37.2, ,8.1,Y,194.7,Y,48.3, 
214,1/3/2022,3,0.05, ,0, ,210, ,8.7, ,55.6, ,36.6, ,46.3, ,92, ,62, ,81, ,40.9, ,5.2, ,125.5, ,48.6, 
214,1/4/2022,4,0.06, ,0, ,228, ,11.0, ,62.0, ,45.0, ,51.8, ,98, ,67, ,84, ,47.0, ,7.3,Y,175.8,Y,50.5, 
214,1/5/2022,5,0.05, ,0.00, ,213, ,12.2, ,63.4, ,47.2, ,52.0, ,99, ,65, ,92, ,49.7, ,4.3, ,102.7, ,52.3, 
214,1/6/2022,6,0.04, ,0.01, ,202, ,11.9, ,61.5, ,43.1, ,50.0, ,100, ,79, ,97, ,49.2, ,6.3,Y,150.4,Y,52.6, 
214,1/7/2022,7,0.03, ,0, ,141, ,12.0, ,57.7, ,48.4, ,52.7, ,97, ,67, ,88, ,49.3, ,5.1, ,123.3, ,53.4, 
214,1/8/2022,8,0.06, ,0.00, ,255, ,9.7, ,62.6, ,40.1, ,49.4, ,99, ,54, ,81, ,43.8, ,5.3, ,127.1, ,52.6, 
214,1/9/2022,9,0.09, ,0, ,268, ,9.1, ,67.6, ,42.1, ,50.8, ,89, ,35, ,72, ,42.1, ,10.3,R,246.8,R,51.7, 
214,1/10/2022,10,0.09, ,0, ,261, ,8.5, ,69.9, ,42.5, ,52.9, ,89, ,32, ,62, ,40.4, ,7.1,Y,170.4,Y,51.6, 
214,1/11/2022,11,0.08, ,0, ,277, ,8.0, ,71.0, ,40.7, ,52.6, ,83, ,29, ,59, ,38.6, ,6.0, ,143.9, ,51.4, 
214,1/12/2022,12,0.09, ,0, ,252, ,8.7, ,70.3, ,45.6, ,54.8, ,79, ,31, ,59, ,40.8, ,8.1,Y,194.8,Y,51.6, 
214,1/13/2022,13,0.06, ,0, ,206, ,9.6, ,66.3, ,44.2, ,52.4, ,90, ,44, ,71, ,43.4, ,4.6, ,110.3, ,52.1, 
214,1/14/2022,14,0.06, ,0, ,207, ,9.3, ,64.8, ,40.5, ,51.5, ,90, ,48, ,72, ,42.7, ,4.7, ,113.3, ,51.7, 
214,1/15/2022,15,0.06, ,0, ,140, ,9.9, ,69.1, ,45.0, ,54.0, ,84, ,48, ,70, ,44.3, ,6.7, ,160.8, ,52.0, 
214,1/16/2022,16,0.08, ,0, ,202, ,9.9, ,70.3, ,49.4, ,58.6, ,85, ,29, ,59, ,44.3, ,5.8, ,139.6, ,53.4, 
214,1/17/2022,17,0.04, ,0.04, ,129, ,11.4, ,61.9, ,47.5, ,53.9, ,91, ,67, ,81, ,48.1, ,5.3, ,126.2, ,53.4, 
214,1/18/2022,18,0.06, ,0, ,367,R,11.5, ,60.9, ,48.4, ,54.4, ,94, ,67, ,80, ,48.3, ,7.5,Y,180.3,Y,54.5, 
214,1/19/2022,19,0.06, ,0, ,252, ,10.4, ,65.8, ,44.1, ,50.2, ,96, ,54, ,84, ,45.5, ,5.0, ,120.6, ,53.9, 
214,1/20/2022,20,0.08, ,0, ,289, ,9.6, ,69.6, ,41.9, ,52.0, ,92, ,39, ,73, ,43.5, ,5.6, ,134.4, ,52.9, 
214,1/21/2022,21,0.10, ,0, ,282, ,7.7, ,70.2, ,39.7, ,53.0, ,94, ,27, ,56, ,37.9, ,4.8, ,114.0, ,52.6, 
214,1/22/2022,22,0.09, ,0, ,300, ,6.5, ,66.0, ,37.5, ,49.9, ,77, ,27, ,53, ,33.4, ,4.9, ,117.8, ,51.7, 
214,1/23/2022,23,0.10, ,0, ,312, ,6.8, ,70.4, ,37.3, ,50.3, ,79, ,24, ,55, ,34.7, ,6.9, ,165.5, ,51.2, 
214,1/24/2022,24,0.09, ,0, ,311, ,7.8, ,64.6, ,36.5, ,48.8, ,87, ,39, ,67, ,38.2, ,7.5, ,180.8, ,50.7, 
214,1/25/2022,25,0.08, ,0, ,312, ,8.8, ,64.4, ,36.1, ,47.6, ,93, ,50, ,79, ,41.3, ,5.0, ,119.2, ,51.2, 
214,1/26/2022,26,0.10, ,0, ,314, ,9.2, ,67.9, ,41.5, ,51.9, ,98, ,35, ,70, ,42.4, ,8.5,Y,203.0,Y,51.5, 
214,1/27/2022,27,0.11, ,0, ,321, ,8.1, ,72.0, ,38.8, ,51.2, ,99, ,21, ,63, ,39.2, ,8.0, ,191.7, ,52.0, 
214,1/28/2022,28,0.13, ,0, ,318, ,6.0, ,72.7, ,39.0, ,52.5, ,78, ,14, ,45, ,31.7, ,8.9,Y,213.6,Y,51.6, 
214,1/29/2022,29,0.09, ,0, ,242, ,6.5, ,68.6, ,39.9, ,50.1, ,77, ,25, ,52, ,33.4, ,6.0, ,144.5, ,51.1, 
214,1/30/2022,30,0.10, ,0, ,332, ,7.6, ,66.3, ,35.3, ,47.9, ,92, ,34, ,67, ,37.4, ,7.2, ,172.2, ,50.6, 
214,1/31/2022,31,0.06, ,0, ,239, ,9.0, ,61.6, ,36.1, ,46.9, ,99, ,54, ,82, ,41.7, ,4.6, ,111.6, ,50.8, 
