209,1/1/2022,1,0.06, ,0, ,275, ,7.1, ,55.0, ,37.1, ,44.0, ,94, ,47, ,73, ,35.8, ,4.2, ,101.8, ,53.3, 
209,1/2/2022,2,0.06, ,0, ,272, ,7.5, ,57.9, ,34.1, ,45.3, ,88, ,47, ,73, ,37.2, ,4.5, ,107.3, ,52.7, 
209,1/3/2022,3,0.02, ,0.06, ,128, ,10.6, ,53.2, ,43.1, ,48.1, ,99, ,78, ,93, ,46.1, ,3.5, ,84.8, ,52.9, 
209,1/4/2022,4,0.03, ,0.07, ,155, ,12.9, ,59.1, ,48.7, ,51.8, ,100, ,88, ,98, ,51.2, ,3.5, ,83.1, ,53.7, 
209,1/5/2022,5,0.05, ,0.02, ,242, ,12.5, ,57.7, ,47.8, ,51.1, ,100, ,85, ,98, ,50.4, ,3.0, ,72.1, ,54.8, 
209,1/6/2022,6,0.06, ,0.02, ,264, ,13.1, ,61.8, ,47.9, ,52.6, ,100, ,87, ,97, ,51.7, ,3.7, ,88.2, ,55.4, 
209,1/7/2022,7,0.02, ,0.00, ,131, ,12.4, ,54.5, ,47.9, ,51.1, ,100, ,84, ,97, ,50.2, ,2.5, ,59.5, ,55.8, 
209,1/8/2022,8,0.06, ,0.01, ,282, ,10.8, ,60.2, ,43.2, ,50.4, ,100, ,67, ,87, ,46.7, ,5.2, ,125.1, ,55.6, 
209,1/9/2022,9,0.07, ,0, ,280, ,9.5, ,66.0, ,42.0, ,52.1, ,89, ,47, ,71, ,43.2, ,4.9, ,118.5, ,55.3, 
209,1/10/2022,10,0.08, ,0, ,278, ,9.6, ,68.5, ,46.0, ,55.1, ,93, ,37, ,65, ,43.5, ,4.9, ,117.0, ,55.3, 
209,1/11/2022,11,0.08, ,0, ,274, ,8.9, ,68.9, ,46.2, ,55.3, ,82, ,38, ,60, ,41.6, ,4.7, ,112.3, ,55.5, 
209,1/12/2022,12,0.08, ,0, ,264, ,9.5, ,71.5, ,46.9, ,56.7, ,76, ,36, ,60, ,43.1, ,4.0, ,96.6, ,55.6, 
209,1/13/2022,13,0.05, ,0, ,177, ,10.4, ,63.1, ,45.4, ,53.5, ,88, ,58, ,74, ,45.5, ,3.3, ,80.2, ,55.7, 
209,1/14/2022,14,0.06, ,0, ,207, ,10, ,63.3, ,47.7, ,54.2, ,91, ,53, ,70, ,44.6, ,4.5, ,107.3, ,55.3, 
209,1/15/2022,15,0.07, ,0, ,163, ,9.1, ,63.5, ,48.2, ,55.3, ,71, ,52, ,61, ,42.1, ,5.2, ,125.4, ,55.0, 
209,1/16/2022,16,0.06, ,0, ,206, ,10.1, ,67.6, ,50.8, ,58.4, ,78, ,38, ,60, ,44.7, ,3.9, ,93.2, ,55.5, 
209,1/17/2022,17,0.04, ,0, ,162, ,11.7, ,61.0, ,49.3, ,53.9, ,97, ,65, ,82, ,48.7, ,3.5, ,84.9, ,55.9, 
209,1/18/2022,18,0.05, ,0.00, ,219, ,12.1, ,57.1, ,47.5, ,51.2, ,99, ,83, ,94, ,49.5, ,3.4, ,82.0, ,55.9, 
209,1/19/2022,19,0.06, ,0.01, ,273, ,11.2, ,60.7, ,43.8, ,50.6, ,100, ,68, ,89, ,47.4, ,3.7, ,88.5, ,55.9, 
209,1/20/2022,20,0.07, ,0, ,300, ,11.0, ,65.9, ,44.4, ,53.0, ,96, ,62, ,80, ,47.0, ,3.9, ,93.8, ,55.7, 
209,1/21/2022,21,0.09, ,0, ,296, ,8.2, ,68.0, ,46.2, ,56.2, ,91, ,25, ,53, ,39.5, ,4.1, ,99.5, ,55.9, 
209,1/22/2022,22,0.09, ,0, ,321,R,6.6, ,65.4, ,46.7, ,55.3, ,64, ,34, ,44, ,33.9, ,4.0, ,95.7, ,55.4, 
209,1/23/2022,23,0.08, ,0, ,321, ,8.0, ,67.3, ,39.3, ,51.5, ,79, ,42, ,62, ,38.8, ,4.3, ,104.2, ,55.0, 
209,1/24/2022,24,0.07, ,0.02, ,319, ,9.4, ,57.1, ,38.8, ,48.6, ,96, ,63, ,81, ,43.0, ,3.9, ,94.0, ,54.6, 
209,1/25/2022,25,0.07, ,0.01, ,321, ,10.2, ,58.6, ,39.1, ,48.7, ,97, ,72, ,87, ,44.9, ,3.8, ,90.6, ,54.6, 
209,1/26/2022,26,0.08, ,0, ,440,R,10.1, ,63.8, ,44.8, ,54.9, ,90, ,51, ,68, ,44.7, ,4.4, ,106.6, ,54.8, 
209,1/27/2022,27,0.09, ,0, ,334,R,9.1, ,70.5, ,42.3, ,53.2, ,88, ,30, ,66, ,42.2, ,4.6, ,111.4, ,54.6, 
209,1/28/2022,28,0.11, ,0, ,323, ,7.0, ,71.5, ,44.4, ,55.9, ,66, ,27, ,46, ,35.5, ,5.1, ,123.3, ,54.6, 
209,1/29/2022,29,0.09, ,0, ,323, ,8.0, ,65.3, ,44.1, ,53.0, ,76, ,34, ,58, ,38.6, ,4.5, ,109.0, ,54.6, 
209,1/30/2022,30,0.08, ,0, ,344,R,9.3, ,58.2, ,37.1, ,48.5, ,97, ,58, ,80, ,42.7, ,4.3, ,104.4, ,54.4, 
209,1/31/2022,31,0.04, ,0.00, ,186, ,9.8, ,55.7, ,39.7, ,48.1, ,98, ,73, ,86, ,44.1, ,3.0, ,72.0, ,54.1, 
