71,1/1/2022,1,0.06, ,0, ,261, ,6.7, ,51.9, ,31.0, ,41.5, ,100, ,42, ,75, ,34.1, ,4.8, ,114.5, ,43.3, 
71,1/2/2022,2,0.04, ,0.00, ,244, ,7.4, ,55.7, ,26.0, ,37.7, ,100, ,71, ,97, ,36.8, ,3.1, ,73.8, ,42.2, 
71,1/3/2022,3,0.03, ,0.00, ,167, ,10.0, ,59.0, ,30.1, ,44.6, ,100, ,83, ,99, ,44.4, ,5.3, ,127.1, ,41.7, 
71,1/4/2022,4,0.02, ,0, ,138, ,11.4, ,60.1, ,40.3, ,48.5, ,100, ,84, ,98, ,47.9, ,3.0, ,71.5, ,42.7, 
71,1/5/2022,5,0.05, ,0.00, ,247, ,13.5, ,63.8, ,41.6, ,53.3, ,100, ,80, ,98, ,52.6, ,2.9, ,68.9, ,43.6, 
71,1/6/2022,6,0.01, ,0, ,83, ,14.7,Y,59.1, ,51.7, ,54.8, ,100, ,98, ,100,Y,54.8,Y,2.6, ,62.1, ,44.9, 
71,1/7/2022,7,0.02, ,0.03, ,109, ,13.4, ,59.0, ,42.1, ,52.3, ,100, ,92, ,100, ,52.3, ,3.2, ,76.6, ,45.9, 
71,1/8/2022,8,0.01, ,0.01, ,99, ,11.1, ,58.0, ,38.9, ,47.0, ,100, ,100, ,100, ,47.4, ,4.2, ,101.9, ,45.5, 
71,1/9/2022,9,0.04, ,0.00, ,221, ,11.0, ,69.2,Y,37.9, ,46.4, ,100, ,90, ,100, ,47.0, ,3.1, ,75.4, ,44.9, 
71,1/10/2022,10,0.04, ,0.01, ,207, ,10.9, ,63.2, ,39.3, ,47.4, ,100, ,72, ,98, ,46.9, ,3.0, ,72.4, ,44.4, 
71,1/11/2022,11,0.06, ,0.00, ,253, ,10.5, ,66.9, ,35.0, ,48.6, ,100, ,55, ,90, ,45.9, ,2.4, ,57.8, ,43.8, 
71,1/12/2022,12,0.05, ,0.00, ,225, ,11.4, ,65.9, ,34.8, ,48.3, ,100, ,74, ,99, ,48.0, ,3.2, ,76.6, ,43.7, 
71,1/13/2022,13,0.04,H,0,R,200, ,10.5,H,62.2, ,40.0, ,50.8,H,100,H,65,H,83, ,45.7, ,2.9, ,70.4, ,44.1,H
71,1/14/2022,14,0.06, ,0.01, ,238, ,8.5, ,60.1, ,33.1, ,45.9, ,97, ,52, ,81, ,40.3, ,4.7, ,111.7, ,44.1, 
71,1/15/2022,15,0.04, ,0.01, ,220, ,9.3, ,60.2, ,39.5, ,45.7, ,98, ,58, ,89, ,42.7, ,2.5, ,60.5, ,44.3, 
71,1/16/2022,16,0.05, ,0, ,232, ,10.0, ,60.5, ,38.1, ,48.1, ,97, ,63, ,87, ,44.5, ,2.9, ,70.4, ,44.9, 
71,1/17/2022,17,0.04, ,0.01, ,195, ,8.9, ,62.8, ,35.0, ,46.4, ,98, ,52, ,83, ,41.6, ,2.4, ,57.0, ,44.8, 
71,1/18/2022,18,0.06, ,0, ,268, ,9.4, ,61.5, ,36.1, ,47.5, ,98, ,58, ,84, ,42.9, ,3.6, ,86.5, ,44.9, 
71,1/19/2022,19,0.06, ,0.00, ,265, ,8.8, ,60.9, ,34.4, ,45.2, ,98, ,58, ,86, ,41.3, ,3.6, ,86.7, ,44.8, 
71,1/20/2022,20,0.06, ,0.01, ,271, ,8.7, ,64.1, ,31.0, ,45.2, ,98, ,55, ,85, ,40.8, ,2.7, ,64.9, ,44.3, 
71,1/21/2022,21,0.11, ,0.00, ,289, ,7.9, ,64.3, ,36.9, ,51.9, ,98, ,40, ,60, ,38.4, ,9.0, ,216.7, ,44.4, 
71,1/22/2022,22,0.08, ,0, ,294, ,7.3, ,62.9, ,33.4, ,47.6, ,96, ,39, ,65, ,36.3, ,4.4, ,104.4, ,44.6, 
71,1/23/2022,23,0.05, ,0.01, ,238, ,8.0, ,62.0, ,31.4, ,42.7, ,98, ,47, ,85, ,38.6, ,2.7, ,64.6, ,44.4, 
71,1/24/2022,24,0.07, ,0,R,322,R,8.5, ,62.6, ,34.7, ,50.0, ,98, ,46, ,69, ,40.3, ,3.2, ,76.0, ,43.7, 
71,1/25/2022,25,0.07, ,0.00, ,305, ,7.6, ,61.4, ,30.8, ,43.9, ,98, ,45, ,77, ,37.3, ,3.8, ,91.5, ,43.6, 
71,1/26/2022,26,0.05, ,0.00, ,259, ,7.7, ,60.0, ,28.8, ,41.4, ,98, ,56, ,87, ,37.8, ,3.1, ,74.8, ,43.2, 
71,1/27/2022,27,0.07, ,0.00, ,315, ,7.0, ,64.9, ,28.5, ,44.0, ,98, ,35, ,72, ,35.4, ,2.5, ,59.4, ,43.1, 
71,1/28/2022,28,0.06, ,0.00, ,273, ,7.5, ,63.2, ,27.8, ,42.6, ,98, ,50, ,80, ,37.0, ,2.4, ,57.5, ,42.7, 
71,1/29/2022,29,0.08, ,0.00, ,305, ,7.2, ,63.2, ,29.2, ,42.6, ,99, ,44, ,78, ,36.2, ,3.4, ,82.8, ,42.6, 
71,1/30/2022,30,0.07, ,0.00, ,318, ,7.1, ,62.5, ,25.3, ,42.2, ,98, ,43, ,77, ,35.7, ,2.5, ,60.2, ,42.3, 
71,1/31/2022,31,0.06, ,0.00, ,225, ,8.1, ,60.1, ,32.7, ,44.4, ,98, ,59, ,82, ,39.2, ,4.7, ,112.6, ,42.5, 
