187,1/1/2022,1,0.05, ,0.00, ,251, ,6.4, ,52.0, ,29.6, ,40.1, ,92, ,44, ,75, ,33.0, ,3.2, ,76.0, ,49.7, 
187,1/2/2022,2,0.05, ,0.90, ,225, ,7.0, ,49.8, ,26.5, ,39.4, ,94, ,65, ,86, ,35.5, ,2.9, ,69.7, ,49.1, 
187,1/3/2022,3,0.03, ,0.18,H,126, ,10.6, ,55.5, ,36.2, ,47.9, ,95, ,87, ,94, ,46.1, ,6.3, ,150.6, ,48.8, 
187,1/4/2022,4,0.03, ,0.09,H,128, ,12.6, ,59.3, ,46.6, ,53.1, ,96, ,83, ,92, ,50.8, ,3.7, ,87.6, ,49.7, 
187,1/5/2022,5,0.02, ,0.03, ,108, ,12.3, ,57.0, ,44.8, ,51.7, ,96, ,88, ,94, ,50.1, ,2.4, ,56.4, ,50.9, 
187,1/6/2022,6,0.01, ,0.02, ,71, ,12.3, ,53.9, ,45.9, ,51.8, ,96, ,89, ,94, ,50.1, ,2.8, ,67.9, ,51.7, 
187,1/7/2022,7,0.03, ,0.01, ,128, ,10.9, ,59.2, ,38.9, ,49.8, ,96, ,73, ,90, ,46.9, ,4.8, ,114.9, ,52.3, 
187,1/8/2022,8,0.05, ,0.01, ,252, ,8.7, ,56.3, ,31.9, ,43.4, ,97, ,74, ,91, ,40.9, ,2.5, ,59.8, ,52.1, 
187,1/9/2022,9,0.05, ,0.01, ,235, ,9.1, ,53.9, ,33.5, ,44.3, ,97, ,79, ,91, ,42.0, ,4.4, ,105.0, ,51.4, 
187,1/10/2022,10,0.06, ,0.00, ,253, ,9.4, ,60.2, ,39.6, ,48.9, ,95, ,56, ,80, ,43.0, ,3.4, ,81.7, ,51.0, 
187,1/11/2022,11,0.05, ,0.00, ,232, ,8.9, ,63.9, ,34.5, ,47.0, ,96, ,48, ,81, ,41.6, ,2.3, ,56.1, ,50.9, 
187,1/12/2022,12,0.06, ,0.00, ,246, ,9.7, ,60.3, ,35.2, ,47.9, ,96, ,66, ,86, ,43.8, ,2.9, ,69.2, ,50.7, 
187,1/13/2022,13,0.05, ,0.01, ,201, ,10.3, ,62.9, ,36.2, ,49.4, ,96, ,71, ,86, ,45.4, ,3.0, ,72.9, ,50.8, 
187,1/14/2022,14,0.06, ,0.00, ,253, ,9.6, ,63.1, ,35.1, ,48.0, ,96, ,60, ,84, ,43.4, ,3.0, ,70.9, ,50.9, 
187,1/15/2022,15,0.03, ,0.00, ,146, ,9.5, ,56.2, ,40.1, ,48.2, ,95, ,67, ,83, ,43.3, ,3.4, ,82.0, ,50.8, 
187,1/16/2022,16,0.04, ,0, ,194, ,9.7, ,59.3, ,39.5, ,48.1, ,94, ,66, ,85, ,43.8, ,2.9, ,68.4, ,50.8, 
187,1/17/2022,17,0.04, ,0.00, ,177, ,9.5, ,64.2, ,38.9, ,48.6, ,95, ,52, ,82, ,43.2, ,2.3, ,55.4, ,51.0, 
187,1/18/2022,18,0.05, ,0, ,211, ,9.5, ,57.9, ,35.3, ,46.1, ,97, ,75, ,90, ,43.2, ,3.1, ,73.2, ,51.0, 
187,1/19/2022,19,0.04, ,0.00, ,213, ,9.3, ,58.3, ,36.5, ,44.6, ,97, ,74, ,92, ,42.5, ,2.5, ,59.7, ,50.8, 
187,1/20/2022,20,0.06, ,0.00, ,257, ,9.2, ,63.9, ,34.5, ,46.5, ,97, ,56, ,85, ,42.3, ,2.2, ,52.5, ,50.6, 
187,1/21/2022,21,0.15, ,0, ,271, ,6.7, ,70.4, ,34.0, ,54.8, ,96, ,23, ,46, ,34.2, ,7.8, ,187.2, ,50.5, 
187,1/22/2022,22,0.11, ,0, ,280, ,6.6, ,72.3,Y,38.2, ,56.1, ,86, ,25, ,43, ,33.7, ,5.0, ,118.9, ,50.5, 
187,1/23/2022,23,0.07, ,0, ,286, ,8.2, ,63.1, ,32.7, ,45.8, ,96, ,47, ,78, ,39.4, ,2.7, ,65.0, ,50.6, 
187,1/24/2022,24,0.07, ,0.00, ,291, ,8.2, ,60.4, ,29.7, ,44.7, ,96, ,55, ,82, ,39.5, ,2.7, ,63.7, ,50.2, 
187,1/25/2022,25,0.06, ,0, ,290, ,8.9, ,62.0, ,32.7, ,44.1, ,96, ,67, ,90, ,41.4, ,3.4, ,82.3, ,49.8, 
187,1/26/2022,26,0.06, ,0.00, ,266, ,9.1, ,59.5, ,36.3, ,45.9, ,97, ,66, ,86, ,42.0, ,3.5, ,84.5, ,49.9, 
187,1/27/2022,27,0.07, ,0, ,309, ,7.5, ,62.9, ,28.7, ,44.7, ,96, ,39, ,75, ,37.1, ,2.4, ,57.0, ,49.9, 
187,1/28/2022,28,0.07, ,0, ,298, ,7.9, ,62.8, ,32.2, ,45.6, ,94, ,45, ,76, ,38.4, ,3.7, ,88.2, ,49.6, 
187,1/29/2022,29,0.07, ,0.00, ,309, ,7.7, ,62.4, ,30.9, ,45.7, ,95, ,43, ,74, ,37.8, ,2.9, ,68.9, ,49.3, 
187,1/30/2022,30,0.05, ,0, ,255, ,8.6, ,58.4, ,29.7, ,43.8, ,96, ,63, ,88, ,40.6, ,3.1, ,74.8, ,49.1, 
187,1/31/2022,31,0.06, ,0, ,238, ,8.9, ,62.4, ,32.8, ,46.5, ,97, ,59, ,83, ,41.5, ,3.2, ,77.1, ,49.1, 
