83,1/1/2022,1,0.05, ,0, ,257, ,6.5, ,54.8, ,27.8, ,38.2, ,97, ,51, ,83, ,33.5, ,1.7, ,41.7, ,46.5, 
83,1/2/2022,2,0.04, ,0, ,229, ,7.0, ,52.6, ,25.8, ,38.6, ,97, ,63, ,88, ,35.4, ,1.7, ,41.7, ,45.8, 
83,1/3/2022,3,0.01, ,0.39, ,71, ,11.3, ,55.3, ,40.9, ,49.4, ,96, ,89, ,94, ,47.8, ,6.5, ,157.0, ,48.1, 
83,1/4/2022,4,0.03, ,0.01, ,124, ,12.9, ,60.2, ,48.8, ,53.2, ,98, ,83, ,93, ,51.3, ,3.1, ,74.1, ,50.9, 
83,1/5/2022,5,0.03, ,0.02, ,132, ,12.8, ,59.5, ,46.8, ,52.6, ,98, ,84, ,95, ,51.1, ,2.3, ,55.3, ,52.3, 
83,1/6/2022,6,0.01, ,0, ,63, ,12.9, ,55.8, ,47.2, ,52.8, ,98, ,87, ,95, ,51.3, ,1.8, ,43.2, ,53.2, 
83,1/7/2022,7,0.03, ,0.13, ,163, ,11.4, ,59.9, ,37.3, ,49.6, ,98, ,77, ,94, ,48.0, ,3.5, ,84.3, ,53.1, 
83,1/8/2022,8,0.05, ,0.01, ,260, ,8.5, ,61.1, ,31.2, ,42.6, ,98, ,69, ,92, ,40.3, ,1.6, ,38.7, ,50.9, 
83,1/9/2022,9,0.05, ,0.00, ,233, ,9.1, ,60.0, ,35.9, ,44.4, ,98, ,68, ,92, ,42.2, ,3.1, ,74.3, ,50.4, 
83,1/10/2022,10,0.06, ,0, ,255, ,9.9, ,63.2, ,36.7, ,47.8, ,98, ,64, ,87, ,44.3, ,2.0, ,47.3, ,50.5, 
83,1/11/2022,11,0.05, ,0.00, ,216, ,9.2, ,62.7, ,33.6, ,45.7, ,98, ,62, ,88, ,42.4, ,1.6, ,38.7, ,50.1, 
83,1/12/2022,12,0.06, ,0.00, ,247, ,9.5, ,63.4, ,32.9, ,46.0, ,98, ,67, ,90, ,43.2, ,2.4, ,56.7, ,50.0, 
83,1/13/2022,13,0.04, ,0, ,187, ,10.2, ,62.9, ,36.0, ,47.6, ,98, ,72, ,91, ,45.0, ,1.8, ,43.3, ,50.5, 
83,1/14/2022,14,0.06, ,0.00, ,236, ,9.4, ,64.7, ,31.9, ,45.9, ,98, ,66, ,89, ,43.0, ,2.0, ,48.9, ,50.1, 
83,1/15/2022,15,0.03,R,0, ,148, ,8.7, ,58.9, ,33.5, ,43.0, ,98, ,71, ,92, ,41.0, ,1.2, ,28.3, ,49.7, 
83,1/16/2022,16,0.04, ,0,H,178,H,9.6,H,64.0, ,35.9, ,46.8,H,98,H,62,H,89, ,43.6, ,1.5,H,35.2,H,50.2,H
83,1/17/2022,17,0.03,R,0.00, ,146, ,8.7, ,60.3, ,33.2, ,43.8, ,98, ,66, ,90, ,41.0, ,1.3, ,31.8, ,49.7, 
83,1/18/2022,18,0.02, ,0.00, ,120, ,9.3, ,54.1, ,34.2, ,43.4, ,98, ,86, ,97, ,42.5, ,1.6, ,39.3, ,49.7, 
83,1/19/2022,19,0.05, ,0.00, ,234, ,10.3, ,63.7, ,37.6, ,47.2, ,98, ,72, ,93, ,45.4, ,2.2, ,53.7, ,50.6, 
83,1/20/2022,20,0.06, ,0.00, ,242, ,10.2, ,65.6, ,37.3, ,47.5, ,98, ,64, ,91, ,45.1, ,1.9, ,45.7, ,51.1, 
83,1/21/2022,21,0.10, ,0, ,263, ,6.6, ,70.3, ,33.7, ,53.9, ,99, ,24, ,46, ,33.7, ,4.6, ,109.7, ,50.6, 
83,1/22/2022,22,0.13,R,0, ,275, ,6.3, ,73.0,Y,37.1, ,58.7,Y,87, ,23, ,37,Y,32.6,Y,5.8, ,138.8, ,50.8, 
83,1/23/2022,23,0.07, ,0, ,281, ,8.4, ,65.5, ,31.5, ,45.2, ,97, ,49, ,82, ,40.1, ,2.2, ,52.2, ,49.8, 
83,1/24/2022,24,0.06,R,0, ,286, ,8.2, ,64.4, ,30.3, ,42.9, ,98, ,57, ,87, ,39.4, ,1.8, ,42.1, ,49.2, 
83,1/25/2022,25,0.06,R,0.00, ,279, ,8.7, ,62.2, ,32.0, ,42.8, ,98, ,67, ,93, ,40.9, ,2.3, ,54.4, ,49.4, 
83,1/26/2022,26,0.05, ,0.00, ,234, ,9.4, ,63.0, ,34.7, ,45.9, ,98, ,60, ,89, ,42.9, ,1.9, ,45.4, ,50.4, 
83,1/27/2022,27,0.07,R,0, ,308, ,7.8, ,66.3, ,28.6, ,43.7, ,98, ,50, ,80, ,38.0, ,1.6, ,39.5, ,49.3, 
83,1/28/2022,28,0.06, ,0, ,259, ,7.6, ,63.5, ,28.1, ,42.4, ,97, ,52, ,83, ,37.6, ,1.8, ,42.8, ,48.6, 
83,1/29/2022,29,0.07,R,0, ,309, ,7.5, ,64.5, ,27.9, ,42.5, ,97, ,51, ,81, ,37.1, ,2.0, ,47.5, ,48.2, 
83,1/30/2022,30,0.06, ,0, ,303, ,7.9, ,61.6, ,28.2, ,41.3, ,98, ,60, ,90, ,38.4, ,1.8, ,43.7, ,48.1, 
83,1/31/2022,31,0.07,R,0, ,306, ,8.7, ,66.2, ,31.5, ,45.3, ,98, ,50, ,85, ,41.0, ,1.6, ,39.2, ,48.9, 
