105,1/1/2022,1,0.06, ,0, ,239, ,6.6, ,54.9, ,26.7, ,39.0, ,100, ,49, ,81, ,33.8, ,5.1, ,123.6, ,46.1, 
105,1/2/2022,2,0.06, ,0, ,244, ,6.8, ,61.5, ,25.2, ,39.4, ,100, ,47, ,83, ,34.7, ,3.3, ,79.1, ,44.8, 
105,1/3/2022,3,0.05, ,0.00, ,222, ,7.4, ,61.6, ,26.2, ,41.3, ,100, ,49, ,83, ,36.6, ,2.2, ,52.1, ,45.2, 
105,1/4/2022,4,0.06, ,0, ,233, ,9.0, ,65.6, ,30.8, ,46.3, ,100, ,51, ,84, ,41.7, ,3.1, ,74.0, ,46.6, 
105,1/5/2022,5,0.04, ,0, ,184, ,12.5, ,68.1, ,47.1, ,54.9, ,99, ,58, ,85, ,50.5, ,3.2, ,76.1, ,50.1, 
105,1/6/2022,6,0.04, ,0, ,175, ,11.9, ,68.5, ,38.9, ,53.6, ,100, ,55, ,85, ,49.1, ,2.7, ,63.8, ,52.9, 
105,1/7/2022,7,0.03, ,0, ,146, ,11.5, ,65.7, ,37.0, ,50.7, ,100, ,66, ,91, ,48.1, ,2.9, ,70.3, ,51.9, 
105,1/8/2022,8,0.05, ,0, ,209, ,11.5, ,62.8, ,38.4, ,50.9, ,100, ,67, ,90, ,48.2, ,5.7, ,136.3, ,52.9, 
105,1/9/2022,9,0.05, ,0.00, ,197, ,9.0, ,65.4, ,30.9, ,44.3, ,100, ,53, ,91, ,41.8, ,3.1, ,73.5, ,51.2, 
105,1/10/2022,10,0.04, ,0, ,188, ,9.5, ,63.5, ,35.1, ,44.9, ,100, ,65, ,94, ,43.2, ,2.8, ,68.0, ,49.9, 
105,1/11/2022,11,0.05, ,0.00, ,234, ,8.3, ,64.9, ,29.8, ,43.6, ,100, ,48, ,86, ,39.8, ,3.2, ,77.1, ,49.0, 
105,1/12/2022,12,0.05, ,0, ,230, ,8.6, ,63.4, ,27.8, ,43.8, ,100, ,60, ,89, ,40.7, ,3.0, ,72.1, ,48.6, 
105,1/13/2022,13,0.05, ,0, ,197, ,10.1, ,70.4, ,40.1, ,49.5, ,100, ,53, ,84, ,44.8, ,3.4, ,80.7, ,50.0, 
105,1/14/2022,14,0.04, ,0, ,167, ,9.3, ,62.4, ,33.2, ,44.2, ,100, ,66, ,94, ,42.7, ,3.7, ,88.4, ,49.7, 
105,1/15/2022,15,0.01, ,0.01, ,83, ,9.6, ,51.7, ,36.4, ,43.3, ,100, ,99, ,100, ,43.5, ,2.8, ,66.3, ,49.2, 
105,1/16/2022,16,0.04, ,0, ,209, ,13.1, ,68.9, ,41.8, ,51.6, ,100, ,81, ,100, ,51.6, ,2.6, ,63.5, ,50.9, 
105,1/17/2022,17,0.04, ,0.04, ,160, ,11.6, ,67.0, ,39.8, ,51.2, ,100, ,63, ,90, ,48.4, ,3.1, ,73.3, ,51.7, 
105,1/18/2022,18,0.07, ,0.00, ,254, ,10.8, ,68.4, ,39.8, ,52.6, ,100, ,46, ,80, ,46.5, ,3.9, ,94.5, ,52.7, 
105,1/19/2022,19,0.08, ,0, ,262, ,9.3, ,68.0, ,35.9, ,48.9, ,100, ,43, ,79, ,42.5, ,4.3, ,104.2, ,51.4, 
105,1/20/2022,20,0.07, ,0, ,270, ,8.6, ,70.0, ,30.5, ,47.9, ,100, ,44, ,76, ,40.7, ,2.9, ,68.4, ,50.7, 
105,1/21/2022,21,0.11, ,0, ,273, ,8.4, ,67.7, ,34.2, ,48.1, ,99, ,35, ,73, ,40.0, ,6.7, ,161.1, ,50.5, 
105,1/22/2022,22,0.07, ,0, ,267, ,6.7, ,65.9, ,26.5, ,43.2, ,100, ,39, ,70, ,34.2, ,3.7, ,87.8, ,49.2, 
105,1/23/2022,23,0.08, ,0, ,286, ,6.9, ,69.5, ,26.0, ,44.4, ,99, ,36, ,69, ,34.9, ,3.0, ,72.5, ,48.7, 
105,1/24/2022,24,0.08, ,0, ,286, ,6.9, ,70.0, ,26.5, ,45.8, ,99, ,33, ,66, ,35.1, ,3.0, ,71.9, ,48.8, 
105,1/25/2022,25,0.08, ,0, ,281, ,7.4, ,67.5, ,28.6, ,45.7, ,93, ,43, ,71, ,36.9, ,3.4, ,81.2, ,48.8, 
105,1/26/2022,26,0.08, ,0, ,291, ,7.2, ,70.2, ,28.4, ,46.1, ,99, ,36, ,68, ,36.2, ,2.9, ,70.0, ,48.8, 
105,1/27/2022,27,0.08, ,0, ,296, ,7.0, ,71.6,Y,29.5, ,47.5, ,99, ,32, ,62, ,35.3, ,2.7, ,64.4, ,49.3, 
105,1/28/2022,28,0.07, ,0, ,267, ,6.7, ,71.3, ,28.4, ,45.8, ,94, ,33, ,64, ,34.1, ,2.8, ,68.3, ,49.0, 
105,1/29/2022,29,0.06, ,0, ,199, ,6.9, ,66.7, ,30.3, ,44.1, ,88, ,41, ,70, ,34.9, ,3.7, ,90.0, ,48.7, 
105,1/30/2022,30,0.08, ,0, ,305, ,6.5, ,70.6, ,25.4, ,44.6, ,99, ,33, ,65, ,33.6, ,3.1, ,73.4, ,48.4, 
105,1/31/2022,31,0.06, ,0, ,200, ,7.4, ,62.3, ,28.1, ,44.8, ,89, ,53, ,73, ,36.7, ,4.0, ,95.5, ,48.5, 
