126,1/1/2022,1,0.05, ,0, ,262, ,6.4, ,55.7, ,30.8, ,40.4, ,97, ,39, ,75, ,33.2, ,2.1, ,49.2, ,48.3, 
126,1/2/2022,2,0.05, ,0, ,267, ,6.6, ,58.4, ,27.3, ,40.8, ,94, ,52, ,77, ,34.1, ,1.9, ,46.3, ,47.4, 
126,1/3/2022,3,0.04, ,0, ,212, ,9.2, ,56.2, ,36.2, ,46.3, ,96, ,66, ,86, ,42.3, ,1.9, ,46.7, ,47.7, 
126,1/4/2022,4,0.03, ,0.02, ,154, ,12.2, ,62.2, ,47.6, ,52.8, ,99, ,70, ,90, ,49.8, ,1.8, ,43.5, ,49.7, 
126,1/5/2022,5,0.06, ,0, ,242, ,12.4, ,64.1, ,48.6, ,54.2, ,98, ,68, ,87, ,50.3, ,1.9, ,45.2, ,51.6, 
126,1/6/2022,6,0.06, ,0, ,267, ,12.9, ,67.1, ,48.6, ,55.7, ,98, ,61, ,85, ,51.3, ,1.8, ,43.8, ,53.4, 
126,1/7/2022,7,0.02, ,0.05, ,122, ,12.1, ,57.1, ,45.3, ,52.3, ,99, ,73, ,90, ,49.5, ,1.8, ,44.0, ,53.9, 
126,1/8/2022,8,0.05, ,0, ,249, ,10.3, ,62.2, ,39.1, ,49.2, ,99, ,61, ,86, ,45.2, ,2.0, ,47.6, ,53.2, 
126,1/9/2022,9,0.06, ,0.00, ,277, ,9.0, ,67.5, ,36.4, ,48.4, ,95, ,47, ,78, ,41.9, ,2.0, ,48.9, ,52.3, 
126,1/10/2022,10,0.06, ,0, ,265, ,9.6, ,69.3, ,41.0, ,50.4, ,96, ,50, ,77, ,43.4, ,2.0, ,47.1, ,52.2, 
126,1/11/2022,11,0.07, ,0, ,281, ,8.4, ,69.9, ,36.4, ,49.7, ,94, ,37, ,69, ,40.0, ,1.9, ,46.6, ,52.0, 
126,1/12/2022,12,0.06, ,0, ,259, ,9.5, ,67.3, ,37.5, ,50.9, ,89, ,48, ,75, ,43.2, ,1.9, ,44.9, ,51.9, 
126,1/13/2022,13,0.05, ,0, ,198, ,10.2, ,65.9, ,42.9, ,51.1, ,96, ,51, ,80, ,45.1, ,2.0, ,48.8, ,52.1, 
126,1/14/2022,14,0.05, ,0.00, ,219, ,9.1, ,64.0, ,36.9, ,48.0, ,98, ,53, ,80, ,42.1, ,1.8, ,43.1, ,51.5, 
126,1/15/2022,15,0.03, ,0, ,128, ,9.3, ,59.3, ,39.6, ,49.3, ,88, ,60, ,77, ,42.5, ,1.7, ,40.8, ,50.7, 
126,1/16/2022,16,0.06, ,0.02, ,223, ,10.8, ,67.8, ,46.0, ,55.3, ,94, ,47, ,72, ,46.6, ,1.8, ,42.5, ,51.7, 
126,1/17/2022,17,0.04, ,0, ,175, ,11.1, ,61.3, ,43.6, ,53.0, ,95, ,62, ,81, ,47.3, ,1.8, ,42.1, ,52.9, 
126,1/18/2022,18,0.05, ,0, ,236, ,10.9, ,63.6, ,42.9, ,50.7, ,97, ,61, ,87, ,46.8, ,1.9, ,45.9, ,53.3, 
126,1/19/2022,19,0.04, ,0,R,285, ,10, ,61.6, ,41.8, ,50.4, ,99, ,59, ,80, ,44.6, ,2.1, ,51.3, ,52.3, 
126,1/20/2022,20,0.07, ,0, ,291, ,9.4, ,68.6, ,36.1, ,49.6, ,97, ,49, ,78, ,43.0, ,2.0, ,48.6, ,51.8, 
126,1/21/2022,21,0.08, ,0, ,272, ,7.8, ,68.2, ,38.5, ,50.8, ,97, ,30, ,61, ,38.0, ,2.7, ,65.6, ,52.1, 
126,1/22/2022,22,0.07, ,0, ,303, ,6.7, ,66.4, ,35.3, ,48.1, ,87, ,32, ,58, ,34.2, ,2.2, ,52.2, ,51.6, 
126,1/23/2022,23,0.07, ,0, ,314, ,7.2, ,68.4, ,32.6, ,46.8, ,92, ,33, ,66, ,36.0, ,2.0, ,48.2, ,51.2, 
126,1/24/2022,24,0.07, ,0, ,312, ,7.5, ,67.6, ,32.8, ,46.5, ,90, ,37, ,70, ,37.2, ,2.0, ,48.3, ,50.9, 
126,1/25/2022,25,0.07, ,0, ,307, ,8.1, ,63.2, ,33.0, ,45.7, ,95, ,52, ,78, ,39.1, ,2.0, ,48.4, ,50.8, 
126,1/26/2022,26,0.07, ,0, ,320, ,7.7, ,67.7, ,32.6, ,46.8, ,92, ,37, ,71, ,37.9, ,2.1, ,51.1, ,50.6, 
126,1/27/2022,27,0.08, ,0, ,325, ,7.6, ,70.1, ,33.9, ,48.1, ,92, ,33, ,66, ,37.4, ,2.0, ,49.1, ,50.8, 
126,1/28/2022,28,0.07, ,0, ,298, ,7.4, ,70.6, ,34.3, ,48.3, ,86, ,34, ,64, ,36.8, ,2.1, ,51.4, ,50.9, 
126,1/29/2022,29,0.07, ,0, ,281, ,7.9, ,66.3, ,34.4, ,46.8, ,92, ,46, ,72, ,38.3, ,2.1, ,50.1, ,50.7, 
126,1/30/2022,30,0.08, ,0, ,337, ,7.5, ,67.0, ,32.1, ,46.6, ,93, ,36, ,69, ,37.1, ,2.2, ,52.2, ,50.5, 
126,1/31/2022,31,0.05, ,0, ,204, ,8.5, ,57.9, ,35.5, ,45.3, ,96, ,59, ,82, ,40.3, ,2.1, ,50.8, ,50.3, 
