192,1/1/2022,1,0.06, ,0, ,312, ,3.0, ,37.7, ,17.5, ,28.0, ,87, ,28, ,57, ,14.9, ,5.8, ,138.8, ,34.8, 
192,1/2/2022,2,0.05, ,0, ,311, ,2.9, ,42.2, ,13.2, ,25.7, ,82, ,36, ,61, ,14.0, ,2.2, ,52.5, ,34.5, 
192,1/3/2022,3,0.07, ,0, ,319, ,2.6, ,53.0, ,19.0, ,35.0, ,73, ,14, ,37, ,11.7, ,4.5, ,107.4, ,34.1, 
192,1/4/2022,4,0.08, ,0, ,306, ,3.1, ,52.1, ,24.0, ,39.8, ,72, ,21, ,38, ,16.1, ,4.2, ,100.3, ,33.9, 
192,1/5/2022,5,0.06, ,0, ,314, ,4.7, ,52.3, ,24.9, ,35.1, ,86, ,41, ,68, ,25.5, ,2.5, ,61.1, ,33.8, 
192,1/6/2022,6,0.06, ,0, ,314, ,5.2, ,61.4, ,27.2, ,37.8, ,89, ,29, ,67, ,28.0, ,2.4, ,56.5, ,33.8, 
192,1/7/2022,7,0.08, ,0, ,323, ,4.5, ,52.4, ,28.9, ,43.0, ,81, ,31, ,48, ,24.8, ,5.6, ,135.4, ,33.7, 
192,1/8/2022,8,0.06, ,0, ,316, ,4.5, ,46.7, ,23.1, ,34.3, ,88, ,45, ,67, ,24.4, ,3.2, ,77.8, ,33.7, 
192,1/9/2022,9,0.06, ,0, ,325, ,3.7, ,50.4, ,19.5, ,31.3, ,86, ,29, ,62, ,19.7, ,2.2, ,53.9, ,33.6, 
192,1/10/2022,10,0.05, ,0, ,266, ,3.5, ,43.8, ,18.1, ,30.3, ,85, ,36, ,61, ,18.6, ,2.4, ,58.8, ,33.5, 
192,1/11/2022,11,0.07, ,0, ,338, ,3.2, ,48.1, ,18.6, ,32.6, ,80, ,27, ,51, ,16.4, ,3.2, ,77.1, ,33.4, 
192,1/12/2022,12,0.05, ,0, ,231, ,3.7, ,51.8, ,23.6, ,35.3, ,70, ,23, ,53, ,19.9, ,2.4, ,58.4, ,33.3, 
192,1/13/2022,13,0.03, ,0, ,156, ,4.8, ,56.1, ,30.0, ,40.0, ,88, ,21, ,57, ,26.2, ,2.7, ,64.3, ,33.3, 
192,1/14/2022,14,0.09, ,0, ,318, ,3.9, ,52.7, ,30.0, ,42.5, ,79, ,25, ,42, ,21.3, ,4.9, ,116.5, ,33.2, 
192,1/15/2022,15,0.03, ,0, ,121, ,4.2, ,45.1, ,29.6, ,36.4, ,73, ,38, ,57, ,22.8, ,2.3, ,54.8, ,33.2, 
192,1/16/2022,16,0.07, ,0, ,295, ,5.0, ,55.3, ,32.2, ,41.4, ,73, ,29, ,56, ,27.1, ,2.5, ,60.6, ,33.3, 
192,1/17/2022,17,0.02, ,0, ,143, ,7.4, ,46.6, ,31.6, ,41.2, ,90, ,63, ,84, ,36.8, ,4.7, ,113.7, ,33.7, 
192,1/18/2022,18,0.06, ,0, ,302, ,7.3, ,51.4, ,29.4, ,40.7, ,90, ,58, ,85, ,36.5, ,2.9, ,70.3, ,35.2, 
192,1/19/2022,19,0.07, ,0, ,345, ,4.9, ,52.9, ,25.5, ,37.1, ,90, ,36, ,65, ,26.5, ,2.6, ,62.0, ,35.5, 
192,1/20/2022,20,0.09, ,0.01,H,356, ,3.8, ,53.6, ,25.9, ,40.3, ,73, ,23, ,44, ,20.3, ,4.5, ,108.4, ,35.0, 
192,1/21/2022,21,0.10, ,0.04,H,354, ,3.5, ,50.7, ,24.7, ,37.9, ,78, ,27, ,45, ,18.5, ,7.0, ,167.7, ,34.5, 
192,1/22/2022,22,0.08, ,0, ,354, ,2.9, ,44.0, ,31.6, ,37.6, ,48, ,31, ,38, ,14.1, ,8.1, ,193.8, ,34.4, 
192,1/23/2022,23,0.08, ,0, ,357, ,3.2, ,49.8, ,24.8, ,37.3, ,72, ,29, ,42, ,16.6, ,4.6, ,110.2, ,34.3, 
192,1/24/2022,24,0.08, ,0.01,H,362, ,3.6, ,58.2, ,22.6, ,36.7, ,77, ,20, ,49, ,19.5, ,2.6, ,63.0, ,34.2, 
192,1/25/2022,25,0.09, ,0, ,369, ,2.8, ,52.5, ,24.1, ,37.7, ,75, ,14, ,36, ,13.4, ,4.2, ,100.4, ,34.0, 
192,1/26/2022,26,0.07, ,0.00, ,364, ,2.6, ,46.4, ,19.5, ,31.6, ,70, ,25, ,44, ,12.2, ,2.8, ,67.0, ,33.8, 
192,1/27/2022,27,0.09, ,0.01,H,378,R,2.1, ,50.9, ,17.7, ,34.8, ,75, ,13, ,31, ,7.3, ,4.3, ,104.1, ,33.5, 
192,1/28/2022,28,0.07, ,0, ,298, ,1.9, ,46.0, ,20.3, ,32.0, ,52, ,16, ,30, ,4.5, ,3.3, ,78.7, ,33.3, 
192,1/29/2022,29,0.03, ,0.05, ,137, ,2.7, ,45.0, ,18.6, ,31.3, ,76, ,23, ,45, ,12.3, ,1.9, ,44.7, ,33.2, 
192,1/30/2022,30,0.09, ,0, ,390,R,2.4, ,54.3, ,19.9, ,33.8, ,72, ,11, ,37, ,10.2, ,3.1, ,75.2, ,33.1, 
192,1/31/2022,31,0.07, ,0.00, ,263, ,3.2, ,57.0, ,21.6, ,37.5, ,57, ,21, ,42, ,16.4, ,2.2, ,52.3, ,33.0, 
