212,3/1/2022,60,0.12, ,0, ,424, ,10.0, ,74.2, ,39.8, ,56.0, ,94, ,37, ,66, ,44.6, ,4.9, ,117.1, ,51.4, 
212,3/2/2022,61,0.13, ,0, ,405, ,10.5, ,71.9, ,39.6, ,55.4, ,100, ,34, ,70, ,45.9, ,5.6, ,135.2, ,52.7, 
212,3/3/2022,62,0.07, ,0, ,245, ,10.9, ,62.9, ,45.5, ,52.6, ,100, ,57, ,80, ,46.7, ,5.0, ,119.1, ,52.5, 
212,3/4/2022,63,0.14, ,0.03, ,436, ,10.5, ,63.9, ,42.0, ,52.4, ,100, ,49, ,78, ,45.8, ,10.9, ,260.5, ,52.7, 
212,3/5/2022,64,0.07, ,0, ,287, ,6.7, ,58.7, ,29.9, ,43.1, ,99, ,39, ,71, ,34.3, ,3.8, ,90.8, ,49.8, 
212,3/6/2022,65,0.13, ,0, ,484,R,6.8, ,66.3, ,28.7, ,46.1, ,99, ,28, ,64, ,34.6, ,4.3, ,103.9, ,48.6, 
212,3/7/2022,66,0.17, ,0, ,481,R,5.1, ,69.7, ,34.6, ,52.3, ,78, ,18, ,38, ,27.3, ,6.4, ,154.3, ,49.4, 
212,3/8/2022,67,0.14, ,0, ,485,R,6.8, ,71.7, ,31.5, ,51.3, ,74, ,28, ,52, ,34.5, ,3.6, ,86.9, ,49.9, 
212,3/9/2022,68,0.14, ,0, ,484,R,8.1, ,71.7, ,37.5, ,53.7, ,96, ,26, ,58, ,39.1, ,6.0, ,142.8, ,51.2, 
212,3/10/2022,69,0.19, ,0, ,520,R,4.3,Y,68.7, ,39.3, ,54.6, ,90, ,13, ,29,Y,23.3,Y,8.1, ,193.8, ,51.7, 
212,3/11/2022,70,0.15, ,0, ,514,R,4.6,Y,74.5, ,33.5, ,53.3, ,63, ,17, ,33,Y,25.2,Y,3.6, ,85.8, ,51.1, 
212,3/12/2022,71,0.16, ,0, ,508,R,7.1, ,70.0, ,32.2, ,51.9, ,89, ,21, ,54, ,35.6, ,7.0, ,168.5, ,51.2, 
212,3/13/2022,72,0.15, ,0, ,471, ,9.5, ,66.2, ,43.2, ,54.9, ,89, ,34, ,64, ,43.1, ,6.7, ,160.4, ,53.7, 
212,3/14/2022,73,0.15, ,0, ,496, ,8.4, ,71.4, ,36.6, ,55.1, ,96, ,32, ,56, ,39.9, ,4.9, ,118.1, ,53.5, 
212,3/15/2022,74,0.12, ,0.07, ,391, ,13.9, ,69.8, ,49.6, ,58.8, ,100, ,60, ,82, ,53.3, ,7.8, ,186.6, ,56.0, 
212,3/16/2022,75,0.16, ,0, ,522,R,9.4, ,76.2, ,43.3, ,57.3, ,97, ,18, ,59, ,42.9, ,6.3, ,150.6, ,55.3, 
212,3/17/2022,76,0.16, ,0, ,471, ,10.2, ,70.9, ,48.0, ,56.2, ,86, ,36, ,66, ,44.9, ,9.5, ,228.7, ,55.4, 
212,3/18/2022,77,0.15, ,0, ,511, ,10.0, ,74.4, ,38.4, ,56.2, ,100, ,30, ,65, ,44.6, ,5.5, ,132.9, ,55.3, 
212,3/19/2022,78,0.09, ,0.00, ,251, ,10.3, ,61.1, ,40.0, ,53.1, ,96, ,60, ,75, ,45.4, ,10.2, ,243.9, ,55.0, 
212,3/20/2022,79,0.19, ,0, ,550,R,6.5, ,73.8, ,45.3, ,56.3, ,82, ,13, ,42, ,33.5, ,6.8, ,164.2, ,54.1, 
212,3/21/2022,80,0.19, ,0, ,535,R,9.1, ,83.5, ,42.6, ,63.9,Y,82,H,24,H,45,Y,42.1,Y,6.5, ,154.9, ,55.5, 
212,3/22/2022,81,0.19,R,0, ,541,R,12.0, ,86.9,Y,58.2,Y,69.9,R,65, ,33, ,--,R,--,I,6.2, ,147.8, ,60.0, 
212,3/23/2022,82,0.18, ,0, ,543,R,12.3, ,79.0, ,48.0, ,62.3, ,91, ,43, ,64, ,50.0, ,6.5, ,156.7, ,60.4, 
212,3/24/2022,83,0.17, ,0, ,546,R,11.8, ,80.5, ,43.2, ,59.9, ,100, ,33, ,67, ,48.9, ,6.6, ,159.0, ,59.8, 
212,3/25/2022,84,0.17, ,0, ,578,R,11.0, ,75.2, ,45.0, ,57.7, ,100, ,35, ,67, ,47.0, ,10.0, ,240.7, ,58.4, 
212,3/26/2022,85,0.19, ,0, ,572,R,11.2, ,75.9, ,46.9, ,59.8, ,92, ,42, ,64, ,47.5, ,9.8, ,235.5, ,58.7, 
212,3/27/2022,86,0.12, ,0.37, ,378, ,11.9, ,65.0, ,49.8, ,56.3, ,100, ,60, ,77, ,49.0, ,9.0, ,216.9, ,58.1, 
212,3/28/2022,87,0.09, ,0.03, ,317, ,11.9, ,63.5, ,43.3, ,53.8, ,100, ,59, ,84, ,49.1, ,5.5, ,130.8, ,57.6, 
212,3/29/2022,88,0.16, ,0.00, ,541, ,11.9, ,69.4, ,43.0, ,54.9, ,100, ,57, ,81, ,49.2, ,8.9, ,213.3, ,56.1, 
212,3/30/2022,89,0.10, ,0, ,341, ,11.0, ,66.1, ,43.5, ,53.4, ,99, ,61, ,79, ,47.1, ,7.4, ,178.6, ,55.9, 
212,3/31/2022,90,0.17, ,0, ,550, ,10.4, ,72.1, ,41.4, ,56.9, ,100, ,35, ,66, ,45.7, ,6.3, ,150.2, ,56.1, 
