206,3/1/2022,60,0.12, ,0.06,H,577,R,10.5, ,74.4, ,44.3, ,62.9,Y,97, ,39, ,54,Y,45.8,Y,3.6, ,86.7, ,52.6, 
206,3/2/2022,61,0.12, ,0, ,428, ,9.8, ,75.7, ,38.9, ,56.3, ,97, ,35, ,63, ,44.0, ,3.5, ,83.1, ,53.3, 
206,3/3/2022,62,0.11, ,0, ,321, ,9.5, ,68.4, ,41.1, ,55.0, ,85, ,41, ,65, ,43.3, ,5.5, ,133.1, ,53.8, 
206,3/4/2022,63,0.10, ,0.02, ,287, ,9.9, ,66.8, ,40.1, ,54.1, ,94, ,38, ,69, ,44.2, ,6.8, ,162.3, ,54.6, 
206,3/5/2022,64,0.10, ,0.02, ,392, ,7.2, ,54.9, ,35.7, ,45.1, ,93, ,46, ,71, ,36.2, ,5.4, ,129.6, ,54.4, 
206,3/6/2022,65,0.12, ,0, ,487,R,6.7, ,62.1, ,30.7, ,45.8, ,94, ,33, ,64, ,34.3, ,3.9, ,93.9, ,53.2, 
206,3/7/2022,66,0.12, ,0, ,472, ,6.5, ,64.6, ,30.2, ,47.5, ,96, ,29, ,58, ,33.5, ,4.0, ,96.7, ,52.8, 
206,3/8/2022,67,0.13, ,0, ,488,R,7.3, ,68.7, ,30.6, ,49.5, ,96, ,27, ,60, ,36.4, ,3.1, ,73.8, ,52.9, 
206,3/9/2022,68,0.15, ,0, ,491,R,7.5, ,70.6, ,32.5, ,52.1, ,94, ,28, ,56, ,37.0, ,4.8, ,115.5, ,53.3, 
206,3/10/2022,69,0.21, ,0, ,521,R,5.7, ,67.2, ,36.7, ,53.8, ,83, ,18, ,40, ,30.2, ,11.5,R,276.5,R,53.7, 
206,3/11/2022,70,0.14, ,0, ,512,R,5.7, ,71.6, ,27.9,Y,49.8, ,88, ,21, ,47, ,30.3, ,3.0, ,72.1, ,53.4, 
206,3/12/2022,71,0.16, ,0, ,504,R,6.4, ,77.0, ,32.0, ,54.6, ,89, ,16, ,44, ,33.0, ,4.4, ,106.1, ,53.7, 
206,3/13/2022,72,0.15, ,0, ,478, ,9.2, ,67.9, ,43.3, ,55.9, ,89, ,35, ,60, ,42.3, ,5.7, ,138.0, ,54.8, 
206,3/14/2022,73,0.14, ,0, ,504, ,8.5, ,73.0, ,36.3, ,54.4, ,91, ,29, ,59, ,40.2, ,2.8, ,66.6, ,55.0, 
206,3/15/2022,74,0.08, ,0.06, ,275, ,12.5, ,70.1, ,45.5, ,57.0, ,96, ,56, ,79, ,50.5, ,5.0, ,119.5, ,55.5, 
206,3/16/2022,75,0.17, ,0, ,513,R,10.2, ,71.7, ,41.2, ,55.8, ,97, ,33, ,67, ,45.0, ,7.9, ,188.7, ,55.9, 
206,3/17/2022,76,0.11, ,0, ,415, ,9.0, ,73.6, ,41.0, ,54.9, ,95, ,29, ,61, ,41.8, ,3.3, ,79.3, ,55.9, 
206,3/18/2022,77,0.15, ,0, ,522,R,9.6, ,75.7, ,37.8, ,56.4, ,93, ,33, ,62, ,43.4, ,3.5, ,84.7, ,56.1, 
206,3/19/2022,78,0.03, ,0.15, ,132, ,10.9, ,60.0, ,47.7, ,52.8, ,96, ,60, ,80, ,46.7, ,3.9, ,94.5, ,56.4, 
206,3/20/2022,79,0.21, ,0, ,552,R,7.5, ,70.6, ,42.9, ,54.9, ,94, ,17, ,51, ,37.2, ,11.1,Y,267.3,Y,56.0, 
206,3/21/2022,80,0.18, ,0, ,540,R,8.7, ,76.3, ,38.2, ,56.9, ,89, ,28, ,55, ,41.0, ,6.4, ,154.4, ,55.8, 
206,3/22/2022,81,0.16, ,0, ,545,R,11.5, ,79.5, ,42.4, ,61.0, ,93, ,36, ,63, ,48.3, ,3.2, ,76.8, ,56.7, 
206,3/23/2022,82,0.18, ,0, ,539, ,12.8, ,85.7,Y,47.8, ,66.1,Y,91, ,32, ,58,Y,51.1,Y,3.8, ,91.4, ,57.9, 
206,3/24/2022,83,0.18, ,0, ,552,R,11.9, ,84.1, ,48.1, ,65.2, ,91, ,32, ,56, ,49.2, ,4.5, ,107.4, ,58.8, 
206,3/25/2022,84,0.19, ,0, ,549, ,10.4, ,81.9, ,47.5, ,63.4, ,89, ,26, ,52, ,45.5, ,5.4, ,129.2, ,59.2, 
206,3/26/2022,85,0.19, ,0, ,551, ,10.9, ,82.1, ,45.8, ,64.0, ,85, ,30, ,54, ,46.8, ,5.2, ,125.0, ,59.5, 
206,3/27/2022,86,0.17, ,0, ,448, ,9.7, ,78.9, ,48.7, ,61.6, ,79, ,26, ,52, ,43.8, ,5.2, ,124.8, ,60.0, 
206,3/28/2022,87,0.09, ,0.33, ,276, ,11.5, ,63.3, ,46.8, ,54.2, ,96, ,62, ,80, ,48.1, ,7.7, ,184.0, ,59.8, 
206,3/29/2022,88,0.14, ,0.00, ,484, ,12.0, ,68.9, ,45.9, ,55.8, ,99, ,55, ,79, ,49.4, ,4.7, ,112.5, ,59.1, 
206,3/30/2022,89,0.13, ,0.00, ,452, ,11.0, ,67.0, ,42.5, ,53.7, ,98, ,61, ,78, ,47.1, ,4.3, ,103.3, ,59.1, 
206,3/31/2022,90,0.16, ,0, ,506, ,10.7, ,70.8, ,42.4, ,56.0, ,97, ,38, ,70, ,46.2, ,5.1, ,123.3, ,58.9, 
