43,3/1/2022,60,0.11, ,0, ,390, ,6.9, ,66.5, ,29.0, ,45.7, ,100, ,33, ,66, ,35.0, ,4.3, ,103.5, ,40.7, 
43,3/2/2022,61,0.13, ,0, ,420, ,6.0, ,66.3, ,24.6, ,44.1, ,100, ,27, ,61, ,31.7, ,5.0, ,119.1, ,41.3, 
43,3/3/2022,62,0.01, ,0.27, ,102, ,7.8, ,45.3, ,31.3, ,40.1, ,97, ,73, ,92, ,38.0, ,4.4, ,105.2, ,41.5, 
43,3/4/2022,63,0.08,R,0.04, ,354, ,6.3, ,50.1, ,30.2, ,37.8, ,100, ,50, ,82, ,32.7, ,6.8, ,164.0, ,41.9, 
43,3/5/2022,64,0.07, ,0.04, ,227, ,4.7, ,46.4, ,22.7, ,35.8, ,96, ,40, ,67, ,25.8, ,8.6, ,205.5, ,41.5, 
43,3/6/2022,65,0.10, ,0.00,H,469,R,4.3, ,50.3, ,16.6, ,33.1, ,100, ,35, ,67, ,23.3, ,3.9, ,93.5, ,40.4, 
43,3/7/2022,66,0.10, ,0, ,441, ,3.9, ,57.0, ,20.9, ,38.3, ,77, ,26, ,50, ,21.4, ,3.9, ,93.3, ,40.4, 
43,3/8/2022,67,0.12, ,0, ,419, ,4.5, ,60.9, ,20.4, ,39.2, ,100, ,27, ,55, ,24.5, ,5.0, ,120.4, ,40.8, 
43,3/9/2022,68,0.13, ,0, ,455, ,4.6, ,57.7, ,27.2, ,41.4, ,91, ,25, ,52, ,25.0, ,6.7, ,161.8, ,41.5, 
43,3/10/2022,69,0.11, ,0, ,497,R,2.8,Y,53.6, ,18.3, ,35.0, ,74, ,15, ,40,Y,13.1,Y,5.6, ,135.3, ,41.5, 
43,3/11/2022,70,0.12, ,0, ,491,R,3.3, ,66.0, ,16.4,Y,39.3, ,82, ,11, ,40, ,17.2, ,3.5, ,83.4, ,41.0, 
43,3/12/2022,71,0.18, ,0, ,480,R,3.7, ,61.7, ,20.5, ,42.9, ,89, ,15, ,40, ,20.2, ,9.9, ,237.6, ,41.4, 
43,3/13/2022,72,0.14, ,0.06, ,494,R,5.3, ,51.4, ,26.3, ,42.1, ,90, ,38, ,58, ,28.6, ,9.5, ,227.0, ,42.0, 
43,3/14/2022,73,0.14, ,0, ,429, ,5.5, ,62.0, ,26.5, ,44.5, ,94, ,30, ,55, ,29.5, ,5.6, ,133.6, ,42.2, 
43,3/15/2022,74,0.05, ,0.26, ,221, ,9.0, ,52.6, ,36.1, ,44.7, ,100, ,68, ,90, ,41.8, ,5.4, ,129.5, ,43.4, 
43,3/16/2022,75,0.12, ,0, ,507,R,6.1, ,60.6, ,27.9, ,43.6, ,98, ,29, ,63, ,32.0, ,4.6, ,110.9, ,43.9, 
43,3/17/2022,76,0.11, ,0, ,380, ,5.4, ,60.6, ,27.4, ,40.9, ,93, ,29, ,62, ,28.9, ,4.3, ,103.8, ,44.1, 
43,3/18/2022,77,0.13, ,0, ,462, ,6.4, ,63.1, ,24.0, ,43.9, ,97, ,37, ,66, ,33.2, ,3.9, ,94.1, ,43.8, 
43,3/19/2022,78,0.07, ,0.04, ,236, ,7.1, ,49.8, ,31.5, ,42.1, ,95, ,65, ,78, ,35.8, ,8.1, ,195.3, ,44.2, 
43,3/20/2022,79,0.11, ,0, ,454, ,4.4, ,54.3, ,20.4, ,38.1, ,92, ,26, ,56, ,23.8, ,3.9, ,92.8, ,43.6, 
43,3/21/2022,80,0.13, ,0, ,451, ,6.5, ,64.9, ,25.8, ,45.4, ,95, ,35, ,63, ,33.7, ,4.9, ,118.4, ,44.0, 
43,3/22/2022,81,0.16, ,0, ,531,R,9.0, ,74.4, ,33.5, ,53.5, ,98, ,33, ,64, ,41.8, ,5.1, ,122.6, ,45.2, 
43,3/23/2022,82,0.18, ,0, ,529, ,8.2, ,73.4, ,29.2, ,53.0, ,100, ,30, ,60, ,39.5, ,5.2, ,124.4, ,46.4, 
43,3/24/2022,83,0.15, ,0, ,475, ,8.7, ,73.0, ,33.4, ,52.7, ,100, ,30, ,64, ,40.9, ,4.3, ,103.2, ,46.8, 
43,3/25/2022,84,0.18, ,0, ,553,R,7.8, ,73.5, ,34.1, ,53.2, ,99, ,25, ,56, ,38.1, ,5.0, ,119.8, ,47.4, 
43,3/26/2022,85,0.16, ,0, ,508, ,6.7, ,72.8, ,26.9, ,50.7, ,94, ,27, ,53, ,34.2, ,4.3, ,102.2, ,47.5, 
43,3/27/2022,86,0.14, ,0, ,413, ,7.3, ,67.1, ,30.4, ,48.5, ,95, ,36, ,63, ,36.4, ,4.8, ,115.9, ,47.7, 
43,3/28/2022,87,0.09, ,0.00, ,331, ,8.5, ,56.7, ,39.3, ,47.2, ,95, ,57, ,77, ,40.3, ,5.6, ,134.9, ,47.7, 
43,3/29/2022,88,0.16, ,0, ,785,R,8.3, ,66.7, ,46.6,Y,57.3,Y,100, ,36, ,52,Y,39.6,Y,4.8, ,114.3, ,48.2, 
43,3/30/2022,89,0.12, ,0, ,380, ,7.9, ,62.0, ,36.5, ,49.6, ,94, ,36, ,65, ,38.4, ,5.6, ,133.7, ,48.6, 
43,3/31/2022,90,0.16, ,0, ,551, ,4.8, ,60.0, ,24.6, ,43.9, ,90, ,21, ,49, ,26.2, ,5.3, ,126.8, ,48.0, 
