153,3/1/2022,60,0.16,R,0, ,535,R,7.5, ,86.7,Y,34.4, ,61.4, ,79, ,18, ,41, ,37.3, ,1.4, ,33.6, ,54.2, 
153,3/2/2022,61,0.15,R,0, ,513,R,8.2, ,89.7,Y,35.5, ,61.1, ,82, ,17, ,45, ,39.5, ,1.1,Y,26.0,Y,55.3, 
153,3/3/2022,62,0.13,R,0, ,487, ,10.8, ,74.0, ,38.9, ,55.9, ,88, ,36, ,71, ,46.7, ,2.2, ,53.9, ,55.9, 
153,3/4/2022,63,0.09, ,0.53, ,335, ,12.7, ,64.9, ,51.5, ,56.7, ,92, ,63, ,81, ,50.9, ,4.7, ,112.4, ,57.3, 
153,3/5/2022,64,0.11, ,0.04, ,397, ,10.0, ,59.2, ,47.9, ,52.9, ,90, ,57, ,73, ,44.5, ,5.4, ,129.7, ,57.9, 
153,3/6/2022,65,0.11,R,0.00, ,466, ,9.9, ,64.5, ,44.1, ,52.0, ,94, ,48, ,75, ,44.3, ,1.4, ,32.9, ,57.2, 
153,3/7/2022,66,0.15,R,0, ,545,R,8.7, ,71.9, ,41.3, ,54.6, ,93, ,23, ,60, ,40.8, ,1.7, ,39.6, ,56.5, 
153,3/8/2022,67,0.15,R,0, ,555,R,6.4, ,73.4, ,33.8, ,54.5, ,83, ,20, ,44, ,33.1, ,1.4, ,33.6, ,56.1, 
153,3/9/2022,68,0.14,R,0, ,548,R,9.6, ,71.7, ,42.6, ,56.0, ,91, ,30, ,62, ,43.4, ,1.3, ,31.8, ,56.1, 
153,3/10/2022,69,0.12,R,0, ,440, ,11.8, ,68.2, ,46.6, ,56.8, ,90, ,51, ,75, ,49.0, ,1.3, ,31.4, ,57.7, 
153,3/11/2022,70,0.16,R,0, ,577,R,6.6, ,77.3, ,35.7, ,57.4, ,91, ,15, ,41, ,33.8, ,1.0,I,24.0,I,57.0, 
153,3/12/2022,71,0.16,R,0, ,573,R,7.5, ,81.7, ,35.1, ,57.2, ,81, ,22, ,47, ,37.0, ,1.2,Y,29.7,Y,56.4, 
153,3/13/2022,72,0.15,R,0, ,563,R,11.4, ,78.0, ,38.0, ,56.6, ,92, ,47, ,73, ,48.0, ,1.4, ,34.4, ,56.6, 
153,3/14/2022,73,0.16,R,0, ,564,R,12.5, ,85.4, ,38.8, ,60.1, ,95, ,36, ,71, ,50.5, ,1.0,I,24.0,I,57.4, 
153,3/15/2022,74,0.17,R,0, ,562,R,14.1, ,89.3, ,42.2, ,60.8, ,96, ,45, ,78, ,53.7, ,1.7, ,42.0, ,58.5, 
153,3/16/2022,75,0.15,R,0, ,556,R,14.7, ,79.6, ,45.1, ,59.8, ,100, ,56, ,84, ,54.8, ,1.5,Y,35.1,Y,58.8, 
153,3/17/2022,76,0.18,R,0.00,H,586,R,12.6, ,90.1,Y,44.5, ,64.6, ,98, ,32, ,61, ,50.7, ,1.6, ,38.6, ,59.8, 
153,3/18/2022,77,0.17,R,0, ,584,R,11.4, ,86.0, ,43.2, ,63.9, ,82, ,36, ,56, ,48.0, ,1.0,Y,25.0,Y,60.2, 
153,3/19/2022,78,0.15,R,0.01, ,543, ,13.2, ,74.7, ,46.3, ,59.5, ,91, ,54, ,76, ,52.0, ,1.6,Y,38.9,Y,60.7, 
153,3/20/2022,79,0.14,R,0.15, ,522, ,13.5, ,66.9, ,49.3, ,58.0, ,96, ,59, ,82, ,52.5, ,3.0, ,71.9, ,61.7, 
153,3/21/2022,80,0.15,R,0, ,544, ,13.5, ,76.5, ,42.6, ,60.2, ,94, ,51, ,76, ,52.5, ,1.5,Y,36.0,Y,60.8, 
153,3/22/2022,81,0.18,R,0, ,584,R,12.8, ,87.3, ,49.4, ,66.6,Y,97, ,32, ,57,Y,51.1,Y,1.4,Y,34.1,Y,61.6, 
153,3/23/2022,82,0.19,R,0, ,607,R,9.2, ,93.8,Y,49.8, ,69.8,R,83,H,17,H,--,R,--,I,2.0, ,48.5, ,62.3, 
153,3/24/2022,83,0.19,R,0, ,596,R,12.7, ,91.3,Y,48.7, ,69.4,Y,78, ,34, ,52,Y,50.9,Y,1.0,Y,24.3,Y,62.7, 
153,3/25/2022,84,0.18,R,0, ,585,R,16.0, ,91.2,Y,50.7, ,68.6,Y,94, ,42, ,67,Y,57.2,Y,1.0,Y,24.6,Y,62.9, 
153,3/26/2022,85,0.18,R,0, ,598,R,16.5, ,81.6, ,51.6, ,64.9, ,100, ,49, ,78, ,58.1, ,1.4,Y,33.2,Y,63.6, 
153,3/27/2022,86,0.17,R,0, ,584, ,15.6, ,74.8, ,55.1,Y,62.9, ,95, ,59, ,80, ,56.6, ,1.9, ,45.8, ,64.3, 
153,3/28/2022,87,0.06, ,0.70, ,236, ,14.5, ,71.3, ,53.3, ,59.4, ,97, ,58, ,84, ,54.5, ,2.4, ,56.5, ,63.4, 
153,3/29/2022,88,0.08,R,0.01, ,331, ,13.8, ,66.5, ,49.0, ,57.3, ,100, ,68, ,86, ,53.1, ,2.1, ,49.4, ,61.4, 
153,3/30/2022,89,0.16,R,0, ,568, ,13.9, ,72.0, ,45.9, ,58.8, ,95, ,63, ,82, ,53.4, ,1.6, ,39.1, ,61.7, 
153,3/31/2022,90,0.03,R,0, ,160, ,14.0, ,62.9, ,55.9,Y,58.6, ,91, ,74, ,84, ,53.6, ,1.5, ,36.6, ,62.6, 
